name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"62,297,000","21,999,000","18,961,000","12,157,000","9,180,000","8,114,000","6,653,000","7,586,000","3,708,000"
	OperatingRevenue,"62,297,000","21,999,000","18,961,000","12,157,000","9,180,000","8,114,000","6,653,000","7,586,000","3,708,000"
CostOfRevenue,"38,047,000","14,192,000","11,606,000","6,930,000","5,319,000","4,848,000","4,300,000","3,664,000","2,198,000"
GrossProfit,"24,250,000","7,807,000","7,355,000","5,227,000","3,861,000","3,266,000","2,353,000","3,922,000","1,510,000"
OperatingExpense,"125,270,000","42,141,000","34,280,000","26,485,000","22,364,000","11,372,000","9,272,000","7,088,000","6,128,000"
	SellingGeneralAndAdministration,"46,331,000","12,642,000","13,369,000","11,442,000","8,878,000","2,695,000","2,716,000","1,265,000","1,329,000"
	ResearchAndDevelopment,"78,939,000","29,499,000","20,911,000","15,043,000","13,486,000","8,677,000","6,556,000","5,823,000","4,799,000"
OperatingIncome,"-101,020,000","-34,334,000","-26,925,000","-21,258,000","-18,503,000","-8,106,000","-6,919,000","-3,166,000","-4,618,000"
NetNonOperatingInterestIncomeExpense,"-602,000","-25,000","-51,000","-9,000","-517,000","-613,000","-566,000","-511,000","-545,000"
	InterestIncomeNonOperating,"75,000","33,000","13,000","16,000","13,000","7,000","7,000","6,000","6,000"
	InterestExpenseNonOperating,"677,000","58,000","64,000","25,000","530,000","620,000","573,000","517,000","551,000"
OtherIncomeExpense,"-14,639,000","47,406,000","-7,180,000","-86,930,000","32,065,000","19,093,000","-56,331,000","-18,492,000","-1,810,000"
	GainOnSaleOfSecurity,"23,793,000","47,353,000","3,025,000","-40,401,000","13,816,000","19,100,000","-56,200,000","-18,520,000","-1,866,000"
	SpecialIncomeCharges,"-38,451,000","83,000","-11,161,000","-45,516,000","18,143,000","0","-220,000","0","0"
		RestructuringAndMergernAcquisition,"38,755,000","-83,000","11,161,000","45,516,000","-17,839,000","0","220,000","0","0"
		OtherSpecialCharges,,,"0",,"-304,000",,,,
	OtherNonOperatingIncomeExpenses,"19,000","-30,000","956,000","-1,013,000","106,000","-7,000","89,000","28,000","56,000"
PretaxIncome,"-116,261,000","13,047,000","-34,156,000","-108,197,000","13,045,000","10,374,000","-63,816,000","-22,169,000","-6,973,000"
TaxProvision,"-999,000","-659,000","-361,000","-36,000","57,000","13,000","20,000","-13,000","19,000"
NetIncomeCommonStockholders,"-82,654,000","10,833,000","-25,359,000","-79,649,000","6,149,000","5,443,000","-63,560,000","-21,959,000","-6,858,000"
	NetIncome,"-88,026,000","10,833,000","-25,359,000","-79,649,000","6,149,000","10,815,000","-63,560,000","-21,959,000","-6,858,000"
		NetIncomeIncludingNoncontrollingInterests,"-115,262,000","13,706,000","-33,795,000","-108,161,000","12,988,000","10,361,000","-63,836,000","-22,156,000","-6,992,000"
