name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
			NetIncomeContinuousOperations,"-115,262,000","13,706,000","-33,795,000","-108,161,000","12,988,000","10,361,000","-63,836,000","-22,156,000","-6,992,000"
		MinorityInterests,"27,236,000","-2,873,000","8,436,000","28,512,000","-6,839,000","454,000","276,000","197,000","134,000"
	OtherunderPreferredStockDividend,,"0",,,,"5,372,000",,,
AverageDilutionEarnings,,"0","-3,025,000",,"-2,500,000","-19,100,000",,,"0"
DilutedNIAvailtoComStockholders,"-63,554,000","10,833,000","-25,359,000","-79,649,000","3,649,000","-13,657,000","-63,560,000","-21,959,000","-6,858,000"
BasicEPS,,"0.1","-0.24","-0.83","0.13","0.054",,"-0.216","-0.068"
DilutedEPS,,"0.07","-0.26","-0.83","0.06","-0.135",,"-0.216","-0.068"
BasicAverageShares,,"111,189,340","103,319,022","96,368,379","47,058,489","101,482,466",,"101,482,466","101,482,466"
DilutedAverageShares,,"147,396,772","106,194,213","96,368,379","63,647,057","101,482,466",,"101,482,466","101,482,466"
TotalOperatingIncomeAsReported,"-101,020,000","-34,334,000","-26,925,000","-21,258,000","-18,503,000","-8,106,000","-6,919,000","-3,166,000","-4,618,000"
TotalExpenses,"163,317,000","56,333,000","45,886,000","33,415,000","27,683,000","16,220,000","13,572,000","10,752,000","8,326,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-88,026,000","10,833,000","-25,359,000","-79,649,000","6,149,000","10,815,000","-63,560,000","-21,959,000","-6,858,000"
NormalizedIncome,"-73,493,952.314","-17,628,600","-17,308,990.631","6,239,413.145","-25,670,355.462","-8,261,065.163","-22,373,400","-3,449,860.21","-5,495,820"
InterestIncome,"75,000","33,000","13,000","16,000","13,000","7,000","7,000","6,000","6,000"
InterestExpense,"677,000","58,000","64,000","25,000","530,000","620,000","573,000","517,000","551,000"
NetInterestIncome,"-602,000","-25,000","-51,000","-9,000","-517,000","-613,000","-566,000","-511,000","-545,000"
EBIT,"-115,584,000","13,105,000","-34,092,000","-108,172,000","13,575,000","10,994,000","-63,243,000","-21,652,000","-6,422,000"
EBITDA,"-104,356,000"
ReconciledCostOfRevenue,"38,047,000","14,192,000","11,606,000","6,930,000","5,319,000","4,848,000","4,300,000","3,664,000","2,198,000"
ReconciledDepreciation,"11,228,000","5,904,000","3,570,000","1,149,000","605,000","643,000","668,000","710,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-88,026,000","10,833,000","-25,359,000","-79,649,000","6,149,000","10,815,000","-63,560,000","-21,959,000","-6,858,000"
TotalUnusualItemsExcludingGoodwill,"-14,658,000","47,436,000","-8,136,000","-85,917,000","31,959,000","19,100,000","-56,420,000","-18,520,000","-1,866,000"
TotalUnusualItems,"-14,658,000","47,436,000","-8,136,000","-85,917,000","31,959,000","19,100,000","-56,420,000","-18,520,000","-1,866,000"
NormalizedEBITDA,"-89,698,000","-28,427,000","-22,386,000","-21,106,000","-17,779,000","-7,463,000","-6,155,000","-2,422,000","-4,556,000"
TaxRateForCalcs,"0.009","0.4","0.011","0","0.004","0.001","0.27","0.001","0.27"
TaxEffectOfUnusualItems,"-125,952.314","18,974,400","-85,990.631","-28,586.855","139,644.538","23,934.837","-15,233,400","-10,860.21","-503,820"
