name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"-16,965,000","-18,471,000","7,344,000","-9,775,000","3,937,000","-1,492,000","1,753,000","7,659,000","2,340,000","9,576,000","8,503,000","-1,908,000","1,114,000","-5,963,000","2,915,000","11,692,000","3,456,000","1,659,000","-2,885,000","3,025,000","4,223,000","1,135,000","-4,405,000","985,000","6,808,000","3,170,000","6,738,000","3,664,000","587,000","-4,548,000","-537,000","1,589,000","1,502,000","-2,090,000","-942,000","-795,000","4,673,000","2,652,000","4,359,000","-1,516,000","5,532,000","4,008,000","1,127,000","-546,000","2,045,000","-3,131,000","7,354,000","1,445,000","5,487,000","671,000","5,097,000","-1,291,000","7,500,000","-11,768,000","1,023,000","367,000","-6,989,000","-561,000","1,537,000","17,706,000","-776,000","6,540,000"
	CashFlowFromContinuingOperatingActivities,"-16,965,000","-18,471,000","7,344,000","-9,775,000","3,937,000","-1,492,000","1,753,000","7,659,000","2,340,000","9,576,000","8,503,000","-1,908,000","1,114,000","-5,963,000","2,915,000","11,692,000","3,456,000","1,659,000","-2,885,000","3,025,000","4,223,000","1,135,000","-4,405,000","985,000","6,808,000","3,170,000","6,738,000","3,664,000","587,000","-4,548,000","-537,000","1,593,000","1,502,000","-2,090,000","-942,000","-787,000","4,673,000","2,652,000","4,508,000","-1,516,000","5,532,000","4,008,000","3,724,000","2,257,000","2,045,000","-3,131,000","7,354,000","1,445,000","5,487,000","671,000","5,097,000","-1,291,000","7,500,000","-11,768,000","1,023,000","367,000","-6,989,000","-561,000","1,537,000","17,706,000","-776,000","6,540,000"
		NetIncomeFromContinuingOperations,"-48,404,000","-19,172,000","-5,429,000","-10,105,000","-13,698,000","-25,529,000","-8,309,000","-3,985,000","-1,726,000","-5,257,000","2,458,000","-2,751,000","-7,192,000","-8,559,000","-5,193,000","-273,000","15,159,000","149,000","-912,000","-1,756,000","-1,625,000","-3,337,000","-3,919,000","-6,122,000","-57,938,000","-5,946,000","-4,145,000","-7,762,000","-6,362,000","-5,683,000","-5,007,000","-5,074,000","-7,194,000","-7,640,000","-4,703,000","-10,903,000","-11,234,000","-8,136,000","-10,291,000","-610,000","-9,437,000","-9,697,000","-5,995,000","-318,000","-13,935,000","-9,818,000","-6,347,000","-5,954,000","-2,265,000","-5,785,000","-9,727,000","-5,219,000","-5,299,000","55,135,000","-13,941,000","-15,353,000","-15,331,000","-18,442,000","-55,345,000","-2,777,000","-10,463,000","-4,435,000"
		OperatingGainsLosses,"208,000","242,000","180,000","-364,000","150,000","-71,000","331,000","26,000","257,000","-397,000","88,000","16,000","-156,000","-20,000","-71,000","46,000","-368,000","94,000","-176,000","77,000","273,000","214,000","-142,000","181,000","333,000","-269,000","492,000","-488,000","96,000","-1,691,000","-1,100,000","-1,207,000","152,000","-12,000","-3,446,000","644,000","-262,000","-861,000","-1,563,000","-9,193,000","471,000","426,000","2,409,000","-1,938,000","406,000","286,000","-1,344,000","802,000","380,000","1,307,000","794,000","336,000","827,000","3,257,000","9,101,000","-30,000","28,000","55,000","-3,107,000",,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-3,836,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-28,000","-112,000","-107,000",,"7,000","-1,000","0","0","0","-5,000","-21,000","-30,000","-6,000","-18,000","-97,000","-16,000","-316,000","-2,000","-17,000","-75,000","-218,000","-162,000","-134,000",,,,,,"0","0","0",,"417,000","3,000","22,000",,"70,000","6,000",,,"0","0","0","0","-107,000","58,000","5,000","89,000",,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"455,000","242,000","208,000","-252,000","257,000","-71,000","327,000","27,000","257,000","-397,000","79,000","21,000","-135,000","10,000","-65,000","64,000","-271,000","110,000","140,000","79,000","290,000","289,000","76,000","343,000","467,000","-301,000","492,000","-488,000","96,000","-1,691,000","-1,100,000","-1,207,000","152,000","-12,000","-27,000","641,000","-284,000","-861,000",,,,,,,"21,000","53,000","22,000","159,000","-213,000","49,000","20,000","7,000","205,000","-31,000",,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"-3,000",,,,"9,000",,,,,,,,,,,,"0","0","0","32,000",,,,,,,,,,,,,"8,892,000",,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"25,204,000","6,121,000","6,191,000","6,414,000","6,478,000","6,219,000","6,009,000","5,986,000","5,684,000","5,491,000","5,615,000","5,134,000","4,754,000","4,562,000","4,416,000","4,377,000","4,829,000","4,968,000","5,131,000","5,109,000","5,128,000","5,146,000","5,064,000","5,014,000","5,115,000","5,291,000","5,816,000","5,284,000","5,011,000","4,793,000","4,646,000","5,035,000","5,118,000","5,403,000","6,343,000","6,711,000","7,562,000","8,130,000","8,522,000","8,452,000","8,634,000","8,227,000","8,555,000","5,532,000","10,049,000","8,681,000","8,342,000","7,912,000","6,928,000","5,544,000","6,004,000","6,645,000","6,665,000","7,088,000","7,318,000","6,951,000","6,502,000","6,260,000","5,707,000","5,870,000","5,195,000","4,824,000"
			DepreciationAndAmortization,"25,204,000","6,121,000","6,191,000","6,414,000","6,478,000","6,219,000","6,009,000","5,986,000","5,684,000","5,491,000","5,615,000","5,134,000","4,754,000","4,562,000","4,416,000","4,377,000","4,829,000","4,968,000","5,131,000","5,109,000","5,128,000","5,146,000","5,064,000","5,014,000","5,115,000","5,291,000","5,816,000","5,284,000","5,011,000","4,793,000","4,646,000","5,035,000","5,118,000","5,403,000","6,343,000","6,711,000","7,562,000","8,130,000","8,522,000","8,452,000","8,634,000","8,227,000","8,555,000","5,532,000","10,049,000","8,681,000","8,342,000","7,912,000","6,928,000","5,544,000","6,004,000","6,645,000","6,665,000","7,088,000","7,318,000","6,951,000","6,502,000","6,260,000","5,707,000","5,870,000","5,195,000","4,824,000"
