name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
OperatingCashFlow,"-246,499,000","-57,042,000","-80,176,000","-45,126,000","-64,155,000","-92,869,000","56,366,882","-34,650,000","13,232,000","-37,176,000","-17,631"
	CashFlowFromContinuingOperatingActivities,"-246,499,000","-57,042,000","-80,176,000","-45,126,000","-64,155,000","-92,869,000","56,366,882","-34,650,000","13,232,000","-37,176,000","-17,631"
		NetIncomeFromContinuingOperations,"-614,648,000","-75,309,000","-187,201,000","-34,527,000","-317,611,000","-48,417,000","3,256,160","12,758,000","5,403,000","-28,162,000","-17,631"
		OperatingGainsLosses,"6,958,000","-12,394,000","1,000","-115,163,000","134,499,000","-85,430,000",,"-48,557,000","4,594,000","-12,030,000",
			GainLossOnInvestmentSecurities,"6,958,000","-12,394,000","1,000","-115,163,000","134,499,000","-85,430,000",,"-48,557,000","4,594,000","-12,030,000",
		DepreciationAmortizationDepletion,"1,912,000","826,000","848,000","120,000","118,000","160,000",,"138,000","153,000","122,000",
			DepreciationAndAmortization,"1,912,000","826,000","848,000","120,000","118,000","160,000",,"138,000","153,000","122,000",
		StockBasedCompensation,"161,650,000","40,640,000","31,181,000","46,803,000","43,026,000","42,713,000",,"1,501,000","1,471,000","1,977,000",
		OtherNonCashItems,"152,000","-17,000","58,000","68,000","43,000","13,712,000","-33,514,255","10,785,000","12,268,000","10,344,000",
		ChangeInWorkingCapital,"197,477,000","-10,788,000","74,937,000","57,573,000","75,770,000","-15,607,000","35,993,977","-11,275,000","-10,657,000","-9,427,000","0"
			ChangeInReceivables,"-26,810,000","-33,082,000","209,362,000","222,363,000","-425,453,000","-18,673,000",,"-11,548,000","-6,626,000","-14,447,000",
			ChangeInPrepaidAssets,"-7,813,000","-12,528,000","2,768,000","2,358,000",,,"5,996,334","-5,697,000",,,"0"
			ChangeInPayablesAndAccruedExpense,"90,872,000","38,995,000","43,405,000","6,550,000","1,922,000","2,372,000","-1,664,357","10,981,000","167,000","-4,549,000","0"
				ChangeInPayable,"90,134,000","42,552,000","41,694,000","3,364,000","2,524,000","-4,502,000",,"10,770,000","-13,000","-4,820,000",
					ChangeInAccountPayable,"9,131,000","-678,000","3,921,000","3,364,000","2,524,000","-4,502,000",,"10,770,000","-13,000","-4,820,000",
				ChangeInAccruedExpense,"738,000","-3,557,000","1,711,000","3,186,000","-602,000","6,874,000","4,272,643","211,000","180,000","271,000","0"
