name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"304,962,000","77,213,000","79,394,000","72,207,000","76,148,000","71,087,000","67,896,000","65,131,000","53,771,000","66,429,000","69,697,000","67,881,000","71,139,000","67,505,000","67,799,000","64,598,000","68,496,000","61,948,000","52,826,000","43,999,000","47,818,000","45,059,000","45,029,000","45,252,000","47,083,000","43,016,000","39,838,000","36,703,000","35,526,000","33,831,000","37,151,000","37,069,000","34,690,000","35,731,000","35,457,000","36,250,000","33,520,000","35,536,000","32,800,000","33,429,000","33,188,000","32,301,000","30,397,000","29,654,000","29,379,000","30,196,000","29,222,000","28,443,000","29,263,000","29,717,000","28,615,000","28,219,000","28,163,000","26,688,000","25,532,000","26,804,000","27,155,000","25,568,000","25,068,000","22,160,000","23,011,000","24,524,000","21,090,000","20,018,000","20,754,000","19,449,000","17,961,000","16,458,000","17,198,000","17,665,000","15,866,000","16,118,000","15,314,000","15,086,000","12,802,000","15,097,000","15,713,000","15,920,000","12,171,000","16,889,000","23,264,000","25,471,000","21,975,000","22,567,000","21,697,000","21,432,000","18,495,000","19,524,000","19,454,000","19,623,000","16,522,000","16,500,000","17,400,000","16,300,000","14,600,000","16,000,000","16,300,000","14,600,000","13,100,000","14,600,000","12,700,000","10,400,000","8,500,000","10,400,000","9,700,000","8,300,000","6,800,000","8,300,000","7,200,000","6,600,000","5,800,000","6,600,000","5,900,000","5,300,000","5,300,000","6,000,000","5,200,000","4,700,000","4,600,000","5,300,000","5,300,000","4,500,000","4,300,000","4,500,000","3,600,000","2,900,000"
	OperatingRevenue,"304,962,000","77,213,000","79,394,000","72,207,000","76,148,000","71,087,000","67,896,000","65,131,000","53,771,000","66,429,000","69,697,000","67,881,000","71,139,000","67,505,000","67,799,000","64,598,000","68,496,000","61,948,000","52,826,000","43,999,000","47,818,000","45,059,000","45,029,000","45,252,000","47,083,000","43,016,000","39,838,000","36,703,000","35,526,000","33,831,000","37,151,000","37,069,000","34,690,000","35,731,000","35,457,000","36,250,000","33,512,000","35,473,000","32,181,000","33,429,000","33,188,000","32,301,000","30,397,000","29,654,000","29,379,000","30,196,000","29,222,000","28,443,000","29,263,000","29,717,000","29,344,000","27,839,000","28,163,000","26,688,000","25,532,000","26,804,000","27,155,000","25,568,000","25,068,000","22,160,000","23,011,000","24,524,000","21,090,000","20,018,000","20,754,000","19,449,000","17,961,000","16,458,000","17,198,000","17,665,000","15,866,000","16,118,000","15,314,000","15,086,000","12,802,000","15,097,000","15,713,000","15,920,000","12,171,000","16,889,000","23,264,000","25,471,000","21,975,000","22,567,000","21,697,000","21,432,000","18,495,000","19,524,000","19,454,000","19,623,000","16,522,000","16,500,000","17,400,000","16,300,000","14,600,000","16,000,000","16,300,000","14,600,000","13,100,000","14,600,000","12,700,000","10,400,000","8,500,000","10,400,000","9,700,000","8,300,000","6,800,000","8,300,000","7,200,000","6,600,000","5,800,000","6,600,000","5,900,000","5,300,000","5,300,000","6,000,000","5,200,000","4,700,000","4,600,000","5,300,000","5,300,000","4,500,000","4,300,000","4,500,000","3,600,000","2,900,000"
CostOfRevenue,"104,567,000","26,494,000","28,020,000","24,418,000","25,635,000","23,249,000","23,305,000","21,999,000","17,881,000","22,258,000","23,145,000","22,659,000","24,173,000","23,232,000","22,608,000","21,884,000","22,645,000","22,720,000","16,463,000","14,137,000","14,913,000","15,547,000","13,834,000","15,470,000","16,782,000","15,395,000","13,322,000","13,721,000","13,972,000","14,164,000","14,516,000","13,270,000","12,306,000","13,258,000","13,175,000","12,901,000","12,041,000","12,260,000","11,755,000","12,119,000","11,817,000","11,009,000","11,022,000","10,742,000","10,326,000","11,692,000","11,637,000","13,221,000","11,494,000","11,925,000","11,018,000","11,178,000","10,268,000","9,453,000","9,023,000","9,643,000","9,289,000","9,310,000","8,914,000","8,190,000","8,857,000","9,580,000","11,089,000","8,530,000","9,116,000","8,686,000","8,303,000","7,955,000","8,149,000","8,015,000","8,016,000","9,122,000","9,437,000","11,050,000","10,969,000","9,263,000","7,166,000","4,084,000","3,572,000","32,717,000","19,046,000","10,298,000","9,020,000","9,384,000","9,120,000","9,105,000","6,841,000","7,411,000","7,505,000","8,367,000","6,816,000","6,100,000","7,400,000","6,700,000","5,500,000","6,300,000","5,500,000","4,500,000","3,600,000","5,100,000","3,500,000","2,900,000","2,500,000","3,200,000","3,000,000","2,600,000","1,900,000","3,000,000","2,400,000","2,200,000","1,800,000","2,500,000","2,000,000","1,800,000","1,700,000","2,300,000","2,000,000",,,,,,,,,
GrossProfit,"200,395,000","50,719,000","51,374,000","47,789,000","50,513,000","47,838,000","44,591,000","43,132,000","35,890,000","44,171,000","46,552,000","45,222,000","46,966,000","44,273,000","45,191,000","42,714,000","45,851,000","39,228,000","36,363,000","29,862,000","32,905,000","29,512,000","31,195,000","29,782,000","30,301,000","27,621,000","26,516,000","22,982,000","21,554,000","19,667,000","22,635,000","23,799,000","22,384,000","22,473,000","22,282,000","23,349,000","21,479,000","23,276,000","21,045,000","21,310,000","21,371,000","21,292,000","19,375,000","18,912,000","19,053,000","18,504,000","17,585,000","15,222,000","17,769,000","17,792,000","17,597,000","17,041,000","17,895,000","17,235,000","16,509,000","17,161,000","17,866,000","16,258,000","16,154,000","13,970,000","14,154,000","14,944,000","10,001,000","11,488,000","11,638,000","10,763,000","9,658,000","8,503,000","9,049,000","9,650,000","7,850,000","6,996,000","5,877,000","4,036,000","1,833,000","5,834,000","8,547,000","11,836,000","8,599,000","-15,828,000","4,218,000","15,173,000","12,955,000","13,183,000","12,577,000","12,327,000","11,654,000","12,113,000","11,949,000","11,256,000","9,706,000","10,400,000","10,000,000","9,600,000","9,100,000","9,700,000","10,800,000","10,100,000","9,500,000","9,500,000","9,200,000","7,500,000","6,000,000","7,200,000","6,700,000","5,700,000","4,900,000","5,300,000","4,800,000","4,400,000","4,000,000","4,100,000","3,900,000","3,500,000","3,600,000","3,700,000","3,200,000",,,,,,,,,
OperatingExpense,"208,011,000","49,083,000","60,713,000","49,025,000","49,190,000","46,392,000","42,677,000","39,498,000","37,810,000","45,358,000","42,921,000","40,518,000","40,464,000","42,068,000","42,412,000","38,096,000","40,446,000","42,718,000","36,558,000","29,033,000","28,117,000","26,964,000","26,090,000","24,306,000","25,715,000","28,883,000","21,679,000","20,454,000","22,011,000","21,221,000","20,730,000","20,784,000","20,162,000","20,777,000","19,149,000","18,784,000","18,668,000","19,965,000","18,840,000","18,362,000","15,541,000","19,663,000","16,426,000","16,416,000","15,302,000","16,057,000","14,238,000","12,730,000","12,910,000","15,109,000","13,978,000","13,847,000","13,673,000","13,774,000","13,705,000","13,258,000","13,665,000","13,512,000","13,372,000","12,338,000","11,820,000","13,393,000","12,414,000","9,375,000","11,082,000","12,221,000","11,479,000","11,979,000","22,514,000","10,977,000","11,894,000","13,031,000","10,584,000","11,069,000","8,740,000","11,398,000","24,627,000","12,509,000","16,313,000","12,540,000","12,643,000","10,631,000","10,408,000","9,522,000","9,406,000","9,245,000","9,489,000","9,088,000","9,395,000","9,154,000","8,543,000","8,200,000","7,600,000","8,000,000","8,800,000","7,500,000","7,900,000","7,800,000","7,200,000","6,800,000","7,200,000","5,800,000","4,900,000","5,200,000","5,200,000","4,600,000","4,300,000","4,400,000","4,000,000","3,800,000","3,800,000","3,600,000","3,400,000","3,200,000","3,500,000","3,500,000","2,900,000",,,,,,,,,
	SellingGeneralAndAdministration,"170,091,000","38,955,000","51,253,000","39,053,000","40,830,000","38,638,000","36,103,000","33,743,000","32,288,000","39,002,000","37,609,000","34,259,000","34,623,000","36,520,000","35,628,000","32,871,000","34,727,000","37,348,000","30,195,000","24,756,000","23,389,000","22,871,000","22,246,000","20,592,000","22,436,000","26,274,000","19,139,000","17,494,000","19,327,000","18,969,000","18,638,000","18,882,000","17,959,000","18,275,000","16,671,000","16,532,000","16,932,000","17,977,000","16,775,000","16,533,000","13,871,000","17,970,000","14,626,000","14,726,000","13,659,000","14,291,000","12,201,000","11,376,000","11,670,000","13,817,000","12,585,000","12,386,000","12,306,000","12,748,000","12,334,000","12,072,000","12,358,000","12,067,000","12,053,000","11,240,000","10,842,000","12,335,000","11,439,000","8,549,000","10,245,000","11,312,000","10,499,000","11,085,000","21,585,000","10,056,000","10,672,000","12,127,000","9,693,000","10,148,000","7,924,000","10,575,000","23,539,000","11,592,000","15,412,000","11,193,000","11,447,000","9,478,000","9,275,000","8,290,000","8,120,000","8,159,000","7,232,000","7,000,000","7,422,000","7,043,000","6,393,000","6,200,000","5,900,000","6,200,000","5,800,000","6,300,000","5,800,000","5,800,000","5,200,000","5,600,000","5,200,000","4,500,000","3,700,000","4,200,000","4,200,000","3,600,000","3,400,000","3,500,000","3,000,000","2,900,000","3,500,000","3,400,000","3,200,000","3,000,000","3,300,000","3,200,000","2,700,000",,,,,,,,,
		GeneralAndAdministrativeExpense,"145,493,000",,,,,,,"33,743,000","32,288,000","39,002,000","37,609,000","34,259,000","34,623,000","36,520,000","35,628,000","32,871,000","34,727,000","37,348,000","30,195,000","24,756,000","23,389,000","22,871,000","22,246,000","20,592,000","22,436,000","26,274,000","19,139,000","17,494,000","19,327,000","18,969,000","18,638,000","18,882,000","17,959,000","18,275,000","16,671,000","16,532,000","16,932,000","17,977,000","16,775,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"145,493,000",,,,,,,"33,743,000","32,288,000","39,002,000","37,609,000","34,259,000","34,623,000","36,520,000","35,628,000","32,871,000","34,727,000","37,348,000","30,195,000","24,756,000","23,389,000","22,871,000","22,246,000","20,592,000","22,436,000","26,274,000","19,139,000","17,494,000","19,327,000","18,969,000","18,638,000","18,882,000","17,959,000","18,275,000","16,671,000","16,532,000","16,932,000","17,977,000","16,775,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"37,920,000","10,128,000","9,460,000","9,972,000","8,360,000","7,754,000","6,574,000","5,755,000","5,522,000","6,356,000","5,312,000","6,259,000","5,841,000","5,548,000","6,784,000","5,225,000","5,719,000","5,370,000","6,363,000","4,277,000","4,728,000","4,093,000","3,844,000","3,714,000","3,279,000","2,609,000","2,540,000","2,960,000","2,684,000","2,252,000","2,092,000","1,902,000","2,203,000","2,502,000","2,478,000","2,252,000","1,736,000","1,988,000","2,065,000","1,829,000","1,670,000","1,693,000","1,800,000","1,690,000","1,643,000","1,766,000","2,037,000","1,354,000","1,240,000","1,292,000","1,393,000","1,461,000","1,367,000","1,026,000","1,371,000","1,186,000","1,307,000","1,445,000","1,319,000","1,098,000","978,000","1,058,000","975,000","826,000","837,000","909,000","980,000","894,000","929,000","921,000","1,222,000","904,000","891,000","921,000","816,000","823,000","1,088,000","917,000","901,000","1,347,000","1,196,000","1,153,000","1,133,000","1,232,000","1,286,000","1,086,000","1,502,000","1,211,000","1,165,000","1,329,000","1,296,000","1,200,000","900,000","1,100,000","1,300,000","1,200,000","1,300,000","1,000,000","900,000","1,200,000","900,000","800,000","800,000","600,000","700,000","700,000","600,000","700,000","700,000","700,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"755,000","877,000","808,000","782,000","854,000","800,000","800,000","700,000","1,700,000",,"800,000","1,000,000","1,100,000",,"1,100,000","500,000","400,000","400,000","300,000","300,000","300,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000","200,000","300,000","200,000",,,,,,,,,
