name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-53,070,000","-1,427,000","-19,565,000","-14,441,000","-17,637,000","-10,505,000","-7,991,000","-10,856,000","-9,927,000","-8,120,000","-5,498,000","-2,955,000","-5,032,000","-2,513,000"
	CashFlowFromContinuingOperatingActivities,"-53,070,000","-1,427,000","-19,565,000","-14,441,000","-17,637,000","-10,505,000","-7,991,000","-10,856,000","-9,927,000","-8,120,000","-5,498,000","-2,955,000","-5,032,000","-2,513,000"
		NetIncomeFromContinuingOperations,"-67,045,000","-24,186,000","-6,940,000","-20,297,000","-15,622,000","-15,885,000","-10,676,000","-12,036,000","-10,757,000","-11,892,000","-2,751,000","-3,549,000","-2,853,000","-3,183,000"
		OperatingGainsLosses,,,"26,000","0",,,,,,,,,,
			GainLossOnSaleOfPPE,,,"26,000","0",,,,,,,,,,
		DepreciationAmortizationDepletion,"411,000","113,000","104,000","103,000","91,000","80,000","75,000","72,000","68,000","63,000","59,000","55,000","49,000","45,000"
			DepreciationAndAmortization,"411,000","113,000","104,000","103,000","91,000","80,000","75,000","72,000","68,000","63,000","59,000","55,000","49,000","45,000"
				Depreciation,"411,000","113,000","104,000","103,000","91,000","80,000","75,000","72,000","68,000","63,000","59,000","55,000","49,000","45,000"
		StockBasedCompensation,"13,616,000","4,388,000","3,295,000","3,084,000","2,849,000","2,494,000","1,522,000","1,424,000","1,139,000","12,000","18,000","17,000","13,000","11,000"
		OtherNonCashItems,"624,000","203,000","907,000","-589,000","103,000","99,000","98,000","49,000","91,000","1,579,000","867,000","590,000","685,000","653,000"
		ChangeInWorkingCapital,"-722,000","18,055,000","-16,957,000","3,258,000","-5,078,000","2,707,000","990,000","-365,000","-468,000","2,118,000","-3,691,000","-68,000","-2,926,000","-39,000"
			ChangeInReceivables,"0","18,000,000","-18,000,000","100,000","-100,000","0","0","0","805,000","117,000","-34,000","35,000","-371,000","-182,000"
				ChangesInAccountReceivables,"0","18,000,000",,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,855,000","764,000","1,327,000","-521,000","-3,425,000","1,071,000","756,000","1,224,000","-2,633,000","-816,000","31,000","7,000","138,000","1,715,000"
			ChangeInPayablesAndAccruedExpense,"2,077,000","-307,000","726,000","3,090,000","-1,432,000","1,753,000","348,000","-1,481,000","706,000","3,078,000","-104,000","1,756,000","-139,000","990,000"
				ChangeInPayable,"-42,000","-668,000","823,000","1,439,000","-1,636,000","859,000","433,000","-3,136,000","2,957,000","-193,000","-130,000","846,000","-217,000","813,000"
					ChangeInAccountPayable,"-42,000","-668,000","823,000","1,439,000","-1,636,000","859,000","433,000","-3,136,000","2,957,000","-193,000","-130,000","846,000","-217,000","813,000"
				ChangeInAccruedExpense,"2,119,000","361,000","-97,000","1,651,000","204,000","894,000","-85,000","1,655,000","-2,251,000","3,271,000","26,000","910,000","78,000","177,000"
			ChangeInOtherCurrentLiabilities,"-347,000","-402,000","-413,000","589,000","-121,000","-117,000","-114,000","-108,000","-106,000","-105,000","-802,000","652,000","-54,000","-62,000"
			ChangeInOtherWorkingCapital,,,,,,,"0","0","760,000","-156,000","-2,782,000","-2,518,000","-2,500,000","-2,500,000"
InvestingCashFlow,"-961,000","-147,000","-159,000","-145,000","-510,000","-210,000","-60,000","-30,000","-28,000","-176,000","-18,000","-82,000","-171,000","0"
	CashFlowFromContinuingInvestingActivities,"-961,000","-147,000","-159,000","-145,000","-510,000","-210,000","-60,000","-30,000","-28,000","-176,000","-18,000","-82,000","-171,000","0"
		NetPPEPurchaseAndSale,"-961,000","-147,000","-159,000","-145,000","-510,000","-210,000","-60,000","-30,000","-28,000","-176,000","-18,000","-82,000","-171,000","0"
			PurchaseOfPPE,"-961,000","-147,000","-159,000","-145,000","-510,000","-210,000","-60,000","-30,000","-28,000","-176,000","-18,000","-82,000","-171,000","0"
FinancingCashFlow,"28,626,000","118,000","28,416,000","35,000","57,000","42,000","140,117,000","9,000","100,124,000","55,794,000","4,000","6,000","4,000","0"
	CashFlowFromContinuingFinancingActivities,"28,626,000","118,000","28,416,000","35,000","57,000","42,000","140,117,000","9,000","100,124,000","55,794,000","4,000","6,000","4,000","0"
		NetCommonStockIssuance,,,"28,171,000","0",,,"140,530,000","0",,,,"0",,
			CommonStockIssuance,,,"28,171,000","0",,,"140,530,000","0",,,,"0",,
		NetPreferredStockIssuance,,,"0","0","0","0","0","0","0","56,000,000","0","0","0","0"
			PreferredStockIssuance,,,"0","0","0","0","0","0","0","56,000,000","0","0","0","0"
		ProceedsFromStockOptionExercised,"455,000","118,000","245,000","35,000","57,000","42,000","7,000","9,000","9,000","13,000","4,000","6,000","4,000","0"
		NetOtherFinancingCharges,,,,,,,"-420,000","0","-2,557,000","-219,000",,,,
EndCashPosition,"229,913,000","229,913,000","231,369,000","222,677,000","237,228,000","255,318,000","265,991,000","133,925,000","144,802,000","54,633,000","7,135,000","12,647,000","15,678,000","20,877,000"
	ChangesInCash,"-25,405,000","-1,456,000","8,692,000","-14,551,000","-18,090,000","-10,673,000","132,066,000","-10,877,000","90,169,000","47,498,000","-5,512,000","-3,031,000","-5,199,000","-2,513,000"
	BeginningCashPosition,"255,318,000","231,369,000","222,677,000","237,228,000","255,318,000","265,991,000","133,925,000","144,802,000","54,633,000","7,135,000","12,647,000","15,678,000","20,877,000","23,390,000"
CapitalExpenditure,"-961,000","-147,000","-159,000","-145,000","-510,000","-210,000","-60,000","-30,000","-28,000","-176,000","-18,000","-82,000",,
IssuanceOfCapitalStock,,,"28,171,000","0","0","0","140,530,000","0","102,672,000","56,000,000","0","0","0","0"
FreeCashFlow,"-54,031,000","-1,574,000","-19,724,000","-14,586,000","-18,147,000","-10,715,000","-8,051,000","-10,886,000","-9,955,000","-8,296,000","-5,516,000","-3,037,000","-5,203,000","-2,513,000"
