name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,245,000","6,439,000","5,467,000","5,354,000","5,624,000","5,903,000","4,704,000",,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"0","0","2,737,000","0","444,000","0","0","1,157,000","43,019,000",,,,"0","0","1,509,000","13,498,000","19,916,000","5,673,000","3,561,000","1,607,000",,"6,617,000","6,617,000","2,996,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,607,000","3,588,000","3,542,000","2,720,000","2,832,000","2,276,000","1,674,000",,,,,,,,,,,
	TotalNonCurrentAssets,"5,780,224,000","5,655,500,000","5,018,486,000","4,650,246,000","4,585,453,000","4,550,596,000","4,075,079,000","4,060,365,000","4,095,309,000","4,013,939,000","3,638,849,000","3,369,772,000","3,139,735,000","3,000,852,000","2,903,728,000","2,747,627,000","2,600,931,000","2,573,656,000","2,522,900,000","2,435,357,000","2,181,017,000","2,118,307,000","1,972,049,000","1,830,930,000","1,821,757,000","1,839,356,000","1,756,178,000","1,685,937,000","1,628,356,000","1,559,039,000","1,451,855,000","1,308,515,000","1,248,222,000","1,231,207,000","1,157,678,000","1,097,080,000","1,006,974,000","962,530,000","774,653,000","686,500,000","623,324,000","555,022,000","506,492,000","200,578,000","497,329,000","203,496,000","206,255,000","208,981,000","211,168,000"
		NetPPE,"29,151,000","29,582,000","24,382,000","24,634,000","25,016,000","25,403,000","24,124,000","22,168,000","22,528,000","15,129,000","15,425,000","15,717,000","16,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,"613,908,000","548,624,000","498,931,000","444,303,000","402,965,000","189,539,000","413,249,000","191,779,000","192,991,000","194,269,000","185,943,000"
			GrossPPE,"29,151,000","29,582,000","24,382,000","24,634,000","25,016,000","25,403,000","24,124,000","22,168,000","22,528,000","15,129,000","15,425,000","15,717,000","16,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,"655,789,000","586,126,000","532,723,000","471,123,000","426,688,000","210,202,000","432,510,000","209,567,000","210,081,000","210,067,000","200,569,000"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,337,000","81,501,000","74,763,000","67,404,000","59,481,000","25,086,000","55,783,000","25,086,000","25,086,000","25,086,000","25,086,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"533,866,000","474,922,000","431,845,000","381,360,000","347,557,000","176,919,000","376,727,000","176,670,000","184,995,000","175,846,000","175,483,000"
				OtherProperties,"29,151,000","29,582,000","24,382,000","24,634,000","25,016,000","25,403,000","24,124,000","22,168,000","22,528,000","15,129,000","15,425,000","15,717,000","16,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,"31,586,000","29,703,000","26,115,000","22,359,000","19,650,000","8,197,000",,"7,811,000",,"9,135,000",
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41,881,000","-37,502,000","-33,792,000","-26,820,000","-23,723,000","-20,663,000","-19,261,000","-17,788,000","-17,090,000","-15,798,000","-14,626,000"
		GoodwillAndOtherIntangibleAssets,"561,267,000","567,658,000","508,314,000","482,672,000","490,532,000","499,802,000","439,046,000","451,738,000","473,610,000","475,149,000","413,955,000","381,133,000","348,439,000","342,015,000","327,734,000",,,"313,253,000",,,,"294,533,000",,,,"276,272,000",,,,,,"4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","155,389,000","4,923,000","4,923,000","4,923,000","4,923,000","10,806,000","4,024,000","11,425,000",,,
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000","4,923,000",,"4,024,000",,,,
			OtherIntangibleAssets,"561,267,000","567,658,000","508,314,000","482,672,000","490,532,000","499,802,000","439,046,000","451,738,000","473,610,000","475,149,000","413,955,000","381,133,000","348,439,000","342,015,000","327,734,000",,,"313,253,000",,,,"294,533,000",,,,"276,272,000",,,,,,,,,,,,,"150,466,000",,,,,"10,806,000",,"11,425,000",,,
		InvestmentProperties,"5,162,110,000","5,053,040,000","4,483,735,000","4,141,236,000","4,066,313,000","4,025,391,000","3,611,909,000","3,586,459,000","3,599,171,000","3,523,358,000","3,208,981,000","2,971,939,000","2,770,077,000","2,649,686,000","2,558,345,000","2,732,031,000","2,588,354,000","2,254,324,000","2,520,630,000","2,433,656,000","2,178,639,000","1,822,303,000","1,972,049,000","1,830,930,000","1,821,757,000","1,561,217,000","1,756,178,000","1,684,040,000","1,628,245,000","1,310,176,000","1,214,437,000","1,087,929,000","1,030,178,000","1,007,393,000","942,376,000","885,344,000","811,808,000","770,052,000",,,,,,,,,,,
		FinancialAssets,"27,696,000","5,220,000","2,055,000","1,704,000","3,592,000","0","0","0","0","303,000","488,000","983,000","5,214,000","9,151,000","17,649,000","15,596,000","12,577,000","6,079,000","2,270,000","1,701,000","2,378,000","1,471,000",,"0","0","1,867,000","0","1,897,000","111,000","959,000","2,192,000","1,077,000","2,940,000","3,924,000","2,282,000","3,186,000",,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,000","443,000","309,000","50,000","737,000",,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,000","443,000","309,000","50,000","737,000",,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247,904,000","235,226,000","214,586,000","210,181,000","214,967,000","208,097,000","203,627,000","190,243,000","187,555,000","3,646,000","131,307,000","118,107,000","104,823,000","97,709,000","88,000","79,923,000","147,000","13,216,000","14,661,000","15,518,000"
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,335,000","1,203,000","1,054,000","923,000","158,000","145,000","133,000","145,000","48,000","51,000","9,707,000"
TotalLiabilitiesNetMinorityInterest,"2,505,978,000","2,439,662,000","2,195,019,000","2,089,497,000","2,034,451,000","1,921,594,000","1,809,793,000","1,799,119,000","2,020,191,000","1,800,754,000","1,640,334,000","1,498,905,000","1,464,633,000","1,432,900,000","1,428,478,000","1,341,500,000","1,290,933,000","1,270,360,000","1,256,749,000","1,214,553,000","1,147,235,000","1,119,230,000","1,114,602,000","1,042,163,000","994,436,000","1,050,857,000","929,271,000","820,006,000","798,297,000","737,793,000","726,880,000","600,258,000","581,912,000","595,717,000","543,087,000","497,239,000","462,927,000","515,664,000","304,905,000","317,435,000","355,958,000","327,925,000","272,087,000","219,014,000","265,658,000","220,481,000","220,355,000","220,797,000","221,637,000"
	CurrentLiabilities,"479,008,000","394,381,000","152,537,000","369,072,000","313,257,000","196,144,000","92,921,000","77,084,000","298,705,000","217,202,000","157,865,000","195,733,000","172,727,000","159,761,000","162,975,000","77,777,000","270,754,000","326,096,000","311,055,000","178,700,000","111,788,000","73,117,000","172,808,000","101,993,000","42,666,000","89,896,000","215,827,000","118,810,000","98,239,000","159,913,000","136,869,000","58,889,000","40,637,000","104,240,000","51,443,000","30,132,000","44,954,000","122,712,000","27,041,000","25,491,000","54,407,000","32,885,000","12,679,000","14,699,000","258,945,000","13,758,000","214,116,000","214,422,000","215,081,000"
		PayablesAndAccruedExpenses,"95,008,000","98,381,000","103,537,000","85,072,000","80,257,000","89,144,000","92,921,000","77,084,000","73,705,000","71,202,000","79,865,000","66,733,000","57,227,000","59,261,000","67,975,000","60,777,000","52,754,000","55,096,000","66,055,000","48,700,000","40,788,000","45,117,000","43,808,000","37,993,000","36,666,000","33,896,000","38,077,000","31,810,000","25,239,000","28,913,000","30,869,000","23,389,000","18,637,000","23,740,000","31,443,000","30,132,000","24,954,000","23,412,000","21,528,000","16,041,000","12,437,000","13,340,000","10,763,000","9,526,000","7,998,000","9,374,000","4,251,000","3,420,000","2,949,000"
			Payables,"95,008,000","98,381,000","103,537,000","85,072,000","80,257,000","89,144,000","92,921,000","77,084,000","73,705,000","71,202,000","79,865,000","66,733,000","57,227,000","59,261,000","67,975,000","60,777,000","52,754,000","55,096,000","66,055,000","48,700,000","40,788,000","45,117,000","43,808,000","37,993,000","36,666,000","33,896,000","38,077,000","31,810,000","25,239,000","28,913,000","30,869,000","23,389,000","18,637,000","23,740,000","31,443,000","30,132,000","24,954,000","23,412,000","20,951,000","16,041,000","12,437,000","12,217,000","8,870,000","6,834,000","4,383,000","5,349,000","4,251,000","3,420,000","2,949,000"
				AccountsPayable,"72,726,000","76,475,000","82,605,000","65,269,000","60,600,000","69,765,000","74,619,000","58,783,000","55,404,000","53,737,000","63,572,000","49,911,000","41,381,000","45,507,000","53,445,000","45,381,000","38,294,000","43,216,000","54,539,000","37,547,000","30,639,000","35,389,000","34,994,000","29,666,000","28,139,000","25,662,000","29,849,000","23,778,000","17,543,000","21,558,000","24,304,000","17,386,000","12,819,000","18,574,000","16,158,000","12,873,000","8,832,000","12,111,000","8,179,000","5,754,000","4,644,000","6,003,000","3,253,000","2,424,000","4,383,000","2,255,000",,,
				DividendsPayable,"22,282,000","21,906,000","20,932,000","19,803,000","19,657,000","19,379,000","18,302,000","18,301,000","18,301,000","17,465,000","16,293,000","16,822,000","15,846,000","13,754,000","14,530,000","15,396,000","14,460,000","11,880,000","11,516,000","11,153,000","10,149,000","9,728,000","8,814,000","8,327,000","8,527,000","8,234,000","8,228,000","8,032,000","7,696,000","7,355,000","6,565,000","6,003,000","5,818,000","5,166,000","15,285,000","17,259,000","16,122,000","11,301,000","12,772,000","10,287,000","7,793,000","6,159,000","4,871,000",,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000","746,000","4,410,000",,"3,094,000",,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577,000","0","0","1,123,000","1,893,000","2,692,000","3,615,000","4,025,000",,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577,000","0","0","1,123,000","1,893,000","2,692,000","3,615,000","4,025,000",,,
		CurrentDebtAndCapitalLeaseObligation,"384,000,000","296,000,000","49,000,000","284,000,000","233,000,000","107,000,000",,,"225,000,000","146,000,000","78,000,000","129,000,000","115,500,000","100,500,000","95,000,000","17,000,000","218,000,000","271,000,000","245,000,000","130,000,000","71,000,000","28,000,000","129,000,000","64,000,000","6,000,000","56,000,000","177,750,000","87,000,000","73,000,000","131,000,000","106,000,000","35,500,000","22,000,000","80,500,000","20,000,000",,"20,000,000","99,300,000",,"5,000,000","40,000,000","17,500,000",,"5,173,000","239,947,000","4,384,000","209,865,000","211,002,000","212,132,000"
			CurrentDebt,"384,000,000","296,000,000","49,000,000","284,000,000","233,000,000","107,000,000",,,"225,000,000","146,000,000","78,000,000","129,000,000","115,500,000","100,500,000","95,000,000","17,000,000","218,000,000","271,000,000","245,000,000","130,000,000","71,000,000","28,000,000","129,000,000","64,000,000","6,000,000","56,000,000","177,750,000","87,000,000","73,000,000","131,000,000","106,000,000","35,500,000","22,000,000","80,500,000","20,000,000",,"20,000,000","99,300,000",,"5,000,000","40,000,000","17,500,000",,"5,173,000","239,947,000","4,384,000","209,865,000","211,002,000","212,132,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","5,173,000","239,947,000","4,384,000","209,865,000","211,002,000","212,132,000"
				LineOfCredit,"384,000,000","296,000,000","49,000,000","284,000,000","233,000,000","107,000,000","0","0","225,000,000","146,000,000","78,000,000","129,000,000","115,500,000","100,500,000","95,000,000","17,000,000","218,000,000","271,000,000","245,000,000","130,000,000","71,000,000","28,000,000","129,000,000","64,000,000","6,000,000","56,000,000","177,750,000","87,000,000","73,000,000","131,000,000","106,000,000","35,500,000","22,000,000","80,500,000","20,000,000","0","20,000,000","99,300,000",,,,,,,"0",,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,500,000",,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,513,000","4,450,000","1,970,000","2,045,000","1,916,000",,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,026,970,000","2,045,281,000","2,042,482,000","1,720,425,000","1,721,194,000","1,725,450,000","1,716,872,000","1,722,035,000","1,721,486,000","1,583,552,000","1,482,469,000","1,303,172,000","1,291,906,000","1,273,139,000","1,265,503,000","1,263,723,000","1,020,179,000","944,264,000","945,694,000","1,035,853,000","1,035,447,000","1,046,113,000","941,794,000","940,170,000","951,770,000","960,961,000","713,444,000","701,196,000","700,058,000","577,880,000","590,011,000","541,369,000","541,275,000","491,477,000","491,644,000","467,107,000","417,973,000","392,952,000","277,864,000","291,944,000","301,551,000","295,040,000","259,408,000","204,315,000","6,713,000","206,723,000","6,239,000","6,375,000","6,556,000"
		LongTermDebtAndCapitalLeaseObligation,"1,954,898,000","1,955,370,000","1,951,388,000","1,627,969,000","1,628,007,000","1,624,188,000","1,622,656,000","1,620,470,000","1,623,436,000","1,516,002,000","1,416,289,000","1,242,747,000","1,243,124,000","1,225,408,000","1,225,467,000","1,151,459,000","977,583,000","902,781,000","902,929,000","991,696,000","996,251,000","1,008,139,000","895,796,000","892,684,000","913,890,000","931,180,000","682,568,000","677,904,000","674,131,000","555,347,000","572,192,000","523,331,000","524,464,000","475,591,000","476,686,000","452,898,000","403,844,000","379,915,000","273,894,000","287,314,000","297,253,000","291,128,000","255,870,000","201,986,000",,"204,331,000",,,
			LongTermDebt,"1,922,173,000","1,922,262,000","1,923,529,000","1,600,131,000","1,600,290,000","1,596,290,000","1,596,242,000","1,596,191,000","1,598,972,000","1,499,013,000","1,399,030,000","1,225,222,000","1,225,338,000","1,225,408,000","1,225,467,000","1,151,459,000","977,583,000","902,781,000","902,929,000","991,696,000","996,251,000","1,008,139,000","895,796,000","892,684,000","913,890,000","931,180,000","682,568,000","677,904,000","674,131,000","555,347,000","572,192,000","523,331,000","524,464,000","475,591,000","476,686,000","452,898,000","403,844,000","379,915,000","273,894,000","287,314,000","297,253,000","291,128,000","255,870,000","201,986,000",,"204,331,000",,,
			LongTermCapitalLeaseObligation,"32,725,000","33,108,000","27,859,000","27,838,000","27,717,000","27,898,000","26,414,000","24,279,000","24,464,000","16,989,000","17,259,000","17,525,000","17,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"69,774,000","72,859,000","33,456,000","32,929,000","61,081,000","60,606,000","48,404,000","50,834,000","49,336,000","48,731,000","41,368,000","41,560,000","41,722,000","43,720,000","40,036,000","42,264,000","42,596,000","40,266,000","39,892,000","41,202,000","37,211,000","35,536,000","30,045,000","28,678,000","24,148,000","26,015,000","23,920,000","22,175,000","21,890,000","21,660,000","17,591,000","17,626,000","16,713,000","15,886,000","14,827,000","14,209,000","13,660,000","12,557,000",,,,,,"887,000","3,979,000","1,066,000","1,167,000","1,362,000","1,497,000"
			NonCurrentDeferredRevenue,"36,062,000","37,138,000",,,"27,522,000","27,844,000","23,413,000","24,542,000","21,552,000","21,993,000","21,131,000","21,220,000","21,254,000","22,153,000","19,328,000","21,436,000","21,876,000","19,045,000","18,765,000","19,305,000","17,537,000","15,195,000","15,146,000","14,535,000","13,318,000","14,628,000","13,208,000","12,085,000","11,644,000","11,480,000","10,005,000","10,040,000","9,070,000","8,972,000","7,956,000","7,115,000","6,808,000","5,686,000",,,,,,,,,,,
		DerivativeProductLiabilities,"2,298,000","17,052,000","25,230,000","28,795,000","32,106,000","40,656,000","45,812,000","50,731,000","48,714,000","18,819,000","24,812,000","18,865,000","7,060,000","4,011,000","0",,,"1,217,000","2,873,000","2,955,000","1,985,000","2,438,000","15,953,000","18,808,000","13,732,000","3,766,000","6,956,000","1,117,000","4,037,000","873,000","228,000","412,000","98,000","0","131,000","0","469,000","480,000",,,,,,,,,,,
		OtherNonCurrentLiabilities,,,"32,408,000","30,732,000",,,,,,,,,,,,"70,000,000",,,,,,,,,,,,,,,,,,,,,,,"3,970,000","4,630,000","4,298,000","3,912,000","3,538,000","1,442,000","2,734,000","1,326,000","5,072,000","5,013,000","5,059,000"
TotalEquityGrossMinorityInterest,"3,474,879,000","3,393,587,000","3,021,003,000","2,716,902,000","2,698,116,000","2,771,052,000","2,455,964,000","2,480,317,000","2,517,114,000","2,363,891,000","2,104,955,000","1,963,252,000","1,774,841,000","1,669,632,000","1,560,797,000","1,489,627,000","1,404,999,000","1,410,307,000","1,344,723,000","1,292,130,000","1,103,970,000","1,066,926,000","933,942,000","860,398,000","903,510,000","855,379,000","894,936,000","929,736,000","894,052,000","891,524,000","774,110,000","749,895,000","731,028,000","674,564,000","670,065,000","651,807,000","586,076,000","489,460,000","499,006,000","392,368,000","301,247,000","253,021,000","259,532,000","-10,119,000","243,383,000","-8,571,000","-5,249,000","-3,225,000","-1,521,000"
	StockholdersEquity,"3,400,405,000","3,327,700,000","2,959,622,000","2,657,690,000","2,638,508,000","2,716,207,000","2,404,671,000","2,424,045,000","2,456,323,000","2,305,528,000","2,049,094,000","1,905,747,000","1,719,399,000","1,613,803,000","1,506,761,000","1,436,224,000","1,351,923,000","1,359,040,000","1,293,961,000","1,242,320,000","1,064,119,000","1,027,036,000","899,561,000","827,108,000","867,998,000","820,102,000","858,230,000","891,258,000","855,808,000","864,156,000","747,866,000","728,377,000","655,086,000","603,049,000","598,160,000","579,807,000","518,521,000","427,605,000","429,840,000","318,494,000","223,751,000","169,805,000","174,162,000","-10,119,000","155,689,000","-8,571,000","-5,249,000","-3,225,000","-1,521,000"
		CapitalStock,"1,792,000","1,777,000","1,697,000","1,603,000","1,591,000","76,582,000","76,492,000","76,489,000","76,487,000","76,428,000","76,330,000","76,264,000","76,182,000","76,122,000","76,078,000","76,042,000","145,972,000","145,970,000","145,939,000","145,914,000","145,833,000","145,804,000","214,725,000","214,682,000","214,682,000","139,681,000","139,681,000","139,679,000","139,649,000","139,644,000","139,572,000","139,551,000","139,482,000","139,447,000","139,440,000","139,422,000","69,422,000","69,357,000","69,349,000","69,249,000","69,160,000","159,000","159,000",,,,,,
			PreferredStock,"0","0","0","0","0","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","75,000,000","145,000,000","145,000,000","145,000,000","145,000,000","145,000,000","145,000,000","214,000,000","214,000,000","214,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","139,000,000","69,000,000","69,000,000","69,000,000","69,000,000","69,000,000",,,,,,,,
			CommonStock,"1,792,000","1,777,000","1,697,000","1,603,000","1,591,000","1,582,000","1,492,000","1,489,000","1,487,000","1,428,000","1,330,000","1,264,000","1,182,000","1,122,000","1,078,000","1,042,000","972,000","970,000","939,000","914,000","833,000","804,000","725,000","682,000","682,000","681,000","681,000","679,000","649,000","644,000","572,000","551,000","482,000","447,000","440,000","422,000","422,000","357,000","349,000","249,000","160,000","159,000","159,000",,,,,,
		AdditionalPaidInCapital,"4,179,361,000","4,130,038,000","3,796,275,000","3,486,942,000","3,443,787,000","3,421,721,000","3,155,271,000","3,148,163,000","3,142,495,000","2,970,553,000","2,687,118,000","2,501,013,000","2,266,695,000","2,118,179,000","2,003,983,000","1,905,002,000","1,724,627,000","1,725,825,000","1,638,309,000","1,572,943,000","1,360,951,000","1,293,706,000","1,117,045,000","1,018,105,000","1,016,764,000","1,017,394,000","1,015,127,000","1,010,379,000","949,467,000","928,242,000","783,518,000","744,248,000","646,844,000","577,039,000","562,511,000","527,977,000","524,843,000","419,643,000","408,834,000","282,669,000","179,076,000","181,364,000","177,906,000",,,,,,
		RetainedEarnings,"-805,400,000","-792,332,000","-815,449,000","-804,113,000","-778,727,000","-742,071,000","-782,037,000","-750,770,000","-714,799,000","-723,027,000","-690,324,000","-653,759,000","-621,225,000","-584,979,000","-589,785,000","-559,312,000","-530,257,000","-516,691,000","-489,078,000","-474,756,000","-442,329,000","-410,978,000","-416,540,000","-387,306,000","-349,881,000","-334,623,000","-289,413,000","-258,897,000","-229,006,000","-203,241,000","-176,851,000","-155,911,000","-133,744,000","-116,877,000","-105,697,000","-90,398,000","-75,383,000","-61,024,000","-47,916,000","-33,424,000","-24,485,000","-11,718,000","-3,903,000",,,,,,
