name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalAssets,"2,396,201,000","2,361,868,000","2,017,957,000","1,851,803,000","1,764,939,000","1,528,745,000","1,431,321,000","1,388,446,000","1,391,289,000","1,548,933,000","1,629,195,000","1,861,301,000","1,738,023,000","1,876,717,000","2,419,121,000","2,591,424,000","2,614,836,000","2,681,943,000","2,810,266,000","2,961,307,000","2,976,747,000","3,044,165,000","3,521,353,000","3,435,097,000","2,942,634,000","2,949,039,000","2,963,868,000","2,607,421,000","2,573,124,000","2,432,783,000","2,512,428,000","2,519,917,000","2,457,658,000"
	CurrentAssets,"1,110,943,000","1,102,265,000","1,292,606,000","1,120,019,000","1,064,232,000","826,619,000","784,785,000","722,142,000","709,011,000","705,426,000","773,420,000","1,002,251,000","939,462,000","1,070,486,000","928,857,000","1,052,262,000","1,058,692,000","1,121,197,000","1,103,031,000","1,095,802,000","1,109,847,000","1,196,638,000","1,207,751,000","1,175,730,000","1,049,664,000","1,062,849,000","1,066,381,000","1,109,375,000","1,065,061,000","906,182,000","935,551,000","922,526,000","849,674,000"
		CashCashEquivalentsAndShortTermInvestments,"22,584,000","39,641,000","265,301,000","208,670,000","243,265,000","96,467,000","40,746,000","36,059,000","31,375,000","32,068,000","22,811,000","31,595,000","21,935,000","37,624,000","46,246,000","63,360,000","22,870,000","63,279,000","50,998,000","53,550,000","45,075,000","40,841,000","48,275,000","66,000,000","151,692,000","71,134,000","86,132,000","184,275,000","263,951,000","65,766,000","34,149,000","33,367,000","40,004,000"
			CashAndCashEquivalents,"22,584,000","39,641,000","265,301,000","208,670,000","243,265,000","96,467,000","40,746,000","36,059,000","31,375,000","32,068,000","22,811,000","31,595,000","21,935,000","37,624,000","46,246,000","63,360,000","22,870,000","63,279,000","50,998,000","53,550,000","45,075,000","40,841,000","48,275,000","66,000,000","151,692,000","71,134,000","86,132,000","184,275,000","263,951,000","65,766,000","34,149,000","33,367,000","40,004,000"
		Receivables,"400,333,000","424,892,000","425,485,000","361,658,000","339,445,000","356,205,000","365,965,000","332,268,000","321,143,000","320,554,000","363,113,000","363,364,000","344,249,000","352,060,000","429,146,000","400,034,000","425,142,000","409,903,000","517,865,000","472,733,000","476,373,000","542,238,000","556,270,000","519,762,000","428,398,000","430,034,000","403,729,000","429,798,000","361,694,000","361,720,000","399,673,000","398,400,000","300,734,000"
			AccountsReceivable,"357,584,000","391,727,000","423,730,000","364,235,000","307,098,000","323,668,000","343,410,000","335,484,000","323,436,000","330,483,000","373,425,000","370,914,000","356,035,000","337,546,000","428,780,000","410,269,000","453,939,000","433,049,000","526,124,000","477,080,000","472,233,000","553,932,000","579,321,000","535,505,000","446,032,000","439,716,000","413,331,000","439,385,000","370,335,000","368,188,000","399,574,000","398,825,000","303,237,000"
			TaxesReceivable,"43,560,000","40,628,000","10,898,000","4,324,000","37,870,000","40,496,000","29,373,000","7,649,000","7,626,000","564,000",,,"0","12,044,000","5,426,000","4,390,000","3,379,000",,"15,255,000","17,944,000","25,658,000","8,904,000",,,,,,,,,,"1,030,000",
			OtherReceivables,"13,699,000","7,989,000","7,558,000","7,972,000","7,899,000","7,282,000","7,590,000","4,286,000","4,841,000","4,102,000","4,809,000","11,722,000","7,106,000","21,139,000","13,653,000","3,835,000","4,017,000","1,537,000","2,719,000","2,106,000","3,136,000","3,023,000","367,000","2,315,000","1,778,000","1,603,000","2,338,000","2,170,000","2,089,000","2,155,000","6,372,000","5,160,000","3,118,000"
			ReceivablesAdjustmentsAllowances,"-14,510,000","-15,452,000","-16,701,000","-14,873,000","-13,422,000","-15,241,000","-14,408,000","-15,151,000","-14,760,000","-14,595,000","-15,121,000","-19,272,000","-18,892,000","-18,669,000","-18,713,000","-18,460,000","-36,193,000","-24,683,000","-26,233,000","-24,397,000","-24,654,000","-23,621,000","-23,418,000","-18,058,000","-19,412,000","-11,285,000","-11,940,000","-11,757,000","-10,730,000","-8,623,000","-6,273,000","-6,615,000","-5,621,000"
		Inventory,"642,976,000","599,227,000","561,506,000","505,077,000","454,504,000","353,816,000","338,380,000","332,210,000","331,293,000","334,729,000","364,146,000","387,676,000","344,491,000","425,473,000","431,800,000","413,224,000","382,278,000","414,362,000","508,835,000","542,880,000","562,795,000","585,116,000","575,755,000","553,631,000","440,240,000","482,190,000","503,224,000","430,762,000","375,621,000","418,241,000","432,633,000","419,595,000","425,558,000"
