name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
TotalRevenue,"8,431,077,000","2,326,282,000","1,782,183,000","1,879,451,000","2,443,161,000","1,821,316,000","1,472,231,000","1,589,313,000","1,242,760,000","1,170,534,000","1,101,713,000","1,269,524,000","1,230,081,000","1,042,086,000","1,065,805,000","1,338,512,000","1,408,132,000","1,182,841,000","1,091,965,000","1,226,644,000","1,138,939,000","974,443,000","919,533,000","1,067,214,000","1,043,773,000","880,695,000","876,535,000","991,580,000","955,397,000","809,903,000","862,046,000","983,319,000","961,187,000","767,180,000","798,344,000","877,979,000","852,295,000","744,878,000","694,580,000","764,596,000","732,900,000","586,986,000","547,442,000","627,986,000"
	OperatingRevenue,"8,431,077,000","2,326,282,000","1,782,183,000","1,879,451,000","2,443,161,000","1,821,316,000","1,472,231,000","1,589,313,000","1,242,760,000","1,170,534,000","1,101,713,000","1,269,524,000","1,230,081,000","1,042,086,000","1,065,805,000","1,338,512,000","1,408,132,000","1,182,841,000","1,091,965,000","1,226,644,000","1,138,939,000","974,443,000","919,533,000","1,067,214,000","1,043,773,000","880,695,000","876,535,000","991,580,000","955,397,000","809,903,000","862,046,000","983,319,000","961,187,000","767,180,000","798,344,000","877,979,000","852,295,000","744,878,000","694,580,000","764,596,000","732,900,000","586,986,000","547,442,000","627,986,000"
CostOfRevenue,"6,579,538,000","1,729,896,000","1,390,714,000","1,594,405,000","1,864,523,000","1,450,434,000","1,233,182,000","1,261,697,000","1,048,902,000","992,270,000","939,375,000","1,078,924,000","1,049,655,000","897,822,000","940,878,000","1,163,020,000","1,193,918,000","1,009,778,000","946,894,000","1,045,772,000","980,226,000","846,767,000","812,073,000","922,101,000","894,715,000","769,544,000","769,764,000","854,134,000","824,583,000","705,039,000","741,641,000","827,890,000","823,532,000","672,608,000","690,994,000","759,777,000","750,996,000","644,847,000","607,589,000","653,125,000","632,607,000","510,124,000","485,690,000","551,140,000"
GrossProfit,"1,851,539,000","596,386,000","391,469,000","285,046,000","578,638,000","370,882,000","239,049,000","327,616,000","193,858,000","178,264,000","162,338,000","190,600,000","180,426,000","144,264,000","124,927,000","175,492,000","214,214,000","173,063,000","145,071,000","180,872,000","158,713,000","127,676,000","107,460,000","145,113,000","149,058,000","111,151,000","106,771,000","137,446,000","130,814,000","104,864,000","120,405,000","155,429,000","137,655,000","94,572,000","107,350,000","118,202,000","101,299,000","100,031,000","86,991,000","111,471,000","100,293,000","76,862,000","61,752,000","76,846,000"
OperatingExpense,"679,597,000","190,929,000","164,107,000","155,679,000","168,882,000","165,640,000","146,375,000","169,346,000","142,352,000","151,435,000","137,835,000","147,315,000","135,584,000","122,909,000","171,487,000","156,815,000","152,538,000","121,503,000","123,469,000","124,864,000","116,264,000","106,582,000","110,461,000","113,806,000","111,191,000","97,746,000","99,069,000","97,006,000","93,455,000","87,176,000","91,508,000","99,238,000","91,751,000","80,015,000","85,929,000","87,723,000","79,080,000","75,393,000","78,386,000","83,339,000","80,148,000","70,613,000","70,811,000","74,835,000"
	SellingGeneralAndAdministration,"600,996,000","172,874,000","143,892,000","135,487,000","148,743,000","146,198,000","126,569,000","149,246,000","122,623,000","115,934,000","117,560,000","126,783,000","115,942,000","104,000,000","106,200,000","122,064,000","129,198,000","99,486,000","101,209,000","104,040,000","97,901,000","87,273,000","90,429,000","94,393,000","92,467,000","84,093,000","84,560,000","84,013,000","80,272,000","73,888,000","78,074,000","85,887,000","79,106,000","69,595,000","74,258,000","79,111,000","70,353,000","67,050,000","69,401,000","74,757,000","71,157,000","62,862,000","60,452,000","65,645,000"
		GeneralAndAdministrativeExpense,"84,246,000","26,223,000","18,995,000","21,021,000","18,007,000","25,281,000","24,203,000","26,362,000","19,057,000","16,471,000","19,280,000","20,216,000","17,076,000","16,974,000","16,654,000","28,669,000","32,357,000","16,130,000","17,455,000","16,476,000","15,565,000","13,572,000","14,554,000","14,367,000","15,612,000","16,052,000","14,054,000","11,345,000","12,018,000","12,008,000","12,726,000","13,173,000","11,925,000","10,665,000","12,325,000","12,867,000","10,251,000","10,046,000","11,200,000","12,185,000","10,689,000","9,048,000","8,786,000","10,299,000"
			SalariesAndWages,"228,000","171,000","19,000","19,000","19,000","19,000","6,466,000","302,000","302,000","387,000","272,000","1,613,000","290,000","299,000","597,000","11,778,000","12,380,000","244,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"84,018,000","26,052,000","18,976,000","21,002,000","17,988,000","25,262,000","17,737,000","26,060,000","18,755,000","16,084,000","19,008,000","18,603,000","16,786,000","16,675,000","16,057,000","16,891,000","19,977,000","15,886,000","17,455,000","16,476,000","15,565,000","13,572,000","14,554,000","14,367,000","15,612,000","16,052,000","14,054,000","11,345,000","12,018,000","12,008,000","12,726,000","13,173,000","11,925,000","10,665,000","12,325,000","12,867,000","10,251,000","10,046,000","11,200,000","12,185,000","10,689,000","9,048,000","8,786,000","10,299,000"
		SellingAndMarketingExpense,"516,750,000","146,651,000","124,897,000","114,466,000","130,736,000","120,917,000","102,366,000","122,884,000","103,566,000","99,463,000","98,280,000","106,567,000","98,866,000","87,026,000","89,546,000","93,395,000","96,841,000","83,356,000","83,754,000","87,564,000","82,336,000","73,701,000","75,875,000","80,026,000","76,855,000","68,041,000","70,506,000","72,668,000","68,254,000","61,880,000","65,348,000","72,714,000","67,181,000","58,930,000","61,933,000","66,244,000","60,102,000","57,004,000","58,201,000","62,572,000","60,468,000","53,814,000","51,666,000","55,346,000"
