name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"532,899,000","135,918,000","109,094,000","150,599,000","137,288,000","122,201,000","77,275,000","162,521,000","437,570,000","-419,463,000","209,803,000","2,287,000","-84,878,000","-62,176,000","-192,159,000","183,727,000","107,538,000","198,478,000","178,090,000","125,945,000","122,096,000","61,160,000","289,014,000","149,656,000","6,667,000","107,570,000","142,361,000","61,611,000","158,320,000","34,010,000","27,396,000","121,149,000","-29,797,000","64,029,000","85,564,000","83,203,000","69,650,000","66,403,000","63,225,000","82,291,000","94,852,000","94,547,000","109,582,000","121,661,000","113,478,000","102,984,000","80,150,000","72,599,000","77,583,000","75,250,000","66,376,000","64,079,000","24,406,000","13,820,000","18,265,000","-3,215,000","7,584,000","8,029,000"
	CashFlowFromContinuingOperatingActivities,"532,899,000","135,918,000","109,094,000","150,599,000","137,288,000","122,201,000","77,275,000","162,521,000","437,570,000","-419,463,000","209,803,000","2,287,000","-84,878,000","-62,176,000","-192,159,000","183,727,000","107,538,000","198,478,000","178,090,000","125,945,000","122,096,000","61,160,000","289,014,000","149,656,000","6,667,000","107,570,000","142,361,000","61,611,000","158,320,000","34,010,000","27,396,000","121,149,000","-29,797,000","64,029,000","85,564,000","83,203,000","69,650,000","66,403,000","63,225,000","82,291,000","94,852,000","94,547,000","109,582,000","121,661,000","113,478,000","102,984,000","80,150,000","72,599,000","77,583,000","75,250,000","66,376,000","64,079,000","24,406,000","13,820,000","18,265,000","-3,215,000","7,584,000","8,029,000"
		NetIncomeFromContinuingOperations,"249,729,000","-262,794,000","17,734,000","331,468,000","163,321,000","157,591,000","147,235,000","367,329,000","-54,955,000","-370,755,000","130,318,000","106,326,000","58,760,000","118,147,000","-102,798,000","157,319,000","118,109,000","239,007,000","107,608,000","139,236,000","115,017,000","162,807,000","221,901,000","172,816,000","74,128,000","83,098,000","115,380,000","-48,259,000","116,187,000","67,041,000","6,488,000","377,580,000","104,769,000","100,368,000","72,311,000","67,367,000","143,207,000","79,801,000","78,685,000","128,068,000","40,781,000","80,233,000",,,"117,843,000","163,362,000","156,227,000","126,435,000","124,579,000","125,610,000","95,468,000","158,002,000","51,644,000","18,869,000","8,786,000","-107,556,000","33,896,000","-54,935,000"
		OperatingGainsLosses,,,"-979,000","25,621,000","14,260,000","199,341,000","-591,000","-9,244,000","-26,839,000","-276,854,000","-111,269,000","-33,217,000","140,305,000","85,565,000","315,673,000","-67,104,000","-19,318,000","-89,931,000","-22,050,000","2,263,000","51,180,000","8,638,000","-99,149,000","-19,088,000","-7,775,000","116,228,000","-76,249,000","105,252,000","-80,135,000","-33,192,000","117,486,000","-60,844,000","-15,039,000","-17,163,000","32,351,000","25,486,000","-54,321,000","1,768,000","140,889,000","-69,155,000","0","-16,010,000","-87,810,000","-5,739,000","22,420,000","16,776,000","-4,118,000","485,000","326,000","607,000","87,711,000","-74,508,000","-9,321,000","-3,627,000","-6,181,000","108,974,000",,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-7,517,000","0","0","0","-7,517,000","-37,796,000","329,000","-65,041,000","-26,380,000","-75,854,000","-17,687,000","-1,596,000","7,526,000","-8,603,000","-1,213,000","6,123,000",,,"586,000","-1,000","-4,541,000","-5,167,000","-11,120,000","-3,079,000","-6,630,000","2,674,000","-34,285,000","-3,539,000","-9,685,000","-29,565,000","-23,564,000","-64,107,000","4,339,000","-8,377,000","4,832,000","-18,816,000","-54,117,000","-6,000","-1,000","-69,155,000","0","-16,010,000",,,,,"-7,711,000","-2,032,000","0","-342,000",,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-615,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-615,000"
		AmortizationOfSecurities,,,,,,,,,,,,"76,000","399,000","160,000","160,000","159,000","430,000","727,000","801,000","1,083,000","1,082,000","3,303,000","1,429,000","1,850,000","1,624,000","1,656,000",,,,,,,,,,,,,,"-10,838,000","-24,927,000","969,000","-55,021,000","125,502,000",,,,,,,,,,"-1,254,000","319,000","908,000",,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,014,000","65,687,000","48,364,000","251,601,000","101,835,000","1,044,000","2,625,000",,,,,,"2,185,000",,,,,,
