name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"157,923,000","40,136,000","41,837,000","36,978,000","38,972,000","34,505,000","26,747,000","13,099,000","20,575,000","110,038,000","125,473,000","60,884,000","88,642,000","68,360,000","82,546,000","73,951,000","70,991,000","76,776,000","92,104,000","71,473,000","83,525,000","70,852,000","78,219,000","89,685,000","82,953,000","78,858,000","82,547,000","88,580,000","100,036,000","87,422,000","101,395,000","91,668,000","97,552,000","89,047,000","109,154,000","121,844,000","137,891,000","121,603,000","118,390,000","105,379,000","102,399,000","101,282,000","102,914,000","86,606,000","66,545,000","49,298,000","28,968,000","19,522,000","13,480,000","9,559,000","8,397,000","3,081,000","0","0"
	CashFlowFromContinuingOperatingActivities,"157,923,000","40,136,000","41,837,000","36,978,000","38,972,000","34,505,000","26,747,000","13,099,000","20,575,000","110,038,000","125,473,000","60,884,000","88,642,000","68,360,000","82,546,000","73,951,000","70,991,000","76,776,000","92,104,000","71,473,000","83,525,000","70,852,000","78,219,000","89,685,000","82,953,000","78,858,000","82,547,000","88,580,000","100,036,000","87,422,000","101,395,000","91,668,000","97,552,000","89,047,000","109,154,000","121,844,000","137,891,000","121,603,000","118,390,000","105,379,000","102,399,000","101,282,000","102,914,000","86,606,000","66,545,000","49,298,000","28,968,000","19,522,000","13,480,000","9,559,000","8,397,000",,,
		NetIncomeFromContinuingOperations,"-309,147,000","-228,422,000","-64,647,000","57,680,000","-73,758,000","-9,275,000","122,713,000","107,966,000","-288,839,000","-1,616,192,000","117,972,000","89,003,000","18,336,000","138,790,000","-162,008,000","-54,054,000","92,277,000","53,249,000","142,316,000","63,489,000","53,220,000","94,032,000","279,343,000","136,658,000","-4,817,000","-153,486,000","110,208,000","-140,463,000","162,762,000","-27,296,000","-71,240,000","34,440,000","-92,397,000","-72,549,000","-81,576,000","-6,036,000","143,051,000","87,667,000","93,330,000","86,776,000","79,794,000","84,108,000","76,519,000","82,175,000","74,403,000","53,700,000","40,880,000","27,620,000","22,058,000","13,167,000","10,470,000","7,173,000","47,814,000","-47,946,000"
		OperatingGainsLosses,"454,585,000","266,846,000","101,288,000","-22,647,000","109,098,000","40,365,000","-95,329,000","-84,394,000","306,896,000","1,720,984,000","-24,682,000","-8,662,000","57,112,000","-65,639,000","230,566,000","119,547,000","-28,299,000","15,233,000","-71,370,000","718,000","5,777,000","-34,919,000","-227,496,000","-79,964,000","56,262,000","195,819,000","-73,615,000","178,541,000","-124,493,000","70,551,000","117,946,000","1,622,000","132,543,000","111,195,000","144,544,000","74,963,000","-60,818,000","-6,076,000","-20,123,000","-16,096,000","-8,059,000","-7,054,000","-3,080,000","-2,644,000","-5,478,000","-3,058,000","-4,780,000","-3,482,000","-2,291,000","-1,179,000",,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"0","0","0","0","0","-61,000","2,899,000","-1,800,000","-388,000","-1,486,000","-1,716,000","-513,000","2,180,000","1,339,000","3,616,000","1,125,000","1,345,000","0","-881,000","1,500,000","1,239,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"539,040,000","504,388,000","90,442,000","16,830,000","-72,620,000","331,857,000","-34,805,000","-65,106,000","306,366,000","755,483,000","148,511,000","-202,413,000","-302,182,000","-268,382,000","-76,957,000","207,910,000","36,377,000","160,370,000","17,153,000","11,873,000","-11,175,000","1,853,000","23,402,000","7,155,000","-1,414,000","-11,601,000","31,302,000","2,958,000",,,,,,,,,,,"24,978,000","-12,835,000","-6,098,000","-6,045,000","-2,517,000","-3,637,000","-3,605,000","-1,200,000",,,,,,,,
			EarningsLossesFromEquityInvestments,"25,000","34,000","5,000","-20,000","6,000","18,000","-16,000","2,000","21,000","222,000","1,307,000","-403,000","-702,000","-692,000","72,000","1,470,000","-798,000","-352,000","47,000","-408,000","154,000","1,534,000","-400,000","-729,000","-202,000","-1,061,000","-3,499,000","-1,894,000","-1,231,000","-6,006,000","-1,306,000","-1,145,000","-3,894,000","-441,000","-176,000","-1,422,000","-2,157,000","-1,590,000","-938,000","-3,261,000","-1,961,000","-1,009,000","-563,000","993,000","-1,873,000","-1,858,000","-2,388,000","-3,793,000","-1,649,000","-446,000",,,,
		DepreciationAmortizationDepletion,"-21,202,000","-5,058,000","-5,477,000","-5,479,000","-5,188,000","-5,239,000","-5,852,000","-3,113,000","-4,375,000","-9,936,000","-5,851,000","-5,851,000","-5,786,000","-5,719,000","-5,852,000","-6,280,000","-6,787,000","-6,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"-21,202,000","-5,058,000","-5,477,000","-5,479,000","-5,188,000","-5,239,000","-5,852,000","-3,113,000","-4,375,000","-9,936,000","-5,851,000","-5,851,000","-5,786,000","-5,719,000","-5,852,000","-6,280,000","-6,787,000","-6,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"-21,202,000","-5,058,000","-5,477,000","-5,479,000","-5,188,000","-5,239,000","-5,852,000","-3,113,000","-4,375,000","-9,936,000","-5,851,000","-5,851,000","-5,786,000","-5,719,000","-5,852,000","-6,280,000","-6,787,000","-6,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"-21,202,000","-5,058,000","-5,477,000","-5,479,000","-5,188,000","-5,239,000","-5,852,000","-3,113,000","-4,375,000","-9,936,000","-5,851,000","-5,851,000","-5,786,000","-5,719,000","-5,852,000","-6,280,000","-6,787,000","-6,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"-6,186,000","-6,046,000","-5,920,000","-5,736,000","-5,624,000","-4,131,000","3,919,000","13,596,000","16,425,000","16,607,000","17,249,000","20,088,000","22,060,000","22,108,000","22,406,000","22,138,000","835,000","868,000","807,000","227,000","-94,643,000","38,909,000","30,591,000","25,479,000","54,000","-11,104,000","6,039,000","5,203,000","2,472,000","-4,380,000","-3,458,000","-1,904,000","-1,136,000",,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","124,000","262,000","124,000",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"808,000","1,534,000","509,000","350,000","558,000","-43,000","-1,440,000",,,,,,,,
		OtherNonCashItems,,,,,"-5,188,000","-5,239,000","-5,852,000","-3,113,000","-4,375,000","-9,936,000","-5,851,000","-5,851,000","-5,786,000","-5,719,000","-5,852,000","-6,280,000","-6,787,000","-6,265,000",,,,,,,,,,,,,"0","0","-98,000","-670,000","-927,000","0",,,,"-644,000","70,000","168,000",,,,,"46,000","9,000","10,000","25,000",,,,
		ChangeInWorkingCapital,"3,932,000","1,957,000","1,712,000","-623,000","886,000","-2,033,000","-2,712,000","-7,214,000","7,584,000","4,524,000","20,262,000","-28,277,000","8,365,000","-2,257,000","14,495,000","3,132,000","806,000","1,896,000","8,127,000","-9,185,000","4,208,000","-9,721,000","-730,000","5,264,000","-868,000","-2,278,000","2,742,000","3,491,000","9,177,000","-5,445,000","7,313,000","3,000","101,000","-4,488,000","10,259,000","4,275,000","2,677,000","-6,392,000","2,647,000","-4,374,000","-1,531,000","-1,928,000","4,156,000","-7,574,000","-8,376,000","-5,107,000","-9,650,000","-369,000","-3,101,000","-674,000","1,149,000","-3,515,000","-47,814,000","47,946,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,164,000","1,247,000","3,269,000","6,473,000","-5,125,000","-9,886,000","-1,218,000","-4,829,000","-754,000","-2,009,000","1,546,000","-9,418,000","-15,190,000","-8,602,000",,,,,,,,
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,164,000","1,247,000","3,269,000","6,473,000","-5,125,000","-9,886,000","-1,218,000","-4,829,000","-754,000","-2,009,000","1,546,000","-9,418,000","-15,190,000","-8,602,000",,,,,,,,
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235,000","-586,000","346,000","353,000",,,
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,943,000","-5,877,000","6,610,000","-2,462,000","8,471,000","3,480,000","3,617,000","207,000","-214,000","-69,000","2,373,000","1,593,000","7,469,000","3,616,000","-9,487,000","-378,000","-2,576,000","-1,520,000","251,000","-5,051,000","-280,239,000","283,195,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,943,000","-5,877,000","6,610,000","-2,462,000","8,471,000","3,480,000","3,681,000","1,130,000","-920,000","-350,000","2,507,000","2,334,000","6,834,000","3,718,000","-9,418,000","137,000","-3,337,000","-1,844,000","427,000","-2,918,000","-282,868,000","283,195,000"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,009,000","-5,146,000","7,367,000","-2,192,000","7,496,000","2,036,000","3,803,000","650,000","-925,000","-293,000","1,597,000","927,000","4,464,000","2,810,000","-10,575,000","-215,000","-3,841,000","-2,373,000","432,000",,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-923,000","706,000","281,000","-134,000","-741,000","635,000","-102,000","-69,000","-515,000","761,000","324,000","-176,000","-2,133,000",,
			ChangeInOtherCurrentAssets,"2,699,000","1,875,000","1,738,000","-1,796,000","882,000","-1,990,000","-2,276,000","-646,000","16,612,000","37,955,000","5,482,000","-2,809,000","-754,000","-10,015,000","985,000","-3,407,000","933,000","1,334,000","1,939,000","-7,216,000","121,000","-2,618,000","2,706,000","-633,000","-356,000","2,249,000","8,949,000","825,000","-4,061,000","-53,000","683,000","1,326,000","322,000","142,000","380,000","264,000","-669,000","14,000","248,000","248,000","-563,000","150,000","237,000","251,000","-655,000","-121,000","225,000",,,"480,000","-428,000","2,570,000","232,425,000","-235,249,000"
			ChangeInOtherCurrentLiabilities,"1,233,000","82,000","-26,000","1,173,000","4,000","-43,000","-436,000","-6,568,000","-9,028,000","-33,431,000","14,780,000","-25,468,000","9,119,000","7,758,000","13,510,000","6,539,000","-127,000","562,000","6,188,000","-1,969,000","4,087,000","-7,103,000","-3,436,000","5,897,000","-512,000","-4,527,000","-6,207,000","2,666,000","13,238,000","-5,392,000","6,630,000",,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-168,000","541,000","20,000",,,,
InvestingCashFlow,"2,176,824,000","1,069,825,000","918,378,000","-93,484,000","282,105,000","-986,251,000","-2,101,697,000","-4,361,648,000","6,464,363,000","11,553,491,000","579,699,000","-1,154,527,000","-206,057,000","-3,543,346,000","802,277,000","-653,363,000","147,130,000","325,507,000","308,000","-2,201,991,000","185,185,000","-1,104,767,000","818,353,000","-441,036,000","-484,974,000","1,056,673,000","883,019,000","409,952,000","159,531,000","-214,759,000","-207,614,000","-375,827,000","-709,675,000","380,736,000","315,350,000","2,078,366,000","-1,347,780,000","-3,349,128,000","-776,290,000","-1,478,373,000","-548,367,000","-877,158,000","-492,373,000","-2,484,149,000","-4,534,587,000","-1,637,409,000","-2,835,283,000","-58,147,000","-886,523,000","-646,615,000","77,762,000",,,
	CashFlowFromContinuingInvestingActivities,"2,176,824,000","1,069,825,000","918,378,000","-93,484,000","282,105,000","-986,251,000","-2,101,697,000","-4,361,648,000","6,464,363,000","11,553,491,000","579,699,000","-1,154,527,000","-206,057,000","-3,543,346,000","802,277,000","-653,363,000","147,130,000","325,507,000","308,000","-2,201,991,000","185,185,000","-1,104,767,000","818,353,000","-441,036,000","-484,974,000","1,056,673,000","883,019,000","409,952,000","159,531,000","-214,759,000","-207,614,000","-375,827,000","-709,675,000","380,736,000","315,350,000","2,078,366,000","-1,347,780,000","-3,349,128,000","-776,290,000","-1,478,373,000","-548,367,000","-877,158,000","-492,373,000","-2,484,149,000","-4,534,587,000","-1,637,409,000","-2,835,283,000","-58,147,000","-886,523,000","-646,615,000","77,762,000",,,
		NetIntangiblesPurchaseAndSale,,,,,,"5,545,566,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfIntangibles,,,,,,"5,545,566,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"18,474,607,000","1,062,437,000","17,226,458,000","-95,201,000","277,475,000","-984,046,000","64,858,000","-22,299,000","-16,552,000","-901,937,000","116,156,000","-173,607,000","-307,239,000","-232,387,000","-252,322,000","99,640,000","36,274,000","113,578,000","77,103,000","19,503,000","-40,178,000","11,410,000","4,279,000","152,239,000","-59,472,000","-38,148,000","1,164,000","-5,830,000","-33,685,000","-11,095,000","-37,309,000","-56,108,000","-9,887,000","-8,437,000","0","43,406,000","-196,000","-1,395,000","2,892,945,000","-1,478,373,000","-546,227,000","-877,158,000","-492,373,000","-2,484,149,000","-4,532,748,000","-1,639,248,000","-2,842,722,000","-43,391,000","-862,160,000","-634,844,000","82,121,000",,,
			PurchaseOfInvestment,"-1,133,317,000","-8,143,777,000","13,391,789,000","-2,392,444,000","-3,992,323,000","-7,012,452,000","64,858,000","-22,299,000","-14,269,000","-904,220,000",,,"-307,239,000","-232,387,000",,,,"0",,"19,503,000","-25,311,000","-3,508,000","4,279,000","-249,503,000","-182,208,000","-38,148,000","1,164,000","-5,830,000","-33,685,000","-11,095,000","-37,309,000","-56,108,000","-9,887,000","-8,437,000","0","-23,277,000","-48,051,000","-1,395,000","6,345,615,000","-2,719,225,000","-1,629,413,000","-2,005,790,000","-2,983,597,000","-3,752,955,000","-5,114,721,000","-1,905,329,000","-3,041,395,000","-195,548,000","-1,051,294,000","-775,561,000","-63,431,000",,,
			SaleOfInvestment,"19,607,924,000","9,206,214,000","3,834,669,000","2,297,243,000","4,269,798,000","6,028,406,000",,,,"2,283,000",,,,,,,"36,274,000","113,578,000","67,787,000","0","-14,867,000","14,918,000","0","401,742,000",,,,,,,"0","0",,,"0","66,683,000",,,,"1,240,852,000","1,083,186,000","1,128,632,000","2,491,224,000","1,268,806,000","581,973,000","266,081,000","198,673,000","152,157,000","189,134,000","140,717,000","145,552,000",,,
		DividendsReceivedCFI,"10,003,000","7,388,000","-294,000","1,717,000","1,192,000","1,233,000","4,238,000","-334,000","1,433,000","1,168,000","-852,000","3,063,000","-1,164,000","299,000","14,000","2,184,000","455,000","-1,532,000","-2,803,000","1,842,000","10,236,000","-2,410,000","0","769,000","6,979,000","-116,000","3,009,000","8,742,000","-2,329,000","8,761,000","-411,000","2,894,000","1,987,000","2,721,000","-1,951,000","-4,439,000","2,511,000","122,000",,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,"-3,438,000","2,203,000","36,748,000","53,120,000","24,118,000","6,196,000","3,296,000","10,567,000","-12,906,000","-27,897,000","-52,279,000","10,312,000","14,853,000",,,,,"74,498,000","-75,000,000",,,,,,,,,"-18,391,000","9,891,000",,,,,"-7,860,000","0",,,,,,"1,839,000","7,439,000","-14,756,000","-24,363,000","-11,771,000",,,,
FinancingCashFlow,"-2,416,249,000","-1,189,480,000","-869,412,000","54,705,000","-412,062,000","1,138,197,000","2,042,436,000","4,502,077,000","-6,578,347,000","-11,588,052,000","-621,644,000","1,144,726,000","188,799,000","3,422,876,000","-857,729,000","617,681,000","-267,391,000","-371,760,000","-77,561,000","2,139,979,000","-260,518,000","928,004,000","-782,066,000","254,549,000","494,769,000","-1,137,394,000","-989,025,000","-508,877,000","-329,589,000","120,218,000","141,419,000","286,975,000","549,880,000","-492,024,000","-412,987,000","-2,170,892,000","1,105,128,000","3,215,589,000","753,526,000","1,395,232,000","458,775,000","734,455,000","529,769,000","2,454,391,000","4,187,864,000","1,804,803,000","2,849,473,000","42,784,000","880,092,000","622,201,000","-67,809,000","873,552,000","0","0"
	CashFlowFromContinuingFinancingActivities,"-2,416,249,000","-1,189,480,000","-869,412,000","54,705,000","-412,062,000","1,138,197,000","2,042,436,000","4,502,077,000","-6,578,347,000","-11,588,052,000","-621,644,000","1,144,726,000","188,799,000","3,422,876,000","-857,729,000","617,681,000","-267,391,000","-371,760,000","-77,561,000","2,139,979,000","-260,518,000","928,004,000","-782,066,000","254,549,000","494,769,000","-1,137,394,000","-989,025,000","-508,877,000","-329,589,000","120,218,000","141,419,000","286,975,000","549,880,000","-492,024,000","-412,987,000","-2,170,892,000","1,105,128,000","3,215,589,000","753,526,000","1,395,232,000","458,775,000","734,455,000","529,769,000","2,454,391,000","4,187,864,000","1,804,803,000","2,849,473,000","42,784,000","880,092,000","622,201,000","-67,809,000",,,
		NetIssuancePaymentsOfDebt,,,"0","0","0","0","0","-740,000,000","-610,000,000","-300,000,000","0","0","0","0","0","0","0","-143,433,000","-14,615,000","-62,068,000","-31,636,000","-153,750,000","0","0","0","0","-142,943,000","-19,359,000","-125,454,000","505,683,000","185,877,000","1,354,719,000","772,493,000","226,606,000","232,428,000","-19,365,000","1,058,124,000","774,218,000",,,,,"0","0","0","0","-140,706,000","-1,000","-61,000","71,441,000","15,570,000",,,
			NetLongTermDebtIssuance,,,"0","0","0","0","0","-740,000,000","-610,000,000","-300,000,000","0","0","0","0","0","0","0","-143,433,000","-14,615,000","-62,068,000","-31,636,000","-153,750,000","0","0","0","0","-142,943,000","-19,359,000","-125,454,000","505,683,000","185,877,000","1,354,719,000","772,493,000","226,606,000","232,428,000","-19,365,000","1,058,124,000","774,218,000",,,,,"0","0","0","0","1,000","0","0","71,525,000","15,570,000",,,
				LongTermDebtIssuance,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","125,000,000","225,000,000","1,500,000,000","0","936,077,000","312,500,000","2,040,939,000","1,761,849,000","245,864,000","246,372,000","0","1,066,537,000","774,218,000",,,,,,,,,"1,000","0","0","71,525,000","15,570,000",,,
				LongTermDebtPayments,,,"0","0","0","0","0","-740,000,000","-610,000,000","-300,000,000","0","0","0","0","0","0","0","-143,433,000","-14,615,000","-62,068,000","-31,636,000","-153,750,000","0","0","0","-125,000,000","-367,943,000","-1,519,359,000","-125,454,000","-430,394,000","-126,623,000","-686,220,000","-989,356,000","-19,258,000","-13,944,000","-19,365,000",,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-140,707,000","-1,000","-61,000","-84,000","0",,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-151,757,000","-1,000","-61,000","-84,000","0",,,
		NetCommonStockIssuance,"269,083,000","0","55,213,000","67,665,000","146,205,000","161,413,000","73,555,000","55,000","-172,000","347,299,000","22,569,000","219,628,000","7,912,000","258,966,000",,,,,,"0","0","0","0","0","0","-24,965,000","-75,563,000","-49,963,000","52,000","70,000","65,000","54,000","63,000","-21,056,000","-160,479,000","-86,000","15,227,000","381,276,000","-40,959,000","68,000","161,000","57,046,000","183,476,000","292,479,000","389,847,000","470,138,000","488,820,000","-150,000","179,554,000","162,582,000","-2,828,000","202,941,000",,
			CommonStockIssuance,"269,083,000","0","55,213,000","67,665,000","146,205,000","161,413,000","73,555,000","55,000","-172,000","347,299,000","22,569,000","219,628,000","7,912,000","258,966,000",,,,,,"0","0","0","0","0","0","35,000","33,000","36,000","52,000","70,000","65,000","56,000","62,000","73,000","48,000","-86,000","15,227,000","381,276,000","-40,959,000","68,000","161,000","57,046,000","183,476,000","292,479,000","389,847,000","470,138,000","488,820,000","-150,000","179,554,000","162,582,000","-2,828,000",,,
			CommonStockPayments,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-25,000,000","-75,596,000","-49,999,000","0","0","0","-2,000","1,000","-21,129,000",,,,,,,,,,,,,,,,,,,,
		NetPreferredStockIssuance,,,"0","0",,,,,,,,,,,"0",,,,"-185,000",,,,,,,,,,,,"-200,000",,,,"0",,,"-6,000","-173,000",,,,,,,,,,,,,,,
			PreferredStockIssuance,,,,,,,,,,,,,,,"0",,,,"-185,000",,,,,,,,,,,,"-200,000",,,,,,,,"-173,000",,,,,,,,,,,,,,,
			PreferredStockPayments,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-6,000",,,,,,,,,,,,,,,,
		CashDividendsPaid,"-143,786,000","-38,083,000","-36,450,000","-34,465,000","-34,788,000","-27,365,000","-20,174,000","-14,735,000","-27,749,000","-74,841,000","-75,369,000","-69,067,000","-68,826,000","-57,972,000","-58,598,000","-58,597,000","-58,592,000","-58,587,000","-59,910,000","-50,930,000","-50,928,000","-50,924,000","-50,919,000","-50,921,000","-50,917,000","-51,734,000","-54,068,000","-61,769,000","-61,767,000","-61,757,000","-68,498,000","-64,972,000","-64,971,000","-66,087,000","-71,036,000","-91,529,000","-91,049,000","-79,165,000","-78,632,000","-75,940,000","-75,938,000","-75,933,000","-93,447,000","-72,576,000","-51,728,000","-49,741,000","-27,473,000","-20,329,000","-14,323,000","-10,828,000",,,,
		NetOtherFinancingCharges,"-272,000","-4,000","221,000","-294,000","-195,000","-86,000","-6,000","65,000","-54,000","-40,000","-170,000","-89,000","-66,000","-21,000","-21,764,000","0","-91,000","-76,000","5,186,000","-820,000","-1,507,000","2,032,000","170,104,000","13,613,000","-35,802,000","-121,806,000","69,668,000","-115,058,000","15,801,000","-34,231,000","-46,311,000","18,159,000","-28,618,000","-32,122,000","32,036,000","-78,624,000","89,341,000","-13,530,000",,,,,,,"40,140,000","-22,096,000","-1,269,852,000","63,264,000","714,922,000","399,006,000","-74,261,000",,,
EndCashPosition,"497,533,000","497,533,000","577,052,000","486,249,000","488,050,000","579,035,000","392,584,000","425,098,000","271,570,000","364,979,000","289,502,000","205,974,000","154,891,000","83,507,000","135,617,000","108,523,000","70,254,000","119,524,000","88,381,000","73,530,000","64,069,000","55,877,000","161,788,000","47,282,000","144,084,000","51,336,000","53,199,000","76,658,000","87,003,000","157,025,000","164,144,000","128,944,000","126,128,000","188,371,000","210,612,000","199,095,000","169,777,000","274,538,000","286,474,000","190,848,000","168,610,000","155,803,000","197,224,000","56,914,000","66,000","280,244,000","63,552,000","20,394,000","16,235,000","9,186,000","24,041,000","5,691,000","1,000","1,000,000"
	ChangesInCash,"-81,502,000","-79,519,000","90,803,000","-1,801,000","-90,985,000","186,451,000","-32,514,000","153,528,000","-93,409,000","75,477,000","83,528,000","51,083,000","71,384,000","-52,110,000","27,094,000","38,269,000","-49,270,000","30,523,000","14,851,000","9,461,000","8,192,000","-105,911,000","114,506,000","-96,802,000","92,748,000","-1,863,000","-23,459,000","-10,345,000","-70,022,000","-7,119,000","35,200,000","2,816,000","-62,243,000","-22,241,000","11,517,000","29,318,000","-104,761,000","-11,936,000","95,626,000","22,238,000","12,807,000","-41,421,000","140,310,000","56,848,000","-280,178,000","216,692,000","43,158,000","4,159,000","7,049,000","-14,855,000","18,350,000","5,690,000","0","0"
	BeginningCashPosition,"579,035,000","577,052,000","486,249,000","488,050,000","579,035,000","392,584,000","425,098,000","271,570,000","364,979,000","289,502,000","205,974,000","154,891,000","83,507,000","135,617,000","108,523,000","70,254,000","119,524,000","89,001,000","73,530,000","64,069,000","55,877,000","161,788,000","47,282,000","144,084,000","51,336,000","53,199,000","76,658,000","87,003,000","157,025,000","164,144,000","128,944,000","126,128,000","188,371,000","210,612,000","199,095,000","169,777,000","274,538,000","286,474,000","190,848,000","168,610,000","155,803,000","197,224,000","56,914,000","66,000","280,244,000","63,552,000","20,394,000","16,235,000","9,186,000","24,041,000","5,691,000","1,000","1,000,000","1,000,000"
InterestPaidSupplementalData,"9,149,000","2,771,000","2,080,000","1,877,000","2,421,000","3,985,000","3,295,000","1,405,000","13,456,000","131,074,000","98,508,000","154,504,000","127,257,000","109,392,000","95,598,000","90,797,000","84,216,000","73,811,000","60,317,000","62,979,000","45,945,000","51,058,000","30,439,000","42,364,000","30,927,000","43,110,000","48,508,000","59,554,000","43,639,000","59,713,000","47,066,000","51,143,000","44,703,000","50,363,000","88,471,000","93,578,000","72,658,000","65,546,000","61,628,000","59,676,000","57,626,000","55,577,000","53,407,000","49,525,000","29,748,000","12,763,000","9,417,000","8,584,000","5,974,000","3,273,000","2,501,000",,,
IssuanceOfCapitalStock,"269,083,000","0","55,213,000","67,665,000","146,205,000","161,413,000","73,555,000","55,000","-172,000","347,299,000","22,569,000","219,628,000","7,912,000","258,966,000","0",,,,"-185,000","278,411,000","0","0","0","0","0","35,000","33,000","36,000","52,000","70,000","-135,000","150,152,000","62,000","73,000","48,000","-86,000","15,227,000","381,276,000","-41,132,000","135,603,000","161,000","57,046,000","183,476,000","292,479,000","389,847,000","470,138,000","488,820,000","-150,000","179,554,000","162,582,000","-2,828,000",,,
IssuanceOfDebt,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","125,000,000","225,000,000","1,500,000,000","0","936,077,000","312,500,000","2,040,939,000","1,761,849,000","245,864,000","246,372,000","0","1,066,537,000","774,218,000",,,,,,,,,"11,051,000","0","0","71,525,000","15,570,000",,,
