name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,10/31/1996,07/31/1996
OperatingCashFlow,"753,137,000","102,038,000","246,183,000","202,977,000","201,939,000","83,318,000","208,416,000","150,780,000","147,745,000","62,932,000","222,895,000","170,921,000","176,323,000","60,726,000","194,757,000","154,305,000","175,012,000","40,772,000","186,378,000","125,885,000","160,257,000","34,496,000","183,997,000","126,801,000","159,488,000","51,537,000","164,180,000","125,253,000","133,486,000","54,731,000","149,325,000","129,772,000","110,848,000","62,584,000","100,021,000","142,730,000","100,233,000","51,721,000","122,560,000","119,326,000","97,321,000","36,702,000","96,116,000","112,266,000","84,613,000","25,826,000","132,641,000","97,009,000","85,519,000","7,651,000","102,321,000","75,011,000","97,050,000","19,361,000","108,796,000","106,406,000","108,959,000","22,359,000","108,865,000","102,103,000","110,149,000","33,352,000","100,612,000","107,025,000","121,959,000","34,921,000","124,946,000","92,973,000","104,882,000","24,456,000","113,693,000","92,240,000","81,633,000","35,598,000","88,945,000","72,816,000","77,260,000","21,054,000","83,521,000","73,010,000","63,165,000","17,321,000","72,624,000","55,329,000","56,552,000","6,127,000","62,133,000","57,822,000","45,310,000","12,336,000","53,100,000","25,200,000","22,900,000","9,400,000","17,200,000","30,200,000","14,100,000","11,000,000","8,400,000","21,500,000","6,400,000","9,500,000","16,900,000","7,100,000"
	CashFlowFromContinuingOperatingActivities,"753,137,000","102,038,000","246,183,000","202,977,000","201,939,000","83,318,000","208,416,000","150,780,000","147,745,000","62,932,000","222,895,000","170,921,000","176,323,000","60,726,000","194,757,000","154,305,000","175,012,000","40,772,000","186,378,000","125,885,000","160,257,000","34,496,000","183,997,000","126,801,000","159,488,000","51,537,000","164,180,000","125,253,000","133,486,000","54,731,000","149,325,000","129,772,000","110,848,000","62,584,000","100,021,000","142,730,000","100,233,000","51,721,000","122,560,000","119,326,000","97,321,000","36,702,000","96,116,000","112,266,000","84,613,000","25,826,000","132,641,000","97,009,000","85,519,000","7,651,000","102,321,000","75,011,000","97,050,000","19,361,000","108,796,000","106,406,000","108,959,000","22,359,000","108,865,000","102,103,000","110,149,000","33,352,000","100,612,000","107,025,000","121,959,000","34,921,000","124,946,000","92,973,000","104,882,000","24,456,000","113,693,000","92,240,000","81,633,000","35,598,000","88,945,000","72,816,000","77,260,000","21,054,000","83,521,000","73,010,000","63,165,000","17,321,000","72,624,000","55,329,000","56,552,000","6,127,000","62,133,000","57,822,000","45,310,000","12,336,000","53,100,000","25,200,000","22,900,000","9,400,000","17,200,000","30,200,000","14,100,000","11,000,000","8,400,000","21,500,000","6,400,000","9,500,000","16,900,000","7,100,000"
		NetIncomeFromContinuingOperations,"441,912,000","92,151,000","123,314,000","106,838,000","119,609,000","38,329,000","108,706,000","62,758,000","31,429,000","40,493,000","102,753,000","99,709,000","118,396,000","51,253,000","95,693,000","94,056,000","100,431,000","15,052,000","87,164,000","96,331,000","92,394,000","41,787,000","80,525,000","85,061,000","81,909,000","51,314,000","76,529,000","85,965,000","59,360,000","40,716,000","207,883,000","35,050,000","15,422,000","-4,837,000","6,614,000","18,340,000","21,255,000","-6,070,000",,,,,,,,"-13,240,000","-7,119,000","781,000","-8,937,000","-24,827,000","-19,682,000","-5,204,000","-11,819,000","-21,333,000","-6,837,000","3,750,000","14,344,000","-1,534,000","4,473,000","14,525,000","18,380,000","8,839,000","7,148,000","16,839,000","18,372,000","1,540,000","5,919,000","12,081,000","18,744,000","5,035,000","822,000","5,915,000","8,865,000","-2,447,000","-5,870,000","-6,508,000","-2,201,000","-32,272,000","-13,869,000","-5,988,000","-308,000","-16,163,000","-29,583,000","-24,361,000","-20,400,000","-34,290,000","-25,224,000","-19,509,000","-20,398,000","-28,974,000","-25,600,000","-3,100,000","-5,000,000","-9,900,000","-7,900,000","1,700,000","-1,100,000","-4,600,000","-1,100,000","1,000,000","1,600,000","1,300,000","4,300,000","3,200,000"
		OperatingGainsLosses,"-6,393,000","-1,309,000","-2,436,000","-1,167,000","-1,481,000","21,189,000","-4,203,000","5,747,000","-1,010,000","15,675,000","-1,881,000","-199,000","-537,000","-4,624,000","-32,000","407,000","-1,843,000","24,130,000","-287,000","-2,734,000","-536,000","-1,036,000","-2,874,000","-189,000","-649,000","-8,185,000","-1,535,000","-5,203,000","-191,000","-1,836,000","-1,191,000","-775,000","19,827,000","4,970,000","12,635,000","-787,000","-701,000","-606,000","1,168,000","1,245,000","-3,634,000","29,036,000","-2,355,000","-158,000","-911,000","-6,447,000","16,254,000","-18,535,000","15,952,000","-1,173,000","21,000","-4,798,000","-4,760,000","-652,000","-3,483,000","-1,149,000","-2,069,000","-2,476,000","-1,408,000","-675,000","-1,519,000","-15,760,000","-968,000","-7,504,000","-1,873,000","-517,000","3,865,000","4,757,000","1,262,000","-347,000","-75,000","788,000","5,673,000","319,000","6,164,000","14,994,000","6,869,000","25,147,000","4,949,000","1,667,000","1,853,000","2,655,000","2,084,000","2,204,000","996,000","1,587,000","593,000","2,187,000","1,041,000","1,184,000","2,100,000",,,"-300,000","-200,000","700,000","900,000","300,000","500,000","200,000","600,000","800,000","200,000","200,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,667,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-4,130,000","-746,000","-2,243,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"279,172,000","68,627,000","65,623,000","84,300,000","60,622,000","60,749,000","63,748,000","61,237,000","63,998,000","62,313,000","62,878,000","63,951,000","61,693,000","61,506,000","58,010,000","55,089,000","55,322,000","56,840,000","56,101,000","51,796,000","51,782,000","51,425,000","52,229,000","49,307,000","51,933,000","51,489,000","47,037,000","46,441,000","48,725,000","49,230,000","55,185,000","62,675,000","71,049,000","69,526,000","81,087,000","73,183,000","72,408,000","73,901,000","76,800,000","73,915,000","72,995,000","72,373,000","78,185,000","75,171,000","72,410,000","73,873,000","78,579,000","77,617,000","78,165,000","78,342,000","83,933,000","83,529,000","83,489,000","85,774,000","90,450,000","81,722,000","80,544,000","78,938,000","87,306,000","75,485,000","74,267,000","74,408,000","79,303,000","77,480,000","75,304,000","74,391,000","72,686,000","76,042,000","73,248,000","70,571,000","77,514,000","81,033,000","71,519,000","69,320,000","74,790,000","70,410,000","69,560,000","67,513,000","71,124,000","70,268,000","69,401,000","67,100,000","91,900,000","89,399,000","88,823,000","85,407,000","86,563,000","82,333,000","76,230,000","72,970,000","72,500,000","40,400,000","32,600,000","31,600,000","31,500,000","20,300,000","19,200,000","17,600,000","16,200,000","14,100,000","10,900,000","6,800,000","4,900,000","3,600,000"
			DepreciationAndAmortization,"279,172,000","68,627,000","65,623,000","84,300,000","60,622,000","60,749,000","63,748,000","61,237,000","63,998,000","62,313,000","62,878,000","63,951,000","61,693,000","61,506,000","58,010,000","55,089,000","55,322,000","56,840,000","56,101,000","51,796,000","51,782,000","51,425,000","52,229,000","49,307,000","51,933,000","51,489,000","47,037,000","46,441,000","48,725,000","49,230,000","55,185,000","62,675,000","71,049,000","69,526,000","81,087,000","73,183,000","72,408,000","73,901,000","76,800,000","73,915,000","72,995,000","72,373,000","78,185,000","75,171,000","72,410,000","73,873,000","78,579,000","77,617,000","78,165,000","78,342,000","83,933,000","83,529,000","83,489,000","85,774,000","90,450,000","81,722,000","80,544,000","78,938,000","87,306,000","75,485,000","74,267,000","74,408,000","79,303,000","77,480,000","75,304,000","74,391,000","72,686,000","76,042,000","73,248,000","70,571,000","77,514,000","81,033,000","71,519,000","69,320,000","74,790,000","70,410,000","69,560,000","67,513,000","71,124,000","70,268,000","69,401,000","67,100,000","91,900,000","89,399,000","88,823,000","85,407,000","86,563,000","82,333,000","76,230,000","72,970,000","72,500,000","40,400,000","32,600,000","31,600,000","31,500,000","20,300,000","19,200,000","17,600,000","16,200,000","14,100,000","10,900,000","6,800,000","4,900,000","3,600,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,486,000","79,303,000","77,693,000","86,059,000","74,352,000","73,150,000","73,318,000","78,388,000","76,030,000","74,089,000","73,178,000","71,402,000","74,656,000","71,916,000","69,238,000","76,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,236,000","1,241,000","1,245,000","1,247,000","1,133,000","1,117,000","1,090,000","915,000","1,450,000","1,215,000","1,213,000","1,284,000","1,386,000","1,332,000","1,333,000","1,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
