name,03/31/2022,01/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,09/30/1991
TotalAssets,"2,823,753,000","1,758,596,000","1,750,137,000","1,787,473,000","1,790,775,000","1,913,574,000","1,906,494,000","1,886,700,000","1,861,253,000","1,690,313,000","958,483,000","831,270,000","832,127,000","828,852,000","823,397,000","879,449,000","875,038,000","1,157,569,000","1,228,421,000","1,255,219,000","1,230,899,000","1,258,557,000","1,348,791,000","1,291,514,000","1,301,464,000","1,273,007,000","1,303,979,000","1,275,614,000","1,262,403,000","1,241,629,000","1,270,665,000","1,302,489,000","1,314,386,000","1,312,828,000","1,319,209,000","1,360,418,000","1,401,737,000","1,377,289,000","1,463,725,000","1,479,088,000","1,460,808,000","1,437,100,000","1,432,322,000","1,398,972,000","1,403,195,000","1,367,226,000","1,407,092,000","1,375,815,000","1,400,482,000","1,398,327,000","1,455,910,000","1,485,766,000","1,487,531,000","1,460,799,000","1,498,418,000","1,420,902,000","1,386,227,000","1,364,581,000","1,382,822,000","1,428,188,000","1,383,336,000","1,584,746,000","1,520,461,000","1,422,034,000","1,375,848,000","1,316,104,000","1,337,986,000","1,288,553,000","1,284,131,000","1,275,446,000","1,285,342,000","1,262,805,000","1,263,731,000","1,190,065,000","1,175,950,000","1,136,478,000","1,112,666,000","1,038,099,000","1,063,483,000","1,054,412,000","1,045,181,000","1,020,324,000","1,029,822,000","982,655,000","952,093,000","920,146,000","906,828,000","883,295,000","862,738,000","839,300,000","833,600,000","785,600,000","783,700,000","754,300,000","743,600,000","698,500,000","750,500,000","682,400,000","681,800,000","709,600,000","683,500,000","663,400,000","653,600,000","642,000,000","675,600,000","675,100,000","662,700,000","645,800,000","645,700,000","709,800,000","740,300,000","770,300,000","768,300,000","914,300,000","890,400,000","895,700,000","899,400,000","916,700,000","915,500,000","897,700,000","922,700,000","864,800,000"
	CurrentAssets,"171,948,000","162,556,000","168,958,000","189,207,000","212,023,000","359,837,000","335,581,000","310,132,000","265,952,000","118,353,000","227,128,000","105,997,000","105,336,000","96,546,000","94,973,000","149,358,000","145,141,000","398,108,000","139,277,000","162,705,000","112,140,000","102,504,000","155,405,000","136,253,000","135,704,000","109,386,000","147,989,000","172,716,000","166,036,000","140,946,000","146,560,000","184,401,000","149,951,000","119,071,000","117,212,000","175,429,000","170,044,000","151,258,000","231,181,000","271,969,000","267,432,000","264,842,000","254,411,000","249,304,000","243,385,000","229,559,000","274,922,000","262,895,000","278,844,000","261,166,000","300,049,000","327,758,000","334,310,000","315,499,000","350,081,000","258,412,000","234,480,000","215,370,000","228,066,000","283,828,000","264,070,000","468,793,000","403,130,000","359,690,000","330,658,000","269,731,000","283,970,000","230,086,000","250,604,000","234,565,000","240,155,000","216,449,000","220,533,000","164,325,000","148,615,000","120,205,000","108,558,000","98,535,000","112,545,000","132,411,000","141,649,000","123,244,000","124,734,000","112,620,000","107,871,000","94,392,000","99,409,000","110,683,000","108,067,000","94,300,000","97,200,000","84,400,000","88,300,000","78,200,000","82,400,000","77,400,000","157,200,000","99,200,000","100,200,000","155,800,000","130,900,000","111,200,000","96,500,000","87,300,000","117,200,000","115,700,000","97,900,000","77,800,000","72,900,000","87,800,000","107,500,000","136,700,000","140,800,000","92,100,000","93,500,000","93,100,000","95,100,000","101,700,000","106,300,000","118,400,000","141,800,000","71,500,000"
		CashCashEquivalentsAndShortTermInvestments,"55,719,000","70,207,000","55,346,000","84,220,000","90,637,000","251,324,000","199,662,000","159,540,000","132,161,000","19,914,000","125,536,000","12,447,000","1,590,000","4,300,000","2,705,000","138,000","1,154,000","3,789,000","7,642,000","7,560,000","6,358,000","6,090,000","17,030,000","6,647,000","8,799,000","7,100,000","17,743,000","17,706,000","10,386,000","8,808,000","10,578,000","9,892,000","9,112,000","9,933,000","9,644,000","9,783,000","10,202,000","9,542,000","8,469,000","10,815,000","11,308,000","13,644,000","11,424,000","12,026,000","14,712,000","16,530,000","10,607,000","12,870,000","12,461,000","12,508,000","53,002,000","12,153,000","11,008,000","21,785,000","47,884,000","14,470,000","16,400,000","15,397,000","15,702,000","38,723,000","77,113,000","301,607,000","233,906,000","191,523,000","159,134,000","101,639,000","103,708,000","98,636,000","120,662,000","118,054,000","131,700,000","87,486,000","11,116,000","30,558,000","22,362,000","10,328,000","8,242,000","16,884,000","5,620,000","6,695,000","6,138,000","5,516,000","6,328,000","6,244,000","6,321,000","5,277,000","6,836,000","7,268,000","10,190,000","7,500,000","10,900,000","5,200,000","5,700,000","3,400,000","10,000,000","2,300,000","81,600,000","26,000,000","28,500,000","89,900,000","69,500,000","53,700,000","42,000,000","34,400,000","53,700,000","55,500,000","35,900,000","14,300,000","5,600,000","21,100,000","36,000,000","70,600,000","79,600,000","12,200,000","4,500,000","3,100,000","8,300,000","20,200,000","20,000,000","34,900,000","58,800,000","600,000"
			CashAndCashEquivalents,"55,719,000","70,207,000","55,346,000","84,220,000","90,637,000","251,324,000","199,662,000","159,540,000","132,161,000","19,914,000","125,536,000","12,447,000","1,590,000","4,300,000","2,705,000","138,000","1,154,000","3,789,000","7,642,000","7,560,000","6,358,000","6,090,000","17,030,000","6,647,000","8,799,000","7,100,000","17,743,000","17,706,000","10,386,000","8,808,000","10,578,000","9,892,000","9,112,000","9,933,000","9,644,000","9,783,000","10,202,000","9,542,000","8,469,000","10,815,000","11,308,000","13,644,000","11,424,000","12,026,000","14,712,000","16,530,000","10,607,000","12,870,000","12,461,000","12,508,000","53,002,000","12,153,000","11,008,000","21,785,000","47,884,000","14,470,000","16,400,000","15,397,000","15,702,000","38,723,000","77,113,000","301,607,000","233,906,000","191,523,000","159,134,000","101,639,000","103,708,000","98,636,000","120,662,000","118,054,000","131,700,000","87,486,000","11,116,000","30,558,000","22,362,000","10,328,000","8,242,000","16,884,000","5,620,000","6,695,000","6,138,000","5,516,000","6,328,000","6,244,000","6,321,000","5,277,000","6,836,000","7,268,000","10,190,000","7,500,000","10,900,000","5,200,000","5,700,000","3,400,000","10,000,000","2,300,000","81,600,000","26,000,000","28,500,000","89,900,000","69,500,000","53,700,000","42,000,000","34,400,000","53,700,000","55,500,000","35,900,000","14,300,000","5,600,000","21,100,000","36,000,000","70,600,000","79,600,000","12,200,000","4,500,000","3,100,000","8,300,000","20,200,000","20,000,000","34,900,000","58,800,000","600,000"
				CashFinancial,"55,719,000","70,207,000","55,346,000","84,220,000","90,637,000","251,324,000","199,662,000","159,540,000","132,161,000","19,914,000","125,536,000","12,447,000","1,590,000","4,300,000","2,705,000","138,000","1,154,000","3,789,000","7,642,000","7,560,000","6,358,000","6,090,000","17,030,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"52,461,000","55,220,000","74,335,000","68,278,000","86,721,000","54,702,000","78,417,000","88,242,000","66,331,000","53,576,000","45,235,000","57,647,000","70,174,000","61,541,000","57,422,000","90,677,000","102,404,000","36,303,000","68,694,000","56,245,000","39,657,000","54,711,000","73,360,000","61,990,000","71,948,000","51,673,000","47,975,000","54,784,000","69,455,000","43,874,000","50,014,000","75,720,000","56,317,000","40,695,000","41,749,000","41,972,000","52,185,000","40,489,000","78,798,000","84,899,000","89,824,000","79,717,000","86,213,000","72,219,000","60,061,000","57,796,000","81,150,000","56,053,000","56,142,000","47,773,000","49,036,000","62,723,000","65,257,000","49,747,000","70,290,000","56,036,000","50,124,000","41,403,000","41,091,000","47,003,000","42,927,000","34,610,000","30,874,000","28,608,000","27,200,000","23,888,000","21,227,000","25,679,000","20,869,000","20,191,000","18,310,000","25,820,000","28,236,000","26,804,000","31,582,000","31,827,000","30,748,000","20,426,000","26,215,000","22,540,000","18,956,000","12,646,000","21,816,000","14,829,000","18,309,000","13,373,000","13,667,000","10,665,000","8,563,000","5,800,000","9,200,000","10,300,000","18,100,000","13,300,000","13,700,000","11,300,000","13,800,000","11,000,000","10,500,000","8,700,000","12,900,000","11,000,000","12,500,000","13,500,000","23,800,000","23,900,000","25,300,000","26,700,000","28,600,000","27,700,000","31,200,000","27,100,000","25,500,000","28,200,000","30,300,000","29,200,000","32,200,000","25,500,000","36,700,000","19,800,000","24,500,000","22,900,000"
			AccountsReceivable,"49,972,000","57,250,000","75,273,000","69,304,000","87,284,000","53,623,000","77,082,000","82,132,000","46,339,000","29,361,000","36,907,000","45,242,000","58,607,000","48,763,000","35,877,000","60,263,000","71,510,000","31,688,000","64,576,000","51,419,000","33,266,000","45,688,000","66,837,000","49,261,000","61,336,000","35,386,000","36,990,000","54,784,000","69,455,000","43,874,000","35,975,000","75,720,000","56,317,000","40,695,000","31,301,000","41,972,000","52,185,000","40,489,000","65,766,000","84,899,000",,"79,717,000","86,213,000",,"60,061,000","57,796,000","81,150,000","56,053,000","56,142,000","47,773,000","49,036,000","62,723,000","65,257,000","49,747,000","70,290,000","56,036,000","50,124,000","41,403,000","41,091,000","47,003,000","42,927,000","34,610,000","30,874,000","28,608,000","27,200,000","23,888,000","21,227,000","25,679,000","20,869,000","20,191,000","18,310,000","25,820,000","28,236,000","26,804,000","31,582,000","31,827,000","30,748,000","20,426,000","26,215,000","22,540,000","18,956,000","12,646,000","21,816,000","14,829,000","18,309,000","13,373,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,478,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,712,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"1,363,000","1,472,000","1,467,000","1,219,000","1,714,000","1,368,000","1,193,000","505,000","9,589,000","375,000","278,000","1,854,000","10,812,000","10,666,000","11,480,000","25,924,000","22,970,000","766,000","1,276,000","1,381,000","1,282,000","1,608,000","1,603,000","1,526,000","1,706,000","3,610,000","1,726,000",,,,"3,574,000",,,,"2,877,000",,,,"5,324,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
