name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"-38,093,000","-20,802,000","5,805,000","-26,216,000","3,120,000","-4,082,000","-130,175,000","-55,629,000","-29,518,000","-2,576,000","6,700,000","14,526,000","4,083,000","9,318,000","-50,999,000","-5,184,000"
	CashFlowFromContinuingOperatingActivities,"-38,093,000","-20,802,000","5,805,000","-26,216,000","3,120,000","-4,082,000","-130,175,000","-55,629,000","-29,518,000","-2,576,000","6,700,000","14,526,000","4,083,000","9,318,000","-50,999,000","-5,184,000"
		NetIncomeFromContinuingOperations,"-89,085,000","-42,413,000","-18,449,000","-17,171,000","-11,052,000","-11,551,000","-415,573,000","-65,848,000","-40,167,000","-21,143,000","-7,134,000","-9,603,000","-10,878,000","-3,636,000","-75,524,000","-15,345,000"
		OperatingGainsLosses,,,"13,000","0","36,000","30,000","29,000","-1,000","1,000","1,521,000","0","0","57,000","557,000","56,000","183,000"
			GainLossOnSaleOfPPE,"49,000","0","13,000","0","36,000","30,000","29,000","-1,000","1,000","0","0","0","57,000","557,000","56,000","183,000"
		DepreciationAmortizationDepletion,"29,761,000","7,975,000","7,324,000","7,275,000","7,187,000","6,468,000","5,416,000","4,877,000","4,468,000","4,260,000","2,845,000","2,041,000","1,144,000","1,036,000","890,000","848,000"
			DepreciationAndAmortization,"29,761,000","7,975,000","7,324,000","7,275,000","7,187,000","6,468,000","5,416,000","4,877,000","4,468,000","4,260,000","2,845,000","2,041,000","1,144,000","1,036,000","890,000","848,000"
				Depreciation,"29,761,000","7,975,000","7,324,000","7,275,000","7,187,000","6,468,000","5,416,000","4,877,000","4,468,000","4,260,000",,,,"1,036,000",,
		AmortizationOfSecurities,,"183,000",,,,,,,,,,,,,,
		StockBasedCompensation,"105,833,000","26,047,000","26,904,000","25,950,000","26,932,000","16,176,000","14,269,000","13,784,000","13,855,000","6,718,000","5,075,000","3,874,000","3,025,000","1,359,000","1,063,000","589,000"
		OtherNonCashItems,,,,,,,"306,000,000","0","0","17,000","29,000","26,000","23,000","23,000","921,000","120,000"
		ChangeInWorkingCapital,"-84,834,000","-12,594,000","-9,987,000","-42,270,000","-19,983,000","-15,205,000","-40,316,000","-8,441,000","-7,675,000","6,051,000","5,885,000","18,188,000","10,712,000","9,979,000","21,595,000","8,421,000"
			ChangeInReceivables,"-19,124,000","8,728,000","-6,825,000","-19,392,000","-1,635,000","-6,189,000","-15,193,000","-13,300,000","8,125,000","2,521,000","-7,222,000","7,044,000","-7,780,000","2,674,000","-10,469,000","-1,799,000"
				ChangesInAccountReceivables,"-19,124,000","8,728,000","-6,825,000","-19,392,000","-1,635,000","-6,189,000","-15,193,000","-13,300,000","8,125,000","2,521,000","-7,222,000","578,000","-1,314,000","2,674,000","-8,991,000","-1,799,000"
			ChangeInInventory,"-25,254,000","-3,736,000","-8,783,000","-7,134,000","-5,601,000","-8,614,000","-4,753,000","-3,360,000","-2,401,000","-4,087,000","-1,964,000","-980,000","-1,169,000","-2,586,000","-1,721,000","-411,000"
			ChangeInPrepaidAssets,"-3,342,000","-3,873,000","167,000","-150,000","514,000","-1,584,000","-1,902,000","-1,657,000","-2,307,000","601,000","-779,000","-1,580,000","5,724,000","-6,900,000","79,000","-624,000"
			ChangeInPayablesAndAccruedExpense,"-38,957,000","-666,000","565,000","-23,032,000","-15,824,000","4,329,000","-21,395,000","8,249,000","-1,780,000","8,588,000","11,593,000","10,490,000","10,099,000","9,148,000","27,902,000","9,635,000"
				ChangeInPayable,"3,074,000","2,875,000","-1,107,000","2,480,000","-1,174,000","10,885,000","-4,463,000","-497,000","-2,157,000","-653,000","2,215,000","3,672,000","283,000","-1,269,000","4,412,000","-6,943,000"
					ChangeInAccountPayable,"3,074,000","2,875,000","-1,107,000","2,480,000","-1,174,000","10,885,000","-4,463,000","-497,000","-2,157,000","-653,000","2,215,000","3,672,000","283,000","-1,269,000","4,412,000","-6,943,000"
				ChangeInAccruedExpense,"-42,031,000","-3,541,000","1,672,000","-25,512,000","-14,650,000","-6,556,000","-16,932,000","8,746,000","377,000","9,241,000","9,378,000","6,818,000","9,816,000","10,417,000","23,490,000","16,578,000"
			ChangeInOtherCurrentAssets,"1,037,000","157,000","697,000","131,000","52,000","165,000","-112,000","392,000","-1,756,000","-1,210,000","-300,000","122,000","-17,000","-56,000","-164,000","-498,000"
			ChangeInOtherCurrentLiabilities,"-2,363,000","-151,000","-591,000","900,000","-2,521,000","-4,962,000","-2,308,000","18,000","711,000","-7,024,000","367,000","61,000","61,000","58,000","-62,000","-39,000"
			ChangeInOtherWorkingCapital,"3,169,000","-13,053,000","4,783,000","6,407,000","5,032,000","1,650,000","5,347,000","1,217,000","-8,267,000","6,662,000","4,190,000","3,031,000","3,794,000","7,641,000","6,030,000","2,157,000"
InvestingCashFlow,"-319,971,000","-257,558,000","-27,618,000","-20,227,000","-14,568,000","-44,316,000","-22,266,000","-1,310,000","-6,739,000","-8,079,000","-6,581,000","-13,678,000","-13,141,000","-9,367,000","-2,829,000","-619,000"
	CashFlowFromContinuingInvestingActivities,"-319,971,000","-257,558,000","-27,618,000","-20,227,000","-14,568,000","-44,316,000","-22,266,000","-1,310,000","-6,739,000","-8,079,000","-6,581,000","-13,678,000","-13,141,000","-9,367,000","-2,829,000","-619,000"
		NetPPEPurchaseAndSale,"-90,549,000","-28,136,000","-27,618,000","-20,227,000","-14,568,000","-38,865,000","-21,339,000","-509,000","-6,739,000","-8,079,000","-6,556,000","-13,678,000","-13,141,000","-9,367,000","-2,404,000","-619,000"
			PurchaseOfPPE,"-90,549,000","-28,136,000","-27,618,000","-20,227,000","-14,568,000","-38,865,000","-21,339,000","-509,000","-6,739,000","-8,079,000","-6,556,000","-13,678,000","-13,141,000","-9,367,000","-2,404,000","-619,000"
		NetIntangiblesPurchaseAndSale,,,"0",,,,"-927,000",,,,,,,,,
			PurchaseOfIntangibles,,,"0",,,,"-927,000",,,,,,,,,
		NetBusinessPurchaseAndSale,"0","0","0","0","0","-5,451,000",,,,,,,,,,
			PurchaseOfBusiness,"0","0","0","0","0","-5,451,000",,,,,,,,,,
		NetInvestmentPurchaseAndSale,,"-229,422,000",,,,,,,,,,,,,,
			PurchaseOfInvestment,,"-242,329,000",,,,,,,,,,,,,,
			SaleOfInvestment,,"12,907,000",,,,,,,,,,,,,,
FinancingCashFlow,"34,196,000","2,417,000","8,903,000","6,683,000","16,193,000","3,518,000","7,706,000","486,968,000","8,051,000","-33,819,000","-1,107,000","415,638,000","-864,000","923,000","35,878,000","411,000"
	CashFlowFromContinuingFinancingActivities,"34,196,000","2,417,000","8,903,000","6,683,000","16,193,000","3,518,000","7,706,000","486,968,000","8,051,000","-33,819,000","-1,107,000","415,638,000","-864,000","923,000","35,878,000","411,000"
		NetIssuancePaymentsOfDebt,,,"0","0","0","0","5,846,000","0","0","-37,102,000","0","0","0","0","0","0"
			NetLongTermDebtIssuance,,,"0","0","0","0","5,846,000","0","0","-37,102,000","0","0","0","0","0","0"
				LongTermDebtIssuance,,,,,,,"0",,,,"0","11,000,000",,,"0","0"
				LongTermDebtPayments,,,"0","0","0","0","5,846,000","0","0","-37,102,000","0","-11,000,000","0","0","0","0"
		NetCommonStockIssuance,,,"0",,,,"-780,000",,,,"-1,855,000","410,674,000",,,,
			CommonStockIssuance,,,"0",,,,"-780,000",,,,"-1,855,000","410,674,000",,,,
		NetPreferredStockIssuance,,,,,,,,,,,"0","0",,,"34,952,000","0"
			PreferredStockIssuance,,,,,,,,,,,"0","0",,,"34,952,000","0"
		ProceedsFromStockOptionExercised,"39,605,000","7,826,000","8,903,000","6,683,000","16,193,000","8,546,000","8,488,000","3,921,000","8,051,000","3,283,000","748,000",,,"923,000",,
		NetOtherFinancingCharges,"-5,409,000","-5,409,000","0","0","0","-5,028,000",,,,,,,,,,
