name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalRevenue,"3,182,600,000","921,300,000","649,100,000","791,600,000","774,200,000","745,300,000","698,700,000","695,900,000","634,400,000","687,600,000","685,600,000","689,300,000","661,900,000","619,300,000","613,100,000","603,600,000","563,100,000","537,400,000","506,100,000","498,000,000","474,800,000","455,000,000","435,900,000","437,600,000","425,700,000","405,700,000","386,100,000","389,100,000","378,500,000","353,100,000","335,600,000","338,200,000","327,500,000","303,400,000","292,400,000","299,500,000","300,800,000"
	OperatingRevenue,"3,182,600,000","921,300,000","649,100,000","791,600,000","774,200,000","745,300,000","698,700,000","695,900,000","634,400,000","687,600,000","685,600,000","689,300,000","661,900,000","619,300,000","613,100,000","603,600,000","563,100,000","537,400,000","506,100,000","498,000,000","474,800,000","455,000,000","435,900,000","437,600,000","425,700,000","405,700,000","386,100,000","389,100,000","378,500,000","353,100,000","335,600,000","338,200,000","327,500,000","303,400,000","292,400,000","299,500,000","300,800,000"
CostOfRevenue,"1,062,800,000","298,000,000","239,000,000","259,100,000","250,300,000","243,200,000","254,300,000","222,400,000","218,600,000","225,100,000","228,900,000","220,800,000","216,200,000","208,100,000","211,100,000","207,500,000","189,100,000","182,300,000","173,400,000","169,300,000","151,900,000","151,200,000","144,700,000","141,500,000","143,800,000","149,100,000","139,400,000","135,100,000","131,500,000","125,600,000","121,100,000","124,700,000","132,400,000","120,900,000","119,000,000","115,900,000","121,300,000"
GrossProfit,"2,119,800,000","623,300,000","410,100,000","532,500,000","523,900,000","502,100,000","444,400,000","473,500,000","415,800,000","462,500,000","456,700,000","468,500,000","445,700,000","411,200,000","402,000,000","396,100,000","374,000,000","355,100,000","332,700,000","328,700,000","322,900,000","303,800,000","291,200,000","296,100,000","281,900,000","256,600,000","246,700,000","254,000,000","247,000,000","227,500,000","214,500,000","213,500,000","195,100,000","182,500,000","173,400,000","183,600,000","179,500,000"
OperatingExpense,"1,500,700,000","488,300,000","349,900,000","343,200,000","306,400,000","321,500,000","299,400,000","311,200,000","291,900,000","325,700,000","302,000,000","297,100,000","285,900,000","289,200,000","271,200,000","274,000,000","239,600,000","229,900,000","211,200,000","202,100,000","207,400,000","202,700,000","202,000,000","200,300,000","218,400,000","204,700,000","197,800,000","193,700,000","195,600,000","191,000,000","194,000,000","172,700,000","162,700,000","147,700,000","137,100,000","134,300,000","140,000,000"
	SellingGeneralAndAdministration,"1,084,300,000","359,500,000","261,500,000","247,300,000","208,000,000","227,200,000","204,900,000","219,000,000","201,100,000","235,400,000","211,300,000","208,400,000","196,700,000","195,700,000","183,100,000","189,800,000","171,600,000","163,300,000","149,400,000","142,200,000","149,200,000","144,700,000","146,400,000","137,100,000","144,400,000","132,200,000","128,600,000","122,200,000","127,000,000","121,900,000","126,900,000","105,400,000","107,400,000","96,200,000","88,800,000","86,300,000","94,800,000"
	DepreciationAmortizationDepletionIncomeStatement,"416,400,000","128,800,000","88,400,000","95,900,000","98,400,000","94,300,000","94,500,000","92,200,000","90,800,000","90,300,000","90,700,000","88,700,000","89,200,000","93,500,000","88,100,000","84,200,000","68,000,000","66,600,000","61,800,000","59,900,000","58,200,000","58,000,000","55,600,000","63,200,000","74,000,000","72,500,000","69,200,000","71,500,000","68,600,000","69,100,000","67,100,000","67,300,000","55,300,000","51,500,000","48,300,000","48,000,000","45,200,000"
		DepreciationAndAmortizationInIncomeStatement,"416,400,000","128,800,000","88,400,000","95,900,000","98,400,000","94,300,000","94,500,000","92,200,000","90,800,000","90,300,000","90,700,000","88,700,000","89,200,000","93,500,000","88,100,000","84,200,000","68,000,000","66,600,000","61,800,000","59,900,000","58,200,000","58,000,000","55,600,000","63,200,000","74,000,000","72,500,000","69,200,000","71,500,000","68,600,000","69,100,000","67,100,000","67,300,000","55,300,000","51,500,000","48,300,000","48,000,000","45,200,000"
OperatingIncome,"619,100,000","135,000,000","60,200,000","189,300,000","217,500,000","180,600,000","145,000,000","162,300,000","123,900,000","136,800,000","154,700,000","171,400,000","159,800,000","122,000,000","130,800,000","122,100,000","134,400,000","125,200,000","121,500,000","126,600,000","115,500,000","101,100,000","89,200,000","95,800,000","63,500,000","51,900,000","48,900,000","60,300,000","51,400,000","36,500,000","20,500,000","40,800,000","32,400,000","34,800,000","36,300,000","49,300,000","39,500,000"
NetNonOperatingInterestIncomeExpense,"-159,300,000","-56,400,000","-52,600,000","-25,100,000","-25,100,000","-25,900,000","-27,500,000","-26,800,000","-32,800,000","-35,700,000","-54,800,000","-41,300,000","-44,000,000","-43,900,000","-43,500,000","-43,200,000","-36,700,000","-23,500,000","-20,800,000","-26,100,000","-21,200,000","-25,500,000","-6,600,000","-22,500,000","-20,700,000","-19,900,000","-19,300,000","-58,000,000","-47,800,000","-43,900,000","-56,100,000","-44,400,000","-50,000,000","-50,300,000","-46,500,000","-49,000,000","-53,000,000"
