name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988
TotalRevenue,"188,835,000","45,868,000","45,978,000","48,030,000","48,959,000","43,132,000","42,829,000","43,123,000","40,084,000","37,573,000","37,744,641","37,328,890","37,230,038","34,287,431","34,245,065","33,447,114","32,098,550","29,795,964","28,696,585","28,684,937","28,817,848","26,448,549","25,143,697","25,355,051","25,210,707","23,504,374","21,924,143","21,694,999","19,553,443","18,344,086","18,879,238","18,554,782","18,148,732","15,849,181","16,426,921","16,253,966","16,097,925","13,426,295","12,606,121","12,186,668","11,144,029","10,890,946","11,026,643","9,664,577","9,605,680","9,016,454","9,516,713","8,470,339","7,862,640","8,161,272","6,587,245","9,856,780","9,169,362","6,405,865","7,641,806","10,240,058","10,458,996","8,315,540","8,718,061","9,971,274","11,351,020","8,800,346","12,894,551","9,894,006","10,343,852","9,512,201","10,231,665","11,247,848","9,316,642","8,543,418","8,683,303","8,130,692","7,075,592","6,887,092","8,915,755","8,834,105","6,960,774","6,645,704","6,980,461","7,883,991","7,490,084","7,135,182","3,657,004","7,772,824","7,376,519","4,765,988","3,301,296","5,153,302","5,011,150","5,182,744","5,100,000","4,800,000","4,700,000","4,500,000","4,400,000","4,400,000","4,300,000","4,200,000","4,000,000","4,000,000","4,000,000","3,800,000","-2,600,000","3,700,000","3,600,000","3,900,000","3,500,000","3,400,000","3,300,000","3,200,000","3,200,000","3,100,000","3,100,000","3,000,000","2,900,000","2,900,000","2,800,000","2,800,000","2,900,000","2,800,000","2,700,000","2,700,000","2,500,000","2,500,000","2,400,000","2,400,000","2,400,000","2,300,000","2,300,000","2,200,000","2,200,000","2,200,000","2,200,000","2,100,000","2,000,000","1,900,000","1,900,000","1,900,000"
	OperatingRevenue,"188,835,000","45,868,000","45,978,000","48,030,000","48,959,000","43,132,000","42,829,000","43,123,000","40,084,000","37,573,000","37,744,641","37,328,890","37,230,038","34,287,431","34,245,065","33,447,114","32,098,550","29,795,964","28,696,585","28,684,937","28,817,848","26,448,549","25,143,697","25,355,051","25,210,707","23,504,374","21,924,143","21,694,999","19,553,443","18,344,086","18,879,238","18,554,782","18,148,732","15,849,181","16,426,921","16,253,966","16,097,925","13,426,295","12,606,121","12,186,668","11,144,029","10,890,946","11,026,643","9,664,577","9,605,680","9,016,454","9,516,713","8,470,339","7,862,640","8,161,272","7,794,406","8,463,899","8,118,648","7,642,299","8,612,425","9,209,571","9,243,048","8,038,613","9,052,208","9,620,871","10,887,091","8,778,153","11,184,596","9,537,552","9,824,503","8,439,582","13,945,608","10,041,696","8,239,508","7,112,761","3,258,356","8,130,692","7,075,592","6,887,092","6,964,369","7,141,595","6,960,774","6,645,704","6,245,180","6,962,072","6,571,135","5,966,331","5,871,049","6,921,275","6,499,488","4,765,988","3,301,296","5,153,302","5,011,150","5,182,744","5,100,000","4,800,000","4,700,000","4,500,000","4,400,000","4,400,000","4,300,000","4,200,000","4,000,000","4,000,000","4,000,000","3,800,000","-2,600,000","3,700,000","3,600,000","3,900,000","3,500,000","3,400,000","3,300,000","3,200,000","3,200,000","3,100,000","3,100,000","3,000,000","2,900,000","2,900,000","2,800,000","2,800,000","2,900,000","2,800,000","2,700,000","2,700,000","2,500,000","2,500,000","2,400,000","2,400,000","2,400,000","2,300,000","2,300,000","2,200,000","2,200,000","2,200,000","2,200,000","2,100,000","2,000,000","1,900,000","1,900,000","1,900,000"
CostOfRevenue,"88,583,000","21,054,000","20,808,000","22,659,000","24,062,000","20,608,000","19,688,000","20,940,000","19,055,000","17,909,000","18,643,372","19,042,862","19,226,344","17,733,422","17,499,085","16,801,420","15,629,005","14,734,987","14,182,297","14,533,623","14,618,267","12,983,568","11,832,301","12,522,604","12,880,082","11,869,866","10,608,916","11,427,344","10,378,393","9,693,159","9,797,070","10,287,630","10,286,179","9,053,988","10,511,044","9,466,797","8,897,592","7,469,897","7,356,376","7,397,011","6,947,981","6,766,596","6,737,366","5,711,030","5,838,552","5,219,347","5,841,494","5,234,587","4,707,856","4,808,734","4,210,008","5,179,421","4,659,162","4,212,925","5,252,385","5,574,002","5,815,895","4,667,141","5,325,230","6,336,354","6,497,406","4,845,456","7,646,130","6,238,612","6,110,155","4,713,317","5,701,569","6,627,998","5,273,468","4,134,513","4,409,752","4,618,598","3,972,709","3,676,877","4,143,366","4,144,291","3,838,599","3,539,670","3,498,332","4,006,481","3,605,397","3,004,992","3,338,656","3,922,283","3,685,173","1,988,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"100,252,000","24,814,000","25,170,000","25,371,000","24,897,000","22,524,000","23,141,000","22,183,000","21,029,000","19,664,000","19,101,269","18,286,028","18,003,694","16,554,009","16,745,980","16,645,694","16,469,545","15,060,977","14,514,288","14,151,314","14,199,581","13,464,981","13,311,396","12,832,447","12,330,625","11,634,508","11,315,227","10,267,655","9,175,050","8,650,927","9,082,168","8,267,152","7,862,553","6,795,193","5,915,877","6,787,169","7,200,333","5,956,398","5,249,745","4,789,657","4,196,048","4,124,350","4,289,277","3,953,547","3,767,128","3,797,107","3,675,219","3,235,752","3,154,784","3,352,538","2,377,237","4,677,359","4,510,200","2,192,940","2,389,421","4,666,056","4,643,101","3,648,399","3,392,831","3,634,920","4,853,614","3,954,890","5,248,421","3,655,394","4,233,697","4,798,884","4,530,096","4,619,850","4,043,174","4,408,905","4,273,551","3,512,094","3,102,883","3,210,215","4,772,389","4,689,814","3,122,175","3,106,034","3,482,129","3,877,510","3,884,687","4,130,190","318,348","3,850,541","3,691,346","2,777,270","-4,932,060","5,153,302",,"5,182,744",,"4,800,000",,"4,500,000","4,400,000","4,400,000",,,,,"4,000,000","3,800,000","-2,600,000","3,700,000","3,600,000","3,900,000","3,500,000","3,400,000","3,300,000","3,200,000","3,200,000","3,100,000","3,100,000","3,000,000","2,900,000","2,900,000","2,800,000","2,800,000","2,900,000","2,800,000","2,700,000",,"2,500,000","2,500,000","2,400,000","2,400,000",,,,,,,,,,,,
OperatingExpense,"65,216,000","16,770,000","16,692,000","15,869,000","15,885,000","15,580,000","14,694,000","14,807,000","14,293,000","13,910,000","13,212,970","13,344,516","13,361,548","12,016,966","11,820,769","11,634,838","12,132,184","10,757,262","10,385,581","10,171,106","10,239,976","9,501,919","8,774,594","8,993,425","8,296,895","8,006,516","8,139,424","7,383,397","6,918,181","6,570,513","6,347,927","6,298,922","6,203,646","5,762,274","5,627,489","5,373,949","5,027,352","4,179,992","4,295,963","3,737,180","3,630,197","3,360,361","4,157,088","3,431,979","2,994,767","2,824,066","2,646,486","2,440,281","2,268,671","2,335,214","2,041,291","2,237,135","2,186,128","2,185,012","1,823,722","2,334,364","2,270,439","2,448,526","2,346,226","2,281,082","2,209,354","2,295,061","2,208,643","2,303,026","2,340,467","2,128,666","2,407,353","2,055,886","2,162,282","1,828,886","1,772,557","1,689,744","1,740,688","1,766,094","1,961,032","1,603,242","1,186,033","1,303,558","1,650,279","1,510,979","1,543,387","1,507,870","1,601,588","1,386,481","1,349,860","1,204,994","-4,700,835","3,068,740","3,138,373","3,061,764","2,900,000","3,100,000","3,100,000","3,000,000","2,900,000","3,000,000","2,800,000","2,800,000","2,700,000","2,700,000","2,500,000","2,300,000","-3,700,000","2,600,000","2,400,000","2,400,000","2,400,000","2,300,000","2,300,000","2,200,000","2,300,000","2,100,000","2,200,000","2,100,000","2,200,000","2,100,000","2,000,000","2,000,000","2,000,000","2,000,000","1,900,000","1,800,000","1,700,000","1,700,000","1,700,000","1,700,000",,,,,,,,,,,,
	SellingGeneralAndAdministration,"19,383,000","5,053,000","5,140,000","4,489,000","4,701,000","4,572,000","3,978,000","4,315,000","4,021,000","3,683,000","3,411,858","3,954,280","4,493,207","3,265,655","3,540,079","3,583,211","4,367,926","3,162,628","3,088,391","3,190,993","3,499,771","2,961,681","2,653,170","3,105,758","2,617,728","2,480,674","2,727,472","2,597,307","2,466,986","2,342,239","2,487,851","2,273,704","2,447,192","2,240,602","2,313,368","2,238,440","1,952,112","1,724,138","1,933,384","1,807,022","1,864,654","1,685,157","1,444,766","1,771,445","1,516,583","1,351,149","1,344,058","1,213,992","1,141,076","1,265,446","938,330","1,161,020","1,109,804","1,105,268","733,631","1,278,781","1,214,273","1,394,332","1,341,370","1,322,736","1,274,236","1,357,509","1,286,513","1,379,473","1,420,454","1,240,581","1,466,292","1,172,522","1,242,780","956,477","935,446","835,014","922,510","970,584","1,190,582","849,862","964,270","840,334","903,403","788,640","818,667","779,165","817,298","724,073","690,693","538,555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"14,552,000","3,898,000","4,150,000","3,165,000","3,339,000","3,441,000","2,794,000","2,934,000","2,742,000","2,586,000","2,135,752","2,579,348","3,156,267","2,174,633","2,679,158","2,559,023","3,282,682","2,358,556","2,455,016","2,354,054","2,634,309","2,202,302","2,071,626","2,293,366","1,943,011","1,696,922","2,080,805","1,799,181","1,808,958","1,656,700","1,834,074","1,416,920","1,695,056","1,519,923","1,816,741","1,688,095","1,522,152","1,215,236","1,381,259","1,266,191","1,235,972","1,254,094","855,105","1,132,796","1,025,912","966,053","835,475","800,086","743,564","866,728","649,430","867,258","817,175","781,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"14,552,000","3,898,000","4,150,000","3,165,000","3,339,000","3,441,000","2,794,000","2,934,000","2,742,000","2,586,000","2,135,752","2,579,348","3,156,267","2,174,633","2,679,158","2,559,023","3,282,682","2,358,556","2,455,016","2,354,054","2,634,309","2,202,302","2,071,626","2,293,366","1,943,011","1,696,922","2,080,805","1,799,181","1,808,958","1,656,700","1,834,074","1,416,920","1,695,056","1,519,923","1,816,741","1,688,095","1,522,152","1,215,236","808,015","1,266,191","1,235,972","1,254,094","855,105","1,132,796","1,025,912","966,053","835,475","800,086","743,564","866,728","649,430","867,258","817,175","781,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"4,831,000","1,155,000","990,000","1,324,000","1,362,000","1,131,000","1,184,000","1,381,000","1,279,000","1,097,000","1,276,106","1,374,932","1,336,940","1,091,022","860,921","1,024,188","1,085,244","804,072","633,375","836,939","865,462","759,379","581,544","812,392","674,717","783,752","646,667","798,126","658,028","685,539","653,777","856,784","752,136","720,679","496,627","550,345","429,960","508,902","552,125","540,831","628,682","431,063","589,661","638,649","490,671","385,096","508,583","413,906","397,512","398,718","288,900","293,762","292,629","323,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"45,833,000","11,717,000","11,552,000","11,380,000","11,184,000","11,008,000","10,716,000","10,492,000","10,272,000","10,227,000","9,801,112","9,390,236","8,868,341","8,751,311","8,280,690","8,051,627","7,764,258","7,594,634","7,297,190","6,980,113","6,740,205","6,540,238","6,121,424","5,887,667","5,679,167","5,525,842","5,411,952","4,786,090","4,451,195","4,228,274","4,112,076","3,941,218","3,672,454","3,437,672","3,213,121","3,069,509","3,009,240","2,389,854","2,125,579","1,930,158","1,692,130","1,609,291","1,590,897","1,580,906","1,394,901","1,395,634","1,258,232","1,168,920","1,070,226","1,018,648","1,013,301","1,016,595","1,021,354","1,030,874","1,090,091","1,055,583","1,056,166","1,054,194","1,004,856","958,346","935,118","937,552","922,130","923,553","920,013","888,085","941,061","883,364","919,502","872,409","837,111","854,730","818,178","795,510","770,450","753,380","747,080","746,959","746,876","722,339","724,720","728,705","784,290","662,408","659,167","666,439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
