name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
		DeferredTax,"-464,000","4,640,000","1,867,000","-6,338,000","-633,000","-594,000","229,000","13,091,000","-4,947,000","4,992,000","555,000","-6,563,000","3,565,000","3,933,000","4,597,000","4,594,000","4,247,000","1,971,000","-31,350,000","2,797,000","7,004,000","1,321,000","3,000,000","8,673,000","-1,654,000","2,450,000","11,991,000","54,000","-2,014,000","740,000","8,341,000","9,000","1,000","-262,000","-563,000","-1,591,000","5,989,000","4,333,000","1,749,000","2,542,000","131,000","-478,000","193,000","-733,000","683,000","117,000","392,000","-3,048,000","-2,761,000","1,967,000","3,180,000","7,784,000","1,806,000","69,000","612,000","-104,000","2,119,000","224,000","818,000","-1,150,000","1,759,000","2,395,000","1,437,000","2,714,000"
			DeferredIncomeTax,"-464,000","4,640,000","1,867,000","-6,338,000","-633,000","-594,000","229,000","13,091,000","-4,947,000","4,992,000","555,000","-6,563,000","3,565,000","3,933,000","4,597,000","4,594,000","4,247,000","1,971,000","-31,350,000","2,797,000","7,004,000","1,321,000","3,000,000","8,673,000","-1,654,000","2,450,000","11,991,000","54,000","-2,014,000","740,000","8,341,000","9,000","1,000","-262,000","-563,000","-1,591,000","5,989,000","4,333,000","1,749,000","2,542,000","131,000","-478,000","193,000","-733,000","683,000","117,000","392,000","-3,048,000","-2,761,000","1,967,000","3,180,000","7,784,000","1,806,000","69,000","612,000","-104,000","2,119,000","224,000","818,000","-1,150,000","1,759,000","2,395,000","1,437,000","2,714,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,172,000","1,346,000","1,646,000","1,650,000","1,701,000","1,722,000","1,773,000","1,863,000","1,937,000","1,932,000","2,043,000",,,,,,,,,,,,,
		StockBasedCompensation,"12,105,000","2,032,000","3,958,000","3,498,000","2,617,000","2,648,000","2,893,000","-668,000","2,562,000","3,059,000","3,473,000","1,452,000","1,857,000","2,517,000","3,354,000","2,282,000","2,387,000","2,739,000","3,111,000","1,917,000","2,378,000","2,398,000","3,814,000","2,569,000","2,838,000","2,985,000","4,188,000","3,312,000","2,866,000","2,840,000","7,760,000","3,810,000","6,507,000","3,268,000","8,522,000","3,698,000","3,190,000","3,262,000","9,051,000","3,051,000","2,825,000","2,945,000","8,031,000","2,823,000","2,462,000","2,437,000","7,838,000","2,907,000","5,125,000","1,636,000","3,150,000","1,658,000","1,103,000",,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"854,000","709,000","-528,000","879,000","-51,000","-267,000","-934,000","-95,000","1,125,000","-642,000","-5,524,000","-17,043,000","-2,435,000","-529,000","-8,697,000","-2,985,000","-4,069,000","-3,022,000","-4,470,000","-3,824,000","-3,743,000","-1,523,000","-5,039,000","-4,085,000","-1,758,000","-1,178,000","-245,000","-531,000","-189,000","-34,000","-17,000","-8,000","-10,000","-22,000",,,,,,,,,,,
		OtherNonCashItems,"3,751,000","933,000","932,000","932,000","954,000","830,000","1,496,000","1,153,000","1,198,000","880,000","887,000","892,000","915,000","989,000","990,000","990,000","991,000","930,000","921,000","900,000","787,000","788,000","789,000","788,000","788,000","772,000","907,000","946,000","946,000","947,000","950,000","946,000","940,000","952,000","921,000","868,000","909,000","910,000","900,000","-162,232,000","69,487,000",,,"54,355,000",,,"38,000",,,,,,,,"2,344,000","1,063,000","1,505,000","1,267,000","3,442,000","1,459,000","2,113,000","-276,000","3,883,000","708,000"
		ChangeInWorkingCapital,"-127,088,000","-75,628,000","-105,704,000","73,317,000","-19,073,000","23,273,000","-50,798,000","41,744,000","193,206,000","-35,262,000","-22,658,000","25,558,000","-12,353,000","-33,058,000","-50,918,000","97,000","9,210,000","-19,560,000","21,168,000","13,980,000","-42,752,000","-19,807,000","-694,000","9,964,000","-58,452,000","53,942,000","-46,787,000","4,466,000","-53,761,000","35,890,000","-18,460,000","37,151,000","-60,101,000","25,548,000","-23,041,000","29,977,000","-37,369,000","6,837,000","-40,509,000","15,522,000","-33,160,000","10,994,000","-42,053,000","24,164,000","-20,785,000","30,655,000","-37,885,000","11,513,000","-3,528,000","20,253,000","-26,570,000","8,392,000","-9,006,000","53,372,000","-1,829,000","28,176,000","-22,303,000","10,379,000","-50,801,000","27,700,000","3,016,000","14,476,000","39,200,000","1,754,000"
			ChangeInReceivables,"3,840,000","4,791,000","1,117,000","7,926,000","-9,994,000","3,164,000","-12,145,000","5,111,000","27,026,000","8,107,000","11,250,000","-8,753,000","-5,676,000","572,000","-2,176,000","3,879,000","2,411,000","-1,061,000","-4,435,000","-2,723,000","-8,369,000","366,000","3,908,000","251,000","-4,559,000","555,000","9,386,000","-4,819,000","-4,895,000","4,267,000","9,476,000","-5,007,000","-4,792,000","2,321,000","3,783,000","12,773,000","438,000","-14,569,000","26,520,000","-23,778,000","-8,957,000","2,974,000","2,297,000","-2,406,000","2,446,000","-5,856,000","-2,318,000","-224,000","-2,951,000","-799,000","-563,000","1,673,000","6,078,000","2,733,000","-6,767,000","3,415,000","-539,000","5,387,000","-1,786,000","-6,447,000","565,000","11,680,000","-3,142,000","-2,142,000"
				ChangesInAccountReceivables,"10,160,000","959,000","2,841,000","11,535,000","-5,175,000","65,000","-3,502,000","9,536,000","337,000","-2,299,000","2,457,000","1,038,000","-2,589,000","1,747,000","4,203,000","222,000","-665,000","921,000","-2,427,000","612,000","-1,286,000","-805,000","2,181,000","1,892,000","-3,128,000","-1,504,000","3,676,000","1,338,000","-3,729,000","-779,000","3,944,000","891,000","-4,186,000","2,778,000","4,537,000","3,712,000","-3,148,000","-3,505,000","5,994,000","-169,000","-3,619,000","5,779,000","2,297,000","-5,023,000","-4,399,000","-3,151,000","4,439,000","-888,000","-6,930,000","-4,194,000","11,995,000","-278,000","-1,775,000",,,,,,,,,,,
			ChangeInInventory,"-20,421,000","41,858,000","-137,326,000","56,040,000","19,007,000","-59,560,000","-67,764,000","15,021,000","133,459,000","31,503,000","-30,138,000","8,011,000","-14,070,000","31,711,000","-45,924,000","7,669,000","-27,385,000","11,321,000","-8,055,000","19,878,000","-21,416,000","-5,447,000","-9,358,000","1,362,000","-15,711,000","14,770,000","-31,818,000","-18,488,000","-30,292,000","-13,925,000","-17,616,000","380,000","-15,941,000","-6,988,000","-4,984,000","-21,117,000","-26,822,000","-6,019,000","-16,324,000","-11,486,000","-33,698,000","-503,000","-10,128,000","-9,207,000","-26,052,000","-2,746,000","-9,925,000","-10,443,000","-13,247,000","-3,278,000","-7,279,000","15,525,000","-9,033,000","29,866,000","9,850,000","594,000","-9,631,000","8,136,000","-28,626,000","-4,860,000","9,232,000","16,286,000","19,377,000","-16,296,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,647,000","-2,922,000","-651,000","2,781,000","-2,094,000","-1,928,000","4,455,000","-2,992,000","-772,000","-1,820,000","-58,000","-612,000","1,035,000","-2,555,000","-1,693,000","-1,156,000","3,091,000","-3,192,000","530,000","403,000","1,478,000","-5,749,000","645,000","-1,008,000","2,717,000","-1,463,000","1,611,000","-5,282,000","1,501,000"
			ChangeInPayablesAndAccruedExpense,"-105,496,000","-113,505,000","34,895,000","3,270,000","-30,156,000","88,070,000","26,708,000","10,361,000","20,152,000","-61,300,000","-1,578,000","23,456,000","5,523,000","-64,105,000","-1,449,000","-6,610,000","23,918,000","-26,770,000","13,833,000","7,013,000","-7,138,000","-12,709,000","-6,444,000","22,323,000","-32,493,000","45,538,000","-26,078,000","43,239,000","-19,289,000","49,409,000","-30,860,000","35,160,000","-38,166,000","32,405,000","-28,202,000","35,800,000","-9,160,000","27,804,000","-52,717,000","51,605,000","10,976,000","3,908,000","-32,510,000","36,743,000","4,112,000","37,328,000","-25,810,000","21,715,000","13,936,000","37,907,000","-29,095,000","-6,062,000","5,998,000","23,566,000","-5,556,000","27,770,000","-13,833,000","3,512,000","-28,625,000","25,999,000","-807,000","5,168,000","-5,778,000","43,238,000"
				ChangeInPayable,"-105,496,000","-113,505,000","34,895,000","3,270,000","-30,156,000","88,070,000","26,708,000","10,361,000","20,152,000","-61,300,000","-1,578,000","23,456,000","5,523,000","-64,105,000","-1,449,000","-6,610,000","23,918,000","-26,770,000","13,833,000","7,013,000","-7,138,000","-12,709,000","-6,444,000","22,323,000","-32,493,000","45,538,000","-26,078,000","43,239,000","-19,289,000","49,409,000","-30,860,000","35,160,000","-38,166,000","32,405,000","-28,202,000","35,800,000","-9,160,000","27,804,000","-52,717,000","51,605,000","10,976,000","3,908,000","-32,510,000","36,743,000","4,112,000","37,328,000","-25,810,000","21,715,000",,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"-13,799,000","-26,559,000","18,166,000","1,669,000","-7,075,000","-860,000","14,307,000","1,665,000","45,000","-17,551,000","10,352,000","7,070,000","-5,076,000","-8,256,000","12,406,000","-1,022,000","1,563,000","-10,831,000","10,069,000","-563,000","-1,617,000","-10,648,000","13,151,000","-2,480,000","-1,499,000","-4,617,000","4,265,000","23,475,000","64,000","-118,000","-497,000","-13,481,000","1,507,000","-18,612,000","29,057,000","4,474,000","-1,745,000","125,000","5,932,000","15,817,000","-401,000","-11,153,000","12,991,000","-4,711,000","3,866,000","-14,861,000","16,747,000","1,249,000",,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"-13,799,000","-26,559,000","18,166,000","1,669,000","-7,075,000","-860,000","14,307,000","1,665,000","45,000","-17,551,000","10,352,000","7,070,000","-5,076,000","-8,256,000","12,406,000","-1,022,000","1,563,000","-10,831,000","10,069,000","-563,000","-1,617,000","-10,648,000","13,151,000","-2,480,000","-1,499,000","-4,617,000","4,265,000","23,475,000","64,000","-118,000","-497,000","-13,481,000","1,507,000","-18,612,000","29,057,000","4,474,000","-1,745,000","125,000","5,932,000","15,817,000","-401,000","-11,153,000","12,991,000","-4,711,000","3,866,000","-14,861,000","16,747,000","1,249,000",,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"-91,697,000","-86,946,000","16,729,000","1,601,000","-23,081,000","88,930,000","12,401,000","8,696,000","20,107,000","-43,749,000","-11,930,000","16,386,000","10,599,000","-55,849,000","-13,855,000","-5,588,000","22,355,000","-15,939,000","3,764,000","7,576,000","-5,521,000","-2,061,000","-19,595,000","24,803,000","-30,994,000","50,155,000","-30,343,000","19,764,000","-19,353,000","49,527,000","-30,363,000","48,641,000","-39,673,000","51,017,000","-57,259,000","31,326,000","-7,415,000","27,679,000","-58,649,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"1,761,000","-5,219,000","925,000","4,689,000","1,366,000","-3,699,000","2,980,000","-1,130,000","586,000","-14,155,000","-2,962,000","701,000","2,031,000","-97,000","1,558,000","-1,102,000","9,621,000","-5,122,000","8,815,000","-11,197,000","-6,858,000","1,172,000","11,663,000","-13,832,000","-2,294,000","-3,688,000","656,000","-13,885,000","-629,000","-3,085,000","19,371,000","7,162,000","-2,521,000","-1,452,000","2,788,000","-546,000","-2,000","259,000","-292,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-7,502,000","-3,553,000","-5,315,000","662,000","704,000","-4,702,000","-577,000","2,042,000","11,983,000","583,000","770,000","2,143,000","-161,000","-1,139,000","-2,927,000","-3,739,000","645,000","2,072,000","11,010,000","1,009,000","1,029,000","-3,189,000","-463,000","-140,000","-3,395,000","-3,233,000","1,067,000","-1,581,000","1,344,000","-776,000","1,169,000","-544,000","1,319,000","-738,000","3,574,000","-580,000","1,099,000","13,000","-477,000",,,,,,,,,,,"-12,353,000","11,324,000","-55,907,000","17,649,000","19,631,000","6,999,000","-1,392,000","12,512,000","-14,839,000","2,248,000","7,337,000","-2,329,000","-22,009,000","25,794,000",
			ChangeInOtherWorkingCapital,,,,,,"-5,416,000","2,996,000","11,065,000","10,717,000","3,638,000","-1,710,000","113,000","-63,000","-2,245,000","-3,114,000","-4,032,000","801,000","2,547,000","10,720,000","-6,313,000","2,078,000","-3,024,000","-1,055,000","-1,181,000","-4,142,000","-2,954,000","612,000","-2,331,000","1,558,000","-412,000","597,000","-1,948,000","1,206,000","-264,000","3,414,000","-1,126,000","1,097,000","272,000","-769,000","1,275,000","447,000","160,000","1,280,000","-194,000","3,252,000","-736,000","780,000","-570,000","260,000","469,000","199,000","50,072,000","-26,506,000","-22,954,000","-6,758,000","-3,689,000","-5,063,000","7,538,000","6,996,000","2,491,000","-2,182,000","1,740,000","8,231,000","-37,564,000"
InvestingCashFlow,"-91,106,000","-17,718,000","-26,709,000","-28,780,000","-17,899,000","-11,832,000","-17,508,000","-32,129,000","-17,742,000","-31,085,000","-42,819,000","-38,362,000","-20,269,000","-13,075,000","-24,161,000","-23,967,000","-23,492,000","-16,180,000","-31,674,000","-23,096,000","-17,209,000","-21,312,000","-28,008,000","-64,310,000","-36,360,000","-31,335,000","-42,825,000","-39,404,000","-34,049,000","-20,565,000","-18,800,000","-27,213,000","-24,198,000","-16,968,000","-13,375,000","-26,356,000","-36,839,000","-20,833,000","-22,949,000","-25,199,000","-17,204,000","-13,521,000","-56,589,000","-19,844,000","-16,496,000","-16,470,000","-93,925,000","-14,676,000","-12,302,000","-15,588,000","-42,456,000","-90,432,000","-9,420,000","-8,587,000","-10,123,000","-14,489,000","-40,691,000","-27,705,000","-15,277,000","-23,742,000","-9,680,000","-73,056,000","-14,886,000","-8,778,000"
	CashFlowFromContinuingInvestingActivities,"-91,106,000","-17,718,000","-26,709,000","-28,780,000","-17,899,000","-11,832,000","-17,508,000","-32,129,000","-17,742,000","-31,085,000","-42,819,000","-38,362,000","-20,269,000","-13,075,000","-24,161,000","-23,967,000","-23,492,000","-16,180,000","-31,674,000","-23,096,000","-17,209,000","-21,312,000","-28,008,000","-64,310,000","-36,360,000","-31,335,000","-42,825,000","-39,404,000","-34,049,000","-20,565,000","-18,800,000","-27,213,000","-24,198,000","-16,968,000","-13,375,000","-26,356,000","-36,839,000","-20,833,000","-22,949,000","-25,199,000","-17,204,000","-13,521,000","-56,589,000","-19,844,000","-16,496,000","-16,470,000","-93,925,000","-14,676,000","-12,302,000","-15,588,000","-42,456,000","-90,432,000","-9,420,000","-8,587,000","-10,123,000","-14,489,000","-40,691,000","-27,705,000","-15,277,000","-23,742,000","-9,680,000","-73,056,000","-14,886,000","-8,778,000"
		CapitalExpenditureReported,,,,,,,,,,,,,,,,,,,,,"-17,224,000","-21,333,000","-28,008,000","-40,422,000","-37,148,000","-33,075,000","-40,575,000","-35,883,000","-33,312,000","-18,537,000","-18,800,000","-27,038,000","-19,433,000","-16,968,000","-13,375,000","-20,328,000","-21,439,000","-20,163,000","-22,949,000","-24,833,000","-17,206,000","-13,195,000","-13,852,000","-16,838,000",,,"-15,230,000","-12,691,000","-12,849,000","-11,050,000","-12,112,000","-11,030,000","-9,501,000",,,,,,,,,,,
		NetPPEPurchaseAndSale,"-90,683,000","-17,719,000","-26,390,000","-28,781,000","-17,793,000","-11,612,000","-15,483,000","-21,103,000","-17,742,000","-31,085,000","-40,875,000","-37,701,000","-20,354,000","-10,678,000","-23,710,000","-23,967,000","-23,492,000","-16,180,000","-22,499,000","-89,661,000","15,000",,,"3,000","788,000",,,,,,,,,,,,,,,"15,000","2,000","77,000","14,000","236,000","29,373,000","-29,349,000","124,000","33,000","56,000","9,000","45,000","70,000","81,000","8,434,000","-8,368,000","-9,816,000","-9,935,000","-13,372,000","-12,165,000","-17,638,000","-8,585,000","-9,579,000","-9,148,000","-8,374,000"
			PurchaseOfPPE,"-90,918,000","-17,719,000","-26,390,000","-29,016,000","-17,793,000","-11,612,000","-15,483,000","-21,118,000","-17,757,000","-31,108,000","-40,875,000","-40,992,000","-20,365,000","-22,688,000","-23,710,000","-24,336,000","-23,492,000","-16,180,000","-22,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,400,000","-9,849,000","-10,028,000","-13,419,000","-12,280,000","-17,689,000","-16,834,000","-9,633,000","-9,189,000","-8,438,000"
			SaleOfPPE,,,,,,,,"15,000","15,000",,,"3,291,000","11,000",,,,,,,"5,000","15,000",,,"3,000","788,000",,,,,,,,,,,,,,,"15,000","2,000","77,000","14,000","236,000","3,000","21,000","124,000","33,000","56,000","9,000","45,000","70,000","81,000","34,000","32,000","33,000","93,000","47,000","115,000","51,000","8,249,000","54,000","41,000","64,000"
		NetBusinessPurchaseAndSale,"-423,000","1,000","-319,000","1,000","-106,000","-220,000","-2,025,000","-11,026,000","0","0","-1,944,000","-661,000","85,000","-2,397,000","-451,000","0","0","0","-9,175,000","0","0","0","0","-23,891,000","0","0","-2,250,000","-3,703,000","-737,000",,,"-433,000","-4,765,000",,,"-6,148,000","-15,400,000","-670,000","0","-381,000","0","-403,000","-42,751,000","-3,242,000","-2,752,000","-2,351,000","-78,819,000","-2,018,000","491,000","-4,547,000","-30,389,000","-79,472,000","0","-232,000","-1,755,000","-4,673,000","-30,756,000","-14,333,000","-3,112,000","-6,104,000","-1,095,000","-63,477,000","-5,738,000","-404,000"
			PurchaseOfBusiness,"-423,000","1,000","-319,000","1,000","-106,000","-220,000","-2,025,000","-11,026,000","0","0","-1,944,000","-661,000","85,000","-2,397,000","-451,000","0","0","0","-9,175,000","0","0","0","0","-23,891,000","0","0","-2,250,000","-3,703,000","-737,000",,,"-433,000","-4,765,000",,,"-6,148,000","-15,400,000","-670,000","0","-381,000","0","-403,000","-42,751,000","-3,242,000","-2,752,000","-2,351,000","-78,819,000","-2,018,000","491,000","-4,547,000","-30,389,000","-79,472,000","0",,,,,,,,,,,
FinancingCashFlow,"-335,294,000","-56,339,000","-70,185,000","-3,472,000","-205,298,000","-210,886,000","-312,000","-445,460,000","293,692,000","315,950,000","-24,421,000","-63,937,000","-105,439,000","-60,005,000","73,000","-66,707,000","-68,514,000","-71,162,000","-56,899,000","-88,754,000","-42,249,000","-93,656,000","-53,736,000","-41,937,000","2,416,000","-91,273,000","-98,236,000","-152,871,000","-5,479,000","-40,293,000","46,688,000","-33,813,000","-166,625,000","-37,223,000","63,927,000","-93,692,000","-32,837,000","-157,603,000","-112,643,000","110,082,000","-51,534,000","-87,771,000","20,541,000","-64,553,000","-59,595,000","-60,518,000","44,617,000","-24,701,000","-50,636,000","-50,771,000","-403,000","-19,778,000","-29,633,000","-91,976,000","-7,875,000","14,479,000","18,574,000","-24,285,000","39,301,000","-35,893,000","-24,251,000","37,426,000","-119,165,000","-4,243,000"
	CashFlowFromContinuingFinancingActivities,"-335,294,000","-56,339,000","-70,185,000","-3,472,000","-205,298,000","-210,886,000","-312,000","-445,460,000","293,692,000","315,950,000","-24,421,000","-63,937,000","-105,439,000","-60,005,000","73,000","-66,707,000","-68,514,000","-71,162,000","-56,899,000","-88,754,000","-42,249,000","-93,656,000","-53,736,000","-41,937,000","2,416,000","-91,273,000","-98,236,000","-152,871,000","-5,479,000","-40,293,000","46,688,000","-33,813,000","-166,625,000","-37,223,000","63,927,000","-93,692,000","-32,837,000","-157,603,000","-112,643,000","110,082,000","-51,534,000","-87,771,000","20,541,000","-64,553,000","-59,595,000","-60,518,000","44,617,000","-24,701,000","-50,636,000","-50,771,000","-403,000","-19,778,000","-29,633,000","-91,976,000","-7,875,000","14,479,000","18,574,000","-24,285,000","39,301,000","-35,893,000","-24,251,000","37,426,000","-119,165,000","-4,243,000"
		NetIssuancePaymentsOfDebt,"-211,806,000","-1,420,000","-1,421,000","-3,250,000","-205,715,000","-213,208,000","-63,000","-445,530,000","299,998,000","365,945,000","-15,830,000","-16,876,000","-105,505,000","-60,277,000","-1,376,000","-64,877,000","-18,580,000","-20,761,000","7,438,000","-20,374,000","75,825,000","5,330,000","-174,000","-191,000","-192,000","-183,000","-25,971,000","-195,000","-223,000","-155,000","-258,000","-9,493,000","8,467,000","-524,000","123,694,000","-27,000","52,523,000","22,083,000","-530,000","105,838,000","155,641,000","-101,329,000","20,055,000","-70,561,000","-61,029,000","-63,595,000","45,879,000","-25,542,000","-50,812,000","-50,856,000","-357,000","-19,973,000","-29,760,000","-91,973,000","-8,016,000","12,327,000","18,489,000","-23,548,000","37,782,000","-32,365,000","-22,479,000","32,369,000","1,797,088,000","-4,459,000"
