name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"1,437,497,000","474,002,000","415,893,000","273,682,000","273,920,000","252,202,000","314,319,000","282,507,000","223,036,000","212,413,000","306,612,000","212,026,000","198,183,000","150,112,000","217,371,000","205,375,000","196,982,000","167,410,000","211,133,000","204,744,000","166,665,000","134,610,000","174,225,000","180,598,000","162,628,000","133,776,000","173,768,000","189,142,000","152,489,000","115,433,000","181,061,000","168,891,000","142,558,000","100,731,000","176,134,219","161,648,813","126,252,694","110,135,523","156,591,086","163,906,205","164,099,905","146,573,369","188,495,038","227,803,568","165,481,943","146,419,769","179,342,137","191,901,429","141,354,507","105,628,586","133,377,615","132,294,415","89,457,478","73,387,081"
	OperatingRevenue,"1,437,497,000","474,002,000","415,893,000","273,682,000","273,920,000","252,202,000","314,319,000","282,507,000","223,036,000","212,413,000","306,612,000","212,026,000","198,183,000","150,112,000","217,371,000","205,375,000","196,982,000","167,410,000","211,133,000","204,744,000","166,665,000","134,610,000","174,225,000","180,598,000","162,628,000","133,776,000","173,768,000","189,142,000","152,489,000","115,433,000","181,061,000","168,891,000","142,558,000","100,731,000","176,134,219","161,648,813","126,252,694","110,135,523","156,591,086","163,906,205","164,099,905","146,573,369","188,495,038","227,803,568","165,481,943","146,419,769","179,342,137","191,901,429","141,354,507","105,628,586","133,377,615","132,294,415","89,457,478","73,387,081"
CostOfRevenue,"1,185,671,000","405,624,000","344,580,000","214,869,000","220,598,000","205,293,000","256,098,000","231,133,000","183,528,000","173,967,000","258,958,000","167,333,000","155,044,000","117,480,000","168,170,000","159,213,000","154,206,000","131,937,000","169,674,000","163,377,000","131,257,000","108,686,000","138,208,000","141,803,000","130,772,000","106,100,000","143,536,000","152,849,000","121,593,000","95,790,000","144,643,000","133,867,000","114,622,000","83,177,000","147,774,957","131,584,983","102,870,118","88,616,652","123,627,776","129,103,909","132,942,044","117,349,559","153,438,689","187,948,478","133,330,268","118,436,736","148,073,318","157,020,693","115,200,671","87,229,557","106,633,641","108,377,247","74,111,549","59,694,096"
GrossProfit,"251,826,000","68,378,000","71,313,000","58,813,000","53,322,000","46,909,000","58,221,000","51,374,000","39,508,000","38,446,000","47,654,000","44,693,000","43,139,000","32,632,000","49,201,000","46,162,000","42,776,000","35,473,000","41,459,000","41,367,000","35,408,000","25,924,000","36,017,000","38,795,000","31,856,000","27,676,000","30,232,000","36,293,000","30,896,000","19,643,000","36,418,000","35,024,000","27,936,000","17,554,000","28,359,262","30,063,830","23,382,576","21,518,871","32,963,310","34,802,296","31,157,861","29,223,810","35,056,349","39,855,090","32,151,675","27,983,033","31,268,819","34,880,736","26,153,836","18,399,029","26,743,974","23,917,168","15,345,929","13,692,985"
OperatingExpense,"145,002,000","39,694,000","39,271,000","34,153,000","31,882,000","28,601,000","31,796,000","26,859,000","26,620,000","28,924,000","29,108,000","31,231,000","30,082,000","26,083,000","29,642,000","28,866,000","28,801,000","27,204,000","27,406,000","27,027,000","26,650,000","26,487,000","28,688,000","28,852,000","27,140,000","25,888,000","33,501,000","26,623,000","25,812,000","24,071,000","29,488,000","25,800,000","24,154,000","24,339,000","25,318,197","22,481,867","25,291,596","23,601,368","25,682,732","24,092,961","22,899,237","25,799,020","22,440,167","23,446,401","18,794,112","19,679,643","18,766,256","15,967,138","14,140,325","15,836,404","15,463,690","12,340,894","13,576,012","13,025,608"
	SellingGeneralAndAdministration,"146,014,000","39,692,000","39,272,000","35,168,000","31,882,000","28,601,000","33,647,000","26,859,000","26,620,000","28,924,000","29,108,000","31,231,000","30,082,000","26,083,000","29,642,000","28,866,000","28,801,000","27,204,000","27,406,000","27,027,000","26,650,000","26,487,000","28,688,000","28,852,000","27,140,000","25,888,000","33,501,000","26,623,000","25,812,000","24,071,000","29,488,000","25,800,000","24,154,000","24,339,000","38,652,077","18,468,369","20,252,379","19,320,203","21,393,504","19,804,304","19,068,371","21,582,668","18,998,161","18,271,471","13,530,896","15,278,066","12,983,019","13,250,522","12,092,820","12,706,967","12,726,810","11,072,908","10,718,723","10,287,901"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"26,083,000","29,642,000","28,866,000","28,801,000","27,204,000","27,406,000","27,027,000","26,650,000","26,487,000","28,688,000","28,852,000","27,140,000","25,888,000","33,501,000","26,623,000","25,812,000","24,071,000","29,488,000",,"24,154,000","24,339,000","25,318,197","18,468,369","20,252,379","19,320,203","21,393,504","19,804,304","19,068,371","21,582,668","18,998,161","18,271,471","13,530,896","15,278,066","12,983,019","13,250,522","12,092,820","12,706,967","12,726,810","11,072,908","10,718,723","10,287,901"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,374,465","10,774,591","11,013,301","12,910,517","12,441,502","11,558,732","14,369,212","11,513,950","10,984,929","8,162,669","10,084,732","8,827,730","8,409,014","5,327,713","8,157,029","9,456,066","7,364,786","5,387,395","6,065,740"
			OtherGandA,,,,,,,,,,,,,,"26,083,000","29,642,000","28,866,000","28,801,000","27,204,000","27,406,000","27,027,000","26,650,000","26,487,000","28,688,000","28,852,000","27,140,000","25,888,000","33,501,000","26,623,000","25,812,000","24,071,000","29,488,000",,"24,154,000","24,339,000","25,318,197","8,093,904","9,477,788","8,306,902","8,482,987","7,362,802","7,509,639","7,213,456","7,484,211","7,286,542","5,368,227","5,193,334","4,155,289","4,841,508","6,765,107","4,549,938","3,270,744","3,708,122","5,331,328","4,222,161"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,013,498","5,039,217","4,281,165","4,289,228","4,288,657","3,830,866","4,216,352","3,442,006","5,174,930","5,263,216","4,401,577","5,783,237","2,716,616","2,047,505","3,129,437","2,736,880","1,267,986","2,857,289","2,737,707"
	OtherOperatingExpenses,"-1,012,000","2,000","-1,000","-1,015,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
