name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
TotalRevenue,"1,144,305,000","261,287,000","312,372,000","289,827,000","280,819,000","237,470,000","277,340,000","256,637,000","233,434,000","233,739,000","300,891,000","279,638,000","281,098,000","236,419,000","284,853,000","262,946,000","266,966,000","233,995,000","285,736,000","257,966,000","263,386,000","233,681,000","275,854,000","235,605,000","278,237,000","271,053,000","273,735,000","233,535,000","272,201,000","243,503,000","251,754,000","218,091,000","248,088,000","235,261,000","234,751,000","200,439,000","226,505,000","206,749,000","205,808,000","178,316,000","205,104,000","192,296,000","193,523,000","169,146,000","185,547,000","178,742,000","181,184,000","157,656,000","170,790,000","162,343,000","160,366,000","143,850,000","153,917,000","151,549,000","152,855,000","140,445,000","149,193,000","146,393,000","149,654,000","133,000,000","145,854,000","146,133,000","145,125,000","131,609,000","142,794,000","140,045,000","138,936,000","126,128,000","134,988,000","133,980,000","133,056,000","123,510,000","128,688,000","129,605,000","129,187,000","120,573,000","120,039,000","125,252,000","125,872,000","114,868,000","116,300,000","124,900,000","56,400,000","49,100,000","51,500,000","48,800,000","46,900,000","40,800,000","39,200,000","38,800,000","36,600,000","31,000,000","26,000,000","14,500,000","14,000,000","12,200,000","13,400,000","13,500,000","13,300,000","12,200,000","13,600,000","13,700,000","12,800,000","10,100,000","10,800,000","11,400,000","11,300,000","10,400,000","9,500,000","9,100,000","8,100,000","6,700,000","6,700,000","6,100,000","5,800,000","5,000,000","5,300,000","5,000,000","4,700,000","4,300,000","2,600,000","2,600,000","2,600,000","2,600,000"
	OperatingRevenue,"1,144,305,000","261,287,000","312,372,000","289,827,000","280,819,000","237,470,000","277,340,000","256,637,000","233,434,000","233,739,000","300,891,000","279,638,000","281,098,000","236,419,000","284,853,000","262,946,000","266,966,000","233,995,000","285,736,000","257,966,000","263,386,000","233,681,000","275,854,000","235,605,000","278,237,000","271,053,000","273,735,000","233,535,000","272,201,000","243,503,000","251,754,000","218,091,000","248,088,000","235,261,000","234,751,000","200,439,000","226,505,000","206,749,000","205,808,000","178,316,000","205,104,000","192,296,000","193,523,000","169,146,000","185,547,000","178,742,000","181,184,000","157,656,000","170,790,000","162,343,000","160,366,000","143,850,000","153,917,000","151,549,000","152,855,000","140,445,000","149,193,000","146,393,000","149,654,000","133,000,000","145,854,000","146,133,000","145,125,000","131,609,000","142,794,000","140,045,000","138,936,000","126,128,000","134,988,000","133,980,000","133,056,000","123,510,000","128,688,000","129,605,000","129,187,000","120,573,000","120,039,000","125,252,000","125,872,000","114,868,000","116,300,000","124,900,000","56,400,000","49,100,000","51,500,000","48,800,000","46,900,000","40,800,000","39,200,000","38,800,000","36,600,000","31,000,000","26,000,000","14,500,000","14,000,000","12,200,000","13,400,000","13,500,000","13,300,000","12,200,000","13,600,000","13,700,000","12,800,000","10,100,000","10,800,000","11,400,000","11,300,000","10,400,000","9,500,000","9,100,000","8,100,000","6,700,000","6,700,000","6,100,000","5,800,000","5,000,000","5,300,000","5,000,000","4,700,000","4,300,000","2,600,000","2,600,000","2,600,000","2,600,000"
CostOfRevenue,"364,764,000","85,592,000","97,340,000","92,561,000","89,271,000","75,170,000","86,735,000","81,462,000","69,972,000","77,241,000","95,961,000","92,034,000","91,399,000","78,377,000","90,340,000","84,805,000","86,516,000","76,356,000","88,816,000","82,345,000","83,657,000","74,405,000","81,822,000","67,345,000","92,461,000","79,401,000","79,446,000","67,739,000","-165,103,000","157,244,000","156,334,000","147,717,000","152,428,000","151,489,000","149,528,000","136,997,000","142,455,000","133,481,000","133,305,000","122,419,000","127,309,000","125,863,000","124,596,000","115,108,000","88,506,000","87,623,000","88,223,000","79,069,000","76,496,000","79,962,000","78,945,000","72,549,000","78,275,000","76,229,000","75,346,000","70,215,000","69,777,000","74,630,000","71,738,000","67,446,000","68,371,000","70,248,000","71,942,000","65,400,000","67,478,000","64,799,000","65,416,000","60,690,000","60,566,000","59,971,000","61,298,000","59,537,000","52,854,000","61,606,000","63,434,000","62,974,000","72,090,000","60,312,000","59,875,000","56,654,000","56,000,000","59,600,000","27,600,000","24,900,000","24,400,000","24,000,000","23,300,000","21,300,000","19,500,000","19,800,000","18,600,000","15,900,000","13,500,000","6,500,000","6,400,000","5,900,000","6,300,000","6,400,000","6,100,000","5,900,000","6,500,000","6,100,000","5,600,000","5,100,000","6,700,000","5,100,000","5,000,000","4,400,000","5,500,000","4,200,000","3,500,000","2,700,000",,,,,,,,,,,,
GrossProfit,"779,541,000","175,695,000","215,032,000","197,266,000","191,548,000","162,300,000","190,605,000","175,175,000","163,462,000","156,498,000","204,930,000","187,604,000","189,699,000","158,042,000","194,513,000","178,141,000","180,450,000","157,639,000","196,920,000","175,621,000","179,729,000","159,276,000","194,032,000","168,260,000","185,776,000","191,652,000","194,289,000","165,796,000","437,304,000","86,259,000","95,420,000","70,374,000","95,660,000","83,772,000","85,223,000","63,442,000","84,050,000","73,268,000","72,503,000","55,897,000","77,795,000","66,433,000","68,927,000","54,038,000","97,041,000","91,119,000","92,961,000","78,587,000","94,294,000","82,381,000","81,421,000","71,301,000","75,642,000","75,320,000","77,509,000","70,230,000","79,416,000","71,763,000","77,916,000","65,554,000","77,483,000","75,885,000","73,183,000","66,209,000","75,316,000","75,246,000","73,520,000","65,438,000","74,422,000","74,009,000","71,758,000","63,973,000","75,834,000","67,999,000","65,753,000","57,599,000","47,949,000","64,940,000","65,997,000","58,214,000","60,300,000","65,300,000","28,800,000","24,200,000","27,100,000","24,800,000","23,600,000","19,500,000","19,700,000","19,000,000","18,000,000","15,100,000","12,500,000","8,000,000","7,600,000","6,300,000","7,100,000","7,100,000","7,200,000","6,300,000","7,100,000","7,600,000","7,200,000","5,000,000","4,100,000","6,300,000","6,300,000","6,000,000","4,000,000","4,900,000","4,600,000","4,000,000",,,,,,,,,,,,
OperatingExpense,"711,436,000","178,240,000","190,144,000","171,598,000","171,454,000","160,279,000","161,461,000","162,100,000","124,601,000","165,671,000","178,029,000","170,201,000","166,596,000","160,021,000","171,559,000","162,217,000","160,121,000","157,016,000","178,334,000","166,081,000","163,265,000","168,817,000","167,629,000","152,230,000","151,178,000","151,746,000","157,645,000","143,007,000","533,416,000","8,709,000","59,694,000","50,418,000","60,561,000","52,530,000","52,341,000","45,058,000","52,933,000","54,953,000","49,355,000","41,685,000","50,324,000","42,671,000","44,771,000","38,907,000","75,136,000","70,881,000","71,574,000","64,388,000","75,105,000","63,816,000","63,592,000","58,905,000","57,238,000","58,199,000","61,510,000","59,315,000","61,977,000","55,015,000","61,937,000","54,446,000","61,739,000","106,679,000","58,904,000","50,448,000","58,958,000","50,654,000","48,332,000","47,219,000","54,142,000","50,941,000","48,876,000","47,561,000","65,505,000","53,774,000","58,720,000","50,409,000","60,658,000","48,209,000","49,505,000","45,998,000","46,200,000","43,900,000","19,900,000","18,900,000","19,000,000","17,500,000","16,800,000","16,000,000","14,300,000","14,100,000","13,000,000","12,400,000","9,800,000","6,100,000","5,800,000","5,700,000","5,700,000","5,400,000","5,600,000","5,300,000","7,000,000","6,200,000","5,600,000","5,700,000","5,200,000","5,100,000","4,900,000","4,600,000","4,500,000","4,100,000","3,800,000","3,200,000",,,,,,,,,,,,
	SellingGeneralAndAdministration,"538,660,000","134,117,000","145,316,000","128,568,000","130,726,000","120,821,000","127,371,000","123,362,000","107,445,000","120,954,000","134,134,000","128,057,000","124,095,000","117,693,000","131,385,000","122,268,000","120,313,000","116,590,000","136,572,000","123,265,000","121,579,000","125,991,000","102,755,000","96,431,000","91,841,000","94,768,000","93,176,000","89,953,000","335,328,000","0","0","0","496,000","272,000","42,000","376,000","2,224,000","7,975,000","4,185,000","2,059,000",,,,,"70,758,000","66,547,000","67,285,000","60,207,000","70,798,000","59,873,000","59,714,000","55,157,000","53,645,000","54,569,000","57,751,000","55,627,000","58,413,000","51,606,000","58,498,000","50,937,000","58,194,000","57,560,000","55,543,000","47,134,000","56,151,000","47,844,000","45,712,000","44,766,000","49,868,000","48,541,000","46,582,000","44,777,000","47,006,000","47,524,000","44,137,000","44,305,000","53,763,000","41,748,000","43,335,000","39,760,000","39,800,000","38,700,000","18,100,000","17,100,000","17,400,000","15,900,000","15,500,000","14,700,000","13,300,000","12,900,000","12,000,000","10,900,000","8,800,000","5,500,000","5,200,000","5,000,000","5,000,000","4,800,000","4,900,000","4,700,000","6,200,000","5,400,000","4,800,000","4,900,000","4,000,000","4,600,000","4,300,000","4,000,000","3,600,000","3,600,000","3,200,000","2,700,000",,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"538,660,000","134,117,000","145,316,000","128,568,000","130,726,000","120,821,000","127,371,000","123,362,000","107,445,000","120,954,000","134,134,000","128,057,000","124,095,000","117,693,000","131,385,000","122,268,000","120,313,000","116,590,000","136,572,000","123,265,000","121,579,000","125,991,000","102,755,000","96,431,000","91,841,000","94,768,000","93,176,000","89,953,000","89,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"409,369,000","101,675,000","111,197,000","98,948,000","97,549,000","89,880,000","98,457,000","89,727,000","73,822,000","89,185,000","99,430,000","94,594,000","91,490,000","86,711,000","97,574,000","90,853,000","89,554,000","86,108,000","95,239,000","90,065,000","87,831,000","87,955,000","102,755,000","96,431,000","91,841,000","94,768,000","93,176,000","89,953,000","89,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"129,291,000","32,442,000","34,119,000","29,620,000","33,177,000","30,941,000","28,914,000","33,635,000","33,623,000","31,769,000","34,704,000","33,463,000","32,605,000","30,982,000","33,811,000","31,415,000","30,759,000","30,482,000","41,333,000","33,200,000","33,748,000","38,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"32,476,000","7,955,000","8,355,000","8,159,000","8,007,000","7,998,000","8,334,000","8,803,000","8,879,000","8,831,000","9,019,000","9,373,000","8,760,000","8,773,000","8,903,000","8,950,000","9,272,000","9,330,000","9,665,000","9,632,000","9,825,000","10,137,000","12,133,000","10,199,000","9,467,000","9,224,000","9,510,000","9,285,000","9,220,000","8,709,000","8,438,000","8,285,000","8,117,000","7,864,000","7,696,000","7,292,000","5,567,000","4,471,000","4,460,000","4,311,000","4,054,000","4,002,000","3,808,000","4,456,000","4,378,000","4,334,000","4,289,000","4,181,000","4,307,000","3,943,000","3,878,000","3,748,000","3,593,000","3,630,000","3,759,000","3,688,000","3,564,000","3,409,000","3,438,000","3,509,000","3,545,000","3,311,000","3,361,000","3,314,000","2,807,000","2,810,000","2,620,000","2,453,000","2,414,000","2,400,000","2,294,000","2,784,000","5,778,000","6,397,000","6,407,000","6,104,000","6,895,000","6,461,000","6,170,000","6,238,000","6,400,000","5,200,000","1,800,000","1,800,000","1,600,000","1,600,000","1,300,000","1,300,000","1,000,000","1,200,000","1,000,000","1,500,000","1,000,000","600,000","600,000","700,000","700,000","600,000","700,000","600,000","800,000","800,000","800,000","800,000","1,200,000","500,000","600,000","600,000","900,000","500,000","600,000","500,000",,,,,,,,,,,,
