name,ttm,04/30/2022,01/31/2022
MarketCap,"1,640,484,214","1,598,631,744","1,696,158,415"
EnterpriseValue,"1,398,350,214","1,361,441,744","1,628,403,415"
ForwardPeRatio,"75.188","51.02",
PsRatio,"9.373","17.418","24.107"
PbRatio,"4.909","5.23",
EnterprisesValueRevenueRatio,"13.133","36.28","51.208"
EnterprisesValueEBITDARatio,"-99.591","-816.212","2,007.896"
