name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,11/30/1993,08/31/1993,08/31/1992
OperatingCashFlow,"69,617,000","6,591,000","17,847,000","23,210,000","21,969,000","11,596,000","22,390,000","25,134,000","25,628,000","19,778,000","16,753,000","23,719,000","20,877,000","10,382,000","16,501,000","16,082,000","22,555,000","19,169,000","8,736,000","18,671,000","15,086,000","15,639,000","9,273,000","20,276,000","7,319,000","7,151,000","14,261,000","6,600,000","10,321,000","10,104,000","12,942,000","10,425,000","4,506,000","6,433,000","5,221,000","5,508,000","6,842,000","8,385,000","6,890,000","4,444,000","9,042,000","7,061,000","4,827,000","1,347,000","4,882,000","4,402,000","8,013,000","11,546,000","6,377,000","5,114,000","7,367,000","9,130,000","4,614,000","1,254,000","2,282,000","2,835,000","1,567,000","4,047,000","2,539,000","-280,000","6,254,000","1,305,000","2,942,000","-343,000","5,596,000","3,839,000","1,120,000","1,758,000","3,037,000","132,000","1,783,000","1,770,000","2,056,000","490,000","522,000","-87,000","2,829,000","1,261,000","2,033,000","578,000","651,000","693,000","730,000","1,322,000","1,099,000","327,000","1,036,000","34,000","3,462,000","114,000","500,000","600,000","1,500,000","800,000","900,000","500,000","300,000","800,000","100,000","300,000","700,000","700,000","600,000","300,000","400,000","600,000","100,000","-200,000","500,000","100,000","-400,000"
	CashFlowFromContinuingOperatingActivities,"69,617,000","6,591,000","17,847,000","23,210,000","21,969,000","11,596,000","22,390,000","25,134,000","25,628,000","19,778,000","16,753,000","23,719,000","20,877,000","10,382,000","16,501,000","16,082,000","22,555,000","19,169,000","8,736,000","18,671,000","15,086,000","15,639,000","9,273,000","20,276,000","7,319,000","7,151,000","14,261,000","6,600,000","10,321,000","10,104,000","12,942,000","10,425,000","4,506,000","6,433,000","5,221,000","5,508,000","6,842,000","8,385,000","6,890,000","4,444,000","9,042,000","7,061,000","4,827,000","1,347,000","4,882,000","4,402,000","8,013,000","11,546,000","6,377,000","5,114,000","7,367,000","9,130,000","4,614,000","1,254,000","2,282,000","2,835,000","1,567,000","4,047,000","2,539,000","-280,000","6,254,000","1,305,000","2,942,000","-343,000","5,596,000","3,839,000","1,120,000","1,758,000","3,037,000","132,000","1,783,000","1,770,000","2,056,000","490,000","522,000","-87,000","2,829,000","1,261,000","2,033,000","578,000","651,000","693,000","730,000","1,322,000","1,099,000","327,000","1,036,000","34,000","3,462,000","114,000","500,000","600,000","1,500,000","800,000","900,000","500,000","300,000","800,000","100,000","300,000","700,000","700,000","600,000","300,000","400,000","600,000","100,000","-200,000","500,000","100,000","-400,000"
		NetIncomeFromContinuingOperations,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,581,000","17,153,000","11,936,000","12,490,000","10,378,000","11,171,000","9,934,000","9,819,000","8,288,000","9,142,000","9,289,000","9,433,000","7,408,000","7,826,000","8,909,000","7,553,000","6,554,000","6,227,000","7,697,000","6,977,000","6,609,000","6,755,000","6,700,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,111,000","5,824,000","4,634,000","3,881,000","4,611,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,215,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","673,000","300,000","800,000","200,000","600,000","700,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","200,000","100,000","300,000","100,000","-300,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"332,000","-329,000","202,000","-89,000","67,000","73,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"23,767,000","6,322,000","5,829,000","5,682,000","5,934,000","5,584,000","4,803,000","4,720,000","4,854,000","4,557,000","4,550,000","4,435,000","4,596,000","4,431,000","4,326,000","4,271,000","4,376,000","4,414,000","4,275,000","3,993,000","4,000,000","3,653,000","3,562,000","3,476,000","3,711,000","3,149,000","2,976,000","2,704,000","2,797,000","2,682,000","2,655,000","2,515,000","2,539,000","2,471,000","2,141,000","2,029,000","2,308,000","1,812,000","1,665,000","1,626,000","1,684,000","1,578,000","1,532,000","1,379,000","1,388,000","1,357,000","1,325,000","1,259,000","1,288,000","1,120,000","1,015,000","1,012,000","998,000","942,000","1,002,000","948,000","933,000","944,000","821,000","818,000","794,000","488,000","781,000","777,000","937,000","527,000","485,000","468,000","347,000","459,000","463,000","434,000","495,000","289,000","316,000","302,000","191,000","320,000","325,000","300,000","258,000","315,000","229,000","269,000","275,000","355,000","340,000","332,000","278,000","268,000","200,000","200,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000","200,000","200,000","100,000","200,000","100,000","100,000","100,000","200,000","100,000","100,000","100,000","100,000"
			DepreciationAndAmortization,"23,767,000","6,322,000","5,829,000","5,682,000","5,934,000","5,584,000","4,803,000","4,720,000","4,854,000","4,557,000","4,550,000","4,435,000","4,596,000","4,431,000","4,326,000","4,271,000","4,376,000","4,414,000","4,275,000","3,993,000","4,000,000","3,653,000","3,562,000","3,476,000","3,711,000","3,149,000","2,976,000","2,704,000","2,797,000","2,682,000","2,655,000","2,515,000","2,539,000","2,471,000","2,141,000","2,029,000","2,308,000","1,812,000","1,665,000","1,626,000","1,684,000","1,578,000","1,532,000","1,379,000","1,388,000","1,357,000","1,325,000","1,259,000","1,288,000","1,120,000","1,015,000","1,012,000","998,000","942,000","1,002,000","948,000","933,000","944,000","821,000","818,000","794,000","488,000","781,000","777,000","937,000","527,000","485,000","468,000","347,000","459,000","463,000","434,000","495,000","289,000","316,000","302,000","191,000","320,000","325,000","300,000","258,000","315,000","229,000","269,000","275,000","355,000","340,000","332,000","278,000","268,000","200,000","200,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000","200,000","200,000","100,000","200,000","100,000","100,000","100,000","200,000","100,000","100,000","100,000","100,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"572,000","0","-76,000","-46,000","611,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"572,000","0","-76,000","-46,000","611,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,709,000","1,607,000","1,748,000","1,690,000","1,664,000","1,581,000","1,511,000","1,681,000","1,673,000","1,640,000","1,612,000","1,543,000","1,406,000","1,306,000","1,400,000","1,431,000","1,217,000","1,026,000","1,265,000","1,401,000","1,329,000","1,198,000","1,218,000","1,516,000","1,461,000","1,462,000","1,248,000","1,297,000","1,263,000","1,228,000","1,052,000","907,000","997,000","994,000","906,000","789,000","866,000","792,000","724,000","682,000","698,000","685,000","472,000","600,000","413,000","584,000","565,000","675,000","644,000","543,000","525,000","525,000","424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,"0","0","0","0","-251,000","-1,195,000","-1,748,000","-728,000","-255,000","-247,000","-563,000","-1,880,000","-803,000","-540,000","-267,000","-865,000","-809,000","-1,841,000","-522,000","-1,585,000","-1,245,000","-368,000","-471,000","-1,029,000","-397,000","-68,000","-808,000","-556,000","-2,531,000","-139,000","-167,000","-155,000","112,000","-225,000","-254,000","-342,000","-254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
