name,ttm,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020
OperatingCashFlow,"135,966,000","46,865,000","30,610,000","36,905,000","38,234,000","37,154,000"
	CashFlowFromContinuingOperatingActivities,"135,966,000","46,865,000","30,610,000","36,905,000","38,234,000","37,154,000"
		NetIncomeFromContinuingOperations,"-231,860,000","11,975,000","-57,869,000","-189,782,000","-5,084,000","5,618,000"
		OperatingGainsLosses,"69,126,000","-4,919,000","37,012,000","40,122,000","-3,277,000","-7,184,000"
			GainLossOnSaleOfPPE,,"795,000",,,"0",
			GainLossOnInvestmentSecurities,"53,691,000","-5,714,000","37,612,000","24,882,000","-3,277,000","-3,384,000"
		DepreciationAmortizationDepletion,"124,901,000","31,582,000","30,996,000","32,346,000","29,810,000","29,366,000"
			DepreciationAndAmortization,"124,901,000","31,582,000","30,996,000","32,346,000","29,810,000","29,366,000"
				Depreciation,"26,105,000","6,807,000","6,290,000","7,689,000","5,153,000","4,710,000"
				AmortizationCashFlow,"98,796,000","24,775,000","24,706,000","24,657,000","24,657,000","24,656,000"
					AmortizationOfIntangibles,"98,796,000","24,775,000","24,706,000","24,657,000","24,657,000","24,656,000"
		DeferredTax,"-62,027,000","-21,223,000","19,616,000","-55,431,000","-6,079,000","6,894,000"
			DeferredIncomeTax,"-62,027,000","-21,223,000","19,616,000","-55,431,000","-6,079,000","6,894,000"
		StockBasedCompensation,"272,985,000","23,644,000","26,582,000","219,876,000","12,654,000","3,865,000"
		OtherNonCashItems,"10,631,000","1,793,000","2,282,000","2,410,000","2,268,000","1,412,000"
		ChangeInWorkingCapital,"-47,790,000","4,013,000","-28,009,000","-12,636,000","7,942,000","-2,817,000"
			ChangeInReceivables,"-8,866,000","2,043,000","3,607,000","-583,000","6,184,000","2,086,000"
				ChangesInAccountReceivables,"-8,866,000","2,043,000","3,607,000","-583,000","6,184,000","2,086,000"
			ChangeInPayablesAndAccruedExpense,"-4,336,000","-11,635,000","-11,155,000","10,806,000","-4,000","1,012,000"
				ChangeInPayable,"-571,000","4,825,000","-2,451,000","-2,214,000","4,344,000","-4,336,000"
					ChangeInAccountPayable,"-571,000","4,825,000","-2,451,000","-2,214,000","4,344,000","-4,336,000"
				ChangeInAccruedExpense,"-3,765,000","-16,460,000","-8,704,000","13,020,000","-4,348,000","5,348,000"
			ChangeInOtherCurrentAssets,"-24,476,000","-7,302,000","-10,996,000","-5,933,000","3,417,000","-4,120,000"
			ChangeInOtherCurrentLiabilities,"-30,113,000","-2,054,000","-13,336,000","-10,623,000","-2,081,000","3,565,000"
			ChangeInOtherWorkingCapital,"20,001,000","22,961,000","3,871,000","-6,303,000","426,000","-5,360,000"
InvestingCashFlow,"-86,527,000","-42,615,000","-13,299,000","-11,903,000","-4,686,000","-6,292,000"
	CashFlowFromContinuingInvestingActivities,"-86,527,000","-42,615,000","-13,299,000","-11,903,000","-4,686,000","-6,292,000"
		NetPPEPurchaseAndSale,"-47,964,000","-14,280,000","-13,299,000","-11,864,000","-4,637,000","-6,292,000"
			PurchaseOfPPE,"-47,964,000","-14,280,000","-13,299,000","-11,864,000","-4,637,000","-6,292,000"
		NetIntangiblesPurchaseAndSale,"0","0","0","0","-49,000","0"
			PurchaseOfIntangibles,"0","0","0","0","-49,000","0"
		NetBusinessPurchaseAndSale,"-42,455,000","-32,227,000","0","-39,000","0","0"
			PurchaseOfBusiness,"-42,455,000","-32,227,000","0","-39,000","0","0"
		NetInvestmentPurchaseAndSale,"3,892,000","3,892,000",,,"0",
			SaleOfInvestment,,"3,892,000",,,"0",
FinancingCashFlow,"86,752,000","8,691,000","4,477,000","77,045,000","-136,501,000","-3,473,000"
	CashFlowFromContinuingFinancingActivities,"86,752,000","8,691,000","4,477,000","77,045,000","-136,501,000","-3,473,000"
		NetIssuancePaymentsOfDebt,"-549,585,000","-2,000,000","-1,500,000","-542,624,000","-3,462,000","-3,461,000"
			NetLongTermDebtIssuance,"-549,585,000","-2,000,000","-1,500,000","-542,624,000","-3,462,000","-3,461,000"
				LongTermDebtIssuance,,,"0","789,927,000",,"0"
