name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
TotalAssets,"7,420,328,000","7,374,903,000","7,534,240,000","6,109,227,000","6,055,528,000","5,886,614,000","5,790,143,000","5,739,262,000","5,351,325,000","5,246,829,000","5,186,714,000","5,098,682,000","5,051,639,000","4,246,688,000","4,150,561,000","4,076,611,000","3,969,750,000","3,964,303,000","3,519,501,000","3,321,178,000","3,169,643,000","3,141,156,000","3,325,650,000","2,918,080,000","2,627,918,000","2,652,401,000","2,607,914,000","2,219,307,000","2,153,965,000","2,076,922,000","2,037,045,000","2,073,251,000","1,806,583,000","1,758,276,000","1,781,024,000","1,785,907,000","1,734,250,000","1,848,227,000","1,846,776,000","1,563,265,000","1,546,831,000","1,547,162,000","1,490,810,000","1,413,737,000","1,382,390,000","1,400,919,000","1,485,058,000","1,464,415,000","1,301,660,000","1,387,020,000","1,321,224,000","1,343,296,000","1,442,851,000","1,306,857,000","1,188,631,000","1,194,447,000","1,249,676,000","1,258,874,000","1,194,246,000","1,192,283,000","1,151,886,000","1,222,430,000","1,159,189,000","1,131,141,000","1,072,983,000","1,127,875,000","1,084,319,000","1,098,631,000","911,706,000","913,831,000","816,069,000","806,279,000","823,494,000","757,071,000","755,089,000","779,115,000","697,681,000","720,130,000","699,410,000","644,106,000","592,704,000","587,945,000","516,927,000","554,245,000","516,210,000","531,776,000","534,206,000","533,673,000","507,405,000","382,038,000","371,100,000","375,600,000","359,100,000","368,013,000","356,600,000","345,800,000"
TotalLiabilitiesNetMinorityInterest,"6,742,878,000","6,651,694,000","6,825,698,000","5,398,853,000","5,366,149,000","5,194,398,000","5,119,850,000","5,087,056,000","4,720,483,000","4,590,806,000","4,544,003,000","4,472,221,000","4,442,171,000","3,754,696,000","3,672,967,000","3,606,076,000","3,509,334,000","3,507,225,000","3,127,446,000","2,963,919,000","2,821,068,000","2,800,301,000","2,979,914,000","2,637,078,000","2,366,501,000","2,385,569,000","2,343,176,000","2,017,176,000","1,954,474,000","1,882,508,000","1,847,265,000","1,885,915,000","1,636,800,000","1,593,756,000","1,617,565,000","1,625,742,000","1,571,973,000","1,689,259,000","1,690,914,000","1,432,653,000","1,420,593,000","1,425,697,000","1,372,130,000","1,292,230,000","1,266,330,000","1,288,636,000","1,364,946,000","1,347,903,000","1,185,944,000","1,272,415,000","1,207,391,000","1,236,102,000","1,336,424,000","1,203,507,000","1,113,559,000","1,120,834,000","1,175,005,000","1,188,229,000","1,126,580,000","1,129,111,000","1,087,393,000","1,160,553,000","1,099,699,000","1,076,514,000","1,017,887,000","1,074,345,000","1,030,165,000","1,045,800,000","862,068,000","863,399,000","766,250,000","760,987,000","774,383,000","710,848,000","710,258,000","734,189,000","655,029,000","678,720,000","658,766,000","606,084,000","545,014,000","553,002,000","482,071,000","520,912,000","483,475,000","500,152,000","503,122,000","503,564,000","477,999,000","352,741,000","342,200,000","346,800,000","330,500,000","339,460,000","324,900,000","315,000,000"
TotalEquityGrossMinorityInterest,"677,450,000","723,209,000","708,542,000","710,374,000","689,379,000","692,216,000","670,293,000","652,206,000","630,842,000","656,023,000","642,711,000","626,461,000","609,468,000","491,992,000","477,594,000","470,535,000","460,416,000","457,078,000","392,055,000","357,259,000","348,575,000","340,855,000","345,736,000","281,002,000","261,417,000","266,832,000","264,738,000","202,131,000","199,491,000","194,414,000","189,780,000","187,336,000","169,783,000","164,520,000","163,459,000","160,165,000","162,277,000","158,968,000","155,862,000","130,612,000","126,238,000","121,465,000","118,680,000","121,507,000","116,060,000","112,283,000","120,112,000","116,512,000","115,716,000","114,605,000","113,833,000","107,194,000","106,427,000","103,350,000","75,072,000","73,613,000","74,671,000","70,645,000","67,666,000","63,172,000","64,493,000","61,877,000","59,490,000","54,627,000","55,096,000","53,530,000","54,154,000","52,831,000","49,638,000","50,432,000","49,819,000","45,292,000","49,111,000","46,223,000","44,831,000","44,926,000","42,652,000","41,410,000","40,644,000","38,022,000","47,690,000","34,943,000","34,856,000","33,333,000","32,735,000","31,624,000","31,084,000","30,109,000","29,406,000","29,297,000","28,900,000","28,800,000","28,600,000","28,553,000","31,700,000","30,800,000"
	StockholdersEquity,"677,450,000","723,209,000","708,542,000","710,374,000","689,379,000","692,216,000","670,293,000","652,206,000","630,842,000","656,023,000","642,711,000","626,461,000","609,468,000","491,992,000","477,594,000","470,535,000","460,416,000","457,078,000","392,055,000","357,259,000","348,575,000","340,855,000","345,736,000","281,002,000","261,417,000","266,832,000","264,738,000","202,131,000","199,491,000","194,414,000","189,780,000","187,336,000","169,783,000","164,520,000","163,459,000","160,165,000","162,277,000","158,968,000","155,862,000","130,612,000","126,238,000","121,465,000","118,680,000","121,507,000","116,060,000","112,283,000","120,112,000","116,512,000","115,716,000","114,605,000","113,833,000","107,194,000","106,427,000","103,350,000","75,072,000","73,613,000","74,671,000","70,645,000","67,666,000","63,172,000","64,493,000","61,877,000","59,490,000","54,627,000","55,096,000","53,530,000","54,154,000","52,831,000","49,638,000","50,432,000","49,819,000","45,292,000","49,111,000","46,223,000","44,831,000","44,926,000","42,652,000","41,410,000","40,644,000","38,022,000","35,690,000","34,943,000","34,856,000","33,333,000","32,735,000","31,624,000","24,201,000","22,996,000","21,599,000","29,297,000","28,900,000","28,800,000","28,600,000","28,553,000","31,700,000","30,800,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","13,635,000","13,626,000","12,500,000","13,626,000","19,440,000","19,381,000","19,339,000","25,548,000","25,507,000","25,467,000","25,425,000","25,385,000","25,343,000","25,305,000","25,268,000","1,114,000","1,114,000","1,114,000","1,114,000","1,113,000","1,113,000","1,112,000","1,111,000","1,110,000","1,109,000","1,108,000","1,092,000","1,092,000","1,078,000","1,078,000","1,062,000","1,062,000","1,050,000","1,043,000","1,041,000","1,040,000","1,040,000","1,038,000","1,038,000","1,038,000","1,038,000","1,038,000","1,038,000","5,905,000","5,933,000","7,561,000","7,583,000","899,000","890,000","873,000","708,000",,,,"732,000",,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","12,500,000","18,301,000","18,258,000","18,217,000","24,426,000","24,385,000","24,345,000","24,306,000","24,267,000","24,229,000","24,191,000","24,154,000",,,,,,,,,,"1,109,000",,,,,,,,,,,,,,,,,,,"5,003,000","5,031,000","6,654,000","6,676,000",,,,,,,,,,
			CommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,403,000","1,135,000","1,126,000",,"1,126,000","1,139,000","1,123,000","1,122,000","1,122,000","1,122,000","1,122,000","1,119,000","1,118,000","1,114,000","1,114,000","1,114,000","1,114,000","1,114,000","1,114,000","1,114,000","1,113,000","1,113,000","1,112,000","1,111,000","1,110,000",,"1,108,000","1,092,000","1,092,000","1,078,000","1,078,000","1,062,000","1,062,000","1,050,000","1,043,000","1,041,000","1,040,000","1,040,000","1,038,000","1,038,000","1,038,000","1,038,000","1,038,000","1,038,000","902,000","902,000","907,000","907,000","899,000","890,000","873,000","708,000",,,,"732,000",,
		AdditionalPaidInCapital,"351,522,000","352,122,000","351,954,000","359,227,000","362,613,000","362,945,000","362,180,000","361,087,000","361,019,000","379,853,000","379,448,000","380,735,000","378,963,000","276,101,000","275,804,000","275,587,000","275,302,000","275,059,000","212,436,000","182,552,000","182,402,000","182,326,000","181,901,000","120,758,000","106,500,000","106,370,000","106,083,000","46,622,000","46,064,000","45,916,000","45,729,000","45,438,000","32,604,000","32,496,000","32,237,000","32,108,000","32,037,000","31,965,000","31,894,000","10,853,000","10,641,000","11,736,000","10,579,000","10,471,000","10,446,000","10,356,000","10,295,000","10,253,000","10,211,000","10,030,000","9,974,000","9,785,000","26,869,000","26,802,000","25,884,000","25,816,000","25,705,000","25,638,000","25,521,000","25,431,000","25,347,000","25,229,000","25,135,000","24,970,000","24,901,000","24,552,000","24,714,000","23,810,000","23,810,000","22,729,000","22,729,000","21,582,000","21,136,000","20,994,000","20,925,000","20,925,000","20,808,000","20,808,000","20,808,000","20,808,000","20,808,000","20,808,000","15,941,000","15,913,000","14,285,000","14,263,000","14,064,000","13,843,000","13,166,000","7,962,000",,,,"9,238,000",,
		RetainedEarnings,"380,700,000","363,742,000","348,943,000","332,509,000","316,080,000","301,419,000","284,835,000","269,849,000","260,501,000","269,738,000","256,617,000","241,519,000","230,327,000","224,035,000","214,753,000","205,535,000","195,292,000","185,570,000","181,396,000","176,123,000","169,950,000","164,173,000","161,026,000","156,651,000","152,219,000","148,685,000","144,344,000","141,889,000","138,500,000","134,477,000","130,864,000","127,154,000","123,678,000","121,253,000","118,157,000","114,398,000","109,700,000","105,402,000","101,267,000","97,349,000","93,198,000","89,387,000","86,524,000","84,417,000","82,169,000","80,240,000","78,280,000","75,916,000","74,310,000","73,431,000","72,255,000","70,807,000","69,654,000","67,804,000","66,239,000","65,460,000","63,023,000","60,982,000","59,460,000","57,678,000","56,149,000","54,196,000","52,417,000","50,902,000","49,524,000","48,523,000","46,882,000","45,267,000","43,995,000","43,092,000","41,637,000","40,243,000","38,796,000","37,638,000","36,992,000","35,283,000","33,825,000","32,418,000","31,161,000","29,930,000","28,937,000","28,130,000","27,417,000","26,591,000","25,836,000","25,184,000","24,752,000","23,848,000","23,101,000","23,898,000","22,700,000","22,300,000","21,700,000","21,105,000","20,800,000","20,300,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,152,000","17,152,000","17,152,000","17,152,000","17,152,000","17,152,000","17,152,000","17,152,000","17,152,000","17,154,000","17,152,000","17,152,000","17,152,000","17,024,000","17,024,000","16,638,000","16,638,000","16,373,000","16,373,000","16,373,000","15,525,000","15,525,000","15,525,000","15,525,000","15,525,000","15,525,000","15,525,000","15,525,000","15,463,000","15,463,000","15,462,000","15,462,000","15,462,000","15,415,000","14,732,000","14,382,000","14,222,000","3,356,000",,,,"2,988,000",,
