name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"1,304,300,000","315,200,000","306,500,000","340,000,000","342,600,000","282,100,000","282,400,000","282,600,000","204,200,000","257,500,000","244,000,000","214,500,000","237,600,000","216,500,000","185,800,000","219,900,000"
	OperatingRevenue,"1,304,300,000","315,200,000","306,500,000","340,000,000","342,600,000","282,100,000","282,400,000","282,600,000","204,200,000","257,500,000","244,000,000","214,500,000","237,600,000","216,500,000","185,800,000","219,900,000"
CostOfRevenue,"917,700,000","228,200,000","214,200,000","244,000,000","231,300,000","195,100,000","190,500,000","192,800,000","135,500,000","169,300,000","152,700,000","137,800,000","147,100,000","137,500,000","120,200,000","146,200,000"
GrossProfit,"386,600,000","87,000,000","92,300,000","96,000,000","111,300,000","87,000,000","91,900,000","89,800,000","68,700,000","88,200,000","91,300,000","76,700,000","90,500,000","79,000,000","65,600,000","73,700,000"
OperatingExpense,"198,200,000","53,800,000","41,700,000","42,900,000","59,800,000","71,400,000","44,100,000","40,800,000","38,100,000","53,100,000","42,000,000","40,700,000","37,700,000","38,200,000","32,700,000","36,700,000"
	SellingGeneralAndAdministration,"166,300,000","48,900,000","36,800,000","38,000,000","42,600,000","48,200,000","38,300,000","35,200,000","32,600,000","47,500,000","36,500,000","35,100,000","32,200,000","32,600,000","27,200,000","31,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"31,900,000","4,900,000","4,900,000","4,900,000","17,200,000","23,200,000","5,900,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,700,000"
		DepreciationAndAmortizationInIncomeStatement,"31,900,000","4,900,000","4,900,000","4,900,000","17,200,000","23,200,000","5,900,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,700,000"
			Amortization,"31,900,000","4,900,000","4,900,000","4,900,000","17,200,000","23,200,000","5,900,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,700,000"
				AmortizationOfIntangiblesIncomeStatement,"31,900,000","4,900,000","4,900,000","4,900,000","17,200,000","23,200,000","5,900,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,600,000","5,500,000","5,700,000"
	OtherOperatingExpenses,,,,"0",,,"-100,000",,,,,,,,,
OperatingIncome,"188,400,000","33,200,000","50,600,000","53,100,000","51,500,000","15,600,000","47,800,000","49,000,000","30,600,000","35,100,000","49,300,000","36,000,000","52,800,000","40,800,000","32,900,000","37,000,000"
NetNonOperatingInterestIncomeExpense,"-36,000,000","-8,500,000","-8,400,000","-9,600,000","-9,500,000","-11,300,000","-12,800,000","-13,500,000","-15,300,000","-14,300,000","-11,600,000",,"0","0","0",
