name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,12/31/2013
	TotalNonCurrentAssets,"124,825,000","129,667,000","119,300,000","79,920,000","75,054,000","73,921,000","78,126,000","77,056,000","78,482,000","75,164,000","75,864,000","74,629,000","72,766,000","53,880,000","49,757,000","48,021,000","47,368,000","42,423,000","43,941,000","43,587,000","44,388,000","45,101,000","45,865,000","45,723,000","45,457,000","46,017,000","47,248,000","47,737,000","48,199,000","48,010,000","47,966,000","38,060,000"
		NetPPE,"44,551,000","46,581,000","43,026,000","44,480,000","45,462,000","45,209,000","54,862,000","56,447,000","57,589,000","55,097,000","56,209,000","57,556,000","58,106,000","41,468,000","39,759,000","39,338,000","39,801,000","40,444,000","41,300,000","41,138,000","41,949,000","42,590,000","43,287,000","43,619,000","43,747,000","44,410,000","45,754,000","46,226,000","46,838,000","46,265,000","44,949,000","34,715,000"
			GrossPPE,"44,551,000","66,567,000","43,026,000","44,480,000","45,462,000","61,642,000","54,862,000","56,447,000","57,589,000","76,114,000","56,209,000","57,556,000","58,106,000","59,839,000","39,759,000","39,338,000",,"56,079,000",,,,"55,619,000","43,287,000","43,619,000","43,747,000","55,379,000","45,754,000",,,"53,950,000","51,515,000","38,756,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0"
				BuildingsAndImprovements,,"21,574,000",,,,"21,574,000",,,,"36,608,000",,,,"36,608,000",,,,"36,608,000",,,,"36,603,000",,,,"36,596,000",,,,"37,380,000","36,975,000","17,056,000"
				MachineryFurnitureEquipment,,"18,965,000",,,,"16,376,000",,,,"16,620,000",,,,"15,538,000",,,,"14,802,000",,,,"14,334,000",,,,"14,918,000",,,,"13,945,000","13,446,000","9,501,000"
				OtherProperties,"44,551,000","17,760,000","43,026,000","44,480,000","45,462,000","15,844,000","54,862,000","56,447,000","57,589,000","15,352,000","56,209,000","57,556,000","58,106,000",,"39,759,000","39,338,000",,"40,444,000",,,,"42,590,000","43,287,000","43,619,000","43,747,000","44,410,000","45,754,000",,,,,
				ConstructionInProgress,,"361,000",,,,"93,000",,,,"34,000",,,,"15,000",,,,,,,,"0",,,,"168,000",,,,"1,520,000","160,000","11,676,000"
				Leases,,"7,907,000",,,,"7,755,000",,,,"7,500,000",,,,"7,678,000",,,,"4,669,000",,,,"4,682,000",,,,"3,697,000",,,,"1,105,000","934,000","523,000"
			AccumulatedDepreciation,,"-19,986,000",,,,"-16,433,000",,,,"-21,017,000",,,,"-18,371,000",,,,"-15,635,000",,,,"-13,029,000",,,,"-10,969,000",,,,"-7,685,000","-6,566,000","-4,041,000"
		GoodwillAndOtherIntangibleAssets,"44,233,000","44,990,000","42,472,000","1,516,000","1,560,000","1,583,000","1,633,000","1,622,000","1,639,000","1,651,000","1,795,000","1,832,000","1,322,000","1,266,000","1,216,000","1,196,000","1,158,000","1,118,000","1,088,000","1,056,000","1,021,000","1,012,000","995,000","978,000","936,000","896,000","868,000","812,000","625,000","549,000","397,000","167,000"
			Goodwill,"34,556,000","34,556,000","34,279,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"9,677,000","10,434,000","8,193,000","1,516,000","1,560,000","1,583,000","1,633,000","1,622,000","1,639,000","1,651,000","1,795,000","1,832,000","1,322,000","1,266,000","1,216,000","1,196,000","1,158,000","1,118,000","1,088,000","1,056,000","1,021,000","1,012,000","995,000","978,000","936,000","896,000","868,000","812,000","625,000","549,000","397,000","167,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2,368,000"
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,368,000"
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,"330,000",,,,,,,,,
		NonCurrentDeferredAssets,"30,879,000","33,091,000","29,234,000","28,797,000","23,422,000","23,421,000","17,572,000","14,867,000","15,751,000","14,977,000","13,940,000","13,259,000","11,296,000","10,569,000","7,368,000","6,462,000","5,489,000",,,,,,,,,,,,,,"1,305,000",
		OtherNonCurrentAssets,"5,162,000","5,005,000","4,568,000","5,127,000","4,610,000","3,708,000","4,059,000","4,120,000","3,503,000","3,439,000","3,920,000","1,982,000","2,042,000","577,000","1,414,000","1,025,000","920,000","861,000","1,553,000","1,393,000","1,418,000","1,499,000","1,583,000","1,126,000","774,000","711,000","626,000","699,000","736,000","1,196,000","1,315,000","3,178,000"
TotalLiabilitiesNetMinorityInterest,"744,690,000","713,780,000","680,037,000","666,816,000","638,667,000","642,729,000","608,004,000","583,504,000","573,944,000","581,053,000","556,627,000","270,355,000","252,425,000","240,851,000","212,735,000","199,358,000","187,855,000","174,649,000","170,062,000","160,321,000","144,806,000","146,268,000","129,494,000","113,875,000","107,745,000","118,176,000","114,166,000","108,753,000","103,632,000","108,732,000","108,219,000","77,338,000"
	CurrentLiabilities,"340,612,000","646,499,000","616,688,000","307,090,000","278,579,000","281,794,000","251,224,000","232,973,000","221,993,000","231,932,000","209,844,000","204,434,000","187,794,000","191,581,000","169,043,000","155,359,000","144,529,000","129,341,000","123,778,000","112,558,000","97,962,000","99,887,000","89,059,000","79,601,000","74,608,000","84,084,000","77,645,000","70,240,000","62,315,000","66,730,000","57,949,000","43,325,000"
		PayablesAndAccruedExpenses,"47,102,000","50,366,000","51,051,000","50,194,000","39,095,000","44,006,000","44,113,000","38,427,000","29,990,000","38,038,000","36,530,000","31,739,000","24,984,000","32,263,000","30,986,000","27,091,000","24,429,000","21,853,000","22,632,000","18,477,000","16,765,000","21,544,000","22,814,000","19,662,000","18,734,000","24,632,000","21,958,000","17,705,000","14,041,000","18,976,000","17,263,000","12,240,000"
			Payables,"8,379,000","4,114,000","4,018,000","3,704,000","4,716,000","2,843,000","3,651,000","3,813,000","5,501,000","7,057,000","4,895,000","4,768,000","3,182,000","5,461,000","5,053,000","4,688,000","5,913,000","3,060,000","1,861,000","1,191,000","1,867,000","849,000","5,637,000","4,965,000","4,156,000","5,138,000","4,730,000","3,875,000","2,621,000","3,011,000","5,035,000","3,993,000"
				AccountsPayable,"8,379,000","4,114,000","4,018,000","3,704,000","4,716,000","2,843,000","3,651,000","3,813,000","5,501,000","7,057,000","4,895,000","4,768,000","3,182,000","5,461,000","5,053,000","4,688,000","5,913,000","3,060,000","1,861,000","1,191,000","1,867,000","849,000","5,637,000","4,965,000","4,156,000","5,138,000","4,730,000","3,875,000","2,621,000","3,011,000","5,035,000","3,993,000"
			CurrentAccruedExpenses,"38,723,000","46,252,000","47,033,000","46,490,000","34,379,000","41,163,000","40,462,000","34,614,000","24,489,000","30,981,000","31,635,000","26,971,000","21,802,000","26,802,000","25,933,000","22,403,000","18,516,000","18,793,000","20,771,000","17,286,000","14,898,000","20,695,000","17,177,000","14,697,000","14,578,000","19,494,000","17,228,000","13,830,000","11,420,000","15,965,000","12,228,000","8,247,000"
				InterestPayable,"485,000","1,455,000","485,000","1,455,000","485,000","1,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000",,,"775,000","800,000","743,000","692,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,262,000","5,349,000","2,941,000","4,709,000","2,569,000","4,269,000","2,242,000","3,862,000","2,114,000","3,734,000","2,026,000","2,797,000","1,510,000","2,156,000","1,165,000","1,853,000","1,016,000","1,419,000","10,071,000","7,238,000","5,055,000",,"6,421,000","4,274,000","2,900,000","9,598,000","6,858,000",,"2,208,000","6,336,000","4,029,000",
		CurrentDebtAndCapitalLeaseObligation,"7,186,000","306,244,000","302,350,000","6,330,000","6,286,000","6,246,000","5,914,000","5,780,000","5,702,000","4,392,000","4,122,000","4,070,000","3,993,000","1,222,000","1,181,000","1,160,000","1,161,000","1,168,000","1,184,000","1,263,000","1,278,000","1,305,000","1,452,000","1,645,000","1,750,000","1,826,000","2,003,000","2,107,000","2,020,000","2,025,000","2,288,000","3,026,000"
			CurrentDebt,,"298,661,000","296,341,000",,,,,,,,,,,,,,,,,"21,000","20,000","20,000","20,000","20,000","18,000","18,000","18,000","35,000","59,000","84,000","351,000","2,303,000"
				OtherCurrentBorrowings,,"298,661,000","296,341,000",,,,,,,,,,,,,,,,,"21,000","20,000","20,000","20,000","20,000","18,000","18,000","18,000","35,000","59,000","84,000","351,000","2,303,000"
			CurrentCapitalLeaseObligation,"7,186,000","7,583,000","6,009,000","6,330,000","6,286,000","6,246,000","5,914,000","5,780,000","5,702,000","4,392,000","4,122,000","4,070,000","3,993,000","1,222,000","1,181,000","1,160,000","1,161,000","1,168,000","1,184,000","1,242,000","1,258,000","1,285,000","1,432,000","1,625,000","1,732,000","1,808,000","1,985,000","2,072,000","1,961,000","1,941,000","1,937,000","723,000"
		CurrentDeferredLiabilities,"283,062,000","284,540,000","260,346,000","245,857,000","230,629,000","227,273,000","198,955,000","184,904,000","184,187,000","185,768,000","167,166,000","165,828,000","157,307,000","155,940,000","135,711,000","125,255,000","117,923,000","104,901,000","99,962,000","92,818,000","79,919,000","77,038,000","64,793,000","58,294,000","54,124,000","56,726,000","53,684,000","50,428,000","45,479,000","44,929,000","37,655,000","27,367,000"
			CurrentDeferredRevenue,"283,062,000","284,540,000","260,346,000","245,857,000","230,629,000","227,273,000","198,955,000","184,904,000","184,187,000","185,768,000","167,166,000","165,828,000","157,307,000","155,940,000","135,711,000","125,255,000","117,923,000","104,901,000","99,962,000","92,818,000","79,919,000","77,038,000","64,793,000","58,294,000","54,124,000","56,726,000","53,684,000","50,428,000","45,479,000","44,929,000","37,655,000","27,367,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,"1,164,000",,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"404,078,000","67,281,000","63,349,000","359,726,000","360,088,000","360,935,000","356,780,000","350,531,000","351,951,000","349,121,000","346,783,000","65,921,000","64,631,000","49,270,000","43,692,000","43,999,000","43,326,000","45,308,000","46,284,000","47,763,000","46,844,000","46,381,000","40,435,000","34,274,000","33,137,000","34,092,000","36,521,000","38,513,000","41,317,000","42,002,000","50,270,000","34,013,000"
		LongTermDebtAndCapitalLeaseObligation,"369,272,000","31,495,000","30,551,000","326,169,000","325,517,000","323,361,000","320,276,000","319,459,000","318,756,000","315,054,000","313,929,000","36,588,000","37,729,000","17,208,000","17,533,000","17,841,000","18,134,000","18,425,000","18,709,000","19,031,000","19,526,000","19,796,000","20,066,000","20,411,000","20,800,000","21,156,000","21,578,000","22,055,000","22,324,000","22,838,000","34,329,000","24,660,000"
			LongTermDebt,"339,283,000",,,"294,040,000","291,756,000","289,490,000","287,242,000","285,011,000","282,798,000","280,601,000","278,422,000",,,,,,,,,"32,000","53,000","53,000","53,000","53,000","73,000","73,000","73,000","73,000","91,000","91,000","11,243,000","4,513,000"
			LongTermCapitalLeaseObligation,"29,989,000","31,495,000","30,551,000","32,129,000","33,761,000","33,871,000","33,034,000","34,448,000","35,958,000","34,453,000","35,507,000","36,588,000","37,729,000","17,208,000","17,533,000","17,841,000","18,134,000","18,425,000","18,709,000","18,999,000","19,473,000","19,743,000","20,013,000","20,358,000","20,727,000","21,083,000","21,505,000","21,982,000","22,233,000","22,747,000","23,086,000","20,147,000"
		NonCurrentDeferredLiabilities,"33,204,000","34,181,000","31,463,000","32,219,000","32,888,000","35,894,000","34,756,000","29,294,000","31,626,000","32,569,000","31,467,000","28,049,000","25,933,000","25,171,000","20,731,000","22,102,000","21,226,000","22,987,000","23,567,000","24,747,000","23,226,000","22,485,000","16,305,000","9,837,000","8,846,000","9,593,000","11,735,000","13,409,000","16,031,000","17,095,000","14,695,000","9,353,000"
			NonCurrentDeferredRevenue,"33,204,000","34,181,000","31,463,000","32,219,000","32,888,000","35,894,000","34,756,000","29,294,000","31,626,000","32,569,000","31,467,000","28,049,000","25,933,000","25,171,000","20,731,000","22,102,000","21,226,000","22,987,000","23,567,000","24,747,000","23,226,000","22,485,000","16,305,000","9,837,000","8,846,000","9,593,000","11,735,000","13,409,000","16,031,000","17,095,000","14,222,000","9,018,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,246,000",
		OtherNonCurrentLiabilities,"1,602,000","1,605,000","1,335,000","1,338,000","1,683,000","1,680,000","1,748,000","1,778,000","1,569,000","1,498,000","1,387,000","1,284,000","969,000","6,891,000","5,428,000","4,056,000","3,966,000","3,896,000","4,008,000","3,985,000","4,092,000","4,100,000","4,064,000","4,026,000","3,491,000","3,343,000","3,208,000","3,049,000","2,962,000","2,069,000",,"7,636,000"
TotalEquityGrossMinorityInterest,"25,193,000","72,979,000","70,178,000","72,066,000","69,756,000","64,277,000","79,498,000","71,223,000","69,772,000","65,343,000","70,134,000","9,627,000","3,856,000","-9,740,000","-12,287,000","-17,664,000","-9,218,000","-16,934,000","-14,472,000","-6,128,000","-4,984,000","-3,125,000","428,000","8,821,000","16,561,000","25,719,000","32,154,000","42,577,000","50,632,000","55,819,000","-25,663,000","-3,394,000"
	StockholdersEquity,"25,193,000","72,979,000","70,178,000","72,066,000","69,756,000","64,277,000","79,498,000","71,223,000","69,772,000","65,343,000","70,134,000","9,627,000","3,856,000","-9,740,000","-12,287,000","-17,664,000","-9,218,000","-16,934,000","-14,472,000","-6,128,000","-4,984,000","-3,125,000","428,000","8,821,000","16,561,000","25,719,000","32,154,000","42,577,000","50,632,000","55,819,000","-25,663,000","-3,394,000"
		CapitalStock,"52,000","51,000","51,000","50,000","50,000","49,000","48,000","47,000","47,000","47,000","47,000","46,000","45,000","44,000","44,000","43,000","43,000","42,000","42,000","42,000","41,000","41,000","41,000","41,000","41,000","41,000","41,000","40,000","40,000","39,000","-24,800,000","-7,124,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"257,297,000","0","0","0","0","0","0","0","0",,"0","0","0","0","-26,612,000","-7,606,000"
			CommonStock,"52,000","51,000","51,000","50,000","50,000","49,000","48,000","47,000","47,000","47,000","47,000","46,000","45,000","44,000","44,000","43,000","43,000","42,000","42,000","42,000","41,000","41,000","41,000","41,000","41,000","41,000","41,000","40,000","40,000","39,000","1,812,000","482,000"
		AdditionalPaidInCapital,"479,867,000","525,646,000","508,025,000","503,350,000","491,549,000","478,698,000","474,969,000","456,007,000","435,181,000","420,170,000","408,656,000","332,161,000","318,151,000","297,145,000","286,888,000","270,560,000","257,297,000","248,289,000","236,386,000","230,568,000","221,463,000","217,454,000","213,532,000","209,022,000","205,284,000","202,371,000","198,499,000","194,356,000","191,358,000","189,168,000",,
		RetainedEarnings,"-452,662,000","-452,430,000","-438,106,000","-431,538,000","-422,024,000","-414,700,000","-396,006,000","-385,499,000","-365,734,000","-355,161,000","-338,863,000","-322,812,000","-314,490,000","-307,027,000","-299,306,000","-288,342,000","-266,574,000","-265,337,000","-251,016,000","-236,943,000","-226,747,000","-220,911,000","-213,395,000","-200,504,000","-188,979,000","-176,934,000","-166,641,000","-152,011,000","-140,982,000","-133,535,000",,
		GainsLossesNotAffectingRetainedEarnings,"-2,064,000","-288,000","208,000","204,000","181,000","230,000","487,000","668,000","278,000","287,000","294,000","232,000","150,000","98,000","87,000","75,000","16,000","72,000","116,000","205,000","259,000","291,000","250,000","262,000","215,000","241,000","255,000","192,000","216,000","147,000","92,000","-142,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-955,000","3,872,000"
TotalCapitalization,"364,476,000","72,979,000","70,178,000","366,106,000","361,512,000","353,767,000","366,740,000","356,234,000","352,570,000","345,944,000","348,556,000","9,627,000","3,856,000","-9,740,000","-12,287,000","-17,664,000","-9,218,000","-16,934,000","-14,472,000","-6,096,000","-4,931,000","-3,072,000","481,000","8,874,000","16,634,000","25,792,000","32,227,000","42,650,000","50,723,000","55,910,000","-14,420,000","1,119,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,"257,297,000",,,,,,,,,,,,,,"-26,612,000","-7,606,000"
CommonStockEquity,"25,193,000","72,979,000","70,178,000","72,066,000","69,756,000","64,277,000","79,498,000","71,223,000","69,772,000","65,343,000","70,134,000","9,627,000","3,856,000","-9,740,000","-12,287,000","-17,664,000","-9,218,000","-16,934,000","-14,472,000","-6,128,000","-4,984,000","-3,125,000","428,000","8,821,000","16,561,000","25,719,000","32,154,000","42,577,000","50,632,000","55,819,000","949,000","4,212,000"
CapitalLeaseObligations,"37,175,000","39,078,000","36,560,000","38,459,000","40,047,000","40,117,000","38,948,000","40,228,000","41,660,000","38,845,000","39,629,000","40,658,000","41,722,000","18,430,000","18,714,000","19,001,000","19,295,000","19,593,000","19,893,000","20,241,000","20,731,000","21,028,000","21,445,000","21,983,000","22,459,000","22,891,000","23,490,000","24,054,000","24,194,000","24,688,000","25,023,000","20,870,000"
NetTangibleAssets,"-19,040,000","27,989,000","27,706,000","70,550,000","68,196,000","62,694,000","77,865,000","69,601,000","68,133,000","63,692,000","68,339,000","7,795,000","2,534,000","-11,006,000","-13,503,000","-18,860,000","-10,376,000","-18,052,000","-15,560,000","-7,184,000","-6,005,000","-4,137,000","-567,000","7,843,000","15,625,000","24,823,000","31,286,000","41,765,000","50,007,000","55,270,000","-26,060,000","-3,561,000"
WorkingCapital,"304,446,000","10,593,000","14,227,000","351,872,000","354,790,000","351,291,000","358,152,000","344,698,000","343,241,000","339,300,000","341,053,000","919,000","-4,279,000","-14,350,000","-18,352,000","-21,686,000","-13,260,000","-14,049,000","-12,129,000","-1,952,000","-2,528,000","-1,845,000","-5,002,000","-2,628,000","4,241,000","13,794,000","21,427,000","33,353,000","43,750,000","49,811,000","-23,359,000","-7,441,000"
InvestedCapital,"364,476,000","371,640,000","366,519,000","366,106,000","361,512,000","353,767,000","366,740,000","356,234,000","352,570,000","345,944,000","348,556,000","9,627,000","3,856,000","-9,740,000","-12,287,000","-17,664,000","-9,218,000","-16,934,000","-14,472,000","-6,075,000","-4,911,000","-3,052,000","501,000","8,894,000","16,652,000","25,810,000","32,245,000","42,685,000","50,782,000","55,994,000","12,543,000","11,028,000"
TangibleBookValue,"-19,040,000","27,989,000","27,706,000","70,550,000","68,196,000","62,694,000","77,865,000","69,601,000","68,133,000","63,692,000","68,339,000","7,795,000","2,534,000","-11,006,000","-13,503,000","-18,860,000","-10,376,000","-18,052,000","-15,560,000","-7,184,000","-6,005,000","-4,137,000","-567,000","7,843,000","15,625,000","24,823,000","31,286,000","41,765,000","50,007,000","55,270,000","552,000","4,045,000"
TotalDebt,"376,458,000","337,739,000","332,901,000","332,499,000","331,803,000","329,607,000","326,190,000","325,239,000","324,458,000","319,446,000","318,051,000","40,658,000","41,722,000","18,430,000","18,714,000","19,001,000","19,295,000","19,593,000","19,893,000","20,294,000","20,804,000","21,101,000","21,518,000","22,056,000","22,550,000","22,982,000","23,581,000","24,162,000","24,344,000","24,863,000","36,617,000","27,686,000"
NetDebt,"36,207,000",,"5,216,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"52,030,522","51,444,358","50,804,438","50,354,400","49,926,621","48,788,799","48,131,206","47,619,652","47,045,403","46,639,040","46,421,562","45,899,292","45,120,645","44,043,987","43,800,154","43,062,222","42,693,255","42,368,778","41,905,013","41,783,000","41,317,388","41,261,087","41,185,361","41,049,496","40,961,754","40,948,449","40,760,056","40,377,962","40,185,131","39,640,738","39,524,823","39,524,823"
OrdinarySharesNumber,"52,030,522","51,444,358","50,804,438","50,354,400","49,926,621","48,788,799","48,131,206","47,619,652","47,045,403","46,639,040","46,421,562","45,899,292","45,120,645","44,043,987","43,800,154","43,062,222","42,693,255","42,368,778","41,905,013","41,783,000","41,317,388","41,261,087","41,185,361","41,049,496","40,961,754","40,948,449","40,760,056","40,377,962","40,185,131","39,640,738","39,524,823","39,524,823"
