name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalAssets,"12,164,945,000","11,739,616,000","11,829,688,000","11,483,901,000","11,577,472,000","11,448,313,000","11,651,297,000","11,345,365,000","10,489,074,000","8,246,145,000","8,135,173,000","8,029,057,000","8,092,948,000","7,516,154,000","7,562,589,000","7,736,903,000","7,494,899,000","5,416,006,000","5,383,912,000","5,202,200,000","5,196,340,000","5,167,052,000","4,151,017,000","4,047,493,000","2,588,447,000","2,593,068,000","2,557,898,000","2,395,100,000","2,384,141,000","2,356,714,000","2,308,701,000","2,329,141,000","2,281,711,000","2,249,711,000","2,286,288,000","2,305,664,000","2,303,711,000","2,269,228,000","2,304,426,000","2,287,532,000","2,261,214,000","2,302,094,000","2,281,792,000","2,239,011,000","2,263,283,000","2,251,330,000","2,225,378,000","2,219,682,000","2,199,233,000","2,030,028,000","1,873,003,000","1,909,585,000","1,913,733,000","1,857,946,000","1,876,258,000","1,874,239,000","1,905,471,000","1,927,499,000","1,936,830,000","1,977,762,000","2,048,285,000","2,077,002,000","2,073,164,000","2,100,745,000","2,008,497,000","1,985,357,000","1,989,553,000","1,977,764,000","1,889,919,000","1,914,275,000","1,891,429,000","1,857,346,000","1,767,746,000","1,717,409,000","1,754,594,000","1,760,836,000","1,744,937,000","1,743,698,000","1,720,746,000","1,717,261,000","1,722,499,000","1,763,666,000","1,767,053,000","1,724,810,000","1,671,096,000","1,640,217,000","1,669,517,000","1,626,851,000","1,589,351,000","1,590,900,000","1,580,000,000","1,576,700,000","1,561,600,000","1,561,700,000","1,544,300,000","1,538,300,000","1,518,500,000","1,510,900,000","1,489,200,000","1,448,100,000","1,387,800,000","1,303,900,000","1,190,100,000","1,191,800,000"
TotalLiabilitiesNetMinorityInterest,"10,645,611,000","10,223,063,000","10,316,439,000","9,975,112,000","10,078,753,000","9,964,183,000","10,189,583,000","9,868,931,000","9,079,240,000","7,093,026,000","6,990,645,000","6,891,762,000","6,965,785,000","6,476,796,000","6,532,745,000","6,724,335,000","6,487,439,000","4,814,065,000","4,787,660,000","4,614,897,000","4,613,660,000","4,595,014,000","3,733,773,000","3,638,235,000","2,347,371,000","2,354,622,000","2,323,210,000","2,173,565,000","2,163,839,000","2,138,455,000","2,090,051,000","2,113,300,000","2,065,521,000","2,035,361,000","2,072,519,000","2,089,386,000","2,084,157,000","2,049,436,000","2,084,739,000","2,068,696,000","2,040,743,000","2,085,245,000","2,065,895,000","2,025,644,000","2,057,297,000","2,050,079,000","2,025,949,000","2,024,854,000","2,012,052,000","1,846,492,000","1,706,831,000","1,747,676,000","1,755,535,000","1,738,163,000","1,752,213,000","1,749,850,000","1,782,218,000","1,803,193,000","1,813,259,000","1,854,088,000","1,922,992,000","1,944,682,000","1,936,154,000","1,966,711,000","1,872,661,000","1,846,573,000","1,853,017,000","1,842,478,000","1,755,275,000","1,776,319,000","1,754,550,000","1,721,858,000","1,630,138,000","1,582,747,000","1,621,770,000","1,626,047,000","1,609,565,000","1,608,393,000","1,582,615,000","1,572,949,000","1,579,204,000","1,616,937,000","1,617,496,000","1,571,008,000","1,515,780,000","1,482,481,000","1,511,478,000","1,471,642,000","1,430,068,000","1,423,400,000","1,405,300,000","1,385,400,000","1,369,600,000","1,364,000,000","1,347,700,000","1,327,400,000","1,302,600,000","1,295,400,000","1,263,300,000","1,212,700,000","1,140,500,000","1,051,100,000","943,400,000","1,099,700,000"
TotalEquityGrossMinorityInterest,"1,519,334,000","1,516,553,000","1,513,249,000","1,508,789,000","1,498,719,000","1,484,130,000","1,461,714,000","1,476,434,000","1,409,834,000","1,153,119,000","1,144,528,000","1,137,295,000","1,127,163,000","1,039,358,000","1,029,844,000","1,012,568,000","1,007,460,000","601,941,000","596,252,000","587,303,000","582,680,000","572,038,000","417,244,000","409,258,000","241,076,000","238,446,000","234,688,000","221,535,000","220,302,000","218,259,000","218,650,000","215,841,000","216,190,000","214,350,000","213,769,000","216,278,000","219,554,000","219,792,000","219,687,000","218,836,000","220,471,000","216,849,000","215,897,000","213,367,000","205,986,000","201,251,000","199,429,000","194,828,000","187,181,000","183,536,000","166,172,000","161,909,000","158,198,000","119,783,000","124,045,000","124,389,000","123,253,000","124,306,000","123,571,000","123,674,000","125,293,000","132,320,000","137,010,000","134,034,000","135,836,000","138,784,000","136,536,000","135,286,000","134,644,000","137,956,000","136,879,000","135,488,000","137,608,000","134,662,000","132,824,000","134,789,000","135,372,000","135,305,000","138,131,000","144,312,000","143,295,000","146,729,000","149,557,000","153,802,000","155,316,000","157,736,000","158,039,000","155,209,000","159,283,000","167,500,000","174,700,000","191,300,000","192,000,000","197,700,000","196,600,000","210,900,000","215,900,000","215,500,000","225,900,000","235,400,000","247,300,000","252,800,000","246,700,000","92,100,000"
	StockholdersEquity,"1,519,334,000","1,516,553,000","1,513,249,000","1,508,789,000","1,498,719,000","1,484,130,000","1,461,714,000","1,476,434,000","1,409,834,000","1,153,119,000","1,144,528,000","1,137,295,000","1,127,163,000","1,039,358,000","1,029,844,000","1,012,568,000","1,007,460,000","601,941,000","596,252,000","587,303,000","582,680,000","572,038,000","417,244,000","409,258,000","241,076,000","238,446,000","234,688,000","221,535,000","220,302,000","218,259,000","218,650,000","215,841,000","216,190,000","214,350,000","213,769,000","216,278,000","219,554,000","219,792,000","219,687,000","218,836,000","220,471,000","216,849,000","215,897,000","213,367,000","205,986,000","201,251,000","199,429,000","194,828,000","187,181,000","183,536,000","166,172,000","161,909,000","158,198,000","119,783,000","124,045,000","124,389,000","123,253,000","124,306,000","123,571,000","123,674,000","125,293,000","132,320,000","137,010,000","134,034,000","135,836,000","138,784,000","136,536,000","135,286,000","134,644,000","137,956,000","136,879,000","135,488,000","137,608,000","134,662,000","132,824,000","134,789,000","135,372,000","135,305,000","138,131,000","144,312,000","143,295,000","146,729,000","149,557,000","153,802,000","155,316,000","157,736,000","158,039,000","155,209,000","159,283,000","167,500,000","174,700,000","191,300,000","192,000,000","197,700,000","196,600,000","210,900,000","215,900,000","215,500,000","225,900,000","235,400,000","247,300,000","252,800,000","246,700,000","92,100,000"
		CapitalStock,"613,000","612,000","612,000","612,000","611,000","610,000","610,000","610,000","609,000","519,000","519,000","518,000","518,000","483,000","483,000","482,000","481,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","37,617,000","37,557,000","37,497,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","181,000","181,000","272,000","181,000","181,000","181,000","181,000","181,000","181,000","181,000","181,000","200,000",,,,,,,,,,,,,,
			PreferredStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","0","0","0","0","0","0","0",,"0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0",,,"37,345,000","37,285,000","37,225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"612,000","611,000","611,000","611,000","610,000","609,000","609,000","609,000","609,000","519,000","519,000","518,000","518,000","483,000","483,000","482,000","481,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","336,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","272,000","181,000","181,000","272,000","181,000","181,000","181,000","181,000","181,000","181,000","181,000","181,000","200,000",,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,149,503,000","1,146,781,000","1,145,448,000","1,143,907,000","1,142,290,000","1,137,715,000","1,137,155,000","1,135,839,000","1,078,438,000","840,691,000","839,576,000","838,610,000","836,546,000","757,963,000","756,954,000","752,223,000","745,480,000","354,377,000","353,817,000","353,296,000","352,316,000","364,433,000","308,979,000","308,460,000","271,003,000","269,757,000","269,332,000","267,248,000","266,824,000","265,260,000","264,948,000","264,592,000","264,289,000","263,319,000","263,125,000","262,871,000","262,635,000","262,704,000","262,590,000","262,987,000","262,750,000","262,812,000","261,392,000","261,060,000","260,760,000","260,739,000","260,435,000","260,138,000","259,837,000","260,130,000","205,565,000","205,949,000","205,819,000","204,298,000","204,040,000","203,799,000","203,557,000","203,532,000","203,237,000","202,841,000","202,438,000","201,936,000","201,319,000","199,680,000","198,439,000","197,621,000","196,924,000","195,915,000","194,660,000","193,723,000","192,830,000","192,161,000","191,537,000","189,615,000","188,526,000","187,308,000","186,740,000","184,934,000","183,852,000","183,288,000","182,733,000","181,780,000","181,278,000","181,000,000","180,598,000","179,805,000","179,331,000","179,114,000","178,988,000","178,900,000",,,,,,,,,,,,,,
		RetainedEarnings,"456,251,000","442,306,000","430,721,000","417,658,000","398,280,000","378,268,000","356,397,000","372,552,000","364,273,000","358,668,000","343,629,000","327,297,000","316,976,000","305,056,000","286,462,000","273,749,000","268,994,000","271,023,000","266,053,000","258,470,000","256,045,000","238,192,000","236,472,000","230,895,000","231,016,000","229,140,000","226,115,000","223,644,000","220,677,000","217,714,000","214,952,000","211,819,000","208,732,000","206,201,000","206,291,000","203,380,000","200,467,000","198,109,000","196,184,000","193,377,000","190,173,000","186,666,000","183,405,000","180,530,000","177,624,000","174,677,000","171,085,000","168,038,000","165,277,000","163,063,000","163,487,000","162,088,000","161,409,000","160,267,000","159,107,000","157,728,000","156,537,000","154,929,000","154,317,000","153,584,000","155,574,000","164,121,000","168,069,000","167,535,000","166,139,000","164,613,000","162,450,000","160,866,000","159,454,000","157,575,000","155,023,000","153,250,000","151,714,000","150,804,000","149,014,000","146,430,000","144,067,000","142,224,000","139,887,000","137,412,000","134,524,000","131,746,000","128,905,000","126,185,000","123,763,000","121,737,000","119,824,000","118,014,000","115,747,000","113,200,000","110,900,000","108,600,000","-1,200,000","104,000,000","102,600,000","101,000,000","99,500,000","97,600,000","95,600,000","93,700,000","91,900,000","88,600,000","85,300,000","92,100,000"
		TreasuryStock,"63,854,000","61,710,000","56,279,000","46,590,000","35,645,000","25,651,000","25,651,000","25,651,000","25,651,000","36,903,000","28,891,000","18,235,000","14,642,000","10,837,000","0",,"0","15,967,000","16,368,000","16,981,000","17,945,000","22,548,000","120,100,000","121,732,000","252,382,000","251,501,000","251,653,000","259,919,000","257,488,000","254,612,000","250,996,000","250,546,000","247,048,000","245,271,000","245,284,000","241,707,000","240,881,000","237,502,000","235,801,000","233,163,000","227,563,000","226,304,000","224,176,000","224,176,000","224,199,000","224,457,000","224,457,000","224,457,000","224,464,000","224,464,000","224,464,000","225,406,000","225,523,000","225,523,000","225,523,000","225,523,000","225,568,000","225,856,000","225,939,000","226,357,000","226,371,000","227,170,000","225,136,000","224,973,000","220,342,000","215,027,000","214,088,000","212,695,000","209,838,000","204,295,000","201,558,000","198,450,000","195,586,000","192,718,000","190,507,000","184,500,000","180,365,000","177,676,000","172,291,000","163,598,000","158,914,000","153,330,000","146,954,000","137,117,000","131,010,000","122,808,000","116,529,000","111,469,000","105,107,000","95,300,000",,,,,,,,,,,,,,
