name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"16,080,950,000","15,547,947,000","14,906,750,000","14,265,565,000","14,827,874,000","14,393,267,000","13,382,238,000","13,851,900,000","12,159,919,000","12,269,288,000","11,770,861,000","11,220,238,000","10,875,561,000","9,810,096,000","9,791,520,000","9,539,504,000","9,982,320,000","8,915,959,000","8,581,628,000","8,501,680,000","8,700,031,000","8,167,876,000","7,855,043,000","7,601,354,000","7,705,622,000","6,662,215,000","6,259,648,000","5,823,719,000","5,528,520,000","5,194,721,000","4,824,863,000","4,402,999,000","3,850,825,000","3,568,299,000","3,284,182,000","3,090,771,000","2,961,663,000","2,874,322,000","2,617,319,000","2,386,845,000","2,278,030,000","2,223,797,000","2,097,042,000","1,940,087,000","1,736,178,000","1,660,835,000","1,517,993,000","1,421,081,000","1,401,143,000","1,345,313,000","1,324,069,000","1,302,208,000","1,249,189,000","1,220,451,000","1,170,915,000","1,194,245,000","1,110,104,000","1,040,184,000","1,024,713,000","947,163,000","846,976,000","803,368,000","766,223,000","737,835,000","704,667,000","681,492,000","654,462,000","609,508,000","532,941,000","513,108,000"
TotalLiabilitiesNetMinorityInterest,"14,495,365,000","14,024,790,000","13,448,129,000","12,864,629,000","13,482,224,000","13,105,785,000","12,145,273,000","12,621,054,000","10,975,467,000","11,108,536,000","10,654,621,000","10,147,188,000","9,836,076,000","8,815,695,000","8,791,273,000","8,578,991,000","9,060,667,000","8,042,296,000","7,714,934,000","7,667,433,000","7,899,727,000","7,414,205,000","7,133,184,000","6,917,764,000","7,052,333,000","6,048,885,000","5,681,431,000","5,290,193,000","5,032,492,000","4,744,299,000","4,412,762,000","4,032,221,000","3,511,980,000","3,256,629,000","3,001,565,000","2,822,509,000","2,700,959,000","2,631,709,000","2,402,613,000","2,180,225,000","2,074,791,000","2,030,201,000","1,930,549,000","1,792,321,000","1,593,994,000","1,523,243,000","1,385,226,000","1,291,273,000","1,292,660,000","1,242,695,000","1,231,053,000","1,213,269,000","1,164,036,000","1,139,106,000","1,091,665,000","1,111,163,000","1,033,164,000","963,280,000","949,380,000","874,413,000","773,980,000","731,940,000","695,374,000","667,589,000","634,723,000","612,530,000","585,356,000","540,858,000","465,326,000","480,264,000"
TotalEquityGrossMinorityInterest,"1,585,585,000","1,523,157,000","1,458,621,000","1,400,936,000","1,345,650,000","1,287,482,000","1,236,965,000","1,230,846,000","1,184,452,000","1,160,752,000","1,116,240,000","1,073,050,000","1,039,485,000","994,401,000","1,000,247,000","960,513,000","921,653,000","873,663,000","866,694,000","834,247,000","800,304,000","753,671,000","721,859,000","683,590,000","653,289,000","613,330,000","578,217,000","533,526,000","496,028,000","450,422,000","412,101,000","370,778,000","338,845,000","311,670,000","282,617,000","268,262,000","260,704,000","242,613,000","214,706,000","206,620,000","203,239,000","193,596,000","166,493,000","147,766,000","142,184,000","137,592,000","132,767,000","129,808,000","108,483,000","102,618,000","93,016,000","88,939,000","85,153,000","81,345,000","79,250,000","83,082,000","76,940,000","76,904,000","75,333,000","72,750,000","72,996,000","71,428,000","70,849,000","70,246,000","69,944,000","68,962,000","69,106,000","68,650,000","67,615,000","32,844,000"
	StockholdersEquity,"1,585,585,000","1,523,157,000","1,458,621,000","1,400,936,000","1,345,650,000","1,287,482,000","1,236,965,000","1,230,846,000","1,184,452,000","1,160,752,000","1,116,240,000","1,073,050,000","1,039,485,000","994,401,000","1,000,247,000","960,513,000","921,653,000","873,663,000","866,694,000","834,247,000","800,304,000","753,671,000","721,859,000","683,590,000","653,289,000","613,330,000","578,217,000","533,526,000","496,028,000","450,422,000","412,101,000","370,778,000","338,845,000","311,670,000","282,617,000","268,262,000","260,704,000","242,613,000","214,706,000","206,620,000","203,239,000","193,596,000","166,493,000","147,766,000","142,184,000","137,592,000","132,767,000","129,808,000","108,483,000","102,618,000","93,016,000","88,939,000","85,153,000","81,345,000","79,250,000","83,082,000","76,940,000","76,904,000","75,333,000","72,750,000","72,996,000","71,428,000","70,849,000","70,246,000","69,944,000","68,962,000","69,106,000","68,650,000","67,615,000","32,844,000"
		CapitalStock,"686,000","684,000","684,000","681,000","679,000","677,000","5,739,000","5,736,000","5,734,000","5,732,000","5,731,000","5,729,000","5,726,000","5,725,000","5,723,000","5,721,000","5,718,000","5,717,000","5,716,000","5,714,000","5,711,000","5,711,000","5,710,000","5,708,000","5,705,000","5,704,000","5,231,000","5,229,000","5,226,000","5,223,000","5,221,000","5,217,000","5,214,000","5,213,000","5,210,000","5,209,000","23,754,000","23,752,000","5,199,000","24,625,000","24,624,000","24,671,000","16,759,000","5,175,000","5,173,000","5,172,000","5,172,000","5,171,000","9,919,000","9,918,000","9,918,000","9,917,000","9,916,000","9,916,000","9,918,000","8,899,000","5,149,000","5,149,000","5,149,000","5,149,000","5,149,000","5,249,000","5,248,000","5,248,000","5,248,000","6,720,000","6,720,000","6,720,000","6,720,000","6,683,000"
			PreferredStock,,,,"0","0","0","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","23,615,000","23,615,000","5,063,000","24,502,000","24,502,000","24,550,000","16,759,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","9,830,000","9,830,000","9,830,000","9,830,000","9,830,000","9,830,000","9,832,000","8,813,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,163,000","5,163,000","5,163,000","5,163,000","6,637,000","6,637,000","6,637,000","6,637,000","6,637,000"
			CommonStock,"686,000","684,000","684,000","681,000","679,000","677,000","676,000","673,000","671,000","669,000","668,000","666,000","663,000","662,000","660,000","658,000","655,000","654,000","653,000","651,000","648,000","648,000","647,000","645,000","642,000","641,000","168,000","166,000","163,000","160,000","158,000","154,000","151,000","150,000","147,000","146,000","139,000","137,000","136,000","123,000","122,000","121,000",,"112,000","110,000","109,000","109,000","108,000","89,000","88,000","88,000","87,000","86,000","86,000","86,000","86,000","86,000","86,000","86,000","86,000","86,000","86,000","85,000","85,000","85,000","83,000","83,000","83,000","83,000","46,000"
		AdditionalPaidInCapital,"448,428,000","441,061,000","436,528,000","432,550,000","427,663,000","420,895,000","416,285,000","411,873,000","406,731,000","399,806,000","394,904,000","389,945,000","384,491,000","377,689,000","373,364,000","366,515,000","359,299,000","353,801,000","349,774,000","346,117,000","342,249,000","337,698,000","334,119,000","331,156,000","328,288,000","324,925,000","317,235,000","296,507,000","274,490,000","250,389,000","230,011,000","207,579,000","189,851,000","177,743,000","159,304,000","156,297,000","135,138,000","127,084,000","126,150,000","105,683,000","104,487,000","103,688,000","89,053,000","88,343,000","87,071,000","85,793,000","85,204,000","84,605,000","63,330,000","62,085,000","61,717,000","61,320,000","61,083,000","60,986,000","60,837,000","60,684,000","60,462,000","60,173,000","59,920,000","59,803,000","59,666,000","59,383,000","59,238,000","59,124,000","58,941,000","57,088,000","57,008,000","56,746,000","56,865,000","22,601,000"
		RetainedEarnings,"1,370,548,000","1,308,725,000","1,247,938,000","1,187,728,000","1,133,473,000","1,079,828,000","1,025,156,000","1,009,299,000","964,076,000","908,096,000","866,879,000","826,170,000","785,613,000","746,869,000","708,112,000","671,348,000","634,308,000","583,132,000","551,552,000","519,246,000","486,774,000","445,857,000","413,635,000","384,815,000","355,165,000","319,328,000","291,257,000","265,833,000","241,515,000","220,518,000","201,224,000","183,460,000","167,527,000","152,994,000","139,917,000","127,813,000","116,758,000","106,705,000","97,269,000","88,357,000","80,170,000","72,839,000","66,559,000","60,152,000","54,686,000","49,487,000","44,637,000","39,882,000","35,277,000","28,275,000","22,900,000","19,365,000","15,934,000","13,513,000","10,925,000","14,975,000","13,275,000","12,335,000","11,761,000","11,091,000","10,264,000","9,480,000","8,752,000","8,084,000","7,321,000","6,571,000","5,923,000","5,178,000","4,444,000","3,686,000"
		TreasuryStock,"232,451,000","228,657,000","228,529,000","222,530,000","218,458,000","215,169,000","210,560,000","195,125,000","189,363,000","152,635,000","151,807,000","148,810,000","135,827,000","135,655,000","86,545,000","82,458,000","76,531,000","69,353,000","39,875,000","37,317,000","33,268,000","33,093,000","32,206,000","30,785,000","27,646,000","27,584,000","26,977,000","24,644,000","16,906,000","16,791,000","16,273,000","15,112,000","12,378,000","12,253,000","11,624,000","10,257,000","7,444,000","7,389,000","7,195,000","6,610,000","5,346,000","5,327,000","5,241,000","4,933,000","4,023,000","3,975,000","3,937,000","3,893,000","3,603,000","3,573,000","3,609,000","3,589,000","3,487,000","3,475,000","2,493,000","2,493,000","2,428,000","2,428,000","2,428,000","2,428,000","2,352,000","2,352,000","2,073,000","1,325,000","883,000","883,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,626,000","1,344,000","2,000,000","2,507,000","2,293,000","1,251,000","345,000","-937,000","-2,726,000","-247,000","533,000","16,000","-518,000","-227,000","-407,000","-613,000","-1,141,000","366,000","-473,000","487,000","-1,162,000","-2,502,000","601,000","-7,304,000","-8,223,000","-9,043,000","-8,529,000","-9,399,000","-8,297,000","-8,917,000","-8,082,000","-10,366,000","-11,369,000","-12,027,000","-10,190,000","-10,800,000","-7,502,000","-7,539,000","-6,717,000","-5,435,000","-696,000","-2,275,000","-637,000","-971,000","-723,000","1,115,000","1,691,000","4,043,000","3,560,000","5,913,000","2,090,000","1,926,000","1,707,000","405,000","63,000","1,017,000","482,000","1,675,000","931,000","-865,000","269,000","-332,000","-316,000","-885,000","-683,000","-534,000","-545,000","6,000","-414,000","-126,000"
TotalCapitalization,"2,119,767,000","1,941,092,000","1,872,017,000","1,975,794,000","1,883,903,000","1,888,462,000","1,933,308,000","1,557,183,000","2,031,237,000","1,480,485,000","1,742,421,000","1,700,479,000","1,697,462,000","1,391,526,000","3,634,835,000","1,472,065,000","1,944,181,000","1,471,166,000","1,321,173,000","1,528,710,000","1,815,754,000","1,475,079,000","1,433,370,000","1,468,656,000","1,567,444,000","1,376,485,000","1,404,372,000","1,291,681,000","1,084,183,000","1,125,577,000","1,492,256,000","1,285,933,000","936,000,000","1,045,825,000","943,772,000","863,834,000","725,859,000","774,768,000","623,861,000","633,775,000","567,394,000","528,751,000","458,648,000","460,421,000","333,339,000","406,747,000","387,922,000","317,962,000","295,633,000","331,765,000","424,159,000","517,078,000","421,288,000","453,477,000","477,378,000","487,203,000","384,543,000","309,489,000","307,900,000","305,197,000","321,414,000","318,818,000","319,210,000","311,578,000","296,747,000","238,237,000","192,197,000","199,867,000","207,303,000","170,503,000"
PreferredStockEquity,,,,,,,"5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","23,615,000","23,615,000","5,063,000","24,502,000","24,502,000","24,550,000","16,759,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","9,830,000","9,830,000","9,830,000","9,830,000","9,830,000","9,830,000","9,832,000","8,813,000","5,063,000","5,063,000","5,063,000","5,063,000","5,063,000","5,163,000","5,163,000","5,163,000","5,163,000","6,637,000","6,637,000","6,637,000","6,637,000","6,637,000"
CommonStockEquity,"1,585,585,000","1,523,157,000","1,458,621,000","1,400,936,000","1,345,650,000","1,287,482,000","1,231,902,000","1,225,783,000","1,179,389,000","1,155,689,000","1,111,177,000","1,067,987,000","1,034,422,000","989,338,000","995,184,000","955,450,000","916,590,000","868,600,000","861,631,000","829,184,000","795,241,000","748,608,000","716,796,000","678,527,000","648,226,000","608,267,000","573,154,000","528,463,000","490,965,000","445,359,000","407,038,000","365,715,000","333,782,000","306,607,000","277,554,000","263,199,000","237,089,000","218,998,000","209,643,000","182,118,000","178,737,000","169,046,000","149,734,000","142,703,000","137,121,000","132,529,000","127,704,000","124,745,000","98,653,000","92,788,000","83,186,000","79,109,000","75,323,000","71,515,000","69,418,000","74,269,000","71,877,000","71,841,000","70,270,000","67,687,000","67,933,000","66,265,000","65,686,000","65,083,000","64,781,000","62,325,000","62,469,000","62,013,000","60,978,000","26,207,000"
NetTangibleAssets,"1,402,916,000","1,341,093,000","1,275,239,000","1,267,054,000","1,210,886,000","1,152,524,000","1,102,018,000","1,094,782,000","1,046,528,000","1,018,956,000","972,461,000","928,373,000","893,054,000","903,357,000","921,892,000","881,973,000","911,425,000","864,597,000","858,650,000","827,047,000","793,573,000","747,521,000","717,004,000","679,647,000","649,914,000","609,855,000","575,530,000","531,428,000","494,674,000","449,385,000","411,352,000","370,216,000","338,845,000","311,670,000","282,617,000","268,262,000","260,704,000","242,613,000","214,706,000","206,620,000","203,239,000","193,596,000","166,493,000","147,766,000","142,184,000","137,592,000","132,767,000","129,808,000","108,483,000","102,618,000","93,016,000","88,939,000","85,153,000","81,345,000","79,250,000","83,082,000","76,940,000","76,904,000","75,333,000","72,750,000","72,996,000","71,428,000","70,849,000","70,246,000","69,944,000","68,962,000","69,106,000","68,650,000","67,615,000","32,844,000"
InvestedCapital,"2,119,767,000","1,941,092,000","1,872,017,000","1,975,794,000","1,883,903,000","1,888,462,000","1,928,245,000","1,704,072,000","2,026,174,000","1,475,422,000","1,737,358,000","1,695,416,000","1,692,399,000","1,386,463,000","3,629,772,000","1,467,002,000","1,939,118,000","1,466,103,000","1,316,110,000","1,523,647,000","1,810,691,000","1,470,016,000","1,428,307,000","1,463,593,000","1,562,381,000","1,371,422,000","1,399,309,000","1,286,618,000","1,079,120,000","1,120,514,000","1,487,193,000","1,280,870,000","930,937,000","1,040,762,000","938,709,000","858,771,000","702,244,000","751,153,000","618,798,000","609,273,000","542,892,000","504,201,000","441,889,000","455,358,000","328,276,000","401,684,000","382,859,000","312,899,000","285,803,000","321,935,000","414,329,000","507,248,000","411,458,000","443,647,000","467,546,000","478,390,000","379,480,000","304,426,000","302,837,000","300,134,000","316,351,000","313,655,000","314,047,000","306,415,000","291,584,000","273,100,000","245,215,000","239,730,000","200,666,000","184,866,000"
