name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"217,199,000","54,323,000","51,646,000","55,649,000","55,581,000","53,173,000","54,787,000","53,294,000","50,339,000","52,162,000","54,188,000","49,986,000","45,349,000","33,017,000","39,807,000","41,763,000","12,536,000","5,228,000","832,000"
	SellingGeneralAndAdministration,"46,437,000","12,001,000","10,714,000","12,459,000","11,263,000","11,346,000","15,877,000","11,448,000","11,655,000","10,748,000","11,592,000","9,838,000","9,673,000","8,034,000","13,935,000","22,906,000","4,606,000","2,604,000","157,000"
		GeneralAndAdministrativeExpense,"46,437,000","12,001,000","10,714,000","12,459,000","11,263,000","11,346,000","15,877,000","11,448,000","11,655,000","10,748,000","11,592,000","9,838,000","9,673,000","8,034,000","13,935,000","22,906,000","4,606,000","2,604,000","157,000"
			OtherGandA,"46,437,000","12,001,000","10,714,000","12,459,000","11,263,000","11,346,000","15,877,000","11,448,000","11,655,000","10,748,000","11,592,000","9,838,000","9,673,000","8,034,000","13,935,000","22,906,000","4,606,000","2,604,000","157,000"
	ResearchAndDevelopment,"170,762,000","42,322,000","40,932,000","43,190,000","44,318,000","41,827,000","38,910,000","41,846,000","38,684,000","41,414,000","42,596,000","40,148,000","35,676,000","24,983,000","25,872,000","18,857,000","7,930,000","2,624,000","675,000"
OperatingIncome,"-217,199,000","-54,323,000","-51,646,000","-55,649,000","-55,581,000","-53,173,000","-54,787,000","-53,294,000","-50,339,000","-52,162,000","-54,188,000","-49,986,000","-45,349,000","-33,017,000","-39,807,000","-41,763,000","-12,536,000","-5,228,000","-832,000"
NetNonOperatingInterestIncomeExpense,"-17,335,000","-3,243,000","-4,701,000","-4,698,000","-4,693,000","-4,587,000","-4,387,000",,,,,,,"1,030,000","694,000",,,"89,000","-118,000"
	InterestIncomeNonOperating,"792,000","224,000","236,000","191,000","141,000","193,000","366,000",,,,,,,"1,049,000","698,000",,,"89,000","0"
	InterestExpenseNonOperating,"18,127,000","3,467,000","4,937,000","4,889,000","4,834,000","4,780,000","4,753,000",,,,,,,"19,000","4,000",,,"0","118,000"
OtherIncomeExpense,"386,000","-219,000","63,000","100,000","442,000","119,000","-593,000","-4,518,000","-16,531,000","-1,912,000","-510,000","1,486,000","851,000","-624,000","319,000","-7,639,000","-20,200,000","-20,898,000",
	SpecialIncomeCharges,"-65,000","-20,000","-15,000","-15,000","-15,000","-30,000","-5,300,000","-275,000","-15,000,000","-2,805,000","-1,600,000","0","-1,000,000","-1,000,000","0","-8,261,000","-20,500,000","-20,898,000","-5,500,000"
