name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
OperatingCashFlow,"295,622,000","95,454,000","29,351,000","112,581,000","58,236,000","114,695,000","54,142,000","110,406,000","47,386,000","90,098,000","54,411,000","87,884,000","56,270,000","89,446,000","16,746,000","95,361,000","38,072,000","64,447,000","53,355,000","98,568,000","48,139,000","92,897,000","22,848,000","89,048,000","48,814,000","58,897,000","53,711,000","57,594,000","36,426,000","27,125,000","4,822,000","22,455,000","16,490,000","19,401,000","-2,385,000","12,941,000","15,886,000","15,105,000","3,131,000","17,289,000","10,415,000","11,986,000","3,995,000","13,607,000","2,913,000","11,567,000","4,198,000","1,738,000","-244,000","1,927,000","2,515,000","-3,656,000","-637,000","1,690,000","212,000"
	CashFlowFromContinuingOperatingActivities,"295,622,000","95,454,000","29,351,000","112,581,000","58,236,000","114,695,000","54,142,000","110,406,000","47,386,000","90,098,000","54,411,000","87,884,000","56,270,000","89,446,000","16,746,000","95,361,000","38,072,000","64,447,000","53,355,000","98,568,000","48,139,000","92,897,000","22,848,000","89,048,000","48,814,000","58,897,000","53,711,000","57,594,000","36,426,000","27,125,000","4,822,000","22,455,000","16,490,000","19,401,000","-2,385,000","12,941,000","15,886,000","15,105,000","3,131,000","17,289,000","10,415,000","11,986,000","3,995,000","13,607,000","2,913,000","11,567,000","4,198,000","1,738,000","-244,000","1,927,000","2,515,000","-3,656,000","-637,000","1,690,000","212,000"
		NetIncomeFromContinuingOperations,"9,986,000","-7,615,000","16,753,000","-6,182,000","7,030,000","11,411,000","-3,168,000","-1,362,000","7,011,000","13,949,000","16,963,000","62,955,000","12,823,000","-36,895,000","19,257,000","20,270,000","19,691,000","52,563,000","48,944,000","14,510,000","6,954,000","24,153,000","28,530,000","5,217,000","4,035,000","5,976,000","-2,745,000","-1,828,000","-36,083,000","24,574,000","885,000","11,415,000","6,689,000","4,533,000","3,269,000","-2,752,000","-3,428,000","317,000","-2,971,000","-274,000","-2,229,000","468,000","-1,318,000","-803,000",,,"-531,000","28,000","-2,917,000","738,000","-172,000","74,000","32,000","97,000","-1,040,000"
		OperatingGainsLosses,"4,769,000","-303,000","-141,000","5,683,000","-470,000","-635,000","-667,000","105,000","-410,000","236,000","402,000","-46,840,000",,,"0","-3,735,000","-1,928,000","-37,674,000","-28,708,000","-45,000","51,000","-16,872,000","-22,068,000","-879,000","-1,779,000","-4,227,000","0","-8,371,000","591,000","-22,691,000","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,"0","-46,840,000",,,"0","-3,735,000","-1,928,000","-37,674,000","-28,708,000","-45,000","51,000","-16,872,000","-22,068,000","-879,000","-1,779,000","-4,227,000","0","-8,371,000","591,000","-22,691,000","0",,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,490,000","-303,000","-151,000","-566,000","-470,000","-635,000","-667,000","105,000","-410,000","236,000","402,000","260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"343,857,000","90,122,000","85,576,000","86,134,000","82,025,000","80,831,000","75,762,000","73,189,000","71,641,000","71,807,000","71,894,000","67,586,000","67,291,000","64,941,000","60,813,000","59,586,000","58,067,000","57,366,000","62,911,000","67,855,000","71,575,000","65,672,000","61,823,000","63,446,000","62,192,000","64,052,000","67,814,000","76,291,000","63,179,000","15,714,000","18,886,000","15,923,000","16,348,000","15,424,000","15,310,000","18,674,000","13,454,000","17,386,000","14,038,000","13,413,000","13,792,000","12,217,000","11,315,000","11,121,000","10,710,000","11,780,000","5,990,000","4,317,000","3,170,000","2,498,000","3,108,000","1,939,000","3,156,000","2,449,000","2,496,000"
			DepreciationAndAmortization,"343,857,000","90,122,000","85,576,000","86,134,000","82,025,000","80,831,000","75,762,000","73,189,000","71,641,000","71,807,000","71,894,000","67,586,000","67,291,000","64,941,000","60,813,000","59,586,000","58,067,000","57,366,000","62,911,000","67,855,000","71,575,000","65,672,000","61,823,000","63,446,000","62,192,000","64,052,000","67,814,000","76,291,000","63,179,000","15,714,000","18,886,000","15,923,000","16,348,000","15,424,000","15,310,000","18,674,000","13,454,000","17,386,000","14,038,000","13,413,000","13,792,000","12,217,000","11,315,000","11,121,000","10,710,000","11,780,000","5,990,000","4,317,000","3,170,000","2,498,000","3,108,000","1,939,000","3,156,000","2,449,000","2,496,000"
				Depreciation,"353,046,000","92,193,000","88,107,000","88,568,000","84,178,000","82,761,000","77,351,000","75,052,000","73,516,000","73,763,000","74,196,000","69,781,000","69,606,000","68,505,000","67,520,000","62,224,000","60,706,000","60,553,000","66,230,000","71,158,000","75,415,000","70,767,000","67,197,000","67,414,000","66,108,000","68,368,000","74,126,000","80,195,000","73,592,000","17,158,000","20,243,000","17,361,000","17,944,000","16,668,000","16,994,000","20,256,000","14,697,000","18,905,000",,,"13,770,000","12,194,000",,"11,098,000","10,688,000","11,441,000",,,,,,,,,
				AmortizationCashFlow,"-9,189,000","-2,071,000","-2,531,000","-2,434,000","-2,153,000","-1,930,000","-1,589,000","-1,863,000","-1,875,000","-1,956,000","-2,302,000","-2,195,000","-2,315,000","-3,564,000","-6,707,000","-2,638,000","-2,639,000","-3,187,000","-3,319,000","-3,303,000","-3,840,000","-5,095,000","-5,374,000","-3,968,000","-3,916,000","-4,316,000","-6,312,000","-3,904,000","-10,413,000","-1,444,000","-1,357,000","-1,438,000","-1,596,000","-1,244,000","-1,684,000","-1,582,000","-1,243,000","-1,519,000",,,"22,000","23,000",,"23,000","22,000","339,000",,,,,,,,,
					AmortizationOfIntangibles,"-9,189,000","-2,071,000","-2,531,000","-2,434,000","-2,153,000","-1,930,000","-1,589,000","-1,863,000","-1,875,000","-1,956,000","-2,302,000","-2,195,000","-2,315,000","-3,564,000","-6,707,000","-2,638,000","-2,639,000","-3,187,000","-3,319,000","-3,303,000","-3,840,000","-5,095,000","-5,374,000","-3,968,000","-3,916,000","-4,316,000","-6,312,000","-3,904,000","-10,413,000","-1,444,000","-1,357,000","-1,438,000","-1,596,000","-1,244,000","-1,684,000","-1,582,000","-1,243,000","-1,519,000",,,"22,000","23,000",,"23,000","22,000","339,000",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-104,000","-104,000","854,000","411,000","411,000","-42,000","-94,000","62,000","62,000","62,000","62,000","61,000","62,000","62,000","-1,725,000","415,000","468,000","1,089,000","1,046,000","919,000","754,000","713,000","949,000","749,000","-33,000","496,000","-195,000","1,214,000","-128,000","570,000","632,000"
		AssetImpairmentCharge,"23,265,000","20,503,000","0",,,,,,"0","0","0","0","0","52,201,000",,,,,,,"-620,000","545,000","219,000","-1,252,000","-25,000","537,000","-265,000","44,000","435,000","-44,000","229,000","-447,000","38,000","83,000","783,000","353,000","5,372,000","31,000",,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"-12,446,000","-1,650,000","-4,951,000","-827,000","-5,018,000","-5,775,000","128,000","-513,000","2,267,000","581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
		StockBasedCompensation,"22,954,000","5,329,000","5,445,000","5,840,000","6,340,000","3,538,000","8,314,000","4,791,000","4,723,000","4,895,000","4,088,000","5,176,000","5,067,000","5,150,000","4,109,000","4,292,000","4,289,000","4,338,000","3,842,000","3,449,000","3,886,000","3,902,000","4,213,000","3,288,000","3,301,000","3,342,000","2,235,000","2,034,000","2,003,000","2,149,000","2,512,000","1,792,000","1,978,000","1,277,000","1,480,000","1,462,000","1,786,000","1,726,000",,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-14,907,000","-10,655,000","-2,544,000","1,008,000","-2,716,000","-3,874,000","3,951,000","553,000","-10,318,000","-11,627,000","-10,651,000","-8,792,000","-9,672,000","-14,352,000","-8,126,000","-5,616,000","-6,362,000","-7,589,000","-11,162,000","-7,092,000","-6,802,000","4,312,000","-7,987,000","-6,475,000","-3,812,000","-3,930,000","-3,380,000","-8,093,000","-9,774,000","-2,818,000","-3,039,000","-1,966,000","-4,430,000","-2,553,000","-2,687,000","-2,971,000","-3,075,000","-1,128,000","1,098,000","-1,179,000","-940,000","-1,127,000","-1,770,000","-3,000","-684,000","-695,000","-922,000","-1,365,000","-784,000","-661,000","-311,000","-2,077,000","1,066,000","-176,000","648,000"
		ChangeInWorkingCapital,"-83,993,000","-670,000","-71,266,000","17,598,000","-29,655,000","29,027,000","-30,178,000","33,643,000","-27,528,000","10,257,000","-28,285,000","7,799,000","-19,324,000","18,401,000","-59,307,000","20,564,000","-35,685,000","-4,557,000","-22,472,000","19,816,000","-26,905,000","11,185,000","-41,882,000","25,703,000","-14,994,000","-6,749,000","-10,802,000","-2,894,000","15,664,000","10,283,000","-14,557,000","1,214,000","-4,195,000","575,000","-20,602,000","-1,886,000","1,715,000","-3,289,000","-11,756,000","4,425,000","-676,000","-661,000","-5,278,000","2,373,000","-7,750,000","-231,000","-1,288,000","-1,991,000","667,000","-1,144,000","85,000","-4,943,000","-4,659,000","-1,250,000","-2,524,000"
