name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
MarketCap,"523,119,272","422,663,993","443,123,412","448,561,467","448,515,754","442,815,586","406,288,035","398,600,288","396,524,876","428,539,777","413,542,625","406,890,787","430,638,162","373,529,989","376,748,245","399,465,026","382,378,886","435,800,737","462,965,166","434,404,007","427,257,019","470,072,542","459,795,226","444,987,486","432,442,241","371,319,501","380,757,298","418,951,014","453,574,481","445,003,102","464,192,282","461,215,241","438,792,829","442,906,739","463,340,585","394,648,762","400,648,325","434,439,235","381,535,743","381,959,947","367,050,495","373,149,311","374,475,459","323,718,581","353,503,245","360,985,686","388,943,016","355,760,036","344,244,634","387,931,390","403,205,143","405,712,096","380,662,483","391,339,796","427,768,153","463,473,198","403,530,632","442,763,949","436,219,011","408,975,371","375,460,719","429,708,733","496,382,351","510,912,368","486,933,079","485,822,809","428,501,508","390,589,255","361,358,448","326,098,107","304,025,844","255,461,617","264,237,882","266,875,705","282,034,560","142,678,132","130,993,007","103,826,115","98,579,367","92,988,982","94,095,813","85,029,988","93,643,610","109,189,956","115,764,319"
EnterpriseValue,"502,044,386","399,954,618","409,218,954","400,556,729","386,124,207","429,721,350","408,411,183","416,822,922","434,243,141","419,220,847","398,273,865","410,945,220","426,030,257","385,935,528","386,489,589","410,812,928","405,583,062","461,967,302","505,424,027","479,563,079","467,600,901","519,485,328","506,664,692","497,790,835","486,014,573","429,180,357","408,829,646","434,548,677","485,661,369","467,924,593","494,194,527","505,648,422","487,639,785","478,270,323","510,048,068","436,154,318","443,219,525","487,102,945","434,199,453","439,293,313","426,029,944","434,868,933","436,530,270","385,773,392","424,780,840","403,484,102","428,683,175","358,495,768","349,586,455","397,489,500","405,746,245","412,360,369","388,645,990","404,514,134","441,402,199","472,471,621","430,291,947","469,741,612","462,858,646","434,122,160","404,490,670","460,105,977","522,481,444","538,689,073","514,709,784","512,872,722","456,407,946","418,495,693","386,630,081","348,695,725","327,604,514","279,918,115","289,895,355","286,100,378","301,900,039","165,524,716","141,467,010","118,702,430","117,254,763","106,133,288","118,379,164","108,554,700","117,168,322","132,960,416","144,966,162"
PeRatio,"18.577","16.157","12.319","8.095","7.107","8.12","7.7","8.769","14.364","9.102","24.751","31.578","53.042",,,,,"60.769","30.06","32.774","17.824","15.19","17.002","15.225","16.975","18.675","16.423","14.344","18.539","28.582","21.285","21.164","20.5","14.294","17.662","16.159","16.419","17.114","15.736","36.947","60.364","683.5","59","50.167","34.595","33.425","32.249","25.847","21.19","21.363","52.627","22.377","22.701","20.576","16.77","14.389","11.176","11.02","11.222","11.159","10.493","10.815","12.843","13.228","12.642","13.002","12.494","11.666","12.108","11.722","11.943","10.316","10.875","10.702","11.903","8.638","8.349","7.601","8.206","12.594","18.764","14.687","16.266","9.975","10.701"
ForwardPeRatio,,,"11.429","13.175","15.337","16.502","15.625","12.788","11.468","13.947","15.773","15.601","22.124","24.45","17.065","13.661",,"15.65","12.092","13.908","17.668",,,,,,,,,,,,"13.812","13.158","14.184","12.642","12.547","15.625","16.502","17.331","16.978","14.389","14.903","11.468","12.195","12.739","13.812","11.001",,"10.753",,,,"11.429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.381","1.316","1.418","1.264","1.254","1.561","1.65","1.733","1.698","1.439","1.491","1.147","1.219","1.273","1.382","1.101",,"1.075",,,,"1.143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.637","0.511","0.547","0.551","0.549","0.563","0.526","0.522","0.525","0.539","0.532","0.523","0.545","0.495","0.501","0.529","0.519","0.605","0.667","0.63","0.626","0.695","0.705","0.67","0.705","0.633","0.63","0.634","0.695","0.729","0.753","0.725","0.737","0.706","0.772","0.695","0.697","0.774","0.712","0.725","0.698","0.737","0.799","0.68","1.429","0.814","0.905","0.825","0.792","0.951","3.899","1.032","1.024","1.038","1.15","0.998","0.888","0.999","1.006","1.234","1.157","1.318","1.531","1.586","1.516","1.516","1.366","1.276","1.2","1.112","1.086","0.931","0.965","0.967","1.013","0.683","0.632","0.504","0.483","0.472","0.495","0.461","0.511","0.608","0.659"
PbRatio,"1.006","0.792","0.832","0.824","0.859","0.878","0.844","0.857","0.9","0.973","0.964","0.958","1.016","0.959","0.932","0.958","0.904","0.993","1.085","0.997","0.974","1.092","1.065","0.98","1.024","0.921","0.831","0.901","1.002","1.025","1.044","1.019","1.013","0.972","1.08","0.946","0.895","0.983","0.899","0.913","0.87","0.912","0.933","0.792","0.855","0.894","0.977","0.846","0.809","0.96","1.028","1.005","1.043","1.062","1.177","1.303","1.129","1.241","1.237","1.232","1.148","1.339","1.593","1.718","1.637","1.684","1.617","1.474","1.398","1.315","1.253","1.084","1.161","1.188","1.352","0.975","0.91","0.754","0.74","0.71","0.77","0.703","0.774","0.902","0.97"
EnterprisesValueRevenueRatio,"0.608","1.926","1.946","1.972","1.882","2.171","2.068","2.121","2.183","2.267","1.982","2.075","2.143","1.8","2.075","2.063","2.08","2.448","2.658","2.588","2.552","2.906","2.866","2.845","2.867","2.585","2.496","2.726","3.08","3.034","3.26","3.401","3.36","3.418","3.67","3.17","3.287","3.668","3.409","3.368","3.347","3.469","3.431","3.237","3.629","3.616","4.056","3.455","3.443","4.06","3.995","4.346","4.1","4.236","4.606","5.096","4.579","5.231","5.327","5.081","4.781","5.498","6.205","6.52","6.288","6.31","5.586","5.194","4.864","4.466","4.34","3.803","4.101","4.207","5.421","3.049","2.678","2.275","2.257","2.078","2.333","2.17","2.466","2.868","3.118"
