name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"1,668,848,000","426,460,000","429,851,000","424,060,000","388,478,000","331,983,000","601,293,000","1,061,731,000","277,998,000","234,514,000","289,804,000","213,263,000","218,447,000","195,199,000","174,513,000","169,424,000","170,173,000","140,590,000","129,605,000","135,291,000","108,223,000","109,131,000","105,275,000","106,315,000","95,402,000","111,155,000","93,477,000","84,072,000","77,096,000","82,157,000","74,326,000","75,853,000","68,308,000","68,271,000","67,409,000","70,969,000","73,558,000","57,328,000","63,912,000","49,832,000","48,823,000","48,245,000","48,887,000","20,666,000","13,054,000","12,171,000","8,146,000","15,991,000","36,878,000","46,455,000","21,769,000","11,646,000","9,408,000","9,142,000","10,068,000","8,079,000","10,004,000","7,085,000","7,836,000","4,637,000","5,611,000","4,336,000","2,583,000","2,441,000","2,840,000","2,141,000","2,319,000","2,632,000","2,200,000","2,606,000","1,696,000","1,491,000","1,542,000","1,972,000","1,329,587","1,525,377","1,504,593","710,443","634,285","404,706","375,405","269,272","169,233","70,331","34,584","1"
	OperatingRevenue,"1,668,848,000","426,460,000","429,851,000","424,060,000","388,478,000","331,983,000","601,293,000","1,061,731,000","277,998,000","234,514,000","289,804,000","213,263,000","218,447,000","195,199,000","174,513,000","169,424,000","170,173,000","140,590,000","129,605,000","135,291,000","108,223,000","109,131,000","105,275,000","106,315,000","95,402,000","111,155,000","93,477,000","84,072,000","77,096,000","82,157,000","74,326,000","75,853,000","68,308,000","68,271,000","67,409,000","70,969,000","73,558,000","57,328,000","63,912,000","49,832,000","48,823,000","48,245,000","48,887,000","20,666,000","13,054,000","12,171,000","8,146,000","15,991,000","36,878,000","46,455,000","21,769,000","11,646,000","9,408,000","9,142,000","10,068,000","8,079,000","10,004,000","7,085,000","7,836,000","4,637,000","5,611,000","4,336,000","2,583,000","2,441,000","2,840,000","2,141,000","2,319,000","2,632,000","2,200,000","2,606,000","1,696,000","1,491,000","1,542,000","1,972,000","1,329,587","1,525,377","1,504,593","710,443","634,285","404,706","375,405","269,272","169,233","70,331","34,584","1"
CostOfRevenue,"335,056,000","87,626,000","86,690,000","82,650,000","78,090,000","64,135,000","61,758,000","78,296,000","48,244,000","29,421,000","11,928,000","10,827,000","10,897,000","10,300,000","35,585,000","17,668,000","19,305,000","15,735,000","15,663,000","14,215,000","12,379,000","11,861,000","11,575,000","11,175,000","10,008,000","9,559,000","10,379,000","10,098,000","8,579,000","8,384,000","8,572,000","7,626,000","6,732,000","6,128,000","6,837,000","5,455,000","4,758,000","4,094,000","3,546,000","3,355,000","3,497,000","3,071,000","2,391,000","724,000","0","0","0","0","0","0",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-78,606"
GrossProfit,"1,333,792,000","338,834,000","343,161,000","341,410,000","310,388,000","267,848,000","539,535,000","983,435,000","229,754,000","205,093,000","277,876,000","202,436,000","207,550,000","184,899,000","138,928,000","151,756,000","150,868,000","124,855,000","113,942,000","121,076,000","95,844,000","97,270,000","93,700,000","95,140,000","85,394,000","101,596,000","83,098,000","73,974,000","68,517,000","73,773,000","65,754,000","68,227,000","61,576,000","62,143,000","60,572,000","65,514,000","68,800,000","53,234,000","60,366,000","46,477,000","45,326,000","45,174,000","46,496,000","19,942,000","13,054,000","12,171,000","8,146,000","15,991,000","36,878,000","46,455,000",,"11,646,000","9,408,000","9,142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,607"
OperatingExpense,"2,026,478,000","471,884,000","515,231,000","639,373,000","399,991,000","390,268,000","374,549,000","345,249,000","323,719,000","317,448,000","316,290,000","292,220,000","246,260,000","238,536,000","229,239,000","197,330,000","181,152,000","218,684,000","158,954,000","153,273,000","155,118,000","156,588,000","149,549,000","127,552,000","118,836,000","122,618,000","108,242,000","100,474,000","116,080,000","95,516,000","93,478,000","83,852,000","79,219,000","78,514,000","76,253,000","89,298,000","75,809,000","69,621,000","71,074,000","60,234,000","62,617,000","60,672,000","65,193,000","60,875,000","64,840,000","45,147,000","43,042,000","51,325,000","45,754,000","35,547,000","34,470,000","32,219,000","32,731,000","37,402,000","41,944,000","31,398,000","27,593,000","26,087,000","24,415,000","21,032,000","17,993,000","14,625,000","13,827,000","12,416,000","12,409,000","11,558,000","10,316,000","9,470,000","11,222,000","10,820,000","12,882,000","11,373,000","10,934,000","9,180,000","7,063,088","7,009,829","7,250,433","7,009,650","6,865,569","5,978,783","7,196,405","6,837,835","5,912,643","7,106,406","6,030,995","4,902,299"
	SellingGeneralAndAdministration,"730,573,000","174,225,000","210,937,000","180,281,000","165,130,000","159,842,000","158,365,000","127,579,000","125,642,000","122,249,000","115,229,000","96,101,000","82,331,000","80,271,000","79,467,000","57,155,000","58,292,000","66,182,000","48,450,000","39,667,000","40,712,000","38,404,000","41,377,000","34,841,000","33,282,000","29,747,000","33,635,000","29,684,000","30,343,000","32,121,000","29,435,000","25,342,000","25,525,000","24,018,000","25,481,000","21,451,000","23,536,000","21,886,000","23,411,000","18,842,000","19,862,000","22,185,000","24,954,000","19,795,000","15,197,000","12,713,000","10,522,000","7,038,000","6,467,000","5,231,000","5,552,000","3,956,000","4,019,000","4,156,000","4,362,000","3,687,000","4,094,000","3,935,000","4,306,000","3,297,000","2,814,000","2,820,000","2,746,000","2,619,000","2,402,000","2,307,000","1,779,000","1,664,000","1,857,000","1,845,000","1,889,000","1,795,000","1,920,000","1,608,000","1,943,394","1,530,617","1,616,771","1,482,218","1,509,506","1,682,119","1,882,562","1,984,939","1,981,079","2,012,775","2,511,890","1,967,693"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,451,000","23,536,000","21,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,487,000","3,638,000","3,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,964,000","19,898,000","18,217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"1,295,905,000","297,659,000","304,294,000","459,092,000","234,861,000","230,426,000","216,184,000","217,670,000","198,077,000","195,199,000","201,061,000","196,119,000","163,929,000","158,265,000","149,772,000","140,175,000","122,860,000","152,502,000","110,504,000","113,606,000","114,406,000","118,184,000","108,172,000","92,711,000","85,554,000","92,871,000","74,607,000","70,790,000","85,737,000","63,395,000","64,043,000","58,510,000","53,694,000","54,496,000","50,772,000","67,847,000","52,273,000","47,735,000","47,663,000","41,392,000","42,755,000","38,487,000","40,239,000","41,080,000","49,643,000","32,434,000","32,520,000","44,287,000","39,287,000","30,316,000","28,918,000","28,263,000","28,712,000","33,246,000","37,582,000","27,711,000","23,499,000","22,152,000","20,109,000","17,735,000","15,179,000","11,805,000","11,081,000","9,797,000","10,007,000","9,251,000","8,537,000","7,806,000","9,365,000","8,975,000","10,993,000","9,578,000","9,014,000","7,572,000","5,119,694","5,479,212","5,633,662","5,527,432","5,356,063","4,296,664","5,314,607","4,852,896","3,931,564","5,093,631","3,519,105","2,855,999"
