name,ttm,03/31/2022,12/31/2021
MarketCap,"1,286,092,469","2,444,915,372","2,692,756,108"
EnterpriseValue,"1,174,072,469","2,266,481,372","2,677,647,108"
PsRatio,"324.689","284.218","320.681"
PbRatio,"8.343","11.48","71.801"
EnterprisesValueRevenueRatio,"296.408","1,073.653","17,275.143"
EnterprisesValueEBITDARatio,"-6.774","-38.289","-69.918"
