name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,09/30/2005
TotalAssets,"14,580,889,000","14,132,511,000","14,057,450,000","14,236,701,000","14,464,784,000","14,572,833,000","14,642,221,000","14,834,743,000","15,002,343,000","14,806,191,000","14,542,356,000","14,371,739,000","14,206,627,000","14,238,678,000","14,137,331,000","13,936,593,000","13,956,028,000","13,887,880,000","13,692,563,000","13,525,579,000","13,406,192,000","13,189,875,000","12,906,062,000","12,624,350,000","12,466,565,000","12,390,639,000","12,368,886,000","12,259,506,000","12,133,694,000","12,067,843,000","11,803,195,000","11,716,018,000","11,534,441,000","11,381,447,000","11,269,346,000","11,136,540,000","11,121,761,000","11,379,628,000","11,518,125,000","11,494,997,000","11,286,768,000","11,058,126,000","10,892,948,000","10,877,541,000","10,885,060,000","11,064,672,000","11,076,027,000","10,940,202,000","10,737,175,000","10,727,574,000","10,598,840,000","10,783,140,000","10,644,880,000","10,875,754,000","10,786,451,000","10,360,935,000","10,460,827,000","10,476,910,000","10,278,029,000","10,016,373,000","9,850,164,000","8,733,145,000","8,595,567,000","8,913,820,000"
TotalLiabilitiesNetMinorityInterest,"12,785,141,000","12,379,141,000","12,325,170,000","12,526,985,000","12,761,313,000","12,915,001,000","12,970,368,000","13,179,267,000","13,347,179,000","13,077,242,000","12,845,602,000","12,661,257,000","12,470,642,000","12,494,898,000","12,378,927,000","12,191,299,000","12,226,233,000","12,187,202,000","12,002,604,000","11,847,955,000","11,727,802,000","11,524,542,000","11,245,604,000","10,945,352,000","10,776,158,000","10,688,194,000","10,639,516,000","10,498,231,000","10,343,268,000","10,255,150,000","9,963,738,000","9,851,154,000","9,650,313,000","9,519,007,000","9,397,869,000","9,284,609,000","9,286,377,000","9,559,584,000","9,711,275,000","9,689,557,000","9,486,965,000","9,262,166,000","9,119,024,000","9,111,154,000","9,132,078,000","9,317,096,000","9,323,130,000","9,178,675,000","8,984,638,000","8,976,377,000","8,852,975,000","9,006,396,000","8,872,173,000","9,080,910,000","8,942,799,000","8,405,940,000","8,440,363,000","8,468,773,000","8,291,828,000","8,056,170,000","8,809,196,000","7,704,497,000","7,582,973,000","7,939,946,000"
TotalEquityGrossMinorityInterest,"1,795,748,000","1,753,370,000","1,732,280,000","1,709,716,000","1,703,471,000","1,657,832,000","1,671,853,000","1,655,476,000","1,655,164,000","1,728,949,000","1,696,754,000","1,710,482,000","1,735,985,000","1,743,780,000","1,758,404,000","1,745,294,000","1,729,795,000","1,700,678,000","1,689,959,000","1,677,624,000","1,678,390,000","1,665,333,000","1,660,458,000","1,678,998,000","1,690,407,000","1,702,445,000","1,729,370,000","1,761,275,000","1,790,426,000","1,812,693,000","1,839,457,000","1,864,864,000","1,884,128,000","1,862,440,000","1,871,477,000","1,851,931,000","1,835,384,000","1,820,044,000","1,806,850,000","1,805,440,000","1,799,803,000","1,795,960,000","1,773,924,000","1,766,387,000","1,752,982,000","1,747,576,000","1,752,897,000","1,761,527,000","1,752,537,000","1,751,197,000","1,745,865,000","1,776,744,000","1,772,707,000","1,794,844,000","1,843,652,000","1,954,995,000","2,020,464,000","2,008,137,000","1,986,201,000","1,960,203,000","1,040,968,000","1,028,648,000","1,012,594,000","973,874,000"
	StockholdersEquity,"1,795,748,000","1,753,370,000","1,732,280,000","1,709,716,000","1,703,471,000","1,657,832,000","1,671,853,000","1,655,476,000","1,655,164,000","1,728,949,000","1,696,754,000","1,710,482,000","1,735,985,000","1,743,780,000","1,758,404,000","1,745,294,000","1,729,795,000","1,700,678,000","1,689,959,000","1,677,624,000","1,678,390,000","1,665,333,000","1,660,458,000","1,678,998,000","1,690,407,000","1,702,445,000","1,729,370,000","1,761,275,000","1,790,426,000","1,812,693,000","1,839,457,000","1,864,864,000","1,884,128,000","1,862,440,000","1,871,477,000","1,851,931,000","1,835,384,000","1,820,044,000","1,806,850,000","1,805,440,000","1,799,803,000","1,795,960,000","1,773,924,000","1,766,387,000","1,752,982,000","1,747,576,000","1,752,897,000","1,761,527,000","1,752,537,000","1,751,197,000","1,745,865,000","1,776,744,000","1,772,707,000","1,794,844,000","1,843,652,000","1,954,995,000","2,020,464,000","2,008,137,000","1,986,201,000","1,960,203,000","1,040,968,000","1,028,648,000","1,012,594,000","973,874,000"
		CapitalStock,"3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000",,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,,,,,,,,,,
			CommonStock,"3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000","3,323,000",,,,
		AdditionalPaidInCapital,"1,748,589,000","1,746,992,000","1,746,887,000","1,745,344,000","1,742,681,000","1,739,178,000","1,742,714,000","1,741,003,000","1,739,523,000","1,736,322,000","1,734,154,000","1,731,329,000","1,729,499,000","1,727,909,000","1,726,992,000","1,725,049,000","1,723,254,000","1,721,067,000","1,722,672,000","1,721,153,000","1,719,718,000","1,718,085,000","1,716,818,000","1,714,524,000","1,712,384,000","1,709,868,000","1,707,629,000","1,705,603,000","1,703,791,000","1,701,982,000","1,702,441,000","1,700,996,000","1,699,328,000","1,697,701,000","1,696,370,000","1,695,360,000","1,693,821,000","1,693,240,000","1,691,884,000","1,691,144,000","1,689,810,000","1,688,101,000","1,686,216,000","1,690,561,000","1,689,086,000","1,687,535,000","1,686,062,000","1,685,139,000","1,682,841,000","1,680,879,000","1,679,000,000","1,678,141,000","1,676,124,000","1,674,927,000","1,672,953,000","1,669,423,000","1,669,085,000","1,668,774,000","1,668,215,000","1,667,575,000","627,979,000","627,979,000","627,979,000","627,979,000"
		RetainedEarnings,"856,555,000","855,318,000","853,657,000","851,073,000","849,394,000","840,678,000","865,514,000","865,965,000","853,155,000","849,929,000","837,662,000","829,508,000","823,644,000","815,918,000","807,890,000","798,626,000","786,167,000","771,317,000","760,070,000","745,513,000","729,063,000","712,079,000","698,930,000","682,727,000","667,560,000","653,891,000","641,791,000","624,263,000","611,335,000","600,202,000","589,678,000","578,741,000","561,133,000","544,849,000","529,021,000","513,311,000","497,113,000","484,307,000","473,247,000","472,185,000","471,317,000","470,295,000","461,836,000","453,503,000","447,502,000","445,285,000","452,633,000","463,399,000","458,363,000","460,633,000","456,875,000","474,966,000","470,168,000","469,808,000","462,190,000","452,466,000","450,373,000","440,319,000","421,503,000","406,453,000","423,710,000","411,723,000","395,892,000","352,353,000"
		TreasuryStock,"768,304,000","767,457,000","768,035,000","766,820,000","766,407,000","764,774,000","767,649,000","767,655,000","767,723,000","766,492,000","764,589,000","762,200,000","760,367,000","757,464,000","754,272,000","751,173,000","746,645,000","741,034,000","735,530,000","726,396,000","707,070,000","699,132,000","681,569,000","646,762,000","618,359,000","585,958,000","548,557,000","500,665,000","457,861,000","417,578,000","379,109,000","344,589,000","302,723,000","303,596,000","278,215,000","279,090,000","279,629,000","280,622,000","280,937,000","281,726,000","282,090,000","282,090,000","282,090,000","287,797,000","288,083,000","288,354,000","288,366,000","289,324,000","289,324,000","289,324,000","287,514,000","282,368,000","277,852,000","252,932,000","192,662,000","69,316,000",,,,,,,,
