name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"661,822,000","186,676,000","183,640,000","154,255,000","137,251,000","111,877,000","133,771,000","105,383,000","40,234,000","127,231,000","191,511,000","166,815,000","181,661,000","148,817,000","174,360,000","136,656,000","140,550,000","121,333,000","134,028,000","97,496,000","107,316,000","91,102,000","116,419,000","87,007,000","91,472,000","83,343,000","105,845,000","68,817,000","78,953,000","76,922,000","96,019,000","63,467,000","62,697,000","57,594,000"
	OperatingRevenue,"661,822,000","186,676,000","183,640,000","154,255,000","137,251,000","111,877,000","133,771,000","105,383,000","40,234,000","127,231,000","191,511,000","166,815,000","181,661,000","148,817,000","174,360,000","136,656,000","140,550,000","121,333,000","134,028,000","97,496,000","107,316,000","91,102,000","116,419,000","87,007,000","91,472,000","83,343,000","105,845,000","68,817,000","78,953,000","76,922,000","96,019,000","63,467,000","62,697,000","57,594,000"
CostOfRevenue,"308,949,000","84,443,000","93,616,000","70,434,000","60,456,000","46,645,000","65,933,000","56,830,000","34,037,000","63,208,000","95,290,000","81,141,000","87,076,000","67,203,000","92,005,000","66,999,000","65,949,000","55,317,000","66,189,000","41,370,000","46,056,000","36,308,000","59,400,000","41,106,000","43,561,000","38,371,000","57,519,000","33,163,000","40,008,000","40,287,000","56,127,000","32,657,000","31,391,000","29,607,000"
GrossProfit,"352,873,000","102,233,000","90,024,000","83,821,000","76,795,000","65,232,000","67,838,000","48,553,000","6,197,000","64,023,000","96,221,000","85,674,000","94,585,000","81,614,000","82,355,000","69,657,000","74,601,000","66,016,000","67,839,000","56,126,000","61,260,000","54,794,000","57,019,000","45,901,000","47,911,000","44,972,000","48,326,000","35,654,000","38,945,000","36,635,000","39,892,000","30,810,000","31,306,000","27,987,000"
OperatingExpense,"190,227,000","53,576,000","60,834,000","39,274,000","36,543,000","35,826,000","35,666,000","32,511,000","28,919,000","29,756,000","34,651,000","32,613,000","29,319,000","28,429,000","29,613,000","26,084,000","25,790,000","27,098,000","25,562,000","22,172,000","23,010,000","21,739,000","20,950,000","19,748,000","20,080,000","19,362,000","19,534,000","25,315,000","20,276,000","22,333,000","20,551,000","16,855,000","16,601,000","14,449,000"
	SellingGeneralAndAdministration,"102,876,000","30,826,000","27,292,000","22,969,000","21,789,000","22,490,000","17,442,000","18,295,000","15,896,000","16,953,000","20,874,000","20,928,000","18,864,000","18,154,000","20,380,000","17,233,000","17,210,000","17,623,000","17,710,000","14,071,000","14,768,000","13,820,000","13,538,000","12,244,000","12,381,000","11,845,000","11,733,000","17,348,000","12,354,000","14,138,000","11,825,000","8,582,000","8,094,000","6,620,000"
	DepreciationAmortizationDepletionIncomeStatement,"73,009,000","25,683,000","16,042,000","16,248,000","15,036,000","15,474,000","14,396,000","13,636,000","13,008,000","12,792,000","12,030,000","11,832,000","10,577,000","9,907,000","9,313,000","8,863,000","8,619,000","8,465,000","7,779,000","8,137,000","7,894,000","7,951,000","8,375,000","7,745,000","7,678,000","7,703,000","7,998,000","7,976,000","7,983,000","8,201,000","8,756,000","8,542,000","8,507,000","6,536,000"
		DepreciationAndAmortizationInIncomeStatement,"73,009,000","25,683,000","16,042,000","16,248,000","15,036,000","15,474,000","14,396,000","13,636,000","13,008,000","12,792,000","12,030,000","11,832,000","10,577,000","9,907,000","9,313,000","8,863,000","8,619,000","8,465,000","7,779,000","8,137,000","7,894,000","7,951,000","8,375,000","7,745,000","7,678,000","7,703,000","7,998,000","7,976,000","7,983,000","8,201,000","8,756,000","8,542,000","8,507,000","6,536,000"
	OtherOperatingExpenses,"14,342,000","-2,933,000","17,500,000","57,000","-282,000","-2,138,000","3,828,000","580,000","15,000","11,000","1,747,000","-147,000","-122,000","368,000","-80,000","-12,000","-39,000","1,010,000","73,000","-36,000","348,000","-32,000","-963,000","-241,000","21,000","-186,000","-197,000","-9,000","-61,000","-6,000","-30,000","-269,000",,"1,293,000"
OperatingIncome,"162,646,000","48,657,000","29,190,000","44,547,000","40,252,000","29,406,000","32,172,000","16,042,000","-22,722,000","34,267,000","61,570,000","53,061,000","65,266,000","53,185,000","52,742,000","43,573,000","48,811,000","38,918,000","42,277,000","33,954,000","38,250,000","33,055,000","36,069,000","26,153,000","27,831,000","25,610,000","28,792,000","10,339,000","18,669,000","14,302,000","19,341,000","13,955,000","14,705,000","13,538,000"
