name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"-2,276,800,000","-670,200,000","-446,600,000","-561,000,000","-599,000,000","-151,200,000","198,400,000","312,100,000","327,300,000","15,900,000","109,400,000","-76,200,000","-33,000,000","-96,300,000","50,900,000","-30,200,000"
	CashFlowFromContinuingOperatingActivities,"-2,276,700,000","-670,000,000","-446,500,000","-561,100,000","-599,100,000","-151,100,000","198,400,000","312,000,000","327,300,000","15,900,000","109,300,000","-76,100,000","-33,100,000","-96,300,000","50,900,000","-30,200,000"
		NetIncomeFromContinuingOperations,"-1,885,600,000","-757,100,000","-439,300,000","-376,000,000","-313,200,000","-8,600,000","63,500,000","69,300,000","89,100,000","-55,500,000","-55,400,000","-49,800,000","-47,400,000","-38,600,000","-55,100,000","-54,500,000"
		OperatingGainsLosses,,"9,900,000","4,000,000","5,200,000",,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"22,500,000","12,200,000","1,700,000","5,200,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"127,400,000","38,200,000","36,100,000","28,100,000","25,000,000","14,600,000","12,800,000","11,400,000","12,000,000","11,000,000","10,100,000","7,100,000","6,700,000","5,800,000","5,000,000","4,200,000"
			DepreciationAndAmortization,"127,400,000","38,200,000","36,100,000","28,100,000","25,000,000","14,600,000","12,800,000","11,400,000","12,000,000","11,000,000","10,100,000","7,100,000","6,700,000","5,800,000","5,000,000","4,200,000"
		AmortizationOfSecurities,"5,600,000","0","900,000","2,500,000","2,200,000","3,900,000","1,800,000","1,700,000",,,"-800,000","300,000",,,"0","0"
		AssetImpairmentCharge,"225,600,000","216,700,000","7,100,000","600,000","1,200,000",,,,,,,,,,,
		StockBasedCompensation,"327,100,000","117,100,000","71,900,000","52,900,000","85,200,000","41,700,000","37,500,000","29,600,000","32,500,000","20,500,000","17,100,000","18,700,000","13,500,000","7,500,000","31,800,000","36,700,000"
		OtherNonCashItems,"117,700,000","33,300,000","31,000,000","27,800,000","25,600,000","18,400,000","15,800,000","14,800,000","16,500,000","16,000,000","12,300,000","9,300,000","100,000","100,000","100,000","100,000"
		ChangeInWorkingCapital,"-1,217,100,000","-328,300,000","-158,300,000","-302,100,000","-428,400,000","-224,500,000","67,000,000","185,300,000","177,200,000","23,200,000","126,300,000","-61,800,000","-4,200,000","-71,100,000","69,100,000","-16,700,000"
			ChangeInReceivables,"5,500,000","19,800,000","-13,600,000","-9,800,000","9,100,000","24,000,000","-3,000,000","-15,000,000","16,700,000","-29,200,000","26,200,000","-2,400,000","4,700,000","3,600,000","-17,300,000","-100,000"
				ChangesInAccountReceivables,"5,500,000","19,800,000","-13,600,000","-9,800,000","9,100,000","24,000,000","-3,000,000","-15,000,000","16,700,000","-29,200,000","26,200,000","-2,400,000","4,700,000","3,600,000","-17,300,000","-100,000"
			ChangeInInventory,"-696,800,000","128,200,000","-269,100,000","-332,400,000","-223,500,000","-90,700,000","-155,000,000","-118,000,000","-50,600,000","48,000,000","-25,100,000","-69,100,000","-24,800,000","-4,400,000","-56,300,000","-25,800,000"
			ChangeInPrepaidAssets,"-38,100,000","10,300,000","-10,400,000","-40,400,000","2,400,000","500,000","-17,000,000","-18,200,000","-8,800,000","-11,800,000","-14,400,000","1,900,000","-15,400,000","6,200,000","-12,300,000","-8,800,000"
			ChangeInPayablesAndAccruedExpense,"-264,800,000","-432,600,000","116,200,000","56,000,000","-4,400,000","112,300,000","175,500,000","156,400,000","69,400,000","-34,000,000","80,500,000","17,500,000","36,600,000","-41,400,000","100,200,000","21,900,000"
			ChangeInOtherCurrentAssets,"-12,000,000","1,800,000","0","-8,400,000","-5,400,000","-14,400,000","-5,200,000","5,900,000","-3,900,000","-10,100,000","-6,700,000","-1,400,000","1,100,000","-1,100,000","-3,100,000","-2,400,000"
			ChangeInOtherCurrentLiabilities,"-46,600,000","-26,400,000","-16,600,000","-7,700,000","4,100,000","-8,500,000","-16,600,000","16,800,000","6,100,000","4,600,000","6,000,000","-16,800,000","4,500,000","2,900,000","4,900,000","1,500,000"
			ChangeInOtherWorkingCapital,"-164,300,000","-29,400,000","35,200,000","40,600,000","-210,700,000","-247,700,000","88,300,000","157,400,000","148,300,000","55,700,000","59,800,000","8,500,000","-10,900,000","-36,900,000","53,000,000","-3,000,000"
InvestingCashFlow,"-128,700,000","-76,600,000","270,300,000","29,300,000","-351,700,000","113,300,000","-409,100,000","62,400,000","164,600,000","-35,100,000","-963,600,000","92,800,000","-44,900,000","-226,700,000","-14,700,000","-11,200,000"
	CashFlowFromContinuingInvestingActivities,"-128,600,000","-76,600,000","270,300,000","29,300,000","-351,600,000","113,400,000","-409,200,000","62,400,000","164,500,000","-35,000,000","-963,700,000","92,800,000","-44,900,000","-226,600,000","-14,800,000","-11,200,000"
		NetPPEPurchaseAndSale,"-316,700,000","-65,200,000","-91,200,000","-87,200,000","-73,100,000","-48,500,000","-70,200,000","-49,200,000","-46,300,000","-61,300,000","-26,300,000","-22,500,000","-35,100,000","-22,000,000","-14,700,000","-11,200,000"
			PurchaseOfPPE,"-316,700,000","-65,200,000","-91,200,000","-87,200,000","-73,100,000","-48,500,000","-70,200,000","-49,200,000","-46,300,000","-61,300,000","-26,300,000","-22,500,000","-35,100,000","-22,000,000","-14,700,000","-11,200,000"
		NetIntangiblesPurchaseAndSale,"-30,300,000","-11,400,000","-8,900,000","-3,800,000","-6,200,000","-4,300,000","12,200,000","-12,900,000",,,,,,,,
			PurchaseOfIntangibles,"-30,300,000","-11,400,000","-8,900,000","-3,800,000","-6,200,000","-4,300,000","12,200,000","-12,900,000",,,,,,,,
		NetBusinessPurchaseAndSale,"-431,500,000","0",,,"-420,500,000","-57,700,000",,,"600,000","300,000",,,"0","0",,
			PurchaseOfBusiness,"-431,500,000","0",,,"-420,500,000","-57,700,000",,,"600,000","300,000",,,"0","0",,
		NetInvestmentPurchaseAndSale,"665,900,000","0","397,400,000","120,300,000","148,200,000","223,900,000","-273,100,000","124,500,000","210,200,000","26,000,000","-891,500,000","115,300,000","-9,800,000","-204,600,000","0","0"
			PurchaseOfInvestment,"0","0",,,"0","100,000",,,"0","-226,600,000",,,"-45,800,000","-204,600,000",,
			SaleOfInvestment,"665,900,000","0","397,400,000","120,300,000","148,200,000","223,800,000","176,100,000","124,500,000","210,200,000","252,600,000","81,600,000","115,300,000","36,000,000","0","0","0"
		NetOtherInvestingChanges,"-16,100,000","0",,,"-100,000","-100,000",,,,,,,,,,
FinancingCashFlow,"1,335,300,000","21,800,000","1,257,600,000","29,600,000","26,300,000","846,900,000","24,800,000","18,800,000","30,900,000","7,400,000","3,500,000","1,198,400,000","5,400,000","1,300,000","-128,800,000","539,300,000"
