name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,09/30/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,06/30/1988
TotalAssets,"23,423,100,000","22,036,400,000","21,081,500,000","21,473,500,000","19,902,100,000","19,789,800,000","18,851,600,000","19,020,600,000","18,975,500,000","19,298,500,000","20,440,100,000","20,643,900,000","20,445,300,000","20,119,200,000","20,414,700,000","20,398,000,000","20,452,300,000","18,633,400,000","17,803,100,000","17,444,400,000","17,096,400,000","16,840,700,000","17,263,200,000","17,684,800,000","17,627,100,000","17,412,400,000","17,117,900,000","17,776,900,000","17,631,900,000","18,283,000,000","18,455,500,000","18,293,500,000","18,112,300,000","17,656,600,000","18,086,000,000","17,322,100,000","17,440,700,000","17,070,100,000","16,690,400,000","15,936,700,000","15,802,300,000","16,180,800,000","15,786,900,000","14,699,100,000","14,199,400,000","13,071,900,000","12,707,700,000","12,278,200,000","12,696,600,000","12,478,900,000","12,676,200,000","11,773,300,000","12,427,700,000","13,010,100,000","11,819,800,000","10,600,600,000","9,694,100,000","9,313,100,000","9,163,600,000","8,723,100,000","8,653,200,000","8,745,600,000","8,720,600,000","8,704,400,000","8,695,500,000","8,607,400,000","8,444,000,000","8,093,500,000","7,921,600,000","3,681,300,000","3,632,000,000","3,636,500,000","3,670,700,000","3,665,500,000","3,752,400,000","3,563,900,000","3,637,100,000","3,652,400,000","3,804,300,000","3,846,500,000","4,248,900,000","4,398,400,000","4,378,400,000","4,136,400,000","4,261,600,000","4,867,700,000","4,962,700,000","5,105,600,000","5,195,900,000","6,020,300,000","5,961,600,000","6,340,900,000","6,456,900,000","6,739,200,000","6,741,100,000","4,843,700,000","4,673,900,000","3,646,100,000","3,611,600,000","3,675,100,000","3,485,200,000","3,386,300,000","3,436,800,000","3,526,200,000","2,684,100,000","2,762,800,000","2,693,200,000","2,685,700,000","2,676,900,000","2,732,900,000","2,778,300,000","2,842,400,000","2,826,300,000","2,824,000,000","2,055,600,000","1,915,900,000","1,844,000,000","1,827,600,000","1,778,000,000","1,829,600,000","1,883,500,000","1,775,700,000","1,739,300,000","1,676,100,000","1,644,600,000","1,594,900,000","1,584,700,000","1,601,500,000","1,664,800,000","1,645,300,000","1,677,900,000","1,472,100,000"
	CurrentAssets,"6,225,400,000","5,325,300,000","4,599,100,000","4,987,600,000","3,727,300,000","3,521,200,000","3,748,800,000","4,055,600,000","4,221,100,000","3,718,200,000","4,125,300,000","4,228,800,000","4,146,300,000","4,237,000,000","4,178,000,000","4,170,400,000","3,841,400,000","4,616,500,000","3,375,500,000","3,337,200,000","3,216,200,000","3,057,700,000","3,449,200,000","3,792,500,000","3,957,100,000","4,144,700,000","4,263,000,000","5,100,100,000","5,251,600,000","5,364,200,000","5,658,500,000","5,188,400,000","5,355,400,000","6,291,300,000","6,880,500,000","6,342,000,000","6,533,100,000","6,540,900,000","6,581,100,000","5,930,400,000","6,359,400,000","6,757,800,000","6,684,900,000","5,693,600,000","5,524,300,000","4,754,800,000","4,974,800,000","4,791,300,000","5,011,300,000","5,002,200,000","5,307,800,000","5,219,600,000","5,970,500,000","6,177,000,000","4,809,500,000","3,167,200,000","2,277,800,000","2,170,000,000","1,955,500,000","1,778,800,000","1,627,400,000","1,617,800,000","1,580,400,000","1,480,600,000","1,651,100,000","1,758,200,000","1,731,900,000","1,524,600,000","1,448,200,000","616,900,000","617,600,000","620,300,000","639,600,000","608,100,000","701,700,000","559,700,000","700,000,000","616,000,000","740,700,000","749,200,000","1,153,200,000","1,244,100,000","728,900,000","544,000,000","592,900,000","688,700,000","784,600,000","894,000,000","927,900,000","1,047,300,000","989,000,000","1,362,000,000","1,482,600,000","1,331,300,000","1,406,800,000","1,173,200,000","1,062,200,000","983,400,000","1,014,400,000","1,117,300,000","933,600,000","876,000,000","918,200,000","1,023,900,000","655,100,000","591,200,000","504,400,000","501,500,000","466,600,000","509,900,000","534,000,000","588,100,000","556,200,000","534,800,000","433,400,000","380,600,000","309,700,000","312,700,000","265,800,000","332,200,000","349,500,000","275,400,000","295,600,000","291,100,000","289,600,000","255,100,000","245,500,000","309,600,000","363,000,000","365,500,000","394,500,000","376,900,000"
		CashCashEquivalentsAndShortTermInvestments,"881,900,000","769,500,000","842,800,000","1,417,600,000","692,000,000","574,000,000","923,000,000","1,073,300,000","1,069,200,000","519,100,000","641,100,000","401,900,000","384,600,000","847,700,000","1,029,900,000","1,035,300,000","659,400,000","2,153,500,000","685,700,000","660,600,000","675,300,000","673,100,000","653,500,000","1,059,300,000","1,057,700,000","1,276,300,000","1,284,900,000","2,209,900,000","2,517,400,000","2,374,600,000","2,970,600,000","2,367,000,000","2,490,700,000","3,338,600,000","3,697,100,000","3,322,700,000","3,420,700,000","3,594,800,000","3,811,000,000","3,201,900,000","3,627,600,000","4,038,000,000","3,906,400,000","3,352,100,000","3,713,800,000","2,755,200,000","2,922,600,000","2,692,300,000","2,648,100,000","2,598,700,000","2,703,200,000","2,529,000,000","2,811,600,000","2,189,700,000","1,960,700,000","1,134,200,000","642,200,000","639,200,000","420,600,000","459,700,000","268,400,000","214,800,000","173,300,000","164,600,000","166,000,000","201,300,000","245,000,000","110,700,000","126,800,000","62,500,000","48,000,000","1,500,000","76,800,000","56,000,000","184,700,000","11,100,000","17,700,000","89,300,000","216,500,000","200,000,000","248,700,000","45,400,000","93,500,000","10,000,000","84,500,000","22,000,000","21,900,000","57,700,000","80,800,000","64,700,000","64,900,000","62,200,000","110,600,000","71,600,000","139,800,000","123,800,000","109,700,000","74,400,000","43,200,000","53,100,000","63,300,000","54,500,000","9,600,000","49,200,000","128,400,000","218,000,000","196,100,000","140,200,000","76,600,000","117,700,000","169,000,000","123,200,000","87,100,000","65,800,000","111,600,000","55,700,000","2,600,000","43,700,000","32,600,000","50,600,000","27,100,000","10,800,000","38,800,000","1,600,000","5,700,000","4,700,000","29,600,000","12,500,000","20,800,000","71,600,000","91,500,000","147,300,000"
			CashAndCashEquivalents,"881,900,000","769,500,000","842,800,000","1,417,600,000","692,000,000","574,000,000","923,000,000","1,073,300,000","1,069,200,000","519,100,000","641,100,000","401,900,000","384,600,000","847,700,000","1,029,900,000","1,035,300,000","659,400,000","2,153,500,000","685,700,000","660,600,000","675,300,000","673,100,000","653,500,000","1,059,300,000","1,057,700,000","1,276,300,000","1,284,900,000","2,209,900,000","2,517,400,000","2,374,600,000","2,970,600,000","2,367,000,000","2,490,700,000","3,338,600,000","3,697,100,000","3,322,700,000","3,420,700,000","3,594,800,000","3,811,000,000","3,201,900,000","3,627,600,000","4,038,000,000","3,906,400,000","3,352,100,000","3,659,400,000","2,362,700,000","2,523,000,000","2,291,800,000","2,648,100,000","2,598,700,000","2,703,200,000","2,529,000,000","2,811,600,000","2,189,700,000","1,960,700,000","1,134,200,000","642,200,000","639,200,000","420,600,000","459,700,000","268,400,000","214,800,000","173,300,000","164,600,000","166,000,000","201,300,000","245,000,000","110,400,000","121,800,000","62,500,000","48,000,000","1,500,000","76,800,000","56,000,000","184,700,000","11,100,000","17,700,000","89,300,000","216,500,000","200,000,000","248,700,000","45,400,000","93,500,000","10,000,000","84,500,000","22,000,000","21,900,000","57,700,000","80,800,000","64,700,000","64,900,000","62,200,000","110,600,000","71,600,000","139,800,000","123,800,000","109,700,000","74,400,000","43,200,000","53,100,000","63,300,000","54,500,000","9,600,000","49,200,000","128,400,000","218,000,000","196,100,000","140,200,000","76,600,000","117,700,000","169,000,000","123,200,000","87,100,000","65,800,000","111,600,000","55,700,000","2,600,000","43,700,000","32,600,000","50,600,000","27,100,000","10,800,000","38,800,000","1,600,000","5,700,000","4,700,000","29,600,000","12,500,000","20,800,000","71,600,000","91,500,000","147,300,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","54,400,000","392,500,000","399,600,000","400,500,000",,,,,,,,,,,,,,,,,,,,"300,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,715,700,000","1,658,000,000","1,314,500,000","1,148,400,000","1,017,100,000","1,062,500,000","939,700,000","847,200,000","1,042,500,000","983,400,000","1,037,400,000","948,000,000","1,032,700,000","987,700,000","1,037,100,000","797,900,000","928,200,000","783,900,000","830,700,000","752,900,000","798,800,000","805,700,000","865,900,000","763,600,000","1,076,400,000","1,100,000,000","1,092,900,000","968,400,000","925,900,000","1,006,200,000","839,400,000","800,400,000","838,400,000","1,038,600,000","1,420,400,000","1,157,400,000","971,900,000","732,000,000","965,600,000","656,300,000","919,200,000","784,600,000","986,400,000","798,400,000","671,600,000","572,100,000","705,900,000","595,000,000","579,500,000","485,500,000","597,600,000","633,400,000","918,100,000","1,586,300,000","1,039,200,000","699,500,000","613,600,000","537,400,000","557,000,000","522,600,000","569,800,000","466,600,000","505,800,000","427,700,000","571,400,000","665,200,000","671,700,000","556,400,000","537,000,000","219,900,000","232,900,000","213,700,000","194,800,000","182,900,000","173,700,000","201,100,000","179,000,000","184,600,000","196,200,000","208,900,000","217,600,000","216,200,000","162,700,000","71,100,000","82,500,000","132,000,000","201,800,000","297,700,000","254,200,000","357,300,000","325,700,000","397,000,000","421,500,000","439,000,000","497,400,000","298,000,000","288,100,000","263,600,000","362,500,000","313,900,000","226,800,000","224,400,000","350,200,000","260,700,000","148,300,000","112,100,000","48,600,000","119,200,000","129,900,000","243,100,000","109,100,000","187,400,000","163,000,000","145,900,000","145,100,000","98,600,000","86,800,000","71,000,000","55,300,000","73,600,000","114,000,000","73,500,000","72,800,000","89,700,000","88,800,000","71,000,000","54,900,000","101,900,000","149,300,000","103,500,000","116,500,000","90,500,000"
			AccountsReceivable,"1,530,100,000","1,344,700,000","1,081,500,000","930,500,000","851,600,000","732,500,000","794,600,000","689,600,000","723,000,000","649,300,000","801,400,000","711,700,000","792,000,000","703,700,000","834,900,000","624,900,000","708,400,000","563,600,000","592,300,000","548,000,000","577,800,000","550,800,000","512,400,000","399,600,000","677,200,000","572,700,000","675,100,000","626,600,000","661,400,000","624,900,000","573,900,000","604,200,000","597,400,000","478,700,000","933,900,000","873,600,000","797,500,000",,"751,600,000",,,,"926,000,000","777,900,000","651,000,000","553,900,000","699,900,000",,,,,"627,900,000","892,300,000","1,449,100,000","972,500,000","699,500,000","613,600,000","508,500,000","516,300,000","522,600,000","30,900,000","31,600,000","505,800,000","427,700,000","571,400,000","665,200,000","671,700,000","556,400,000","537,000,000","219,900,000","232,900,000","213,700,000","194,800,000","182,900,000","173,700,000","201,100,000","179,000,000","184,600,000","196,200,000","208,900,000","217,600,000","216,200,000","162,700,000","37,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"756,500,000",,,,"930,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,900,000",,,,"-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
