name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"2,197,000,000","2,318,000,000","2,329,000,000","2,327,000,000","2,322,000,000","2,347,000,000","2,394,000,000","2,416,000,000","1,988,000,000","2,019,000,000","2,019,000,000","2,004,000,000","1,915,000,000","1,913,500,000","1,898,700,000","1,870,400,000","1,387,700,000","1,366,500,000","1,116,700,000","1,098,700,000","898,800,000","865,600,000","797,200,000","783,100,000","752,800,000","715,500,000","608,700,000","575,000,000","618,300,000","623,700,000","320,800,000","290,400,000","268,200,000","250,300,000"
	CurrentAssets,"357,000,000","465,000,000","430,000,000","425,000,000","392,000,000","394,000,000","396,000,000","389,000,000","351,000,000","359,000,000","351,000,000","327,000,000","291,000,000","283,600,000","270,700,000","243,600,000","237,600,000","203,600,000","212,900,000","188,900,000","198,400,000","165,400,000","189,800,000","199,800,000","172,600,000","130,800,000","143,400,000","140,100,000","183,000,000","183,800,000","51,500,000","41,100,000","30,800,000","26,800,000"
		CashCashEquivalentsAndShortTermInvestments,"251,000,000","361,000,000","365,000,000","353,000,000","317,000,000","320,000,000","329,000,000","332,000,000","292,000,000","290,000,000","294,000,000","257,000,000","226,000,000","208,000,000","199,500,000","174,900,000","184,700,000","137,700,000","171,900,000","135,400,000","154,600,000","121,900,000","160,800,000","168,600,000","138,000,000","93,000,000","117,500,000","113,000,000","156,900,000","150,200,000","21,900,000",,,
			CashAndCashEquivalents,"251,000,000","361,000,000","365,000,000","353,000,000","317,000,000","320,000,000","329,000,000","332,000,000","292,000,000","290,000,000","294,000,000","257,000,000","226,000,000","208,000,000","199,500,000","174,900,000","184,700,000","137,700,000","171,900,000","135,400,000","154,600,000","121,900,000","160,800,000","168,600,000","138,000,000","93,000,000","117,500,000","113,000,000","156,900,000","150,200,000","21,900,000",,,
		Receivables,"62,000,000","56,000,000","37,000,000","46,000,000","45,000,000","41,000,000","50,000,000","46,000,000","42,000,000","41,000,000","42,000,000","51,000,000","43,000,000","47,500,000","54,000,000","44,600,000","31,300,000","41,000,000","29,100,000","40,700,000","29,400,000","28,500,000","20,500,000","24,400,000","26,600,000","28,600,000","20,000,000","22,400,000","20,500,000","26,600,000","22,300,000","17,800,000","14,700,000","15,800,000"
			AccountsReceivable,"62,000,000","56,000,000","37,000,000","46,000,000","45,000,000","41,000,000","50,000,000","46,000,000","42,000,000","41,000,000","42,000,000","51,000,000","43,000,000","47,500,000","54,000,000","44,600,000","31,300,000","41,000,000","29,100,000","40,700,000","29,400,000","28,500,000","20,500,000","24,400,000","26,600,000","28,600,000","20,000,000","22,400,000","20,500,000","26,600,000","22,300,000","17,800,000","14,700,000","15,800,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"28,600,000",,,,"26,600,000","22,300,000",,"14,800,000","15,900,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0",,"-100,000","-100,000"
		Inventory,"27,000,000","22,000,000","18,000,000","18,000,000","14,000,000","9,000,000","7,000,000","5,000,000","4,000,000","12,000,000","13,000,000","13,000,000","11,000,000","12,700,000","15,700,000","18,900,000","12,800,000","12,400,000","10,700,000","8,300,000","7,900,000","9,000,000","7,800,000","5,000,000","4,600,000","4,200,000","4,600,000","3,300,000","3,100,000","3,400,000","7,300,000","23,300,000","15,100,000","9,000,000"
		PrepaidAssets,"17,000,000","26,000,000","10,000,000","8,000,000","16,000,000","24,000,000","10,000,000","6,000,000","13,000,000","16,000,000","2,000,000","6,000,000","11,000,000","15,400,000","1,500,000","5,200,000","8,800,000","12,500,000","1,200,000","4,500,000","6,500,000","6,000,000","700,000","1,800,000","3,400,000","5,000,000","1,300,000","1,400,000","2,500,000","3,600,000","0","0","1,000,000","2,000,000"
	TotalNonCurrentAssets,"1,840,000,000","1,853,000,000","1,899,000,000","1,902,000,000","1,930,000,000","1,953,000,000","1,998,000,000","2,027,000,000","1,637,000,000","1,660,000,000","1,668,000,000","1,677,000,000","1,624,000,000","1,629,900,000","1,628,000,000","1,626,800,000","1,150,100,000","1,162,900,000","903,800,000","909,800,000","700,400,000","700,200,000","607,400,000","583,300,000","580,200,000","584,700,000","465,300,000","434,900,000","435,300,000","439,900,000","269,300,000","249,300,000","237,400,000","223,500,000"
