name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"873,157,000","216,144,000","229,403,000","212,137,000","215,473,000","190,424,000","194,643,000","185,844,000","178,587,000","226,952,000","241,841,000","231,127,000","227,972,000","226,522,000","246,874,000","242,198,000","234,545,000","236,734,000","256,743,000","242,451,000","247,423,000","247,045,000","272,000,000","253,367,000","259,904,000","256,000,000","320,758,000","326,262,000","322,794,000","318,335,000","322,909,000","263,492,000","254,337,000","264,512,000","256,568,000","266,556,000","256,977,000","262,782,000","251,163,000","215,669,000","204,545,000","214,729,000","207,576,000","202,683,000","190,940,000","191,069,000","203,885,000","190,679,000","181,881,000","182,114,000","192,161,000","200,296,000","205,915,000","210,779,000","239,234,000","225,807,000","209,297,000","210,944,000","244,927,000","223,984,000","215,788,000","211,671,000","203,252,000","212,106,000","207,834,000","212,656,000","224,203,000","205,423,000","186,384,000","151,379,000","166,584,000","128,363,000","128,796,000","123,668,000","138,126,000","117,363,000","117,712,000","114,957,000","121,323,000","101,543,000","79,108,000","76,950,000","93,232,000","82,887,000","80,691,000","77,763,000","91,596,000","76,937,000","76,255,000","75,303,000","67,844,000","89,500,000","86,000,000","84,200,000","77,761,000","78,000,000","65,600,000","62,600,000","67,514,000","49,900,000","53,100,000","50,700,000","41,159,000","38,500,000","38,700,000","36,500,000","29,900,000","27,100,000","24,900,000","23,900,000","27,700,000","22,900,000","20,500,000","19,800,000"
	OperatingRevenue,"838,284,000","209,817,000","220,927,000","203,922,000","203,618,000","185,103,000","188,996,000","181,510,000","175,584,000","217,694,000","234,016,000","224,238,000","220,141,000","221,188,000","227,123,000","228,678,000","221,656,000","222,925,000","241,408,000","230,750,000","233,904,000","231,781,000","255,657,000","241,319,000","242,115,000","242,852,000","302,089,000","311,785,000","307,473,000","305,332,000","302,321,000","252,878,000","243,743,000","254,082,000","242,096,000","255,550,000","245,479,000","249,006,000","205,617,000","215,669,000","204,545,000","214,729,000","207,576,000","202,683,000","190,940,000","191,069,000","203,885,000","190,679,000","181,881,000","182,114,000","192,161,000","200,296,000","205,915,000","210,779,000","239,234,000","225,807,000","209,297,000","210,944,000","244,927,000","223,984,000","215,788,000","211,671,000","203,252,000","212,106,000","207,834,000","212,656,000","224,203,000","205,423,000","186,384,000","151,379,000","166,584,000","128,363,000","128,796,000","123,668,000","138,126,000","117,363,000","117,712,000","114,957,000","121,323,000","101,543,000","78,208,000","76,950,000","93,232,000","82,887,000","80,691,000","77,763,000","91,596,000","76,937,000","76,255,000","75,303,000","67,844,000","89,500,000","86,000,000","84,200,000","77,761,000","78,000,000","65,600,000","62,600,000","61,100,000","49,900,000","53,100,000","50,700,000","44,500,000","38,500,000","38,700,000","36,500,000","29,900,000","27,100,000","24,900,000","23,900,000","27,700,000","22,900,000","20,500,000","19,800,000"
CostOfRevenue,"382,196,000","97,476,000","103,910,000","91,497,000","89,313,000","96,164,000","90,122,000","83,255,000","80,228,000","94,374,000","92,365,000","92,004,000","87,461,000","96,123,000","85,506,000","93,627,000","89,038,000","112,833,000","96,005,000","97,644,000","97,248,000","104,414,000","100,918,000","99,595,000","98,209,000","107,224,000","113,945,000","115,962,000","114,116,000","128,132,000","119,161,000","106,860,000","102,761,000","113,148,000","105,320,000","109,220,000","105,322,000","108,521,000","100,930,000","88,373,000","88,804,000","89,943,000","80,708,000","88,506,000","85,001,000","88,630,000","85,717,000","86,398,000","81,176,000","83,008,000","76,940,000","81,352,000","86,426,000","94,201,000","91,881,000","93,112,000","87,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"490,961,000","118,668,000","125,493,000","120,640,000","126,160,000","94,260,000","104,521,000","102,589,000","98,359,000","132,578,000","149,476,000","139,123,000","140,511,000","130,399,000","161,368,000","148,571,000","145,507,000","123,901,000","160,738,000","144,807,000","150,175,000","142,631,000","171,082,000","153,772,000","161,695,000","148,776,000","206,813,000","210,300,000","208,678,000","190,203,000","203,748,000","156,632,000","151,576,000","151,364,000","151,248,000","157,336,000","151,655,000","154,261,000","150,233,000","127,296,000","115,741,000","124,786,000","126,868,000","114,177,000","105,939,000","102,439,000","118,168,000","104,281,000","100,705,000","99,106,000","115,221,000","118,944,000","119,489,000","116,578,000","147,353,000","132,695,000","121,513,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"334,420,000","79,718,000","87,329,000","83,064,000","84,309,000","86,483,000","86,194,000","86,194,000","88,536,000","89,034,000","89,885,000","88,072,000","86,974,000","88,429,000","92,574,000","87,242,000","103,193,000","87,956,000","93,000,000","88,434,000","90,701,000","91,536,000","94,368,000","93,906,000","92,871,000","95,560,000","114,245,000","124,174,000","126,883,000","129,040,000","124,590,000","95,080,000","92,924,000","95,534,000","93,569,000","97,301,000","99,026,000","99,184,000","90,182,000","77,283,000","77,142,000","80,357,000","73,037,000","72,486,000","69,204,000","72,270,000","69,881,000","67,347,000","63,555,000","66,733,000","81,714,000","68,900,000","68,388,000","70,169,000","97,390,000","69,518,000","60,946,000","152,370,000","156,441,000","153,902,000","152,109,000","148,837,000","126,090,000","143,807,000","144,258,000","146,822,000","146,122,000","141,888,000","128,836,000","39,621,000","113,404,000","42,179,000","49,804,000","80,161,000","86,536,000","69,739,000","70,140,000","65,612,000","66,970,000","58,930,000","46,792,000","43,740,000","49,414,000","46,193,000","46,044,000","41,937,000","46,935,000","41,037,000","40,960,000","39,897,000","286,198,000","-41,200,000","-39,300,000","-38,500,000","248,505,000","-39,400,000","-31,200,000","-30,400,000","196,795,000","-30,000,000","-26,400,000","-25,300,000","113,070,000","-20,400,000","-20,700,000","-18,800,000","-15,600,000","-14,800,000","-13,500,000","-13,400,000",,,,
	SellingGeneralAndAdministration,"28,831,000","6,862,000","7,691,000","7,599,000","6,679,000","8,087,000","7,687,000","7,589,000","8,242,000","6,821,000","5,799,000","5,285,000","4,589,000","6,961,000","5,746,000","5,439,000","4,956,000","8,019,000","7,032,000","5,287,000","7,458,000","8,463,000","4,977,000","6,930,000","7,681,000","8,629,000","7,210,000","6,688,000","7,550,000","8,422,000","12,073,000","5,339,000","5,123,000","6,877,000","9,100,000","5,955,000","6,693,000","6,024,000","5,177,000","5,063,000","5,655,000","4,518,000","5,237,000","4,490,000","3,742,000","7,644,000","4,999,000","4,546,000","3,642,000","7,518,000","8,944,000","7,085,000","4,648,000","5,258,000","5,101,000","2,881,000","4,135,000","4,403,000","4,823,000","1,992,000","4,412,000","5,373,000","3,992,000","2,551,000","3,292,000","3,698,000","2,169,000","3,420,000","3,865,000","2,652,000","2,993,000","2,788,000","2,271,000","3,024,000","1,892,000","2,811,000","3,684,000","2,336,000","3,711,000","1,015,000","2,012,000","1,533,000","2,302,000","963,000","1,832,000","1,682,000","1,477,000","851,000","1,712,000","1,469,000","1,388,000","1,200,000","1,400,000","1,400,000","1,273,000","900,000","1,200,000","1,000,000","659,000","900,000","400,000","800,000","478,000","500,000","600,000","800,000","300,000","500,000","500,000","700,000",,,,
		GeneralAndAdministrativeExpense,"28,831,000","6,862,000","7,691,000","7,599,000","6,679,000","8,087,000","7,687,000","7,589,000","8,242,000","6,821,000","5,799,000","5,285,000","4,589,000","6,961,000","5,746,000","5,439,000","4,956,000","8,019,000","7,032,000","5,287,000","7,458,000","8,463,000","4,977,000","6,930,000","7,681,000","8,629,000","7,210,000","6,688,000","7,550,000","8,422,000","12,073,000","5,339,000","5,123,000","6,877,000","9,100,000","5,955,000","6,693,000","6,024,000","5,187,000",,,,,,,,,,,,,,,,,,,"4,403,000","4,823,000","1,992,000","4,412,000","5,373,000",,"2,551,000","3,292,000","3,698,000","2,169,000","3,420,000","3,865,000","2,652,000","2,993,000","2,788,000","2,271,000","3,024,000","1,892,000","2,811,000","3,684,000","2,336,000","3,711,000","1,015,000","2,012,000","1,533,000","2,302,000","963,000","1,832,000","1,682,000","1,477,000","851,000","1,712,000","1,469,000","1,388,000","1,200,000","1,400,000","1,400,000","1,273,000","900,000","1,200,000","1,000,000","659,000","900,000","400,000","800,000","478,000","500,000","600,000","800,000","300,000","500,000","500,000","700,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,403,000","4,823,000","1,992,000","4,412,000","5,373,000",,"2,551,000","3,292,000","3,698,000","2,169,000","3,420,000","3,865,000","2,652,000","2,993,000","2,788,000","2,271,000","3,024,000","1,892,000","2,811,000","3,684,000","2,336,000","3,711,000","1,015,000","2,012,000","1,533,000","2,302,000","963,000","1,832,000","1,682,000","1,477,000","851,000","1,712,000","1,469,000","1,400,000","1,200,000","1,400,000","1,400,000","1,300,000","900,000","1,200,000","1,000,000","700,000","900,000","400,000","800,000","500,000","500,000","600,000","800,000","300,000","500,000","500,000","700,000",,,,
			OtherGandA,"28,831,000","6,862,000","7,691,000","7,599,000","6,679,000","8,087,000","7,687,000","7,589,000","8,242,000","6,821,000","5,799,000","5,285,000","4,589,000","6,961,000","5,746,000","5,439,000","4,956,000","8,019,000","7,032,000","5,287,000","7,458,000","8,463,000","4,977,000","6,930,000","7,681,000","8,629,000","7,210,000","6,688,000","7,550,000","8,422,000","12,073,000","5,339,000","5,123,000","6,877,000","9,100,000","5,955,000","6,693,000","6,024,000","5,187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"305,589,000","72,856,000","79,638,000","75,465,000","77,630,000","78,396,000","78,507,000","78,605,000","80,294,000","82,213,000","84,086,000","82,787,000","82,385,000","81,468,000","86,828,000","81,803,000","78,868,000","79,937,000","85,968,000","83,147,000","83,243,000","83,073,000","89,391,000","86,976,000","85,190,000","86,931,000","107,035,000","117,486,000","119,333,000","120,618,000","112,517,000","89,741,000","87,801,000","88,657,000","84,469,000","91,346,000","92,333,000","93,160,000","85,005,000","72,220,000","71,487,000","75,839,000","67,800,000","67,996,000","65,462,000","64,626,000","64,882,000","62,801,000","59,913,000","59,215,000","72,770,000","61,815,000","63,740,000","64,911,000","92,289,000","66,637,000","56,811,000","60,707,000","58,576,000","60,171,000","60,404,000","57,087,000","48,299,000","55,843,000","59,411,000","61,949,000","58,488,000","57,182,000","53,446,000","36,969,000","36,888,000","35,641,000","35,311,000","34,301,000","35,178,000","25,315,000","24,575,000","23,914,000","23,608,000","21,479,000","17,126,000","16,509,000","16,891,000","16,601,000","16,387,000","16,104,000","17,015,000","15,064,000","15,040,000","14,528,000",,,,,,,,,,,,,,,,,,,,,,,,
