name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"1,137,659,000","275,452,000","298,051,000","294,456,000","269,701,000","213,229,000","219,458,000","222,044,000","247,097,000","198,263,000","252,288,000","243,151,000","244,773,000","269,685,000","182,780,000","244,097,000","250,814,000","199,392,000","209,574,000","224,291,000","203,061,000","221,190,000","236,828,000","227,701,000","214,425,000","197,021,000","186,035,000","175,154,000","200,996,000","206,211,000","216,777,000","203,535,000","221,728,000","206,300,000","181,874,000","181,791,000","173,777,000","195,197,000","202,292,000","175,994,000","163,869,000","180,571,000","206,392,000","161,978,000","174,829,000","173,585,000","185,473,000","181,134,000","161,500,000","163,958,000","183,879,000","182,594,000","175,241,000","130,969,000","131,812,000","118,088,000","153,066,000","468,307,000","168,440,000","178,617,000","180,134,000","178,877,000","196,370,000","189,245,000","173,792,000","178,191,000","22,654,000","219,321,000","201,147,000","202,190,000","211,860,000","201,895,000","188,438,000","192,360,000","196,216,000","186,189,000","169,125,000","158,110,000","163,018,000","129,866,000","132,710,000","130,173,000","135,950,000","128,205,000","57,987,000","60,414,000","64,554,000","55,445,000","54,666,000","47,924,000","58,600,000","48,500,000","48,600,000","52,300,000","52,300,000","52,700,000","46,200,000","42,300,000","42,000,000","41,600,000","38,700,000","38,500,000","42,600,000","37,700,000","28,900,000","30,300,000","29,400,000","28,000,000","27,600,000","25,300,000","22,300,000","21,600,000","21,000,000","20,700,000","22,000,000","24,700,000","20,600,000","20,500,000","20,900,000","23,000,000","20,700,000","20,400,000","21,400,000","19,600,000","15,600,000","19,400,000"
	OperatingRevenue,"1,137,659,000","275,452,000","298,051,000","294,456,000","269,701,000","213,229,000","219,458,000","222,044,000","247,097,000","198,263,000","252,288,000","243,151,000","244,773,000","269,685,000","182,780,000","244,097,000","250,814,000","199,392,000","209,574,000","224,291,000","203,061,000","221,190,000","236,828,000","227,701,000","214,425,000","197,021,000","186,035,000","175,154,000","200,996,000","206,211,000","216,777,000","203,535,000","221,728,000","206,300,000","181,874,000","181,791,000","173,777,000","195,197,000","202,292,000","175,994,000","163,869,000","180,571,000","206,392,000","161,978,000","174,829,000","173,585,000","185,473,000","181,134,000","161,500,000","163,958,000","183,879,000","182,594,000","175,241,000","130,969,000","131,812,000","118,088,000","153,066,000","468,307,000","168,440,000","178,617,000","180,134,000","178,877,000","196,370,000","189,245,000","173,792,000","178,191,000","22,654,000","219,321,000","201,147,000","202,190,000","211,860,000","201,895,000","188,438,000","192,360,000","196,216,000","186,189,000","169,125,000","158,110,000","163,018,000","129,866,000","132,710,000","130,173,000","135,950,000","128,205,000","57,987,000","60,414,000","64,554,000","55,445,000","54,666,000","47,924,000","58,600,000","48,500,000","48,600,000","52,300,000","52,300,000","52,700,000","46,200,000","42,300,000","42,000,000","41,600,000","38,700,000","38,500,000","42,600,000","37,700,000","28,900,000","30,300,000","29,400,000","28,000,000","27,600,000","25,300,000","22,300,000","21,600,000","21,000,000","20,700,000","22,000,000","24,700,000","20,600,000","20,500,000","20,900,000","23,000,000","20,700,000","20,400,000","21,400,000","19,600,000","15,600,000","19,400,000"
NetNonOperatingInterestIncomeExpense,"-20,948,000","-4,441,000","-5,516,000","-5,814,000","-5,176,000","-3,212,000","-3,778,000","-3,881,000","-3,714,000","-4,129,000","-3,786,000","-4,274,000","-4,247,000","-4,330,000","-4,855,000","-3,599,000","-3,958,000","-3,705,000","-4,442,000","-4,124,000","-4,145,000","-4,133,000","-3,747,000","-3,748,000","-3,851,000","-3,686,000","-3,618,000","-3,637,000","-3,710,000","-3,631,000","-3,387,000","-3,606,000","-3,521,000","-3,570,000","-1,670,000","-322,000","-392,000","-371,000","-179,000","-350,000","-826,000","-825,000","-833,000","-932,000","-918,000","-795,000","-821,000","-832,000","-827,000","-813,000","-839,000","-808,000","-1,203,000","-627,000","-1,037,000","-1,141,000","-2,292,000","-2,422,000","-3,031,000","-3,006,000","-2,984,000","-2,959,000","-2,999,000","-2,886,000","-2,632,000","-2,556,000","-2,472,000","-2,290,000","-2,031,000","-2,136,000","-1,978,000","-1,902,000","-1,492,000","-1,143,000","-1,152,000","-1,188,000","-491,000","-578,000","-672,000","-689,000","-745,000","-769,000","-975,000","-1,533,000","-84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"20,948,000","4,441,000","5,516,000","5,814,000","5,176,000","3,212,000","3,778,000","3,881,000","3,714,000","4,129,000","3,786,000","4,274,000","4,247,000","4,330,000","4,855,000","3,599,000","3,958,000","3,705,000","4,442,000","4,124,000","4,145,000","4,133,000","3,747,000","3,748,000","3,851,000","3,686,000","3,618,000","3,637,000","3,710,000","3,631,000","3,387,000","3,606,000","3,521,000","3,570,000","1,670,000","322,000","392,000","371,000","179,000","350,000","826,000","825,000","833,000","932,000","918,000","795,000","821,000","832,000","827,000","813,000","839,000","808,000","1,203,000","627,000","1,037,000","1,141,000","2,292,000","2,422,000","3,031,000","3,006,000","2,984,000","2,959,000","2,999,000","2,886,000","2,632,000","2,556,000","2,472,000","2,290,000","2,031,000","2,136,000","1,978,000","1,902,000","1,492,000","1,143,000","1,152,000","1,188,000","491,000","578,000","672,000","689,000","745,000","769,000","975,000","1,533,000","84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"9,735,000","2,804,000","2,074,000","2,400,000","2,458,000","2,005,000","802,000","1,723,000","1,695,000","2,251,000","1,801,000","2,548,000","2,777,000","2,095,000","2,678,000","2,388,000","2,044,000","2,723,000","2,933,000","510,000","2,250,000","1,821,000","1,845,000","1,428,000","2,181,000","2,354,000","723,000","2,759,000","1,576,000","2,169,000","2,343,000","1,808,000","2,154,000","2,094,000","2,246,000","1,804,000","1,687,000","1,813,000","1,899,000","1,529,000","1,868,000","1,809,000","7,865,000","5,207,000","1,685,000","2,587,000","2,222,000","1,764,000","1,683,000","2,321,000","2,741,000","3,153,000","2,597,000","1,474,000","145,000","997,000","1,336,000","308,097,000","1,536,000","713,000","2,646,000","2,291,000","1,510,000","1,688,000","1,489,000","1,255,000","-1,102,000","1,539,000","1,426,000","1,646,000","630,000","827,000","1,232,000","1,010,000","1,943,000","1,022,000","1,891,000","1,659,000","1,463,000","1,660,000","2,023,000","1,601,000","4,701,000","2,487,000","1,550,000","10,869,000","12,635,000","10,882,000","10,828,000","10,648,000","11,200,000","10,800,000","10,600,000","11,000,000","15,000,000","15,000,000","11,600,000","10,500,000","11,300,000","10,800,000","9,600,000","10,100,000","9,500,000","8,200,000","8,100,000","9,200,000","8,900,000","8,800,000","9,200,000","7,500,000","6,800,000","6,200,000","5,600,000","5,500,000","8,800,000","9,500,000","6,200,000","6,100,000","6,100,000","8,300,000","5,700,000","6,300,000","5,900,000","5,100,000","5,200,000","5,200,000"
	SpecialIncomeCharges,,,"0","0","74,408,000",,"0","-161,115,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-3,672,000","494,000","0","35,492,000","0","-2,163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,"0","0","-74,408,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,672,000","-494,000","0","-35,492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"0","0",,,"0","161,115,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"132,559,000","-5,577,000","37,755,000","11,930,000","88,452,000","8,471,000","21,597,000","-147,838,000","-56,785,000","-34,030,000","-89,178,000","10,504,000","11,259,000","38,611,000","-38,543,000","31,022,000","28,112,000","8,434,000","34,234,000","34,973,000","19,186,000","40,231,000","63,511,000","43,514,000","48,494,000","20,681,000","30,923,000","11,398,000","41,012,000","45,522,000","87,226,000","47,303,000","66,067,000","61,409,000","110,457,000","86,673,000","64,845,000","135,184,000","157,683,000","83,580,000","79,554,000","75,149,000","208,336,000","62,916,000","76,687,000","66,658,000","150,533,000","68,396,000","60,507,000","53,241,000","125,039,000","79,476,000","77,000,000","37,246,000","111,965,000","27,197,000","59,946,000","49,279,000","73,523,000","60,064,000","52,709,000","50,044,000","50,178,000","46,463,000","42,136,000","38,050,000","-386,000","40,870,000","38,144,000","30,235,000","29,987,000","25,357,000","20,800,000","21,324,000","18,697,000","12,475,000","11,100,000","8,062,000","19,057,000","-8,071,000","1,401,000","1,223,000","4,166,000","2,521,000","2,870,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxProvision,"-270,000","-2,017,000","5,615,000","-270,000","-3,598,000","736,000","7,292,000","2,141,000","-38,686,000","-12,076,000","-29,804,000","-6,689,000","-277,000","6,961,000","-14,093,000","-206,000","-311,000","-3,422,000","16,892,000","6,024,000","-332,000","-1,224,000","8,663,000","9,680,000","5,413,000","1,364,000","-4,026,000","1,122,000","7,854,000","7,708,000","22,112,000","12,525,000","16,125,000","14,678,000","39,592,000","23,316,000","14,394,000","22,334,000","56,417,000","23,474,000","21,101,000","19,504,000","67,734,000","19,211,000","21,591,000","18,965,000","48,480,000","17,344,000","20,126,000","15,129,000","40,462,000","24,275,000","23,119,000","8,880,000","35,673,000","4,950,000","16,628,000","13,411,000","22,160,000","16,952,000","15,088,000","13,954,000","14,388,000","13,095,000","12,145,000","10,215,000","-1,628,000","11,488,000","10,679,000","8,298,000","8,478,000","5,839,000","4,996,000","5,343,000","4,870,000","2,740,000","2,308,000","1,532,000","6,511,000","-4,457,000","707,000","-1,159,000","-643,000","-1,226,000","-117,000","-861,000","443,000","615,000","1,047,000","1,895,000","4,500,000","3,900,000","4,300,000","3,800,000","5,900,000","5,000,000","3,800,000","3,100,000","3,600,000","2,700,000","2,700,000","2,700,000","3,000,000","2,300,000","2,700,000","1,600,000","2,600,000","2,600,000","2,300,000","1,400,000","1,400,000","1,900,000","1,700,000","1,300,000","2,400,000","1,900,000","1,400,000","1,200,000","600,000","1,900,000","1,300,000","1,500,000","1,000,000","1,400,000","1,200,000","1,000,000"
