name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
MarketCap,"5,250,295,431","5,732,136,458","6,194,462,279","6,368,934,173","6,717,683,421","6,691,097,368","5,436,955,055","4,223,842,512","3,648,566,650","2,862,536,205","3,908,622,192","3,650,547,712","3,746,249,188","4,466,973,120","4,275,565,347","4,957,369,471","4,682,275,431","4,126,312,533","3,749,177,493","3,493,935,277","3,618,834,515","3,157,666,562","3,406,696,112","2,752,343,963","3,211,604,671","3,064,354,196","2,507,162,331","2,610,696,558","2,621,911,574","2,549,848,414","2,350,667,646","1,934,120,552","1,812,418,322","1,821,335,737","1,955,792,744","1,854,447,479","1,757,647,368","1,410,078,544","1,158,814,356","1,207,604,342","1,293,723,789","1,151,271,130","1,030,885,808","925,563,729","1,343,643,853","1,298,572,611","1,330,475,260","1,081,749,288","969,679,911","1,063,208,493","849,552,767","746,540,641","765,232,407","662,212,644","543,276,426","630,536,502","658,158,797","729,009,563","827,818,636","874,996,480","955,809,745","1,062,485,272","984,797,671","909,839,506","1,000,529,929","1,260,337,135","1,096,788,632","1,038,229,407","1,192,347,872","947,840,119","991,728,377"
EnterpriseValue,"5,697,486,431","6,141,335,458","6,573,190,279","6,686,536,173","7,061,932,421","7,159,384,368","5,934,434,055","4,756,805,512","4,179,066,650","3,310,630,205","4,358,310,192","4,044,000,712","4,017,070,188","4,258,929,120","4,126,358,347","4,805,002,471","4,536,434,431","4,027,384,533","3,686,734,493","3,429,894,277","3,533,830,515","3,097,270,562","3,377,570,112","2,707,661,963","3,166,271,671","3,030,714,196","2,505,273,331","2,590,490,558","2,574,191,574","2,514,548,414","2,342,213,646","1,907,532,552","1,772,884,322","1,777,694,737","1,919,752,744","1,805,767,479","1,713,714,368","1,379,934,544","1,128,670,356","1,182,137,342","1,268,233,789","1,139,445,130","1,027,189,808","921,867,729","1,316,313,853","1,273,265,611","1,300,440,260","1,088,568,288","988,750,911","1,098,831,493","904,120,767","837,190,641","866,792,407","784,058,644","670,728,426","768,586,502","744,915,797","786,547,563","883,038,636","897,130,480","971,707,745","1,064,716,272","996,669,671","911,812,506","1,002,502,929","1,255,018,135","1,089,341,632","1,030,782,407","1,194,750,872","919,932,119","959,747,377"
PeRatio,"20.986","23.923","29.563","33.952","85.133","213.2","100.205","68.303","26.417","16.789","24.811","24.428","25.079","28.268","27.385","31.495","30.901","31.402","30.451","29.602","31.646","27.319","29.06","24.547","32.34","31.81","27.305","28.837","28.356","29.618","27.901","23.593","23.009","23.08","25.505","23.909","22.745","20.19","16.8","18.191","20.903","18.909","17.529","15.553","21.384","21.238","21.463","17.785","17.054","18.77","16.761","16.857","17.885","17.327","14.904","17.288","16.611","18.846","21.686","23.4","26.102","32.386","30.837","23.39","25.752","36.362","33.804","32.391","38.827","61.714","55.755"
ForwardPeRatio,"19.531","22.173","23.419","21.505","30.864","40.816","29.155","26.385","112.36","15.528","22.026","20.367","23.148","25.773","22.989","26.178","27.1","24.096","24.876","23.31","27.397","23.866","24.331","20","26.596","23.31","21.008","23.148","22.727","22.321","24.155","19.084","17.731","17.889","20.79","19.608","18.519","14.948","14.085","14.245","15.798","15.337","16.667","13.68","17.513","16.393","18.45",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.955","2.217","2.34","2.153","3.088","4.077","2.915","2.637","11.185","1.553","2.204","2.037","2.315","2.581","2.301","2.615","2.707",,"2.485","2.329","2.739","2.388","2.43","2.002","2.659","2.333","2.099","2.312","2.274","2.232","2.416","1.907","1.774","1.789","2.079","1.663","1.586","1.161","1.408","1.096","1.129","1.157","1.179","0.843","1.015","0.881","1.049",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.475","1.694","1.953","2.162","2.643","2.796","2.196","1.69","1.36","1.063","1.527","1.466","1.534","1.821","1.79","2.122","2.059","1.862","1.744","1.669","1.776","1.589","1.746","1.443","1.733","1.706","1.437","1.538","1.603","1.626","1.542","1.321","1.273","1.308","1.461","1.41","1.377","1.142","0.951","1.023","1.144","1.084","1.011","0.897","1.219","1.21","1.246","1.031","0.94","1.042","0.85","0.795","0.829","0.756","0.652","0.817","0.853","0.98","1.156","1.359","1.565","1.826","1.78","0.893","0.983","1.902","3.028","2.901","3.102","4.751","4.418"
PbRatio,"5.148","5.417","5.815","6.084","6.761","7.214","6.022","4.866","4.071","3.125","4.372","4.098","3.848","4.724","4.616","5.459","5.356","4.918","4.579","4.382","4.703","4.209","4.631","3.836","4.644","4.576","3.808","4.05","4.145","4.195","3.943","3.271","3.113","3.099","3.344","3.251","3.192","2.685","2.207","2.266","2.534","2.34","2.082","1.87","2.49","2.469","2.497","2.108","1.952","2.221","1.88","1.825","1.915","1.761","1.509","1.765","1.731","1.932","2.253","2.527","2.856","3.33","3.186","3.057","3.361","4.425","4.985","4.719","6.172","5.175","5.726"
EnterprisesValueRevenueRatio,"1.561","6.219","7.34","7.695","7.857","8.942","9.302","7.536","8.772","5.074","6.009","6.217","5.823","6.167","6.81","8.081","7.209","6.416","6.764","6.346","6.241","5.456","6.968","5.622","6.223","5.879","5.514","5.913","5.661","5.464","5.791","4.952","4.484","4.476","5.105","5.394","4.867","3.837","3.646","3.83","3.96","3.507","3.713","3.424","4.708","4.487","5.317","4.432","3.875","4.232","3.976","3.697","3.576","3.186","2.864","3.53","3.428","3.724","4.74","4.735","5.369","5.97","6.533","6.142","6.833","8.4","9.261","9.016","10.321","8.283","9.9"
EnterprisesValueEBITDARatio,"13.073","49.49","68.095","71.444","58.067","64.164","119.965","73.119","-222.979","72.859","52.454","55.177","48.957","48.268","69.842","78.376","57.095","45.028","59.117","49.675","45.704","43.24","63.476","45.567","45.2","41.883","46.927","53.524","53.063","38.724","54.261","43.384","36.298","32.747","49.018","47.196","40.789","27.36","31.891","29.775","29.553","27.934","35.07","27.344","38.267","31.122","49.58","34.162","29.355","27.098","35.908","30.21","26.941","23.876","31.191","33.614","28.534","26.894","44.238","35.571","43.905","40.414","57.063","46.002","51.58","66.043","79.213","68.986","73.937","54.034","83.74"
