name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
		OtherNonCashItems,"4,600,000","-2,100,000","1,200,000","1,400,000","1,200,000","3,500,000","800,000","1,000,000","1,400,000","1,400,000","1,100,000","4,300,000","2,800,000","2,900,000","2,600,000","1,200,000"
		ChangeInWorkingCapital,"-11,000,000","-2,300,000","-55,600,000","31,300,000","15,600,000","21,600,000","-18,200,000","26,400,000","8,800,000","-3,800,000","-64,700,000","3,400,000","8,700,000","-45,400,000","-29,900,000","4,800,000"
			ChangeInReceivables,"-15,500,000","-14,500,000","-14,400,000","27,000,000","-13,600,000","5,500,000","-39,900,000","-7,800,000","36,300,000","-17,400,000","-25,300,000","25,900,000","17,700,000","-34,900,000","9,800,000","-14,500,000"
			ChangeInInventory,"2,900,000","-14,900,000","-12,400,000","23,400,000","6,800,000","-12,300,000","14,500,000","34,600,000","-33,200,000","-1,100,000","-11,800,000","-24,800,000","-17,900,000","-16,200,000","-18,300,000","10,100,000"
			ChangeInPrepaidAssets,"-4,000,000","5,500,000","-4,800,000","-4,000,000","-700,000","5,100,000","-6,100,000","700,000","1,800,000","3,100,000","-5,800,000","-1,100,000","-700,000","-1,700,000","-100,000","-900,000"
			ChangeInPayablesAndAccruedExpense,"3,900,000","21,100,000","-24,500,000","-15,800,000","23,100,000","22,500,000","12,300,000","-3,900,000","3,200,000","11,100,000","-22,500,000","3,400,000","9,400,000","7,000,000","-21,700,000","9,500,000"
				ChangeInPayable,"3,900,000","21,100,000","-24,500,000","-15,800,000","23,100,000","22,500,000","12,300,000","-3,900,000","3,200,000","11,100,000","-22,500,000","3,400,000","9,400,000","7,000,000","-21,700,000","9,500,000"
					ChangeInAccountPayable,"3,900,000","21,100,000","-24,500,000","-15,800,000","23,100,000","22,500,000","12,300,000","-3,900,000","3,200,000","11,100,000","-22,500,000","3,400,000","9,400,000","7,000,000","-21,700,000","9,500,000"
			ChangeInOtherCurrentAssets,"2,200,000","600,000","500,000","600,000","500,000","700,000","700,000","700,000","700,000","400,000","800,000","0","-100,000","0","100,000","-200,000"
			ChangeInOtherCurrentLiabilities,,"-100,000","0",,"-500,000","100,000","300,000","2,100,000","0","100,000","-100,000","0","300,000","400,000","300,000","800,000"
			ChangeInOtherWorkingCapital,,,,,,,"1,000,000","2,800,000","700,000","500,000","700,000","0","200,000","400,000","400,000","600,000"
InvestingCashFlow,"-2,200,000","-500,000","-600,000","-800,000","-300,000","-500,000","0","-800,000","-100,000","-500,000","-700,000","-1,400,000","-400,000","-400,000","-1,000,000","-2,800,000"
	CashFlowFromContinuingInvestingActivities,"-2,200,000","-500,000","-600,000","-800,000","-300,000","-500,000","0","-800,000","-100,000","-500,000","-700,000","-1,400,000","-400,000","-400,000","-1,000,000","-2,800,000"
		NetPPEPurchaseAndSale,"-2,200,000","-500,000","-600,000","-800,000","-300,000","-500,000","0","-800,000","-100,000","-500,000","-700,000","-1,400,000","-400,000","-400,000","-1,000,000","-2,800,000"
			PurchaseOfPPE,"-2,200,000","-500,000","-600,000","-800,000","-300,000","-500,000","0","-800,000","-100,000","-500,000","-700,000","-1,400,000","-400,000","-400,000","-1,000,000","-2,800,000"
FinancingCashFlow,"-131,000,000","13,000,000","-112,500,000","-15,900,000","-15,600,000","-67,400,000","-22,000,000","-43,500,000","-86,700,000","27,700,000","49,900,000","-35,200,000","-57,000,000","-1,600,000","-6,400,000","-33,500,000"
	CashFlowFromContinuingFinancingActivities,"-131,000,000","13,000,000","-112,500,000","-15,900,000","-15,600,000","-67,400,000","-22,000,000","-43,500,000","-86,700,000","27,700,000","49,900,000","-35,200,000","-57,000,000","-1,600,000","-6,400,000","-33,500,000"
		NetIssuancePaymentsOfDebt,"-518,400,000","-410,800,000","-90,100,000","-8,800,000","-8,700,000","-58,800,000","-17,500,000","-33,800,000","-73,800,000","31,300,000","-459,000,000",,,"0","0",
			NetLongTermDebtIssuance,"-518,400,000","-410,800,000","-90,100,000","-8,800,000","-8,700,000","-58,800,000","-17,500,000","-33,800,000","-73,800,000","31,300,000","-459,000,000",,,"0","0",
				LongTermDebtIssuance,"109,000,000","109,000,000","0","0","0","0","20,000,000","10,000,000","0","65,000,000","806,000,000",,,"0","0",
				LongTermDebtPayments,"-627,400,000","-519,800,000","-90,100,000","-8,800,000","-8,700,000","-58,800,000","-37,500,000","-43,800,000","-73,800,000","-33,700,000","-1,265,000,000",,,"0","0",
		NetCommonStockIssuance,,"0","-18,100,000",,"0","0","0","0","0","0","524,400,000",,,"0","0",
			CommonStockIssuance,,,,,"0","0","0","0","0","0","524,400,000",,,"0","0",
			CommonStockPayments,,"0","-18,100,000",,,,,,,,,,,,,
		CashDividendsPaid,,,"-3,200,000","-7,100,000","-6,800,000","-7,100,000","-3,600,000","-9,700,000","-12,900,000","-3,600,000","-5,900,000",,,"-1,600,000","-6,400,000",
			CommonStockDividendPaid,,,,,,,"-3,600,000","-9,700,000","-12,900,000","-3,600,000","-5,900,000",,,"-1,600,000","-6,400,000",
		NetOtherFinancingCharges,"419,400,000","420,600,000","-1,100,000","0","-100,000","-1,500,000","-900,000","0","0","0","-9,600,000","-35,200,000",,,,"-33,500,000"
EndCashPosition,"69,900,000","69,500,000","30,400,000","152,600,000","89,400,000","33,200,000","50,800,000","48,700,000","22,500,000","76,700,000","29,900,000","5,500,000","3,400,000","2,900,000","9,200,000","10,900,000"
	ChangesInCash,"36,700,000","39,200,000","-122,200,000","63,500,000","56,200,000","-17,400,000","1,300,000","25,700,000","-54,500,000","47,000,000","24,300,000","2,300,000","400,000","-6,300,000","-1,500,000","4,400,000"
	EffectOfExchangeRateChanges,"-400,000","-100,000","0","-300,000","0","-200,000","800,000","500,000","300,000","-200,000","100,000","-200,000","100,000","0","-200,000","0"
	BeginningCashPosition,"33,200,000","30,400,000","152,600,000","89,400,000","33,200,000","50,800,000","48,700,000","22,500,000","76,700,000","29,900,000","5,500,000","3,400,000","2,900,000","9,200,000","10,900,000","6,500,000"
CapitalExpenditure,"-2,200,000","-500,000","-600,000","-800,000","-300,000",,,"-800,000","-100,000","-500,000","-700,000","-1,400,000","-400,000","-400,000","-1,000,000","-2,800,000"
IssuanceOfCapitalStock,,,,,"0","0","0","0","0","0","524,400,000",,,"0","0",
IssuanceOfDebt,"109,000,000","109,000,000","0","0","0","0","20,000,000","10,000,000","0","65,000,000","806,000,000",,,"0","0",
RepaymentOfDebt,"-627,400,000","-519,800,000","-90,100,000","-8,800,000","-8,700,000","-58,800,000","-37,500,000","-43,800,000","-73,800,000","-33,700,000","-1,265,000,000",,,"0","0",
RepurchaseOfCapitalStock,,"0","-18,100,000",,,,,,,,,,,,,
FreeCashFlow,"167,700,000","26,200,000","-9,700,000","79,400,000","71,800,000","50,000,000","23,300,000","69,200,000","32,200,000","19,300,000","-25,600,000","37,500,000","57,400,000","-4,700,000","4,900,000","37,900,000"
