name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"4,232,767,443","4,976,784,000","4,100,609,000","4,514,484,000","5,173,605,000","4,367,730,000","3,066,120,000","1,596,402,000","1,950,048,000","445,625,000","2,617,950,000","2,096,375,000","2,595,737,674","3,176,512,215","2,095,992,000","3,368,922,907","3,228,937,819"
EnterpriseValue,"4,881,129,443","5,559,523,000","4,723,303,000","5,253,980,000","5,959,341,000","5,215,710,000","4,029,967,000","2,678,329,000","2,460,640,000","975,001,000","3,165,903,000","2,685,340,000","3,205,030,674","3,800,788,215","2,765,521,000","4,045,426,907","3,210,008,819"
PeRatio,"30.159","45.333","19.066","8.072","8.016",,,,,"8.582","33.118","22.355","28.133","33.934","19.035","32.651","32.412"
ForwardPeRatio,,,,,"50.251","38.911","31.447","70.922",,"5.477","32.154","14.62","21.645","27.397",,,
PsRatio,"1.334","1.658","1.408","1.646","1.996","1.697","1.249","0.64","0.693","0.395","2.189","1.698","2.102","2.622","1.788","3.025","3.039"
PbRatio,"2.362","2.811","2.374","2.696","3.145","2.686","1.917","0.999","5.016","0.431","2.52","2.037","2.593","3.246","2.178","3.607","1.948"
EnterprisesValueRevenueRatio,"1.499","6.42","5.745","6.417","7.955","7.615","5.707","4.228","8.232","3.729","12.915","9.646","10.472","12.598","8.912","12.783","10.493"
EnterprisesValueEBITDARatio,"10.304","48.927","39.534","33.717","70.276","63.769","40.46","38.543","-55.724","-1.569","120.712","51.08","45.403","55.055","39.454","54.652","46.267"
