name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986
MarketCap,"7,541,547,994","6,092,698,700","6,871,649,720","7,086,039,920","5,404,689,320","5,796,790,350","4,775,279,928","3,646,431,760","4,146,782,130","4,496,876,640","8,164,751,873","7,997,502,695","6,332,769,102","5,559,659,065","3,861,448,406","4,504,060,121","5,011,980,665","6,127,414,017","7,726,252,898","7,067,044,320","5,452,643,840","5,598,163,760","4,729,386,179","5,362,262,400","6,485,016,720","6,469,634,000","5,629,046,387","5,356,460,600","5,964,964,450","5,866,623,000","8,493,561,992","7,915,926,240","7,087,033,440","5,418,886,680","4,209,221,786","4,346,506,620","3,869,893,753","2,380,476,813","1,836,303,143","1,323,484,890","1,851,320,900","1,931,587,960","1,234,263,824","914,984,140","1,159,265,620","1,652,114,220","1,519,258,770","1,204,264,840","1,407,832,740","2,279,960,480","647,987,667","520,704,375","369,538,107","133,300,319","46,655,111","184,398,775","961,983,971","1,346,422,478","1,926,788,470","2,311,480,607","2,573,044,637","2,208,984,778","1,958,735,222","1,812,884,712","1,717,137,911","1,442,262,734","2,215,977,782","2,432,496,721","2,271,547,167","2,377,370,782","2,041,929,888","1,822,961,526","1,983,360,843","1,498,925,864","1,164,725,327","513,908,487","400,181,142","352,175,959","357,969,688","384,869,144","583,511,283","587,235,824","569,026,961","578,959,068","522,131,023","283,677,485","220,980,649","215,841,564","223,797,513","201,751,875","266,423,754","212,087,875","827,677,500","453,525,886","550,074,466","574,201,265","551,771,205","401,796,042","429,357,703","410,403,888","325,898,015","262,084,080","237,957,281","237,957,281","248,303,250","196,573,406","189,662,299","217,265,343","213,830,482","227,611,312","268,995,187","177,029,416","117,253,250","160,935,833","126,449,583","151,739,500","147,141,333","165,534,000","112,655,083","117,253,250","128,748,666","97,885,666","97,885,666","101,650,500","109,180,166","114,827,416","82,826,333","86,591,166","120,474,666","120,474,666","103,532,916","144,946,083","118,592,250","105,415,333","90,356,000","90,356,000","80,943,916","71,531,833","60,237,333","124,239,500","152,475,750","197,653,750","149,627,250"
EnterpriseValue,"10,571,966,994","9,236,757,700","9,875,705,720","9,284,973,920","7,692,706,320","7,819,191,350","6,926,821,928","6,061,029,760","6,566,505,130","6,840,350,640","10,174,335,873","10,092,040,695","8,616,867,102","7,546,868,065","5,786,362,406","6,492,310,121","7,206,256,665","8,229,296,017","9,934,849,898","8,207,469,320","6,768,967,840","6,489,787,760","5,648,324,179","6,439,284,400","6,918,193,720","7,044,317,000","6,238,696,387","5,782,803,600","6,637,501,450","5,294,722,000","8,127,339,992","7,890,810,240","7,242,487,440","5,726,011,680","4,791,320,786","5,180,607,620","4,968,698,753","3,477,052,813","2,932,879,143","2,504,337,890","3,068,718,900","3,363,433,960","2,711,806,824","2,392,527,140","2,637,764,620","3,046,799,220","2,750,931,770","2,391,212,840","2,592,391,740","3,419,790,480","2,501,283,667","336,435,375","304,590,107","208,960,319","149,252,111","2,054,389,775","2,418,396,971","2,871,843,478","3,230,259,470","3,962,216,607","4,277,646,637","2,757,754,778","2,346,283,222","2,207,231,712","2,111,484,911","1,869,696,734","2,610,876,782","2,827,395,721","2,503,365,167","2,761,438,782","2,404,887,888","2,329,090,526","2,545,993,843","2,107,403,864","1,792,365,327","915,947,487","866,299,142","833,875,959","766,259,688","823,600,144","1,045,616,283","974,959,824","956,750,961","1,073,339,068","1,041,679,023","443,188,485","362,614,649","391,554,564","399,510,513","371,671,875","420,923,754","384,587,875","1,025,277,500","644,725,886","706,374,466","754,801,265","774,171,205","625,496,042","628,957,703","626,403,888","559,098,015","481,484,080","428,757,281","454,157,281","475,303,250","373,173,406","373,762,299","367,065,343","363,630,482","375,911,312","414,895,187","322,929,416","276,953,250","332,235,833","296,949,583","332,439,500","345,341,333","355,634,000","313,355,083","323,553,250","346,548,666","341,885,666","315,785,666","319,350,500","310,680,166","309,627,416","277,626,333","252,591,166","264,974,666","229,074,666","212,132,916","294,646,083","268,292,250","255,115,333","240,056,000","240,056,000","190,643,916","181,231,833","169,937,333","233,939,500","216,875,750","262,053,750","214,027,250"
PeRatio,"36.069","193.077",,,"41.849","61","26.147","14.118","9.597","9.902","22.878","28.869","29.523","22.29","9.879","7.601","6.965","8.821","12.277","14.276","13.285","13.009","11.171","11.416","11.742","10.16","7.67","6.222","7.292","8.245","12.374","13.404","11.948","9.868","9.789","13.983","20.466","13.129","10.129",,,,,,,"128.5","17.293","3.797","4.439","7.189","5.676",,,,,,,,"82.714","347.3",,,,"37.986","35.833","9.381","8.332","9.146","8.427","12.317","11.891","13.361","20.272","12.744","11.745","9.191","14.433","25.788","86.5","26.571","11.016","14.05","13.614","14.423","16.711","5.656","4.232","3.777","3.912","4.643","4.734","3.244","12","6.575","9.586","11.499","10.554","8.88","10.138","9.984","14.063","18.626","41.071",,"26.087",,,,,,"5.909","5.833","4.293","6.705","5.268","6.79","28.07",,,,,,"14.444","8.333","6.444","6.963","5.023","5.324","5.281","6.13","5.093","7.375","6.034","14.141",,,,,,"11.957","10.227","10.417","7.031"
ForwardPeRatio,"13.699","10.965","11.561","11.919","12.531","12.723","10.482","8.13","7.158","7.616","13.87","13.587","12.563","13.423","8.292","8.913","6.757","7.937","9.328","11.364","10.288","10.661","9.452","9.56","11.848",,,,,"9.39",,,"11.377","8.696","8.13","11.261","16.129","10.627","13.85",,,"8.599","16.556","18.416","11.161","11.173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.182","0.946","0.365","0.376","0.382","0.97","0.799","0.654","0.539","0.553","0.844","0.827","0.765","0.825",,,"2.035","2.7","0.669","1.027","0.917","1.042",,,"56.434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.487","0.415","0.496","0.541","0.442","0.484","0.403","0.317","0.359","0.397","0.742","0.732","0.58","0.508","0.35","0.405","0.454","0.569","0.917","0.869","0.693","0.721","0.607","0.671","0.811","0.803","0.689","0.636","0.692","0.683","0.999","0.945","0.846","0.645","0.493","0.513","0.468","0.283","0.218","0.15","0.203","0.212","0.164","0.122","0.158","0.232","0.221","0.062","0.072","0.117","0.092","0.071","0.049","0.017","0.005","0.02","0.102","0.158","0.229","0.343","0.436","0.426","0.377","0.338","0.319","0.261","0.39","0.428","0.411","0.418","0.359","0.32","0.366","0.296","0.384","0.197","0.156","0.138","0.143","0.151","0.238","0.245","0.238","0.295","0.307","0.185","0.148","0.148","0.153","0.166","0.194","0.156","0.615","0.34","0.414","0.432","0.413","0.3","0.326","0.32","0.176","0.149","0.203","0.142","0.16","0.202","0.135","0.161","0.159","0.168","0.199","0.196","0.13","0.182","0.142","0.171","0.168","0.183","0.122","0.125","0.13","0.124","0.124","0.13","0.142","0.154","0.111","0.123","0.174","0.179","0.156","0.227","0.185","0.177","0.184","0.184","0.178","0.171","0.145","0.292","0.371","0.483","0.386"
PbRatio,"2.711","2.364","2.639","2.744","1.984","2.261","1.973","1.542","1.682","1.78","3.519","3.533","2.965","2.766","1.876","2.202","2.476","3.319","4.544","5.891","5.625","6.309","5.215","6.572","4.738","5.139","4.541","4.63","6.583","2.674","4.189","4.469","4.477","3.637","3.115","3.655","3.982","2.626","2.026","1.554","2.332","3.477","1.866","1.383","1.405","1.736","1.416","1.168","1.441","2.415","3.478","3.45","3.151","2.05","0.379","0.524","0.839","1.314","1.693","2.045","2.407","1.989","1.753","1.612","1.527","1.257","1.811","1.988","2.045","2.317","2.104","1.975","2.334","1.784","1.441","1.15","0.948","0.869","0.906","0.976","1.482","1.499","1.453","1.571","1.517","0.8","0.645","0.65","0.674","0.637","0.864","0.721","2.973","1.741","2.232","2.487","2.622","2.013","2.222","2.249","1.985","1.665","1.557","1.663","1.687","1.302","1.247","1.441","1.418","1.569","1.664","1.095","0.758","1.089","0.901","1.147","1.14","1.307","0.947","1.046","1.037","0.991","0.908","0.904","1.02","1.124","0.81","0.882","1.317","1.383","1.189","2.125","1.739","1.546","1.325","1.325","1.192","1.053","0.887","1.83","2.99","3.876","2.934"
EnterprisesValueRevenueRatio,"0.671","2.178","2.445","2.426","2.115","2.389","2.222","1.971","2.325","2.225","3.321","3.633","3.031","2.77","2.178","2.407","2.54","2.996","3.623","2.938","3.006","3.212","2.96","3.169","3.411","3.589","3.182","2.737","3.232","2.579","3.851","3.479","3.312","2.837","2.34","2.418","2.275","1.707","1.339","1.211","1.554","1.781","1.482","1.265","1.372","1.61","1.519","1.39","1.518","2.082","1.561","0.194","0.171","0.123","0.08","0.947","1.096","1.367","1.543","1.844","2.019","1.383","1.755","1.649","1.64","1.477","1.943","1.907","1.738","2.008","1.758","1.567","1.758","1.522","1.716","1.291","1.329","1.322","1.221","1.287","1.641","1.623","1.458","1.674","1.613","0.818","0.939","1.032","1.019","0.996","1.186","1.107","2.979","1.954","2.102","2.215","2.357","1.928","1.861","1.836","1.668","1.587","1.44","1.487","1.615","1.372","1.397","1.424","1.579","1.734","1.828","1.346","1.162","1.489","1.338","1.518","1.565","1.562","1.421","1.537","1.684","1.664","1.615","1.547","1.607","1.538","1.494","1.32","1.405","1.287","1.304","1.665","1.523","1.615","1.601","1.544","1.439","1.512","1.725","2.23","2.064","2.477","2.019"
EnterprisesValueEBITDARatio,"12.285","18.69","53.93","43.565","-256.972","30.944","54.035","35.473","61.044","31.317","45.994","38.765","24.58","36.763","76.189","38.733","28.214","29.846","42.491","17.341","16.097","31.636","33.735","31.06","23.915","29.971","41.797","22.058","15.76","14.844","23.037","18.053","21.146","27.538","24.058","23.032","18.555","29.074","43.434","23.697","23.987","32.259","246.82","-29.429","-58.862","-59.267","26.653","13.786","21.802","454.759","75.953","2.196","2.033","4.137","-1.154","-2.525","112.872","-43.801","55.377","23.364","21.961","63.723","78.758","39.026","256.778","-585.745","34.109","17.613","15.043","22.5","19.862","14.418","34.33","22.278","31.605","20.062","19.217","43.404","27.513","54.855","32.819","73.449","23.491","22.799","16.252","64.417","11.375","15.716","11.212","16.783","12.417","10.283","26.84","19.131","20.24","19.013","28.254","32.409","26.764","18.868","27.816","28.66","26.304","47.806","37.133","33.619","23.36","23.086","19.763","221.124","27.477","14.226","12.882","18.056","13.257","19.441","15.914","13.784","14.993","-231.109","78.761","1,139.619","63.157","24.193","27.989","19.976","24.788","24.056","14.17","16.246","1.304","-0.672","1.523","1.615","1.601","-0.682","1.439","1.512","1.725","-0.791","2.064","2.477","2.019"
