name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"4,410,191,000","1,062,727,000","1,297,885,000","1,067,471,000","982,108,000","769,584,000","911,322,000","678,668,000","454,158,000","462,478,000","560,888,000","446,199,000","388,021,000","320,426,000","389,822,000","297,695,000","262,263,000","230,666,000","285,693,000","207,937,000","181,671,000","149,648,000","165,682,000","128,204,000","71,798,000","38,798,000"
	OperatingRevenue,"4,410,191,000","1,062,727,000","1,297,885,000","1,067,471,000","982,108,000","769,584,000","911,322,000","678,668,000","454,158,000","462,478,000","560,888,000","446,199,000","388,021,000","320,426,000","389,822,000","297,695,000","262,263,000","230,666,000","285,693,000","207,937,000","181,671,000","149,648,000","165,682,000","128,204,000","71,798,000","38,798,000"
CostOfRevenue,"1,758,542,000","420,897,000","449,151,000","443,473,000","445,021,000","412,601,000","385,546,000","293,095,000","250,454,000","253,410,000","253,439,000","223,140,000","215,492,000","203,767,000","212,948,000","197,554,000","191,565,000","196,798,000","191,246,000","210,710,000","152,148,000","163,358,000","153,350,000","127,780,000","94,757,000","75,773,000"
GrossProfit,"2,651,649,000","641,830,000","848,734,000","623,998,000","537,087,000","356,983,000","525,776,000","385,573,000","203,704,000","209,068,000","307,449,000","223,059,000","172,529,000","116,659,000","176,874,000","100,141,000","70,698,000","33,868,000","94,447,000","-2,773,000","29,523,000","-13,710,000","12,332,000","424,000","-22,959,000","-36,975,000"
OperatingExpense,"3,321,639,000","913,357,000","873,861,000","804,822,000","729,599,000","660,589,000","623,012,000","553,437,000","514,312,000","495,432,000","561,045,000","451,912,000","477,347,000","432,720,000","371,581,000","423,512,000","428,540,000","426,398,000","455,411,000","459,054,000","478,541,000","2,200,057,000","182,069,000","131,392,000","92,900,000","66,846,000"
	SellingGeneralAndAdministration,"1,649,189,000","457,794,000","439,666,000","392,801,000","358,928,000","312,009,000","315,143,000","266,368,000","253,449,000","256,819,000","341,519,000","240,313,000","241,148,000","216,535,000","207,138,000","220,002,000","225,294,000","225,412,000","221,573,000","219,612,000","222,806,000","1,394,209,000","117,105,000","76,830,000","56,848,000","38,748,000"
		GeneralAndAdministrativeExpense,"764,825,000","215,908,000","194,438,000","175,275,000","179,204,000","161,723,000","157,509,000","122,857,000","121,331,000","134,614,000","215,547,000","117,073,000","129,644,000","118,653,000","107,664,000","122,450,000","123,609,000","123,299,000","111,115,000","118,101,000","131,903,000","1,174,476,000","66,716,000","42,172,000","32,261,000","24,011,000"
			SalariesAndWages,,,,,,,,"30,061,000",,,,,,,,,,,,,,,,,,
			OtherGandA,"764,825,000","215,908,000","194,438,000","175,275,000","179,204,000","161,723,000","244,196,000","92,796,000","121,331,000","134,614,000","215,547,000","117,073,000","129,644,000","118,653,000","107,664,000","122,450,000","123,609,000","123,299,000","111,115,000","118,101,000","131,903,000","1,174,476,000","66,716,000","42,172,000","32,261,000","24,011,000"
		SellingAndMarketingExpense,"884,364,000","241,886,000","245,228,000","217,526,000","179,724,000","150,286,000","157,634,000","143,511,000","132,118,000","122,205,000","125,972,000","123,240,000","111,504,000","97,882,000","99,474,000","97,552,000","101,685,000","102,113,000","110,458,000","101,511,000","90,903,000","219,733,000","50,389,000","34,658,000","24,587,000","14,737,000"
	ResearchAndDevelopment,"1,672,450,000","455,563,000","434,195,000","412,021,000","370,671,000","348,580,000","318,446,000","283,639,000","260,863,000","238,613,000","219,526,000","211,599,000","236,199,000","216,185,000","164,443,000","203,510,000","203,246,000","200,986,000","233,838,000","239,442,000","255,735,000","805,848,000","64,964,000","54,562,000","36,052,000","28,098,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,"3,430,000",,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,"3,430,000",,,,,,,,,,,,,,,,,,
OperatingIncome,"-669,990,000","-271,527,000","-25,127,000","-180,824,000","-192,512,000","-303,606,000","-97,236,000","-167,864,000","-310,608,000","-286,364,000","-253,596,000","-228,853,000","-304,818,000","-316,061,000","-194,707,000","-323,371,000","-357,842,000","-392,530,000","-360,964,000","-461,827,000","-449,018,000","-2,213,767,000","-169,737,000","-130,968,000","-115,859,000","-103,821,000"
NetNonOperatingInterestIncomeExpense,"-10,633,000","-2,050,000","-2,496,000","-2,774,000","-3,313,000","-3,894,000","-27,207,000","-25,411,000","-19,959,000","-6,524,000","-4,312,000","1,663,000","6,637,000","7,060,000","6,402,000","6,092,000","5,670,000","5,170,000","5,194,000","5,366,000","5,351,000","1,729,000","710,000","1,290,000","871,000","359,000"
	InterestIncomeNonOperating,"7,185,000","3,123,000","1,554,000","1,257,000","1,251,000","1,137,000","1,969,000","2,801,000","4,768,000","8,589,000","10,463,000","10,317,000","7,446,000","7,816,000","7,513,000","7,011,000","6,600,000","6,104,000","6,070,000","6,253,000","6,349,000","2,424,000","1,486,000","1,938,000","871,000","359,000"
	InterestExpenseNonOperating,"17,818,000","5,173,000","4,050,000","4,031,000","4,564,000","5,031,000","29,176,000","28,212,000","24,727,000","15,113,000","14,775,000","8,654,000","809,000","756,000","1,111,000","919,000","930,000","934,000","876,000","887,000","998,000","695,000","776,000","648,000","0","0"
OtherIncomeExpense,"140,580,000","-77,537,000","63,204,000","112,631,000","42,282,000","22,058,000","29,471,000","-5,669,000","3,575,000","-12,389,000","17,536,000","-1,481,000","44,085,000","-1,127,000","-3,715,000","-7,625,000","-61,000","3,153,000","2,553,000","1,002,000","786,000","187,000","-1,215,000","-1,421,000","-939,000","-993,000"
