name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"1,131,251,134","1,475,426,763","1,539,656,758","921,512,528","954,520,494","707,653,152"
EnterpriseValue,"918,840,134","1,178,433,763","1,242,663,758","624,519,528","650,654,494","660,851,152"
PsRatio,"179.003","378.133","601.759","482.589","540.706","514.181"
PbRatio,"5.472","6.277","5.875","3.264","3.177",
EnterprisesValueRevenueRatio,"146.126","300.698","1,198.326","620.795","1,995.873","869.541"
EnterprisesValueEBITDARatio,"-8.523","-36.85","-41.654","-22.925","-34.696","-49.883"
