name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"602,524,000","133,001,000","150,870,000","156,096,000","162,557,000","146,116,000","175,328,000","135,147,000","112,060,000","134,705,000","164,570,000","155,272,000","157,272,000","151,980,000","180,712,000","164,511,000","176,568,000","165,888,000","177,264,000","152,907,000","159,467,000","156,431,000","165,937,000","156,362,000","158,111,000","152,555,000","183,363,000","151,574,000","170,504,000","160,722,000","187,438,000","166,944,000","151,512,000","147,758,000","154,817,000","135,717,000","120,787,000","102,079,000","101,571,000","90,532,000","83,610,000","77,920,000","69,860,000","57,538,000","55,128,000","47,896,000","51,595,000","41,503,000","35,144,000","31,627,000","36,432,000","27,667,000","24,705,000","24,031,000","34,920,000","35,577,000","36,656,000","31,787,000","44,930,000","38,228,000","36,426,000","36,932,000","42,576,000","31,470,000","27,984,000","33,527,000","44,145,000","32,324,000","32,769,000","30,432,000","38,320,000","29,651,000","27,893,000","29,515,000","35,193,000","24,935,000","26,871,000","23,017,000","31,594,000","28,389,000","28,782,000","27,195,000","36,735,000","31,544,000","25,042,000","27,903,000","31,699,000","29,548,000","25,416,000","23,012,000","28,300,000","23,900,000","22,000,000","22,700,000","27,200,000","23,300,000","24,700,000","22,800,000","24,700,000","22,300,000","21,800,000","21,400,000","22,100,000","19,800,000","18,600,000","19,200,000","18,700,000","15,600,000","14,700,000","13,600,000","12,200,000","11,200,000","10,400,000","9,500,000","8,600,000","8,100,000","7,200,000","7,200,000","6,100,000","6,900,000","5,600,000","7,300,000","4,700,000","4,300,000","5,900,000","4,600,000","3,500,000","7,200,000","7,100,000","7,200,000","6,700,000","5,500,000","3,700,000","1,600,000","1,900,000","1,100,000","1,100,000","500,000"
	OperatingRevenue,"602,524,000","133,001,000","150,870,000","156,096,000","162,557,000","146,116,000","175,328,000","135,147,000","112,060,000","134,705,000","164,570,000","155,272,000","157,272,000","151,980,000","180,712,000","164,511,000","176,568,000","165,888,000","177,264,000","152,907,000","159,467,000","156,431,000","165,937,000","156,362,000","158,111,000","152,555,000","183,363,000","151,574,000","170,504,000","160,722,000","187,438,000","166,944,000","151,512,000","147,758,000","154,817,000","135,717,000","120,787,000","102,079,000","101,571,000","90,532,000","83,610,000","77,920,000","69,860,000","57,538,000","55,128,000","47,896,000","51,595,000","41,503,000","35,144,000","31,627,000","36,432,000","27,667,000","24,705,000","24,031,000","34,920,000","35,577,000","36,656,000","31,787,000","44,930,000","38,228,000","36,426,000","36,932,000","42,576,000","31,470,000","27,984,000","33,527,000","44,145,000","32,324,000","32,769,000","30,432,000","38,320,000","29,651,000","27,893,000","29,515,000","35,193,000","24,935,000","26,871,000","23,017,000","31,594,000","28,389,000","28,782,000","27,195,000","36,735,000","31,544,000","25,042,000","27,903,000","31,699,000","29,548,000","25,416,000","23,012,000","28,300,000","23,900,000","22,000,000","22,700,000","27,200,000","23,300,000","24,700,000","22,800,000","24,700,000","22,300,000","21,800,000","21,400,000","22,100,000","19,800,000","18,600,000","19,200,000","18,700,000","15,600,000","14,700,000","13,600,000","12,200,000","11,200,000","10,400,000","9,500,000","8,600,000","8,100,000","7,200,000","7,200,000","6,100,000","6,900,000","5,600,000","7,300,000","4,700,000","4,300,000","5,900,000","4,600,000","3,500,000","7,200,000","7,100,000","7,200,000","6,700,000","5,500,000","3,700,000","1,600,000","1,900,000","1,100,000","1,100,000","500,000"
CostOfRevenue,"349,191,000","79,206,000","84,652,000","91,781,000","93,552,000","81,876,000","102,879,000","76,520,000","76,893,000","77,573,000","92,814,000","87,991,000","83,973,000","86,275,000","98,159,000","86,701,000","90,406,000","88,006,000","91,806,000","94,385,000","78,794,000","76,245,000","83,047,000","87,425,000","77,700,000","75,042,000","123,203,000","80,536,000","88,877,000","81,738,000","97,672,000","87,146,000","79,114,000","72,286,000","74,720,000","64,280,000","58,204,000","48,602,000","49,075,000","43,653,000","40,642,000","39,067,000","36,996,000","29,775,000","29,925,000","24,699,000","26,724,000","22,675,000","19,188,000","17,306,000","20,330,000","15,348,000","13,875,000","13,552,000","19,486,000","21,789,000","23,336,000","18,361,000","26,790,000","22,290,000","22,947,000","21,029,000","26,500,000","20,730,000","19,913,000","19,512,000","23,218,000","17,471,000","18,424,000","17,427,000","20,623,000","15,594,000","15,590,000","17,481,000","20,148,000","15,112,000","16,090,000","15,522,000","18,132,000","16,242,000","17,908,000","17,058,000","20,994,000","18,025,000","14,131,000","14,699,000","15,094,000","13,403,000","11,613,000","10,457,000","17,600,000","12,200,000","12,200,000","12,200,000","13,100,000","12,100,000","12,400,000","12,100,000","15,800,000","12,600,000","12,000,000","11,700,000","11,200,000","9,400,000","8,700,000","9,000,000","8,300,000","7,300,000","6,800,000","5,900,000","5,900,000","4,900,000","5,300,000","4,500,000","3,500,000","3,900,000","3,600,000","3,600,000","2,900,000","3,300,000","2,700,000","3,500,000","2,800,000","2,800,000","2,700,000","2,300,000","1,800,000","2,800,000","2,600,000","2,700,000",,,,,,,,
GrossProfit,"253,333,000","53,795,000","66,218,000","64,315,000","69,005,000","64,240,000","72,449,000","58,627,000","35,167,000","57,132,000","71,756,000","67,281,000","73,299,000","65,705,000","82,553,000","77,810,000","86,162,000","77,882,000","85,458,000","58,522,000","80,673,000","80,186,000","82,890,000","68,937,000","80,411,000","77,513,000","60,160,000","71,038,000","81,627,000","78,984,000","89,766,000","79,798,000","72,398,000","75,472,000","80,097,000","71,437,000","62,583,000","53,477,000","52,496,000","46,879,000","42,968,000","38,853,000","32,864,000","27,763,000","25,203,000","23,197,000","24,871,000","18,828,000","15,956,000","14,321,000","16,102,000","12,319,000","10,830,000","10,479,000","15,434,000","13,788,000","13,320,000","13,426,000","18,140,000","15,938,000","13,479,000","15,903,000","16,076,000","10,740,000","8,071,000","14,015,000","20,927,000","14,853,000","14,345,000","13,005,000","17,697,000","14,057,000","12,303,000","12,034,000","15,045,000","9,823,000","10,781,000","7,495,000","13,462,000","12,147,000","10,874,000","10,137,000","15,741,000","13,519,000","10,911,000","13,204,000","16,605,000","16,145,000","13,803,000","12,555,000","10,700,000","11,700,000","9,800,000","10,500,000","14,100,000","11,200,000","12,300,000","10,700,000","8,900,000","9,700,000","9,800,000","9,700,000","10,900,000","10,400,000","9,900,000","10,200,000","10,400,000","8,300,000","7,900,000","7,700,000","6,300,000","6,300,000","5,100,000","5,000,000","5,100,000","4,200,000","3,600,000","3,600,000","3,200,000","3,600,000","2,900,000","3,800,000","1,900,000","1,500,000","3,200,000","2,300,000","1,700,000","4,400,000","4,500,000","4,500,000",,,,,,,,
OperatingExpense,"307,675,000","77,027,000","70,060,000","81,523,000","79,065,000","66,199,000","71,718,000","77,931,000","69,039,000","75,350,000","76,455,000","79,215,000","92,465,000","87,010,000","89,572,000","88,794,000","93,884,000","95,380,000","91,161,000","90,857,000","87,537,000","89,257,000","78,817,000","90,954,000","84,128,000","94,272,000","88,902,000","105,675,000","105,469,000","96,508,000","85,538,000","71,590,000","68,036,000","65,955,000","62,121,000","42,867,000","45,787,000","35,958,000","34,330,000","28,443,000","28,969,000","28,883,000","22,165,000","18,972,000","17,202,000","15,786,000","15,183,000","13,668,000","12,542,000","11,663,000","11,671,000","11,227,000","11,673,000","12,086,000","13,934,000","14,330,000","16,133,000","16,661,000","16,704,000","15,506,000","18,400,000","17,169,000","20,427,000","17,677,000","15,979,000","13,020,000","15,240,000","13,346,000","12,601,000","11,371,000","13,248,000","11,364,000","12,156,000","13,258,000","19,027,000","13,109,000","12,283,000","13,256,000","16,190,000","14,918,000","16,678,000","14,828,000","18,846,000","12,792,000","11,730,000","11,103,000","12,940,000","11,898,000","10,971,000","10,961,000","8,300,000","13,200,000","14,800,000","13,900,000","13,100,000","10,700,000","11,600,000","10,200,000","12,600,000","13,300,000","10,500,000","9,400,000","9,100,000","9,200,000","8,900,000","8,700,000","9,600,000","6,900,000","6,400,000","6,400,000","5,600,000","5,600,000","4,600,000","4,100,000","3,700,000","3,900,000","4,100,000","4,200,000","4,700,000","4,100,000","3,800,000","3,500,000","4,500,000","4,800,000","4,500,000","4,500,000","4,600,000","4,300,000","4,300,000","4,100,000",,,,,,,,
	SellingGeneralAndAdministration,"233,512,000","55,415,000","50,897,000","65,737,000","61,463,000","49,600,000","52,682,000","59,065,000","52,042,000","56,106,000","59,319,000","58,275,000","71,654,000","65,107,000","66,062,000","65,600,000","71,172,000","69,497,000","68,195,000","66,497,000","63,088,000","66,405,000","57,767,000","64,814,000","63,228,000","73,967,000","66,542,000","83,212,000","79,738,000","74,292,000","63,026,000","53,656,000","50,322,000","48,720,000","45,547,000","32,054,000","36,189,000","29,454,000","26,524,000","22,900,000","24,048,000","23,950,000","17,571,000","15,100,000","14,159,000","12,964,000","12,437,000","10,960,000","9,776,000","9,158,000","9,160,000","8,362,000","8,818,000","9,188,000","9,826,000","10,414,000","12,555,000","13,064,000","12,512,000","11,883,000","14,872,000","14,892,000","16,416,000","13,821,000","10,695,000","9,763,000","11,869,000","9,917,000","9,900,000","8,696,000","10,528,000","8,751,000","9,512,000","10,761,000","17,176,000","11,092,000","9,719,000","10,656,000","13,259,000","11,129,000","14,591,000","10,970,000","15,760,000","10,001,000","9,081,000","8,919,000","9,709,000","8,430,000","7,239,000","7,333,000","4,500,000","9,600,000","11,000,000","10,200,000","8,700,000","7,600,000","7,500,000","6,600,000","8,800,000","7,300,000","7,200,000","6,400,000","6,200,000","6,100,000","6,200,000","6,200,000","6,800,000","4,800,000","4,400,000","4,300,000","4,000,000","3,800,000","3,500,000","3,200,000","3,200,000","3,500,000","3,700,000","3,900,000","4,200,000","3,600,000","3,500,000","3,200,000","4,100,000","4,700,000","4,000,000","4,300,000","4,300,000","4,000,000","4,200,000","3,900,000",,,,,,,,
	ResearchAndDevelopment,"74,163,000","21,612,000","19,163,000","15,786,000","17,602,000","16,599,000","19,036,000","18,866,000","16,997,000","19,244,000","17,136,000","20,940,000","20,811,000","21,903,000","23,510,000","23,194,000","22,712,000","25,883,000","22,966,000","24,360,000","24,449,000","22,852,000","21,050,000","26,140,000","20,900,000","20,305,000","22,360,000","22,463,000","25,731,000","22,216,000","22,512,000","17,934,000","17,714,000","17,235,000","16,574,000","10,813,000","9,598,000","6,504,000","7,806,000","5,543,000","4,921,000","4,933,000","4,594,000","3,872,000","3,043,000","2,822,000","2,746,000","2,708,000","2,766,000","2,505,000","2,511,000","2,865,000","2,855,000","2,898,000","4,108,000","3,916,000","3,578,000","3,597,000","4,192,000","3,623,000","3,528,000","3,087,000","4,011,000","3,856,000","2,974,000","3,257,000","3,371,000","3,429,000","2,701,000","2,675,000","2,720,000","2,613,000","2,644,000","2,497,000","1,851,000","2,017,000","2,564,000","2,600,000","2,931,000","3,789,000","4,787,000","3,858,000","3,086,000","2,791,000","2,649,000","2,184,000","1,924,000","1,911,000","2,108,000","1,871,000","2,000,000","2,000,000","2,400,000","2,400,000","2,600,000","1,900,000","2,600,000","2,300,000","2,400,000","4,700,000","2,000,000","1,900,000","1,800,000","2,200,000","1,800,000","1,800,000","1,800,000","1,400,000","1,400,000","1,500,000","900,000","900,000","800,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,307,000","1,557,000","1,624,000","1,757,000","1,800,000","1,600,000","1,400,000","1,300,000","1,800,000","1,200,000","1,500,000","1,300,000","1,400,000","1,300,000","1,300,000","1,100,000","1,100,000","900,000","900,000","700,000","1,000,000","700,000","600,000","600,000","700,000","900,000","300,000","300,000","500,000","400,000","400,000","300,000","500,000","500,000","300,000","300,000","400,000","100,000","500,000","200,000","300,000","300,000","100,000","200,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,307,000","1,557,000","1,624,000","1,757,000","1,800,000","1,600,000","1,400,000","1,300,000","1,800,000","1,200,000","1,500,000","1,300,000","1,400,000","1,300,000","1,300,000","1,100,000","1,100,000","900,000","900,000","700,000","1,000,000","700,000","600,000","600,000","700,000","900,000","300,000","300,000","500,000","400,000","400,000","300,000","500,000","500,000","300,000","300,000","400,000","100,000","500,000","200,000","300,000","300,000","100,000","200,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-810,000",,,"2,310,000",,,,,,,,,,,,,,,,"-2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
