name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
TotalRevenue,"2,787,635,000","701,704,000","719,717,000","701,354,000","664,860,000","595,782,000","575,559,000","554,278,000","530,488,000","591,721,000","588,224,000","592,256,000","537,037,000","557,221,000","554,694,000","517,474,000","438,869,000","439,670,000","381,837,000","393,074,000","380,044,000","416,419,000","380,630,000","399,158,000","363,130,000","371,964,000","347,759,000","353,330,000","344,378,000","364,753,000","339,553,000","358,758,000","319,471,000","343,924,000","332,555,000","353,881,000","321,102,000","308,663,000","286,442,000","282,822,000","241,763,000","240,538,000","204,964,000","223,024,000","195,101,000","216,372,000","195,941,000","197,889,000","192,004,000","212,642,000","156,364,000","160,666,000","158,408,000","165,576,000","150,362,000","159,280,000","152,961,000","147,410,000","152,053,000","146,625,000","128,562,000","132,028,000","124,336,000","131,501,000","128,701,000","118,126,000","111,608,000","104,112,000","99,977,000","90,939,000","88,187,000","82,643,000","84,170,000","83,221,000","71,758,000","64,336,000","59,264,000","53,700,000","48,962,000","39,497,000","42,863,000","47,181,000","50,089,000","49,524,000","48,834,000","44,903,000","43,093,000","39,730,000","36,626,000","23,780,000","18,000,000","17,000,000","17,000,000","18,200,000","18,900,000","18,000,000","16,300,000","17,800,000","16,000,000","15,900,000","14,500,000","14,000,000","12,100,000","10,800,000","10,800,000","9,100,000","5,800,000","7,400,000","6,800,000"
	OperatingRevenue,"2,787,635,000","701,704,000","719,717,000","701,354,000","664,860,000","595,782,000","575,559,000","554,278,000","530,488,000","591,721,000","588,224,000","592,256,000","537,037,000","557,221,000","554,694,000","517,474,000","438,869,000","439,670,000","381,837,000","393,074,000","380,044,000","416,419,000","380,630,000","399,158,000","363,130,000","371,964,000","347,759,000","353,330,000","344,378,000","364,753,000","339,553,000","358,758,000","319,471,000","343,924,000","332,555,000","353,881,000","321,102,000","308,663,000","286,442,000","282,822,000","241,763,000","240,538,000","204,964,000","223,024,000","195,101,000","216,372,000","195,941,000","197,889,000","192,004,000","212,642,000","156,364,000","160,666,000","158,408,000","165,576,000","150,362,000","159,280,000","152,961,000","147,410,000","152,053,000","146,625,000","128,562,000","132,028,000","124,336,000","131,501,000","128,701,000","118,126,000","111,608,000","104,112,000","99,977,000","90,939,000","88,187,000","82,643,000","84,170,000","83,221,000","71,758,000","64,336,000","59,264,000","53,700,000","48,962,000","39,497,000","42,863,000","47,181,000","50,089,000","49,524,000","48,834,000","44,903,000","43,093,000","39,730,000","36,626,000","23,780,000","18,000,000","17,000,000","17,000,000","18,200,000","18,900,000","18,000,000","16,300,000","17,800,000","16,000,000","15,900,000","14,500,000","14,000,000","12,100,000","10,800,000","10,800,000","9,100,000","5,800,000","7,400,000","6,800,000"
CostOfRevenue,"1,940,122,000","497,582,000","500,121,000","488,443,000","453,976,000","400,113,000","391,289,000","387,313,000","385,569,000","410,899,000","404,230,000","410,099,000","384,459,000","398,005,000","402,706,000","392,130,000","344,880,000","327,344,000","263,712,000","269,262,000","260,496,000","274,101,000","255,546,000","271,066,000","248,262,000","262,539,000","237,593,000","240,774,000","243,439,000","250,574,000","233,912,000","241,693,000","237,735,000","250,753,000","243,136,000","262,084,000","235,307,000","232,345,000","211,395,000","216,803,000","187,618,000","185,486,000","146,781,000","162,113,000","141,601,000","149,712,000","136,932,000","130,148,000","133,776,000","141,666,000","110,321,000","111,656,000","111,713,000","117,724,000","105,529,000","115,551,000","108,020,000","106,769,000","105,842,000","104,513,000","96,396,000","94,150,000","90,383,000","97,444,000","98,115,000","87,711,000","83,685,000","78,154,000","75,721,000","68,204,000","68,472,000","62,808,000","62,776,000","63,801,000","51,757,000","47,476,000","43,293,000","40,212,000","39,718,000","31,914,000","29,364,000","34,607,000","34,040,000","33,978,000","33,942,000","26,405,000","28,596,000","25,958,000","22,876,000","15,065,000","9,700,000","8,800,000","8,800,000","9,800,000","11,800,000","10,500,000","9,100,000","10,100,000","9,700,000","10,000,000","8,900,000","9,100,000","7,900,000",,,,,,
GrossProfit,"847,513,000","204,122,000","219,596,000","212,911,000","210,884,000","195,669,000","184,270,000","166,965,000","144,919,000","180,822,000","183,994,000","182,157,000","152,578,000","159,216,000","151,988,000","125,344,000","93,989,000","112,326,000","118,125,000","123,812,000","119,548,000","142,318,000","125,084,000","128,092,000","114,868,000","109,425,000","110,166,000","112,556,000","100,939,000","114,179,000","105,641,000","117,065,000","81,736,000","93,171,000","89,419,000","91,797,000","85,795,000","76,318,000","75,047,000","66,019,000","54,145,000","55,052,000","58,183,000","60,911,000","53,500,000","66,660,000","59,009,000","67,741,000","58,228,000","70,976,000","46,043,000","49,010,000","46,695,000","47,852,000","44,833,000","43,729,000","44,941,000","40,641,000","46,211,000","42,112,000","32,166,000","37,878,000","33,953,000","34,057,000","30,586,000","30,415,000","27,923,000","25,958,000","24,256,000","22,735,000","19,715,000","19,835,000","21,394,000","19,420,000","20,001,000","16,860,000","15,971,000","13,488,000","9,244,000","7,583,000","13,499,000","12,574,000","16,049,000","15,546,000","14,892,000","18,498,000","14,497,000","13,772,000","13,750,000","8,715,000","8,300,000","8,200,000","8,200,000","8,400,000","7,100,000","7,500,000","7,200,000","7,700,000","6,300,000","5,900,000","5,600,000","4,900,000","4,200,000",,,,,,
OperatingExpense,"839,183,000","224,909,000","215,069,000","204,613,000","194,592,000","166,565,000","162,510,000","154,282,000","150,233,000","166,730,000","170,025,000","163,732,000","160,643,000","149,793,000","145,981,000","146,915,000","148,468,000","145,377,000","143,451,000","139,672,000","137,498,000","139,642,000","117,493,000","109,678,000","107,090,000","101,931,000","99,781,000","98,730,000","91,525,000","94,500,000","87,463,000","70,609,000","82,905,000","94,310,000","87,895,000","92,307,000","82,371,000","83,298,000","73,781,000","66,878,000","67,934,000","60,907,000","56,391,000","55,955,000","52,199,000","54,875,000","51,997,000","54,668,000","50,845,000","53,128,000","44,181,000","36,981,000","35,424,000","33,584,000","33,274,000","34,426,000","35,784,000","27,738,000","31,714,000","31,248,000","27,500,000","28,320,000","25,770,000","24,243,000","22,696,000","23,618,000","19,946,000","18,396,000","17,662,000","18,425,000","14,848,000","14,067,000","16,015,000","15,255,000","10,311,000","15,033,000","16,002,000","17,587,000","13,731,000","14,489,000","16,547,000","18,846,000","13,618,000","11,754,000","10,309,000","5,701,000","11,101,000","10,571,000","9,071,000","5,451,000","5,700,000","5,500,000","5,400,000","5,600,000","4,700,000","5,400,000","5,000,000","5,400,000","4,300,000","4,100,000","3,900,000","3,200,000","2,900,000",,,,,,
	SellingGeneralAndAdministration,"657,251,000","176,145,000","170,222,000","156,684,000","154,200,000","133,432,000","132,394,000","125,451,000","121,039,000","134,557,000","136,005,000","127,391,000","125,132,000","118,130,000","114,566,000","113,120,000","112,642,000","106,038,000","100,125,000","90,084,000","89,173,000","96,562,000","80,282,000","77,224,000","79,400,000","77,536,000","76,351,000","73,351,000","71,107,000","76,379,000","70,962,000","54,404,000","69,096,000","74,059,000","69,100,000","73,593,000","64,781,000","68,070,000","62,209,000","54,079,000","56,501,000","49,976,000","45,640,000","44,379,000","41,733,000","42,979,000","40,413,000","41,952,000","38,921,000","42,636,000","34,416,000","28,927,000","26,916,000","25,638,000","23,952,000","25,430,000","23,604,000","17,291,000","20,920,000","20,424,000","17,730,000","19,570,000","17,692,000","16,790,000","15,844,000","16,162,000","14,724,000","13,327,000","12,846,000","14,191,000","11,395,000","10,832,000","12,213,000","11,228,000","6,389,000","10,859,000","10,324,000","11,130,000","9,102,000","8,888,000","8,738,000","12,516,000","9,272,000","8,370,000","7,995,000","6,417,000","7,675,000","6,626,000","5,764,000","3,069,000","2,800,000","2,400,000","2,900,000","2,900,000","2,400,000","2,500,000","2,400,000","2,400,000","1,900,000","1,800,000","1,800,000","1,300,000","1,200,000",,,,,,
	ResearchAndDevelopment,"153,203,000","40,894,000","37,316,000","40,530,000","34,463,000","31,822,000","28,803,000","27,531,000","27,636,000","30,482,000","32,164,000","34,314,000","33,474,000","29,383,000","28,928,000","31,360,000","33,373,000","36,865,000","40,149,000","46,268,000","45,065,000","39,857,000","34,436,000","30,177,000","25,177,000","21,615,000","19,169,000","20,792,000","15,608,000","13,493,000","11,850,000","11,547,000","9,780,000","16,586,000","15,143,000","14,918,000","14,089,000","11,709,000","7,612,000","8,758,000","7,369,000","6,490,000","5,999,000","6,809,000","5,694,000","7,114,000","6,661,000","7,622,000","7,314,000","5,766,000","7,864,000","6,692,000","7,003,000","6,141,000","6,985,000","6,656,000","9,840,000","8,058,000","8,405,000","8,433,000","7,377,000","6,450,000","5,557,000","4,832,000","4,792,000","5,368,000","3,528,000","3,557,000","3,304,000","2,722,000","1,941,000","1,575,000","1,844,000","2,064,000","1,963,000","2,215,000","3,718,000","4,344,000","2,517,000","3,489,000","5,698,000","3,772,000","2,532,000","1,831,000","1,280,000","1,218,000","1,589,000","1,712,000","1,654,000","1,590,000","2,100,000","2,300,000","1,600,000","1,800,000","1,700,000","2,200,000","1,900,000","2,300,000","1,900,000","1,800,000","1,600,000","1,500,000","1,400,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"28,729,000","7,870,000","7,531,000","7,399,000","5,929,000","1,311,000","1,313,000","1,300,000","1,558,000","1,691,000","1,856,000","2,027,000","2,037,000","2,280,000","2,487,000","2,435,000","2,453,000","2,474,000","3,177,000","3,320,000","3,260,000","3,223,000","2,775,000","2,277,000","2,513,000","2,780,000","4,261,000","4,587,000","4,810,000","4,628,000","4,651,000","4,658,000","4,029,000","3,665,000","3,652,000","3,796,000","3,501,000","3,519,000","3,960,000","4,041,000","4,064,000","4,441,000","4,752,000","4,767,000","4,772,000","4,782,000","4,923,000","5,094,000","4,610,000","4,726,000","1,901,000","1,362,000","1,505,000","1,805,000","2,337,000","2,340,000","2,340,000","2,389,000","2,389,000","2,391,000","2,393,000","2,300,000","2,521,000","2,621,000","2,060,000","2,088,000","1,694,000","1,512,000","1,512,000","1,512,000","1,512,000","1,660,000","1,958,000","1,963,000","1,959,000","1,959,000","1,960,000","2,113,000","2,112,000","2,112,000","2,111,000","2,558,000","1,814,000","1,553,000","1,034,000","7,131,000","1,837,000","2,233,000","1,653,000","792,000","800,000","800,000","900,000","900,000","600,000","700,000","700,000","700,000","500,000","500,000","500,000","400,000","300,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"28,729,000","7,870,000","7,531,000","7,399,000","5,929,000","1,311,000","1,313,000","1,300,000","1,558,000","1,691,000","1,856,000","2,027,000","2,037,000","2,280,000","2,487,000","2,435,000","2,453,000","2,474,000","3,177,000","3,320,000","3,260,000","3,223,000","2,775,000","2,277,000","2,513,000","2,780,000","4,261,000","4,587,000","4,810,000","4,628,000","4,651,000","4,658,000","4,029,000","3,665,000","3,652,000","3,796,000","3,501,000","3,519,000","3,960,000","4,041,000","4,064,000","4,441,000","4,752,000","4,767,000","4,772,000","4,782,000","4,923,000","5,094,000","4,610,000","4,726,000","1,901,000","1,362,000","1,505,000","1,805,000","2,337,000","2,340,000","2,340,000","2,389,000","2,389,000","2,391,000","2,393,000","2,300,000","2,521,000","2,621,000","2,060,000","2,088,000","1,694,000","1,512,000","1,512,000","1,512,000","1,512,000","1,660,000","1,958,000","1,963,000","1,959,000","1,959,000","1,960,000","2,113,000","2,112,000","2,112,000","2,111,000","2,558,000","1,814,000","1,553,000","1,034,000","7,131,000","1,837,000","2,233,000","1,653,000","792,000","800,000","800,000","900,000","900,000","600,000","700,000","700,000","700,000","500,000","500,000","500,000","400,000","300,000",,,,,,
			Amortization,"28,729,000","7,870,000","7,531,000","7,399,000","5,929,000","1,311,000","1,313,000","1,300,000","1,558,000","1,691,000","1,856,000","2,027,000","2,037,000","2,280,000","2,487,000","2,435,000","2,453,000","2,474,000","3,177,000","3,320,000","3,260,000","3,223,000","2,775,000","2,277,000","2,513,000","2,780,000","4,261,000","4,587,000","4,810,000","4,628,000","4,651,000","4,658,000","4,029,000","3,665,000","3,652,000","3,796,000","3,501,000","3,519,000","3,960,000","4,041,000","4,064,000","4,441,000","4,752,000","4,767,000","4,772,000","4,782,000","4,923,000","5,094,000","4,610,000","4,726,000","1,901,000","1,362,000","1,505,000","1,805,000","2,337,000","2,340,000","2,340,000","2,389,000","2,389,000","2,391,000","2,393,000","2,300,000","2,521,000","2,621,000","2,060,000","2,088,000","1,694,000","1,512,000","1,512,000","1,512,000","1,512,000","1,660,000","1,958,000","1,963,000","1,959,000","1,959,000","1,960,000","2,113,000","2,112,000","2,112,000","2,111,000","2,558,000","1,814,000","1,553,000","1,034,000",,,,,,,,,,,,,,,,,,,,,,,,
