name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
				AmortizationOfIntangiblesIncomeStatement,"28,729,000","7,870,000","7,531,000","7,399,000","5,929,000","1,311,000","1,313,000","1,300,000","1,558,000","1,691,000","1,856,000","2,027,000","2,037,000","2,280,000","2,487,000","2,435,000","2,453,000","2,474,000","3,177,000","3,320,000","3,260,000","3,223,000","2,775,000","2,277,000","2,513,000","2,780,000","4,261,000","4,587,000","4,810,000","4,628,000","4,651,000","4,658,000","4,029,000","3,665,000","3,652,000","3,796,000","3,501,000","3,519,000","3,960,000","4,041,000","4,064,000","4,441,000","4,752,000","4,767,000","4,772,000","4,782,000","4,923,000","5,094,000","4,610,000","4,726,000","1,901,000","1,362,000","1,505,000","1,805,000","2,337,000","2,340,000","2,340,000","2,389,000","2,389,000","2,391,000","2,393,000","2,300,000","2,521,000","2,621,000","2,060,000","2,088,000","1,694,000","1,512,000","1,512,000","1,512,000","1,512,000","1,660,000","1,958,000","1,963,000","1,959,000","1,959,000","1,960,000","2,113,000","2,112,000","2,112,000","2,111,000","2,558,000","1,814,000","1,553,000","1,034,000",,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"8,330,000","-20,787,000","4,527,000","8,298,000","16,292,000","29,104,000","21,760,000","12,683,000","-5,314,000","14,092,000","13,969,000","18,425,000","-8,065,000","9,423,000","6,007,000","-21,571,000","-54,479,000","-33,051,000","-25,326,000","-15,860,000","-17,950,000","2,676,000","7,591,000","18,414,000","7,778,000","7,494,000","10,385,000","13,826,000","9,414,000","19,679,000","18,178,000","46,456,000","-1,169,000","-1,139,000","1,524,000","-510,000","3,424,000","-6,980,000","1,266,000","-859,000","-13,789,000","-5,855,000","1,792,000","4,956,000","1,301,000","11,785,000","7,012,000","13,073,000","7,383,000","17,848,000","1,862,000","12,029,000","11,271,000","14,268,000","11,559,000","9,303,000","9,157,000","12,903,000","14,497,000","10,864,000","4,666,000","9,558,000","8,183,000","9,814,000","7,890,000","6,797,000","7,977,000","7,562,000","6,594,000","4,310,000","4,867,000","5,768,000","5,379,000","4,165,000","9,690,000","1,827,000","-31,000","-4,099,000","-4,487,000","-6,906,000","-3,048,000","-6,272,000","2,431,000","3,792,000","4,583,000","12,797,000","3,396,000","3,201,000","4,679,000","3,264,000","2,600,000","2,700,000","2,800,000","2,800,000","2,400,000","2,100,000","2,200,000","2,300,000","2,000,000","1,800,000","1,700,000","1,700,000","1,300,000","10,800,000","10,800,000","-18,100,000","5,800,000","7,400,000","6,800,000"
NetNonOperatingInterestIncomeExpense,"-28,887,000","-11,611,000","-5,025,000","-6,022,000","-6,229,000","-5,527,000","-7,766,000","-9,662,000","-9,292,000","-8,520,000","-9,097,000","-9,127,000","-10,249,000","-9,663,000","-14,865,000","-14,045,000","-11,288,000","-3,595,000","512,000","-20,000","37,000","-66,000","-2,119,000","-4,079,000","-4,811,000","-5,990,000","-5,546,000","-6,098,000","-5,888,000","-6,049,000","-6,783,000","-7,991,000","-8,603,000","-8,730,000","-9,166,000","-9,865,000","-10,142,000","-10,192,000","-10,634,000","-11,508,000","-11,486,000","-7,764,000","-311,000","-198,000","26,000","72,000","-14,000","-887,000","-2,002,000","-4,783,000","-1,739,000","-129,000","-82,000","-120,000","-19,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"504,000","-16,000","386,000","71,000","63,000","-34,000","114,000","128,000","232,000","131,000","179,000","413,000","925,000","53,000","31,000","29,000","36,000","178,000","512,000","177,000","93,000","213,000","243,000","229,000","323,000","415,000","517,000","598,000","696,000","793,000","857,000","346,000","26,000","7,000","3,000","4,000","21,000","30,000","38,000","45,000","60,000","1,000","20,000","13,000","26,000","75,000","46,000","63,000","139,000","41,000","382,000","101,000","97,000","73,000","97,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"29,391,000","11,595,000","5,411,000","6,093,000","6,292,000","5,493,000","7,880,000","9,790,000","9,524,000","8,651,000","9,276,000","9,540,000","11,174,000","9,716,000","14,896,000","14,074,000","11,324,000","3,773,000","0","197,000","56,000","279,000","2,362,000","4,308,000","5,134,000","6,405,000","6,063,000","6,696,000","6,584,000","6,842,000","7,640,000","8,337,000","8,629,000","8,737,000","9,169,000","9,869,000","10,163,000","10,222,000","10,672,000","11,553,000","11,546,000","7,765,000","331,000","211,000","0","3,000","60,000","950,000","2,141,000","4,824,000","2,121,000","230,000","179,000","193,000","116,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"9,097,000","9,127,000","10,249,000","9,663,000","14,865,000","14,045,000",,"3,595,000","-512,000",,"-37,000","66,000",,"4,079,000",,"5,990,000",,,"5,888,000","6,049,000","6,783,000","7,991,000",,"8,730,000","9,166,000","9,865,000","10,142,000","10,192,000",,,"11,486,000",,"311,000","198,000","-26,000",,,,,,,"129,000","82,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"4,118,000","0",,,"4,118,000",,,,,,,,,,,,,"0",,"-10,217,000",,,,,,,,,,,,,,,,,,"0","-26,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-79,000","-49,000","-32,000","-78,000","-463,000","-630,000","-529,000","-677,000","-810,000","-3,216,000","-724,000","-558,000","-141,000",,"-2,193,000",,,,,"200,000","200,000","300,000","100,000","200,000","200,000","200,000","200,000","300,000","100,000",,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-79,000","-49,000","-32,000","-78,000","-463,000","-630,000","-529,000","-627,000","-810,000","-716,000","-724,000",,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,"0","0","0",,"0","0","-10,217,000",,,,,,,,,,,,,,"0","0",,,"0","-26,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,000",,"-2,500,000",,"0","-141,000",,"-2,193,000",,,,,"200,000","200,000","300,000","100,000","200,000","200,000","200,000","200,000","300,000","100,000",,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,"0",,"10,217,000",,,,,,,,,,,,,,,,,,"0","26,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,118,000","0",,,"4,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-16,439,000","-32,398,000","-498,000","2,276,000","14,181,000","23,577,000","13,994,000","3,021,000","-14,606,000","5,572,000","4,872,000","9,298,000","-18,314,000","-240,000","-8,858,000","-35,616,000","-65,767,000","-36,646,000","-24,814,000","-26,097,000","-17,913,000","2,610,000","5,472,000","14,335,000","2,967,000","1,504,000","4,839,000","7,728,000","3,526,000","13,630,000","11,395,000","38,465,000","-9,772,000","-9,869,000","-7,642,000","-10,375,000","-6,718,000","-17,172,000","-35,869,000","-12,367,000","-25,275,000","-13,619,000","1,481,000","4,758,000","1,327,000","11,857,000","6,998,000","12,186,000","5,381,000","13,065,000","123,000","11,900,000","11,189,000","14,148,000","11,540,000","9,780,000","9,773,000","14,202,000","15,806,000","12,193,000","5,884,000","10,380,000","8,644,000","10,037,000","8,125,000","6,667,000","8,082,000","7,536,000","6,445,000","4,683,000","4,835,000","5,622,000","5,334,000","4,248,000","9,521,000","1,607,000","-277,000","-4,376,000","-5,281,000","-7,716,000","-3,692,000","-7,046,000","1,590,000","659,000","3,995,000","3,539,000","3,498,000","3,689,000","2,961,000","3,577,000","2,900,000","2,900,000","3,000,000","3,000,000","2,700,000","2,400,000","2,300,000","2,500,000","2,200,000","1,900,000","1,900,000","2,000,000","1,400,000",,,,,,
TaxProvision,"-14,237,000","-10,768,000","3,492,000","-2,874,000","-4,087,000","8,868,000","7,008,000","-687,000","-5,748,000","816,000","-3,911,000","2,390,000","-7,210,000","-5,335,000","3,230,000","-9,704,000","-29,205,000","-16,745,000","2,172,000","-11,464,000","-9,180,000","-1,639,000","850,000","3,596,000","810,000","-2,883,000","-5,105,000","2,808,000","1,007,000","6,194,000","-3,389,000","14,473,000","-3,451,000","-6,378,000","-1,682,000","-12,656,000","-5,231,000","-19,447,000","-15,255,000","-4,510,000","-10,842,000","-6,336,000","-3,637,000","-3,411,000","-267,000","-439,000","-5,929,000","4,385,000","1,981,000","2,673,000","-2,940,000","2,808,000","2,897,000","1,972,000","914,000","505,000","3,403,000","3,658,000","4,803,000","3,479,000","1,581,000","1,679,000","-1,095,000","3,475,000","2,696,000","768,000","1,442,000","1,629,000","1,266,000","-2,059,000","-408,000","1,877,000","1,771,000","434,000","2,432,000","-195,000","-740,000","-3,093,000","-2,669,000","-3,561,000","-2,110,000","-3,613,000","-849,000","212,000","1,291,000","378,000","783,000","1,255,000","1,006,000","1,271,000","900,000","1,100,000","1,200,000","1,100,000","1,000,000","1,000,000","900,000","900,000","800,000","700,000","700,000","700,000","500,000",,,,,,
EarningsFromEquityInterestNetOfTax,"-281,000","-25,000","0","0","-256,000","-232,000","774,000","-317,000","331,000","142,000","1,807,000","1,154,000","1,367,000","268,000","1,351,000","314,000","1,065,000","385,000","1,365,000","741,000","-513,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-15,534,000","-29,180,000","-6,613,000","3,291,000","16,968,000","7,357,000","6,760,000","1,963,000","-12,389,000","1,586,000","6,476,000","3,194,000","-11,468,000","2,515,000","-10,404,000","-25,724,000","-34,010,000","-19,946,000","-24,631,000","-13,689,000","-9,039,000","6,650,000","4,243,000","11,019,000","1,855,000","4,450,000","9,747,000","4,936,000","2,608,000","7,549,000","14,811,000","23,947,000","-5,944,000","-3,516,000","-5,993,000","1,897,000","-1,834,000","1,931,000","-20,776,000","-7,907,000","-14,420,000","-7,378,000","5,140,000","7,975,000","1,759,000","12,144,000","12,924,000","7,786,000","3,261,000","10,446,000","3,246,000","9,175,000","8,269,000","12,116,000","10,666,000","9,258,000","6,291,000","10,522,000","10,225,000","8,585,000","4,181,000","8,576,000","9,690,000","6,539,000","5,361,000","5,758,000","6,628,000","5,953,000","5,176,000","6,718,000","5,241,000","3,745,000","3,563,000","3,814,000","7,089,000","1,802,000","463,000","-1,283,000","-2,612,000","-4,155,000","-1,582,000","-3,433,000","2,439,000","447,000","2,704,000","3,161,000","2,715,000","2,434,000","1,955,000","2,306,000","2,000,000","1,800,000","1,800,000","1,900,000","1,700,000","1,400,000","1,400,000","1,600,000","1,400,000","1,200,000","1,200,000","1,300,000","900,000","600,000","500,000","500,000","100,000","500,000","500,000"
