name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
OperatingCashFlow,,"3,572,248","-15,802,747","8,670,667","-9,165,348","-1,499,454","-1,990,778","-1,759,980","-2,255,981","-122,819","-1,233,154","-1,747,481","-2,089,821","-1,705,813","-1,724,154","-1,774,419","-2,279,783","-1,245,912","-339,987","-926,957","-766,511","-15,801","0","-1,001","-2,992","0","-1,520","0","0","0","-4,353","0","0","-4,101","0","-11,269","0","0","-4,018","-12,005","0","-825","-3,863","-1,596","-8,911","0","-7,621","-9,047","0","-10,338","0","-56","-9,059","-2,874","-2,572","-6,814","-12,197","-69,027","0","-7,500","-5,952","41,949","286,774","524,829","193,989","54,699","79,060","-304,725","215,550","-900,000",,,"-1,816,776","-400,000","-600,000","200,000","-4,512,109"
	CashFlowFromContinuingOperatingActivities,,"3,572,248","-15,802,747","8,670,667","-9,165,348","-1,499,454","-1,990,778","-1,759,980","-2,255,981","-122,819","-1,233,154","-1,747,481","-2,089,821","-1,705,813","-1,724,154","-1,774,419","-2,279,783","-1,245,912","-339,987","-926,957","-766,511","-15,801","0","-1,001","-2,992","0","-1,520","0","0","0","-4,353","0","0","-4,101","0","-11,269","0","0","-4,018","-12,005","0","-825","-3,863","-1,596","-8,911","0","-7,621","-9,047","0","-10,338","0","-56","-9,059","-2,874","-2,572","-6,814","-12,197","-69,027","0","-7,500","-5,952","41,949","286,774","524,829","193,989","54,699","79,060","-304,725","215,550","-900,000",,,"-1,816,776","-400,000","-600,000","200,000","-4,512,109"
		NetIncomeFromContinuingOperations,,"9,067,867","14,115,512","9,536,660","-463,443","-1,906,437","-2,338,625","-3,103,789","-4,406,598","-2,864,420","-3,444,260","-3,841,402","-7,735,606","-612,542","-1,580,438","-1,780,826","-1,797,228","-1,896,457","-2,185,447","-609,567","-1,097,430","-316,967","-5,234","-5,313","-5,974","-4,832","-5,140","-5,088","-4,971","-5,561","-5,293","-5,303","-5,764","-5,040","-4,926","-4,935","-7,678","0","-6,657","-8,274","-9,757",,"-3,641",,,,,,,,,,,"-1,951","-6,071","-16,058","-12,197",,,,,"-7,326","-7,537,312","-276,471","-2,290,340","-399,011","-420,541","30,020","-204,054","200,000","-100,000","200,000","-384,453","400,000","500,000","300,000","338,443"
		OperatingGainsLosses,,"148,508","0","-12,044","-427,385",,,"90,321",,,,"117,243",,,,,"125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,"90,321",,,,"117,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,"0",,,,,,,,,,,,"125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,"4,623,355","4,637,897","3,516,851","1,287,790","1,224,130","1,195,835","1,169,001","1,498,625","715,289","1,173,617","1,068,431","270,385","125,606","115,180","88,692","72,258","55,268","59,662","22,587","11,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","36,369","36,369","40,546","34,329","34,330","34,330",,,,,"127,940",,,,
			DepreciationAndAmortization,,"4,623,355","4,637,897","3,516,851","1,287,790","1,224,130","1,195,835","1,169,001","1,498,625","715,289","1,173,617","1,068,431","270,385","125,606","115,180","88,692","72,258","55,268","59,662","22,587","11,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","36,369","36,369","40,546","34,329","34,330","34,330",,,,,"127,940",,,,
		ProvisionandWriteOffofAssets,,"512,725","514,103","71,157","31,446","31,675","7,265","15,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,,"1,045,125","1,153,625","699,500","733,770","240,853","220,436","255,300","212,776","182,250","173,250","333,250","528,250","162,099","163,250","319,375","482,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"13,308","303,260","37,363","1,913,171","514,484","381,790","1,158,465","349,323","222,138","178,182","443,882","4,423,353","-1,361,174","180,609","111,402","106,563","314,465","186,500","-124,000","480,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-84,531",,,"1,502,839","-94,573","480,641","69,816","-631,755","0",,,"-1,476,784",,,,"-968,154"
