name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
		GainsLossesNotAffectingRetainedEarnings,"1,671,000","1,809,000","1,961,000","1,101,000","766,000","769,000","-349,000","-1,396,000","-2,703,000","602,000","38,000","1,273,000","707,000","310,000","463,000","345,000","45,000","-113,000","1,063,000","1,866,000","1,430,000","1,411,000","1,502,000","1,623,000","2,136,000","2,040,000","2,462,000","3,026,000","3,442,000","3,729,000","3,741,000","4,359,000","4,565,000","4,883,000","5,582,000","6,320,000","7,835,000","8,986,000","11,044,000","11,511,000","12,702,000","13,472,000","15,781,000","15,371,000","13,707,000","14,304,000","17,465,000","18,218,000","18,011,000","16,806,000","17,347,000","13,099,000","15,460,000","9,853,000","793,000","-411,000","2,537,000","1,417,000","-1,901,000","-3,322,000","-1,583,000","-2,950,000","-4,032,000","-5,101,000","-4,140,000","-3,942,000","-4,265,000","-3,962,000","-3,996,000","-3,099,000","-1,861,000","-2,914,000","1,809,000","2,024,000","1,373,000","3,670,000","2,763,000","2,644,000","2,868,000","1,228,000","610,000","217,000","3,702,000","258,000","1,677,000","285,000","-2,356,000","-3,974,000","-3,789,000","-2,700,000","-1,900,000","-1,300,000",,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,100,000","21,700,000","21,900,000","9,200,000","8,800,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,500,000","33,000,000","33,000,000","33,000,000","33,000,000","27,000,000","27,000,000","27,000,000","27,000,000","12,000,000","12,000,000","12,000,000",,,,,,,,,,
TotalCapitalization,,,,,,,"6,162,593,000","6,076,618,000","5,984,588,000","6,100,369,000","4,127,601,000","4,128,769,000","4,110,742,000","4,053,950,000","3,996,904,000","3,940,301,000","3,881,224,000","3,829,377,000","3,786,723,000","3,741,694,000","3,694,726,000","3,648,092,000","3,600,728,000","3,550,633,000","3,512,502,000","3,469,309,000","3,417,810,000","3,364,026,000","3,308,775,000","3,421,081,000","3,360,453,000","3,298,335,000","2,975,436,000","2,921,738,000","2,485,118,000","2,441,552,000","2,286,278,000","2,186,197,000","2,235,248,000","2,166,150,000","2,222,124,000","1,665,110,000","1,639,977,000","1,845,542,000","1,793,645,000","1,919,037,000","1,593,521,000","1,651,334,000","1,486,051,000","1,469,650,000","1,673,155,000","1,419,178,000","1,401,254,000","1,576,766,000","1,541,116,000","1,351,959,000","1,384,310,000","1,271,782,000","1,256,118,000","1,261,692,000","1,277,550,000","791,338,000","782,156,000","813,603,000","583,230,000","595,896,000","565,630,000","555,411,000","545,047,000","336,187,000","342,384,000","328,677,000","297,477,000","308,524,000","200,053,000","195,582,000","200,230,000","192,678,000","177,881,000","112,857,000","111,923,000","106,805,000","102,468,000","96,703,000","95,663,000",,,"71,745,000",,,,"42,800,000",,"43,800,000","29,800,000",
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000","12,000,000","12,000,000","12,000,000",,,,,,
CommonStockEquity,"6,504,424,000","6,427,236,000","6,345,441,000","6,310,337,000","6,221,846,000","6,130,669,000","6,034,877,000","5,948,122,000","5,855,574,000","5,970,835,000","4,126,806,000","4,127,895,000","4,109,790,000","4,052,824,000","3,995,697,000","3,935,452,000","3,876,145,000","3,824,154,000","3,781,358,000","3,736,188,000","3,689,082,000","3,642,311,000","3,594,812,000","3,544,584,000","3,499,060,000","3,462,910,000","3,411,239,000","3,357,285,000","3,301,861,000","3,244,826,000","3,182,950,000","3,120,594,000","2,840,754,000","2,786,818,000","2,389,112,000","2,345,282,000","2,149,455,000","2,089,389,000","2,038,176,000","1,643,817,000","1,609,533,000","1,567,265,000","1,541,339,000","1,511,648,000","1,480,498,000","1,452,339,000","1,429,570,000","1,404,134,000","1,377,907,000","1,351,245,000","1,327,035,000","1,298,743,000","1,280,548,000","1,255,106,000","1,229,180,000","1,217,605,000","1,146,065,000","1,127,431,000","1,111,245,000","1,081,576,000","1,066,569,000","664,411,000","650,153,000","635,373,000","475,457,000","464,717,000","446,735,000","436,303,000","425,729,000","275,647,000","269,265,000","228,226,000","225,927,000","219,588,000","168,979,000","166,590,000","160,264,000","154,739,000","149,572,000","97,380,000","92,781,000","88,725,000","89,003,000","83,080,000","81,885,000","52,619,000","48,304,000","45,132,000","43,758,000","43,300,000","42,900,000","42,200,000","42,300,000","41,400,000","27,800,000","26,500,000"
NetTangibleAssets,"3,213,724,000","3,133,916,000","3,049,266,000","3,011,284,000","2,919,906,000","2,825,798,000","2,726,707,000","2,636,410,000","2,549,389,000","2,660,760,000","2,196,910,000","2,196,751,000","2,177,381,000","2,119,096,000","2,060,557,000","1,998,834,000","1,938,026,000","1,884,467,000","1,840,049,000","1,793,193,000","1,744,368,000","1,695,682,000","1,646,453,000","1,596,272,000","1,548,414,000","1,544,666,000","1,477,572,000","1,421,262,000","1,363,448,000","1,311,688,000","1,256,221,000","1,189,252,000","1,129,048,000","1,073,249,000","1,012,097,000","967,760,000","887,198,000","846,068,000","809,986,000","693,146,000","661,071,000","621,732,000","593,928,000","562,312,000","529,219,000","499,305,000","474,689,000","449,261,000","454,689,000","438,873,000","412,252,000","383,356,000","363,044,000","342,256,000","372,290,000","358,678,000","333,475,000","327,453,000","316,906,000","295,635,000","275,358,000","217,040,000","200,795,000","186,363,000","190,951,000","180,292,000","176,731,000","165,385,000","155,590,000","110,975,000","105,380,000","103,589,000","101,343,000","94,833,000","87,723,000","84,581,000","88,039,000","82,329,000","86,443,000","71,155,000","70,140,000","66,084,000","66,022,000","59,758,000","58,222,000","29,144,000","36,482,000","38,431,000","36,792,000","36,100,000","33,700,000","32,800,000","32,800,000","31,700,000","22,300,000","20,800,000"
InvestedCapital,,,,,,,"6,162,593,000","6,176,618,000","7,319,588,000","7,400,369,000","4,727,601,000","5,068,769,000","4,790,742,000","5,083,950,000","5,496,904,000","5,190,301,000","4,696,224,000","4,329,377,000","4,741,723,000","4,771,694,000","4,959,726,000","4,633,092,000","4,020,728,000","4,150,633,000","3,692,502,000","3,954,309,000","4,197,810,000","4,244,026,000","3,633,775,000","3,421,081,000","3,640,453,000","3,488,335,000","3,005,436,000","2,921,738,000","3,080,118,000","3,211,552,000","2,811,278,000","2,431,197,000","2,235,248,000","2,166,150,000","2,222,124,000","1,665,110,000","1,639,977,000","1,845,542,000","1,793,645,000","1,919,037,000","1,593,521,000","1,651,334,000","1,486,051,000","1,469,650,000","1,673,155,000","1,419,178,000","1,401,254,000","1,576,766,000","1,541,116,000","1,351,959,000","1,384,310,000","1,271,782,000","1,256,118,000","1,261,692,000","1,277,550,000","791,338,000","782,156,000","813,603,000","583,230,000","595,896,000","565,630,000","555,411,000","545,047,000","336,187,000","342,384,000","328,677,000","297,477,000","308,524,000","200,053,000","195,582,000","200,230,000","192,678,000","177,881,000","112,857,000","111,923,000","106,805,000","102,468,000","96,703,000","95,663,000",,,"59,745,000","51,903,000","59,000,000",,"42,800,000",,"43,800,000","29,800,000",
TangibleBookValue,"3,213,724,000","3,133,916,000","3,049,266,000","3,011,284,000","2,919,906,000","2,825,798,000","2,726,707,000","2,636,410,000","2,549,389,000","2,660,760,000","2,196,910,000","2,196,751,000","2,177,381,000","2,119,096,000","2,060,557,000","1,998,834,000","1,938,026,000","1,884,467,000","1,840,049,000","1,793,193,000","1,744,368,000","1,695,682,000","1,646,453,000","1,596,272,000","1,548,414,000","1,544,666,000","1,477,572,000","1,421,262,000","1,363,448,000","1,311,688,000","1,256,221,000","1,189,252,000","1,129,048,000","1,073,249,000","1,012,097,000","967,760,000","887,198,000","846,068,000","809,986,000","693,146,000","661,071,000","621,732,000","593,928,000","562,312,000","529,219,000","499,305,000","474,689,000","449,261,000","454,689,000","438,873,000","412,252,000","383,356,000","363,044,000","342,256,000","372,290,000","358,678,000","333,475,000","327,453,000","316,906,000","295,635,000","275,358,000","217,040,000","200,795,000","186,363,000","190,951,000","180,292,000","176,731,000","165,385,000","155,590,000","110,975,000","105,380,000","103,589,000","101,343,000","94,833,000","87,723,000","84,581,000","88,039,000","82,329,000","86,443,000","71,155,000","70,140,000","66,084,000","66,022,000","59,758,000","58,222,000","29,144,000","24,482,000","26,431,000","24,792,000","24,100,000","33,700,000","32,800,000","32,800,000","31,700,000","22,300,000","20,800,000"
TotalDebt,,,,,,"0","127,716,000","228,496,000","1,464,014,000","1,429,534,000","600,795,000","940,874,000","680,952,000","1,031,126,000","1,501,207,000","1,254,849,000","820,079,000","505,223,000","960,365,000","1,035,506,000","1,270,644,000","990,781,000","425,916,000","606,049,000","193,442,000","491,399,000","786,571,000","886,741,000","331,914,000","176,255,000","457,503,000","367,741,000","164,682,000","134,920,000","691,006,000","866,270,000","661,823,000","341,808,000","197,072,000","522,333,000","612,591,000","97,845,000","98,638,000","333,894,000","313,147,000","466,698,000","163,951,000","247,200,000","108,144,000","118,405,000","346,120,000","120,435,000","120,706,000","321,660,000","311,936,000","134,354,000","238,245,000","144,351,000","144,873,000","180,116,000","210,981,000","126,927,000","132,003,000","178,230,000","107,773,000","131,179,000","118,895,000","119,108,000","119,318,000","60,540,000","73,119,000","100,451,000","71,550,000","88,936,000","31,074,000","28,992,000","39,966,000","37,939,000","28,309,000","15,477,000","19,142,000","18,080,000","13,465,000","13,623,000","13,778,000",,,"14,613,000","8,145,000","15,700,000",,"600,000",,"2,400,000","2,000,000",
NetDebt,,,,,,,,,"1,082,556,000","855,945,000","180,436,000","638,805,000","389,454,000","620,551,000","1,207,376,000","979,947,000","576,565,000","113,607,000","657,896,000","713,548,000","945,847,000","554,578,000","84,433,000","272,841,000",,,"486,341,000","533,694,000",,,"126,551,000",,,,"421,019,000","615,728,000","481,246,000","15,856,000",,"369,903,000","461,124,000",,,"187,984,000","167,626,000","307,723,000","23,273,000","98,805,000",,,"225,188,000",,,"109,219,000","152,346,000",,"78,291,000",,"2,914,000","25,965,000","75,187,000","10,452,000","46,500,000","75,012,000","30,420,000","39,364,000","41,627,000","46,528,000","47,427,000","1,580,000","11,645,000","51,569,000","16,026,000","16,691,000",,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"92,159,730","92,170,480","92,160,455","92,934,789","92,928,539","92,570,789","92,562,434","92,660,462","92,651,712","94,746,019","68,396,778","69,261,431","69,845,925","69,846,825","69,837,986","69,838,186","69,819,286","69,490,910","69,484,012","69,488,012","69,479,912","69,491,012","69,477,578","69,480,111","69,580,453","70,058,761","70,077,578","70,076,778","70,060,878","69,816,653","69,793,335","69,781,585","66,298,176","66,085,179","60,419,980","60,352,298","57,050,932","56,484,234","56,095,248","47,510,663","47,333,949","46,947,415","46,930,032","46,925,532","46,818,714","46,721,114","46,690,572","46,658,973","46,612,698","46,577,968","46,189,990","46,146,088","46,142,666","46,128,385","46,114,701","46,096,589","44,278,848","44,188,323","44,126,196","43,817,159","43,801,635","32,792,785","32,786,785","32,764,153","27,869,194","27,820,799","27,562,518","27,536,256","27,476,396","22,381,040","22,378,453","20,989,814","20,944,705","20,929,618","18,964,265","18,972,201","18,895,876","18,895,876","18,885,872","16,270,070","16,240,070","16,210,870","16,150,972","16,191,670","16,168,518","10,543,050","10,503,050","10,457,650","10,435,650","10,382,000","10,390,000","10,390,000","10,346,000","10,346,000","10,346,000","10,346,000"
OrdinarySharesNumber,"92,159,730","92,170,480","92,160,455","92,934,789","92,928,539","92,570,789","92,562,434","92,660,462","92,651,712","94,746,019","68,396,778","69,261,431","69,845,925","69,846,825","69,837,986","69,838,186","69,819,286","69,490,910","69,484,012","69,488,012","69,479,912","69,491,012","69,477,578","69,480,111","69,543,365","70,021,673","70,040,490","70,039,690","70,023,790","69,779,565","69,756,247","69,744,497","66,261,088","66,048,091","60,382,892","60,315,210","57,013,844","56,447,146","56,058,160","47,473,575","47,296,861","46,910,327","46,892,944","46,888,444","46,781,626","46,684,026","46,653,484","46,621,885","46,575,610","46,540,880","46,152,902","46,109,000","46,105,578","46,091,297","46,077,613","46,059,501","44,278,848","44,188,323","44,126,196","43,817,159","43,801,635","32,792,785","32,786,785","32,764,153","27,869,194","27,820,799","27,562,518","27,536,256","27,476,396","22,381,040","22,378,453","20,989,814","20,944,705","20,929,618","18,964,265","18,972,201","18,895,876","18,895,876","18,885,872","16,270,070","16,240,070","16,210,870","16,150,972","16,191,670","16,168,518","10,543,050","10,503,050","10,457,650","10,435,650","10,382,000","10,390,000","10,390,000","10,346,000","10,346,000","10,346,000","10,346,000"
TreasurySharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,"37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088","37,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
