name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-153,244,000","-32,837,000","-54,165,000","-36,073,000","-30,169,000","-28,014,000","-27,911,000","-13,753,000","-16,445,000","-17,533,000"
	CashFlowFromContinuingOperatingActivities,"-153,244,000","-32,837,000","-54,165,000","-36,073,000","-30,169,000","-28,014,000","-27,911,000","-13,753,000","-16,445,000","-17,533,000"
		NetIncomeFromContinuingOperations,"-250,396,000","-88,333,000","-73,893,000","-51,340,000","-36,830,000","-75,923,000","-290,071,000","-31,211,000","-25,435,000","-15,581,000"
		OperatingGainsLosses,"-13,417,000","3,857,000","5,487,000","-15,833,000","-6,928,000","46,649,000","259,359,000","7,988,000","5,131,000","309,000"
			GainLossOnInvestmentSecurities,"-14,169,000","3,857,000","4,735,000","-15,833,000","-6,928,000","46,649,000","255,704,000","7,988,000","4,265,000","309,000"
		DepreciationAmortizationDepletion,"4,310,000","805,000","1,922,000","908,000","675,000","657,000","588,000","688,000","613,000","628,000"
			DepreciationAndAmortization,"4,310,000","805,000","1,922,000","908,000","675,000","657,000","588,000","688,000","613,000","628,000"
		DeferredTax,,,"2,000",,,,,,,
			DeferredIncomeTax,,,"2,000",,,,,,,
		AmortizationOfSecurities,"1,974,000","444,000",,,"340,000","262,000",,,"14,000","-14,000"
		AssetImpairmentCharge,"4,017,000","1,356,000","1,317,000","148,000","1,196,000","257,000","14,000","1,912,000","2,256,000","225,000"
		ProvisionandWriteOffofAssets,,"107,000",,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,"-218,000","278,000",,,"0","0"
		StockBasedCompensation,"102,545,000","26,698,000","25,053,000","36,264,000","14,530,000","1,837,000","4,001,000","1,297,000","2,285,000","1,128,000"
		OtherNonCashItems,"23,479,000","9,542,000","11,262,000","1,305,000","795,000","1,465,000",,,,"117,000"
		ChangeInWorkingCapital,"-23,748,000","12,687,000","-27,107,000","-5,599,000","-3,729,000","-3,496,000","-1,588,000","5,184,000","-1,192,000","-4,345,000"
			ChangeInReceivables,"-304,000","9,757,000","-11,981,000","2,221,000","-301,000","3,828,000","-5,017,000","4,663,000","-2,380,000","-1,560,000"
