name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"16,630,000,000","16,968,000,000","18,439,712,000","18,775,057,000","20,491,042,000","21,371,124,000","12,861,689,000","12,335,399,000","12,225,154,000","12,256,342,000","12,172,047,000","12,107,169,000","12,083,378,000","12,098,437,000","12,082,674,000","12,002,928,000","11,957,547,000","11,931,789,000","9,481,894,000","9,602,799,000","9,598,114,000","9,590,960,000","9,515,400,000","9,509,936,000","3,740,888,000","3,565,741,000","3,611,517,000","3,730,367,000","3,770,211,000","3,003,932,000","3,008,304,000","3,065,862,000","2,945,002,000","2,909,379,000"
	CurrentAssets,"546,000,000","459,000,000","742,447,000","519,049,000","1,461,343,000","1,846,511,000","402,492,000","19,706,000","21,022,000","52,133,000","94,951,000","74,315,000","74,299,000","84,574,000","95,478,000","100,985,000","79,885,000","84,054,000","141,977,000","253,195,000","251,572,000","258,419,000","263,825,000","260,466,000","867,180,000","678,247,000","665,466,000","814,243,000","885,055,000","80,430,000","190,688,000","211,532,000","205,036,000","154,794,000"
		CashCashEquivalentsAndShortTermInvestments,"300,000,000","191,000,000","319,415,000","219,241,000","1,177,161,000","1,417,802,000","400,268,000","17,162,000","18,357,000","49,724,000","46,546,000","67,134,000","73,178,000","83,103,000","43,268,000","52,462,000","78,088,000","81,257,000","135,425,000","196,753,000","247,872,000","205,728,000","259,041,000","256,310,000","862,825,000","664,093,000","652,395,000","775,267,000","772,131,000","53,810,000","47,411,000","16,465,000","13,057,000","9,251,000"
			CashAndCashEquivalents,"300,000,000","191,000,000","319,415,000","219,241,000","1,177,161,000","1,417,802,000","400,268,000","17,162,000","18,357,000","49,724,000","46,546,000","67,134,000","73,178,000","83,103,000","43,268,000","52,462,000","78,088,000","81,257,000","135,425,000","196,753,000","247,872,000","205,728,000","259,041,000","256,310,000","785,140,000","655,079,000","643,384,000","766,259,000","763,127,000","44,809,000","47,411,000","16,465,000","13,057,000","9,251,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0","0","0","77,685,000","9,014,000","9,011,000","9,008,000","9,004,000","9,001,000",,,,
		Receivables,"169,000,000","206,000,000","245,562,000","233,571,000","201,228,000","349,256,000",,,,,,,,,,,,,"2,233,000","1,455,000","1,155,000","878,000","1,466,000","1,006,000","873,000","2,462,000","919,000","1,739,000","90,455,000","617,000","478,000","41,609,000","62,012,000","19,583,000"
			AccountsReceivable,"169,000,000","206,000,000","245,562,000","233,571,000","201,228,000","349,256,000",,,,,,,,,,,,,"2,233,000","1,455,000","1,155,000","878,000","1,466,000","1,006,000","873,000","2,462,000","919,000","1,739,000","90,455,000","617,000","478,000","927,000","1,626,000","523,000"
				GrossAccountsReceivable,"173,000,000","210,000,000","247,827,000","235,312,000","201,765,000","349,266,000",,,,,,,,,,,,,,,,"1,014,000",,,,"2,600,000",,,,"662,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,000,000","-4,000,000","-2,265,000","-1,741,000","-537,000","-10,000",,,,,,,,,,,,,,,,"-136,000",,,,"-138,000",,,,"-45,000",,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"40,682,000","60,386,000","19,060,000"
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"441,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"363,000",,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-363,000",,,,
		PrepaidAssets,"77,000,000","62,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"32,000",,,,"4,082,000",,,,"4,074,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,868,000","35,848,000","20,592,000","11,282,000","23,922,000","26,405,000","41,314,000","17,598,000"
