name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
OperatingCashFlow,"59,067,000","4,046,000","26,607,000","9,397,000","19,017,000","9,193,000","19,302,000","9,374,000","24,006,000","-907,000","9,791,000","5,998,000","20,515,000","9,643,000","15,263,000","8,694,000","4,391,000","1,638,000","3,466,000","2,168,000","-2,260,000","-5,357,000","-1,183,000","1,241,000","-3,262,000","-4,899,000","-356,000","-4,851,000","12,101,000","5,555,000","-13,386,000","-7,599,000","-36,665,000","-23,904,000","-12,153,000","-10,271,000","-8,043,000","-9,125,000","-13,849,000","-10,164,000","-12,214,000","-8,690,000","-12,357,000","-7,170,000","-5,619,000","-3,264,000","-5,095,879","-5,073,838","4,097,546","-4,825,829","189,292,401","-8,714,361","-7,447,032","-3,794,730","-5,449,755","-13,288,737","-11,107,618","-16,109,219","-16,621,508","-10,815,277","-10,799,339","-13,405,134","-11,116,256","-16,923,980","-12,860,562","-10,718,720","-5,901,316","-4,527,645","-3,690,612","-3,594,601"
	CashFlowFromContinuingOperatingActivities,"59,067,000","4,046,000","26,607,000","9,397,000","19,017,000","9,193,000","19,302,000","9,374,000","24,006,000","-907,000","9,791,000","5,998,000","20,515,000","9,643,000","15,263,000","8,694,000","4,391,000","1,638,000","3,466,000","2,168,000","-2,260,000","-5,357,000","-1,183,000","1,241,000","-3,262,000","-4,899,000","-356,000","-4,851,000","12,101,000","5,555,000","-13,386,000","-7,599,000","-36,665,000","-23,904,000","-12,153,000","-10,271,000","-8,043,000","-9,125,000","-13,849,000","-10,164,000","-12,214,000","-8,690,000","-12,357,000","-7,170,000","-5,619,000","-3,264,000","-5,095,879","-5,073,838","4,097,546","-4,825,829","189,292,401","-8,714,361","-7,447,032","-3,794,730","-5,449,755","-13,288,737","-11,107,618","-16,109,219","-16,621,508","-10,815,277","-10,799,339","-13,405,134","-11,116,256","-16,923,980","-12,860,562","-10,718,720","-5,901,316","-4,527,645","-3,690,612","-3,594,601"
		NetIncomeFromContinuingOperations,"18,072,000","-6,430,000","7,078,000","7,771,000","9,653,000","8,650,000","8,190,000","5,947,000","8,714,000","486,000","4,216,000","100,423,000","11,526,000","-612,000","10,360,000","7,171,000","4,611,000","3,066,000","-1,838,000","-4,550,000","-1,534,000","-7,645,000","-604,000","-430,000","-4,618,000","-12,358,000","-14,798,000","-9,460,000","-5,386,000","-10,221,000","69,719,000","-1,425,000","-21,575,000","-26,533,000","-7,623,000","-5,380,000","-3,079,000","-4,173,000",,,,,,,,"136,000","2,198,812","3,184,482","1,279,341","529,365","-9,237,390","-7,725,368","-12,392,100","-6,503,988","-7,504,019","-10,869,211","-13,494,882","-19,196,129","-20,748,406","-21,943,501","-15,985,023","-15,392,760","-11,891,475","-12,124,159","-21,373,084","-18,122,450","-6,843,877","-5,704,889","-5,468,149","-5,867,386"
		OperatingGainsLosses,,,"0","0","0","-12,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"185","0","0","-23,185",,,,,"-1","-384","-399","610","1,696",,,,,,"-1,428,056","1,457,584",,,,
			GainLossOnInvestmentSecurities,,,"0","0","0","-12,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,828,000","702,000","706,000","708,000","712,000","715,000","713,000","718,000","712,000","721,000","735,000","726,000","719,000","712,000","752,000","748,000","755,000","701,000","771,000","774,000","735,000","704,000","2,386,000","3,162,000","3,158,000","3,162,000","3,105,000","3,100,000","3,065,000","4,284,000","670,000","668,000","756,000","690,000","488,000","486,000","477,000","476,000","482,000","481,000","465,000","700,000","562,000","523,000","433,000","446,000","455,008","455,979","457,314","462,699","471,816","483,907","346,226","122,795","127,664","143,434","137,078","122,629","124,780","153,146","144,989","148,671","160,175","151,180","143,782","120,235","107,393","106,207","97,095","113,133"
			DepreciationAndAmortization,"2,828,000","702,000","706,000","708,000","712,000","715,000","713,000","718,000","712,000","721,000","735,000","726,000","719,000","712,000","752,000","748,000","755,000","701,000","771,000","774,000","735,000","704,000","2,386,000","3,162,000","3,158,000","3,162,000","3,105,000","3,100,000","3,065,000","4,284,000","670,000","668,000","756,000","690,000","488,000","486,000","477,000","476,000","482,000","481,000","465,000","700,000","562,000","523,000","433,000","446,000","455,008","455,979","457,314","462,699","471,816","483,907","346,226","122,795","127,664","143,434","137,078","122,629","124,780","153,146","144,989","148,671","160,175","151,180","143,782","120,235","107,393","106,207","97,095","113,133"
				Depreciation,"1,341,000","323,000","337,000","338,000","343,000","345,000","343,000","349,000","343,000","351,000","365,000","350,000","340,000","332,000","372,000","351,000","357,000","349,000","339,000","342,000","303,000","250,000","281,000","219,000","216,000","219,000","162,000","157,000","123,000","140,000","134,000","132,000","139,000","125,000","111,000","109,000","105,000","107,000","105,000","104,000","93,000","331,000","185,000","146,000","61,000","77,000","78,097","79,187","84,618","94,098","95,024","107,116",,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,487,000","379,000","369,000","370,000","369,000","370,000","370,000","369,000","369,000","370,000","370,000","376,000","379,000","380,000","380,000","397,000","398,000","352,000","432,000","432,000","432,000","454,000","2,105,000","2,943,000","2,942,000","2,943,000","2,943,000","2,943,000","2,942,000","4,144,000","536,000","536,000","617,000","565,000","377,000","377,000","372,000","369,000","377,000","377,000","372,000","369,000","377,000","377,000","372,000","369,000","376,911","376,792","372,696","368,601","376,792","376,791",,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"1,487,000","379,000","369,000","370,000","369,000","370,000","370,000","369,000","369,000","370,000","370,000","376,000","379,000","380,000","380,000","397,000","398,000","352,000","432,000","432,000","432,000","454,000","2,105,000","2,943,000","2,942,000","2,943,000","2,943,000","2,943,000","2,942,000","4,144,000","536,000","536,000","617,000","565,000","377,000","377,000","372,000","369,000","377,000","377,000","372,000","369,000","377,000","377,000","372,000","369,000","376,911","376,792","372,696","368,601","376,792","376,791",,,,,,,,,,,,,,,,,,
