name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"577,309,000","159,368,000","149,018,000","138,664,000","130,259,000","123,189,000","118,082,000","112,282,000","107,209,000","102,648,000","97,049,000","91,852,000","85,384,000","80,301,000","75,221,000","69,440,000","63,592,000","59,107,000","54,117,000","48,980,000","44,149,000","40,481,000"
	OperatingRevenue,"577,309,000","159,368,000","149,018,000","138,664,000","130,259,000","123,189,000","118,082,000","112,282,000","107,209,000","102,648,000","97,049,000","91,852,000","85,384,000","80,301,000","75,221,000","69,440,000","63,592,000","59,107,000","54,117,000","48,980,000","44,149,000","40,481,000"
CostOfRevenue,"119,253,000","34,930,000","30,836,000","27,062,000","26,425,000","22,073,000","20,317,000","19,394,000","19,142,000","18,701,000","18,429,000","15,245,000","13,918,000","13,226,000","12,399,000","12,161,000","9,879,000","8,728,000","8,378,000","7,424,000","5,348,000","4,438,000"
GrossProfit,"458,056,000","124,438,000","118,182,000","111,602,000","103,834,000","101,116,000","97,765,000","92,888,000","88,067,000","83,947,000","78,620,000","76,607,000","71,466,000","67,075,000","62,822,000","57,279,000","53,713,000","50,379,000","45,739,000","41,556,000","38,801,000","36,043,000"
OperatingExpense,"511,570,000","141,986,000","131,049,000","122,820,000","115,715,000","106,918,000","98,496,000","96,353,000","98,632,000","105,619,000","106,173,000","94,934,000","93,700,000","89,760,000","82,413,000","78,375,000","70,158,000","65,828,000","57,362,000","52,718,000","48,030,000","44,789,000"
	SellingGeneralAndAdministration,"387,686,000","107,696,000","100,331,000","92,145,000","87,514,000","80,080,000","74,078,000","71,225,000","73,322,000","78,788,000","83,505,000","74,171,000","72,002,000","67,825,000","61,244,000","57,822,000","52,367,000","48,643,000","41,729,000","36,849,000","34,317,000","32,331,000"
		GeneralAndAdministrativeExpense,"94,593,000","26,126,000","22,846,000","23,785,000","21,836,000","21,445,000","18,144,000","18,180,000","17,879,000","18,933,000","20,873,000","17,472,000","15,987,000","15,136,000","13,864,000","13,272,000","10,541,000","9,055,000","8,945,000","7,275,000","6,544,000","6,163,000"
			SalariesAndWages,,,,,,,,,,"4,844,000",,,,,,,,,,,,
			OtherGandA,"94,593,000","26,126,000","22,846,000","23,785,000","21,836,000","21,445,000","18,144,000","18,180,000","17,879,000","18,933,000","20,873,000","17,472,000","15,987,000","15,136,000","13,864,000","13,272,000","10,541,000","9,055,000","8,945,000","7,275,000","6,544,000","6,163,000"
		SellingAndMarketingExpense,"293,093,000","81,570,000","77,485,000","68,360,000","65,678,000","58,635,000","55,934,000","53,045,000","55,443,000","59,855,000","62,632,000","56,699,000","56,015,000","52,689,000","47,380,000","44,550,000","41,826,000","39,588,000","32,784,000","29,574,000","27,773,000","26,168,000"
	ResearchAndDevelopment,"123,884,000","34,290,000","30,718,000","30,675,000","28,201,000","26,838,000","24,418,000","25,128,000","25,310,000","26,831,000","22,668,000","20,763,000","21,698,000","21,935,000","21,169,000","20,553,000","17,791,000","17,185,000","15,633,000","15,869,000","13,713,000","12,458,000"
