name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"563,580,000","554,064,000","604,135,000","595,532,000","507,422,000","180,917,000"
	CurrentAssets,"145,733,000","188,497,000","236,421,000","279,737,000","307,276,000","25,777,000"
		CashCashEquivalentsAndShortTermInvestments,"97,645,000","150,755,000","221,574,000","273,071,000","297,660,000","21,909,000"
			CashAndCashEquivalents,"97,645,000","150,755,000","221,574,000","273,071,000","297,660,000","21,909,000"
		Receivables,"1,882,000","1,575,000",,"983,000","1,182,000","0"
			AccountsReceivable,"1,882,000","1,575,000",,"983,000","1,182,000","0"
		Inventory,"5,076,000","4,998,000","4,187,000","1,342,000","4,903,000","3,387,000"
			RawMaterials,"1,376,000","1,314,000","1,255,000","879,000",,"781,000"
			WorkInProcess,"3,548,000","3,684,000","2,932,000","390,000",,"2,606,000"
			FinishedGoods,"152,000",,"0","73,000",,
		PrepaidAssets,"4,000,000","5,613,000","3,410,000","4,341,000","3,531,000","481,000"
		RestrictedCash,"37,130,000","25,556,000","7,250,000",,,"0"
	TotalNonCurrentAssets,"417,847,000","365,567,000","367,714,000","315,795,000","200,146,000","155,140,000"
		NetPPE,"400,978,000","351,811,000","293,373,000","242,807,000","192,665,000","153,952,000"
			GrossPPE,"412,954,000","360,749,000","299,634,000","246,315,000","192,665,000","154,572,000"
				Properties,"0","0","0","0",,"0"
				LandAndImprovements,"32,206,000","32,395,000","30,526,000","28,898,000",,"7,277,000"
				BuildingsAndImprovements,"80,866,000","79,450,000","77,949,000","77,526,000",,"57,362,000"
				MachineryFurnitureEquipment,"51,179,000","49,418,000","49,153,000","45,970,000",,"9,581,000"
				OtherProperties,"4,425,000","5,010,000","2,196,000","2,503,000","192,665,000","1,307,000"
				ConstructionInProgress,"239,520,000","189,736,000","136,233,000","88,458,000",,"78,174,000"
				Leases,"4,758,000","4,740,000","3,577,000","2,960,000",,"871,000"
			AccumulatedDepreciation,"-11,976,000","-8,938,000","-6,261,000","-3,508,000",,"-620,000"
		GoodwillAndOtherIntangibleAssets,,,"60,184,000","60,428,000",,
			Goodwill,,,"50,863,000","50,885,000",,
			OtherIntangibleAssets,,,"9,321,000","9,543,000",,
		InvestmentsAndAdvances,"5,000,000","5,000,000","5,000,000",,,"0"
			LongTermEquityInvestment,"5,000,000","5,000,000","5,000,000",,,"0"
		FinancialAssets,"2,578,000",,,,,
		NonCurrentDeferredAssets,,"0",,,,"1,127,000"
		NonCurrentPrepaidAssets,"7,976,000","7,479,000","5,571,000",,,"0"
		OtherNonCurrentAssets,"1,315,000","1,277,000","3,586,000","12,560,000","7,481,000","61,000"
TotalLiabilitiesNetMinorityInterest,"195,993,000","166,424,000","138,695,000","122,393,000","66,172,000","156,151,000"
	CurrentLiabilities,"69,814,000","53,237,000","42,000,000","22,267,000","32,406,000","154,781,000"
		PayablesAndAccruedExpenses,"30,002,000","24,347,000","30,870,000","19,246,000","31,274,000","6,526,000"
			Payables,"14,126,000","8,553,000","16,354,000","4,429,000","23,070,000","1,342,000"
				AccountsPayable,"14,126,000","8,553,000","16,354,000","4,429,000","23,070,000","1,342,000"
			CurrentAccruedExpenses,"15,876,000","15,794,000","14,516,000","14,817,000","8,204,000","5,184,000"
				InterestPayable,,"0","0","0",,"618,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,"1,576,000","1,962,000",,
		CurrentDebtAndCapitalLeaseObligation,"39,756,000","28,771,000","10,170,000","2,363,000","300,000","148,178,000"
			CurrentDebt,"39,032,000","28,020,000","9,633,000","1,815,000",,"88,795,000"
				CurrentNotesPayable,,"0","0","0","0","30,000,000"
				OtherCurrentBorrowings,"39,032,000","28,020,000","9,633,000","1,815,000",,"58,795,000"
			CurrentCapitalLeaseObligation,"724,000","751,000","537,000","548,000","300,000","59,383,000"
		OtherCurrentLiabilities,"56,000","119,000","960,000","658,000","832,000","77,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"126,179,000","113,187,000","96,695,000","100,126,000","33,766,000","1,370,000"
		LongTermDebtAndCapitalLeaseObligation,"122,121,000","107,575,000","87,712,000","74,978,000","1,850,000","1,370,000"
			LongTermDebt,"117,542,000","102,637,000","85,436,000","72,529,000",,
			LongTermCapitalLeaseObligation,"4,579,000","4,938,000","2,276,000","2,449,000","1,850,000","1,370,000"
		NonCurrentDeferredLiabilities,"2,309,000","2,418,000","1,967,000","1,950,000","1,769,000","0"
			NonCurrentDeferredTaxesLiabilities,"2,309,000","2,418,000","1,967,000","1,950,000","1,769,000","0"
		DerivativeProductLiabilities,"1,610,000","1,385,000","4,337,000","20,319,000","29,920,000","0"
		OtherNonCurrentLiabilities,"139,000","1,809,000","2,679,000","2,879,000","227,000",
TotalEquityGrossMinorityInterest,"367,587,000","387,640,000","465,440,000","473,139,000","441,250,000","24,766,000"
	StockholdersEquity,"367,587,000","387,640,000","465,440,000","473,139,000","441,250,000","24,766,000"
		CapitalStock,"10,000","10,000","10,000","10,000","10,000","4,000"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"10,000","10,000","10,000","10,000","10,000","4,000"
		AdditionalPaidInCapital,"583,117,000","576,895,000","566,935,000","557,300,000","491,552,000","45,890,000"
		RetainedEarnings,"-217,949,000","-187,314,000","-98,927,000","-81,659,000","-49,643,000","-21,128,000"
		GainsLossesNotAffectingRetainedEarnings,"2,409,000","-1,951,000","-2,578,000","-2,512,000","-669,000","0"
TotalCapitalization,"485,129,000","490,277,000","550,876,000","545,668,000","441,250,000","24,766,000"
CommonStockEquity,"367,587,000","387,640,000","465,440,000","473,139,000","441,250,000","24,766,000"
CapitalLeaseObligations,"5,303,000","5,689,000","2,813,000","2,997,000","2,150,000","60,753,000"
NetTangibleAssets,"367,587,000","387,640,000","405,256,000","412,711,000","441,250,000","24,766,000"
WorkingCapital,"75,919,000","135,260,000","194,421,000","257,470,000","274,870,000","-129,004,000"
InvestedCapital,"524,161,000","518,297,000","560,509,000","547,483,000","441,250,000","113,561,000"
TangibleBookValue,"367,587,000","387,640,000","405,256,000","412,711,000","441,250,000","24,766,000"
TotalDebt,"161,877,000","136,346,000","97,882,000","77,341,000","2,150,000","149,548,000"
NetDebt,"58,929,000",,,,,"66,886,000"
ShareIssued,"101,550,000","101,135,849","100,674,000","100,275,000","97,925,153","97,925,153"
OrdinarySharesNumber,"101,550,000","101,135,849","100,674,000","100,275,000","97,925,153","97,925,153"
