name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"485,879,000","463,305,000","454,320,000","230,279,000","224,264,000","219,979,000"
	CurrentAssets,"439,112,000","431,733,000","439,826,000","216,938,000","212,537,000","208,622,000"
		CashCashEquivalentsAndShortTermInvestments,"362,506,000","364,618,000","376,771,000","159,846,000","168,584,000","165,231,000"
			CashAndCashEquivalents,"362,506,000","364,618,000","376,771,000","159,846,000","168,584,000","165,231,000"
				CashFinancial,"18,445,000","18,939,000","15,743,000",,,
				CashEquivalents,"344,061,000","345,679,000","361,028,000",,,
		Receivables,"32,002,000","29,633,000","30,823,000","25,476,000","15,513,000","18,104,000"
			AccountsReceivable,"30,406,000","29,760,000","29,450,000","24,029,000","15,086,000","16,990,000"
				GrossAccountsReceivable,"30,409,000","29,763,000","29,453,000","24,032,000",,
				AllowanceForDoubtfulAccountsReceivable,"-3,000","-3,000","-3,000","-3,000",,
			TaxesReceivable,"9,000","-127,000","1,373,000","1,447,000","427,000","1,114,000"
			OtherReceivables,"1,587,000",,,,,
		Inventory,"37,982,000","32,171,000","27,511,000","26,655,000","26,218,000","23,018,000"
			RawMaterials,"21,177,000","17,260,000","15,366,000","15,486,000","14,627,000","12,882,000"
			WorkInProcess,"1,507,000","2,297,000","1,990,000","2,022,000","3,416,000","3,135,000"
			FinishedGoods,"15,298,000","12,614,000","10,155,000","9,147,000","8,175,000","7,001,000"
		PrepaidAssets,"4,946,000","4,603,000","4,626,000","1,827,000","1,436,000","936,000"
		RestrictedCash,,"0","0","0","0","888,000"
		CurrentDeferredAssets,,,,"2,772,000",,
		OtherCurrentAssets,"1,676,000","708,000","95,000","362,000","786,000","445,000"
	TotalNonCurrentAssets,"46,767,000","31,572,000","14,494,000","13,341,000","11,727,000","11,357,000"
		NetPPE,"20,343,000","5,851,000","4,982,000","3,895,000","2,476,000","2,140,000"
			GrossPPE,"22,545,000","7,711,000","6,472,000","5,195,000","3,577,000","3,074,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"2,209,000","1,936,000","790,000","709,000","739,000","570,000"
				OtherProperties,"16,791,000","2,410,000","2,146,000","1,957,000","1,551,000","1,396,000"
				ConstructionInProgress,"163,000","344,000","2,060,000","1,099,000",,
				Leases,"3,382,000","3,021,000","1,476,000","1,430,000","1,287,000","1,108,000"
			AccumulatedDepreciation,"-2,202,000","-1,860,000","-1,490,000","-1,300,000","-1,101,000","-934,000"
		GoodwillAndOtherIntangibleAssets,"14,472,000","14,883,000","837,000","809,000","750,000","750,000"
			Goodwill,"10,144,000","10,144,000","476,000","476,000","476,000","476,000"
			OtherIntangibleAssets,"4,328,000","4,739,000","361,000","333,000","274,000","274,000"
		NonCurrentDeferredAssets,"10,688,000","9,173,000","7,378,000","7,378,000","7,378,000","7,378,000"
			NonCurrentDeferredTaxesAssets,"10,688,000","9,173,000","7,378,000","7,378,000","7,378,000","7,378,000"
		OtherNonCurrentAssets,"1,264,000","1,665,000","1,297,000","1,259,000","1,123,000","1,089,000"
TotalLiabilitiesNetMinorityInterest,"78,437,000","57,920,000","51,125,000","241,264,000","239,021,000","236,007,000"
