name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,10/31/2010,07/31/2010
OperatingCashFlow,"92,371,000","62,153,000","-9,471,000","9,814,000","29,875,000","75,751,000","11,778,000","80,759,000","33,187,000","115,768,000","-26,893,000","-10,054,000","80,070,000","-27,202,000","-22,081,000","-13,658,000","90,040,000","-22,771,000","-25,100,000","-14,524,000","94,491,000","-23,036,000","-17,086,000","-21,923,000","98,100,000","-30,964,000","-21,859,000","-15,460,000","78,738,000","-13,791,000","-17,687,000","-22,743,000","94,332,000","-22,969,000","-13,336,000","-14,545,000","80,256,000","-24,174,000","-11,424,000","-16,217,000","64,634,000","-23,897,000","-8,910,000","-11,384,000","-11,665,000","-9,301,000"
	CashFlowFromContinuingOperatingActivities,"92,371,000","62,153,000","-9,471,000","9,814,000","29,875,000","75,751,000","11,778,000","80,759,000","33,187,000","115,768,000","-26,893,000","-10,054,000","80,070,000","-27,202,000","-22,081,000","-13,658,000","90,040,000","-22,771,000","-25,100,000","-14,524,000","94,491,000","-23,036,000","-17,086,000","-21,923,000","98,100,000","-30,964,000","-21,859,000","-15,460,000","78,738,000","-13,791,000","-17,687,000","-22,743,000","94,332,000","-22,969,000","-13,336,000","-14,545,000","80,256,000","-24,174,000","-11,424,000","-16,217,000","64,634,000","-23,897,000","-8,910,000","-11,384,000","-11,665,000","-9,301,000"
		NetIncomeFromContinuingOperations,"362,292,000","12,317,000","147,169,000","164,070,000","38,736,000","13,813,000","-4,205,000","-8,597,000","-21,942,000","61,898,000","-24,095,000","-19,138,000","30,398,000","-309,000","-12,874,000","-19,371,000","24,518,000","-1,522,000","-13,103,000","-9,758,000","29,330,000","2,455,000","-9,342,000","-9,430,000","32,290,000","4,736,000","-9,070,000","-8,536,000","26,743,000","1,919,000","-11,328,000","-8,644,000","32,331,000","4,056,000","-8,478,000","-5,927,000","29,365,000","1,112,000","-6,698,000","-6,152,000","22,062,000",,,,,
		OperatingGainsLosses,,,"374,000","-1,019,000","707,000","36,664,000","10,000","226,000","-239,000","88,000","277,000","495,000","-109,000","503,000","1,301,000","4,075,000","2,891,000","1,458,000",,,"-398,000","0","0","-50,000",,,,,,,,,"116,000","-1,923,000","-155,000","68,000","-532,000","-80,000","-55,000","83,000","-338,000","163,000","-66,000","-43,000","-116,000","-113,000"
			GainLossOnSaleOfPPE,,,,,"707,000","-62,000","10,000","241,000",,,"140,000","548,000","19,000","484,000","1,247,000","4,083,000","2,891,000","1,529,000",,,,,,,,,,,,,,,,,,"-351,000","-607,000","-129,000","-55,000","14,000",,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,"-127,000",,,,,,,,,"0","0","0","-50,000",,,,,,,,,"0","-1,995,000",,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,"0","0",,,"-73,000","88,000","10,000","74,000","-128,000","19,000","54,000","-8,000","0",,,,,,,,,,,,,,,,"41,000","72,000","33,000","68,000","75,000","49,000","0","69,000","84,000",,,,,
		DepreciationAmortizationDepletion,"80,622,000","22,033,000","22,638,000","18,970,000","16,981,000","14,176,000","11,289,000","17,462,000","17,865,000","15,927,000","4,635,000","3,986,000","3,281,000","3,991,000","3,165,000","3,194,000","2,928,000","3,996,000","2,334,000","2,196,000","1,995,000","2,503,000","1,815,000","2,012,000","1,246,000","2,119,000","1,837,000","1,670,000","1,644,000","2,527,000","2,029,000","2,299,000","2,246,000","2,267,000","1,745,000","1,578,000","393,000","1,728,000","1,738,000","1,891,000","2,361,000","881,000","1,696,000","1,622,000","1,515,000","1,457,000"
			DepreciationAndAmortization,"80,622,000","22,033,000","22,638,000","18,970,000","16,981,000","14,176,000","11,289,000","17,462,000","17,865,000","15,927,000","4,635,000","3,986,000","3,281,000","3,991,000","3,165,000","3,194,000","2,928,000","3,996,000","2,334,000","2,196,000","1,995,000","2,503,000","1,815,000","2,012,000","1,246,000","2,119,000","1,837,000","1,670,000","1,644,000","2,527,000","2,029,000","2,299,000","2,246,000","2,267,000","1,745,000","1,578,000","393,000","1,728,000","1,738,000","1,891,000","2,361,000","881,000","1,696,000","1,622,000","1,515,000","1,457,000"
				Depreciation,"80,622,000","22,033,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,"-13,667,000","-173,716,000","0","0","-6,759,000","112,000","2,729,000","5,010,000","-11,971,000","0","-1,171,000","1,936,000","-224,000","45,000","-2,482,000","106,000","41,000","-34,000","-917,000","-1,589,000","2,057,000","578,000","131,000","1,675,000","4,120,000","1,458,000","-3,689,000","-2,014,000","124,000","2,034,000","1,650,000","-1,643,000","2,006,000","592,000","-235,000","952,000","1,513,000","1,889,000","1,104,000","358,000","-94,000","1,583,000","649,000","223,000"
			DeferredIncomeTax,,,"-13,667,000","-173,716,000","0","0","-6,759,000","112,000","2,729,000","5,010,000","-11,971,000","0","-1,171,000","1,936,000","-224,000","45,000","-2,482,000","106,000","41,000","-34,000","-917,000","-1,589,000","2,057,000","578,000","131,000","1,675,000","4,120,000","1,458,000","-3,689,000","-2,014,000","124,000","2,034,000","1,650,000","-1,643,000","2,006,000","592,000","-235,000","952,000","1,513,000","1,889,000","1,104,000","358,000","-94,000","1,583,000","649,000","223,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,000","84,000","49,000","50,000"
		AssetImpairmentCharge,,"-2,206,000",,,,,,,,"-808,000","-1,032,000","0","404,000","881,000","-193,000","55,000","2,187,000","-897,000","-193,000","-536,000","5,565,000","-693,000","87,000","-28,000","2,769,000","-82,000","-271,000","-117,000","9,689,000","-23,000","-192,000","-95,000","927,000","-111,000","-167,000","-351,000",,,,,"963,000",,,,,
		ProvisionandWriteOffofAssets,"23,271,000","15,103,000","6,868,000","100,000","1,200,000","710,000","2,518,000","9,000","1,731,000","1,672,000","1,983,000","1,725,000","2,940,000","1,900,000","1,959,000","1,939,000","4,531,000","4,410,000","2,047,000","1,408,000","3,896,000","3,195,000","1,907,000","1,380,000","2,693,000","1,193,000","1,695,000","1,701,000","1,273,000","1,245,000","1,752,000","1,456,000","2,806,000","2,456,000","1,868,000","1,562,000","2,248,000","1,548,000","1,899,000","1,403,000","2,130,000","582,000","1,757,000","1,149,000","1,080,000","756,000"
		UnrealizedGainLossOnInvestmentSecurities,"55,496,000","23,723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"16,593,000","5,447,000","4,135,000","4,083,000","2,928,000","2,550,000","3,190,000","1,955,000","1,854,000","2,485,000","342,000","741,000","266,000","294,000","234,000","205,000","1,157,000","550,000","1,419,000","554,000","496,000","459,000","378,000","683,000","515,000","482,000","401,000","465,000","475,000","494,000","821,000","687,000","680,000","653,000","566,000","-697,000","2,889,000","340,000","494,000","398,000","226,000","318,000","489,000","396,000","526,000","404,000"
		OtherNonCashItems,"-78,129,000","69,452,000","-112,166,000","-244,000","2,116,000","30,350,000","-440,000","6,646,000","9,360,000","10,936,000","-353,000","676,000","-195,000","46,000","36,000","157,000","-736,000","-781,000","-193,000","-536,000","60,000","-693,000","87,000","-28,000","92,000","-82,000","-271,000","-117,000","443,000","-23,000","-192,000","-95,000","-430,000","-28,000","-84,000","-267,000","84,000","78,000","70,000","69,000","519,000","9,200,000","-4,322,000","-4,979,000","-3,367,000","-4,499,000"
