name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,09/30/1993,06/30/1993
TotalAssets,"1,278,526,000","1,355,542,000","1,300,060,000","1,173,143,000","1,168,943,000","1,137,761,000","1,104,410,000","1,132,392,000","1,145,904,000","1,278,647,000","1,282,465,000","1,281,560,000","1,209,754,000","1,072,570,000","1,125,059,000","1,087,642,000","1,021,933,000","1,057,161,000","1,071,403,000","1,012,664,000","943,970,000","973,047,000","976,368,000","954,905,000","915,500,000","914,385,000","969,885,000","938,641,000","891,856,000","911,235,000","934,532,000","905,494,000","863,896,000","880,241,000","907,141,000","888,741,000","820,222,000","804,039,000","795,308,000","777,020,000","697,290,000","639,786,000","651,014,000","596,277,000","464,033,000","447,696,000","430,014,000","401,354,000","355,970,000","326,859,000","316,290,000","282,884,000","254,145,000","284,693,000","246,296,000","227,498,000","225,941,000","266,521,000","257,748,000","266,670,000","234,654,000","251,392,000","264,779,000","249,323,000","229,495,000","211,728,000","203,868,000","197,430,000","185,634,000","186,430,000","181,154,000","180,573,000","181,013,000","177,870,000","170,518,000","162,306,000","159,061,000","150,500,000","144,624,000","137,973,000","122,593,000","121,862,000","109,295,000","100,563,000","93,459,000","91,733,000","85,078,000","78,675,000","78,924,000","78,100,000","66,400,000","59,100,000","52,200,000","48,900,000","46,600,000","33,400,000","30,900,000","29,300,000","26,600,000","23,900,000","23,400,000","22,400,000","22,500,000","21,400,000","21,000,000","14,500,000","8,400,000","6,800,000","5,700,000","5,000,000","2,100,000","1,900,000"
	CurrentAssets,"868,103,000","944,660,000","881,101,000","743,780,000","734,531,000","698,241,000","647,834,000","635,921,000","640,792,000","718,879,000","707,086,000","740,803,000","661,064,000","703,125,000","753,939,000","712,029,000","622,486,000","645,518,000","648,994,000","582,418,000","502,477,000","542,656,000","520,255,000","496,078,000","457,667,000","457,819,000","508,056,000","473,792,000","423,505,000","442,226,000","581,535,000","511,156,000","473,831,000","496,645,000","523,629,000","500,672,000","433,022,000","441,254,000","434,878,000","398,704,000","321,091,000","346,557,000","359,377,000","286,584,000","221,495,000","210,067,000","209,003,000","216,857,000","198,341,000","191,369,000","182,550,000","166,426,000","167,081,000","194,736,000","175,996,000","158,198,000","137,523,000","168,855,000","184,953,000","195,875,000","173,198,000","188,043,000","202,561,000","182,957,000","147,003,000","140,972,000","146,558,000","135,654,000","122,968,000","121,094,000","112,445,000","112,506,000","111,339,000","121,995,000","109,544,000","103,633,000","114,939,000","105,354,000","113,572,000","104,255,000","95,887,000","100,822,000","89,150,000","80,588,000","73,148,000","71,244,000","64,959,000","59,617,000","61,374,000","62,800,000","51,800,000","45,500,000","39,500,000","36,900,000","34,900,000","22,600,000","20,900,000","19,700,000","18,400,000","16,500,000","16,500,000","15,800,000","17,300,000","16,200,000","17,900,000","11,400,000","7,900,000","6,300,000","5,300,000","4,600,000","1,600,000","1,500,000"
		CashCashEquivalentsAndShortTermInvestments,"180,244,000","263,536,000","259,913,000","302,657,000","272,990,000","287,166,000","257,152,000","356,938,000","245,409,000","304,622,000","194,944,000","248,760,000","221,639,000","266,999,000","230,433,000","255,312,000","180,052,000","245,241,000","143,056,000","156,735,000","139,943,000","165,610,000","93,024,000","108,817,000","105,324,000","104,838,000","61,488,000","100,204,000","77,792,000","112,648,000","186,900,000","189,330,000","183,784,000","200,866,000","142,274,000","189,869,000","176,428,000","185,062,000","74,891,000","91,728,000","66,582,000","108,489,000","39,300,000","38,970,000","71,087,000","79,440,000","49,440,000","64,779,000","87,219,000","87,237,000","60,437,000","63,796,000","76,237,000","104,197,000","50,100,000","40,537,000","32,342,000","80,474,000","63,693,000","78,806,000","74,826,000","91,746,000","93,813,000","67,001,000","38,882,000","66,934,000","71,157,000","50,724,000","44,197,000","43,637,000","28,311,000","26,773,000","30,345,000","56,302,000","42,149,000","35,128,000","50,702,000","57,213,000","49,909,000","28,833,000","33,697,000","50,179,000","31,727,000","26,849,000","25,654,000","35,259,000","24,219,000","22,044,000","30,065,000","37,700,000","18,400,000","16,500,000","13,600,000","14,600,000","15,200,000","4,300,000","3,600,000","3,900,000","6,200,000","6,500,000","6,800,000","6,200,000","5,800,000","6,900,000","8,700,000","4,100,000","2,300,000","2,300,000","2,500,000","2,800,000","100,000","100,000"
			CashAndCashEquivalents,"170,347,000","219,499,000","219,523,000","262,144,000","233,202,000","247,864,000","223,820,000","318,101,000","211,138,000","264,101,000","167,492,000","212,664,000","160,256,000","200,031,000","172,537,000","190,985,000","125,383,000","181,214,000","92,080,000","99,411,000","94,261,000","126,115,000","62,723,000","76,271,000","70,905,000","72,414,000","38,654,000","68,994,000","50,455,000","81,450,000","169,911,000","155,836,000","153,070,000","180,275,000","122,426,000","167,676,000","154,697,000","168,777,000","64,927,000","80,717,000","61,953,000","102,830,000","35,141,000","31,261,000","60,354,000","66,151,000","29,045,000","42,807,000","69,221,000","69,266,000","47,622,000","53,276,000","63,235,000","89,588,000","33,115,000","18,849,000","22,951,000","29,446,000","24,632,000","23,933,000","11,467,000","19,204,000","43,356,000","34,463,000","24,121,000","52,842,000","55,708,000","38,072,000","30,186,000","30,853,000","18,128,000","16,287,000","22,302,000","53,073,000","34,180,000","25,172,000","44,614,000","56,713,000","44,896,000","25,332,000","33,186,000","50,179,000","31,727,000","26,849,000","25,654,000","35,259,000","24,219,000","21,787,000","30,065,000","37,700,000","18,400,000","16,500,000","13,600,000","14,600,000","15,200,000","4,300,000","3,600,000","3,900,000","6,200,000","6,500,000","6,800,000","6,200,000","5,800,000","6,900,000","8,700,000","4,100,000","2,300,000","2,300,000","2,500,000","2,800,000","100,000","100,000"
				CashFinancial,,,,,,,,,,,,,,"122,981,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,"77,050,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"9,897,000","44,037,000","40,390,000","40,513,000","39,788,000","39,302,000","33,332,000","38,837,000","34,271,000","40,521,000","27,452,000","36,096,000","61,383,000","66,968,000","57,896,000","64,327,000","54,669,000","64,027,000","50,976,000","57,324,000","45,682,000","39,495,000","30,301,000","32,546,000","34,419,000","32,424,000","22,834,000","31,210,000","27,337,000","31,198,000","16,989,000","33,494,000","30,714,000","20,591,000","19,848,000","22,193,000","21,731,000","16,285,000","9,964,000","11,011,000","4,629,000","5,659,000","4,159,000","7,709,000","10,733,000","13,289,000","20,395,000","21,972,000","17,998,000","17,971,000","12,815,000","10,520,000","13,002,000","14,609,000","16,985,000","21,688,000","9,391,000","51,028,000","39,061,000","54,873,000","63,359,000","72,542,000","50,457,000","32,538,000","14,761,000","14,092,000","15,449,000","12,652,000","14,011,000","12,784,000","10,183,000","10,486,000","8,043,000","3,229,000","7,969,000","9,956,000","6,088,000","500,000","5,013,000","3,501,000","511,000",,,,,,,"257,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"433,254,000","405,066,000","400,808,000","295,049,000","338,313,000","277,715,000","266,402,000","143,679,000","261,551,000","254,637,000","335,503,000","306,636,000","295,880,000","266,452,000","332,049,000","285,318,000","300,092,000","240,909,000","337,200,000","255,260,000","232,466,000","200,958,000","269,853,000","216,564,000","217,136,000","198,384,000","284,835,000","218,878,000","215,082,000","194,594,000","260,433,000","202,441,000","202,970,000","185,423,000","249,706,000","188,287,000","170,096,000","167,701,000","245,072,000","187,355,000","176,927,000","153,424,000","219,155,000","160,606,000","97,006,000","70,948,000","94,661,000","85,087,000","64,809,000","58,605,000","77,793,000","57,856,000","49,356,000","43,248,000","65,528,000","9,638,000","55,634,000","41,170,000","61,804,000","54,801,000","50,720,000","47,525,000","59,191,000","58,168,000","59,721,000","35,079,000","48,494,000","49,768,000","42,956,000","37,033,000","48,593,000","48,156,000","47,355,000","33,029,000","39,003,000","38,786,000","36,141,000","25,412,000","36,773,000","46,218,000","38,875,000","24,855,000","33,481,000","29,398,000","28,569,000","17,572,000","21,131,000","18,372,000","22,165,000","13,300,000","20,200,000","16,100,000","15,000,000","10,300,000","11,000,000","7,800,000","7,800,000","5,900,000","8,300,000","1,400,000","1,400,000","5,400,000","7,400,000","6,200,000","6,500,000","4,900,000","3,200,000","2,400,000","1,400,000","800,000","1,100,000","900,000"
			AccountsReceivable,"39,418,000","26,546,000","36,524,000","24,598,000","34,722,000","25,044,000","33,526,000","20,183,000","30,143,000","38,166,000","37,781,000","21,409,000","31,362,000","25,057,000","49,260,000","39,510,000","58,759,000","39,473,000","49,266,000","41,477,000","47,052,000","56,790,000","39,507,000","27,820,000","28,903,000","43,173,000","23,269,000","17,957,000","10,773,000","54,778,000","29,997,000","104,089,000","63,796,000","89,200,000","77,788,000","95,996,000","94,868,000","75,545,000","88,150,000","89,706,000","90,626,000","91,407,000","113,461,000","77,822,000","26,891,000","18,742,000","94,661,000","11,942,000","8,120,000","11,071,000","77,793,000","9,320,000","7,094,000","5,567,000","8,308,000","6,391,000","6,092,000","8,351,000","6,810,000","7,506,000","7,112,000","7,317,000","6,539,000","7,171,000","5,034,000","3,294,000","2,986,000","3,084,000","2,817,000","3,322,000","3,223,000","6,143,000","7,790,000","4,281,000","6,747,000","3,385,000","3,616,000","3,039,000","2,974,000","2,814,000","2,588,000","2,072,000","1,518,000","1,271,000","1,273,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"51,321,000","38,819,000","48,120,000","35,184,000","44,452,000","33,987,000","43,740,000","30,120,000","39,198,000","49,232,000","50,487,000","33,979,000","44,521,000","35,906,000","50,640,000","40,802,000","59,643,000","41,446,000","50,594,000","43,291,000","49,773,000","58,412,000","42,480,000","29,927,000","31,047,000","45,479,000","25,858,000","19,776,000","11,823,000","57,458,000",,"107,499,000","66,380,000","91,794,000","80,543,000","99,099,000","98,684,000","80,126,000","94,299,000","95,048,000","95,615,000","97,301,000","120,575,000","81,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
