name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"-15,027,000","-4,071,000","-5,158,000","-1,259,000","-4,539,000","-7,267,000","-2,883,000","9,689,000","41,308,000","2,090,000","-2,642,000","8,193,000","5,416,000","-1,413,000","7,073,000","6,951,000"
	CashFlowFromContinuingOperatingActivities,"-15,027,000","-4,071,000","-5,158,000","-1,259,000","-4,539,000","-7,267,000","-2,883,000","9,689,000","41,308,000","2,090,000","-2,642,000","8,193,000","5,416,000","-1,413,000","7,073,000","6,951,000"
		NetIncomeFromContinuingOperations,"2,393,000","1,158,000","-2,355,000","1,121,000","2,469,000","913,000","3,829,000","4,407,000","4,337,000","2,980,000","-3,799,000","1,803,000","3,687,000","1,484,000","3,952,000","4,415,000"
		DepreciationAmortizationDepletion,"4,756,000","1,147,000","1,239,000","1,200,000","1,170,000","1,175,000","1,241,000","1,212,000","1,201,000","1,021,000","967,000","1,071,000","962,000","810,000","787,000","742,000"
			DepreciationAndAmortization,"4,756,000","1,147,000","1,239,000","1,200,000","1,170,000","1,175,000","1,241,000","1,212,000","1,201,000","1,021,000","967,000","1,071,000","962,000","810,000","787,000","742,000"
		DeferredTax,"-131,000","1,749,000","-1,839,000","-24,000","-17,000","128,000",,,,,,,,,,
			DeferredIncomeTax,"-131,000","1,749,000","-1,839,000","-24,000","-17,000","128,000",,,,,,,,,,
		AssetImpairmentCharge,"2,932,000","97,000",,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"539,000","184,000","88,000","82,000","185,000","261,000","163,000","115,000","96,000","186,000","228,000","170,000","262,000","198,000","179,000","49,000"
		StockBasedCompensation,"10,064,000","2,440,000","2,557,000","2,568,000","2,499,000","2,416,000","2,318,000","2,102,000","1,959,000","1,956,000","1,987,000","268,000","508,000","619,000","592,000","613,000"
		OtherNonCashItems,"530,000","129,000","130,000","129,000","142,000","87,000","82,000","86,000","80,000","82,000","123,000","14,000",,,,
