name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,03/31/1996
TotalAssets,"4,035,405,000","4,161,597,000","3,856,164,000","3,995,493,000","4,142,378,000","3,812,946,000","3,095,869,000","2,613,706,000","2,363,474,000","2,346,391,000","2,156,320,000","2,087,701,000","2,024,124,000","2,165,773,000","2,006,207,000","1,899,485,000","1,743,157,000","1,830,824,000","1,652,118,000","1,587,479,000","1,498,677,000","1,554,836,000","1,416,260,000","1,384,954,000","1,324,147,000","1,509,883,000","1,429,775,000","1,498,047,000","1,426,680,000","1,638,779,000","1,573,510,000","1,515,477,000","1,451,390,000","1,528,960,000","1,433,695,000","1,422,506,000","1,374,111,000","1,489,065,000","1,692,412,000","1,700,321,000","1,856,494,000","1,990,686,000","1,863,703,000","1,893,077,000","1,861,556,000","1,948,013,000","1,819,362,000","1,671,490,000","1,599,678,000","1,645,865,000","1,501,997,000","1,446,881,000","1,421,530,000","1,698,880,000","1,712,511,000","1,521,141,000","1,526,932,000","1,620,726,000","1,450,875,000","1,290,495,000","1,327,463,000","1,371,809,000","1,226,275,000","1,069,589,000","1,057,064,000","1,189,307,000","1,105,142,000","973,471,000","1,018,872,000","993,990,000","863,931,000","869,248,000","865,916,000","887,219,000","770,927,000","735,100,000","738,302,000","769,425,000","684,112,000","634,350,000","598,844,000","614,651,000","549,394,000","503,301,000","505,116,000","416,055,000","405,950,000","373,011,000","334,077,000","329,200,000","276,300,000","261,000,000","294,500,000","306,000,000","260,700,000","216,400,000","214,700,000","225,000,000","219,900,000","198,900,000","216,400,000","212,600,000","181,300,000"
	CurrentAssets,"3,072,922,000","3,189,782,000","2,859,811,000","2,980,354,000","3,159,318,000","2,878,223,000","2,157,431,000","1,663,351,000","1,414,478,000","1,573,388,000","1,458,377,000","1,381,706,000","1,350,436,000","1,483,897,000","1,313,825,000","1,324,866,000","1,173,100,000","1,253,150,000","1,061,619,000","1,071,077,000","1,027,845,000","1,084,880,000","944,118,000","916,678,000","926,247,000","1,129,763,000","1,042,062,000","1,114,625,000","1,052,020,000","1,134,832,000","1,067,320,000","1,007,778,000","933,000,000","1,011,789,000","912,239,000","897,166,000","844,510,000","941,570,000","911,807,000","924,610,000","1,064,536,000","1,211,258,000","1,084,198,000","1,125,488,000","1,076,386,000","1,155,923,000","1,019,180,000","873,713,000","793,661,000","836,492,000","1,084,628,000","1,025,748,000","998,676,000","1,269,908,000","1,317,959,000","1,159,909,000","1,166,316,000","1,270,349,000","1,117,454,000","961,889,000","1,007,420,000","1,078,202,000","957,045,000","804,150,000","766,206,000","954,128,000","874,709,000","745,155,000","796,861,000","774,015,000","647,210,000","654,146,000","681,805,000","700,036,000","585,622,000","561,570,000","563,263,000","587,896,000","501,629,000","455,448,000","435,914,000","441,109,000","378,219,000","325,965,000","330,093,000","344,358,000","321,241,000","277,199,000","266,207,000","257,800,000","200,100,000","184,100,000","220,800,000","235,700,000","194,900,000","172,500,000","182,900,000","190,300,000","186,500,000","161,000,000","182,800,000","177,300,000","150,200,000"
		CashCashEquivalentsAndShortTermInvestments,"1,328,716,000","1,364,411,000","1,137,296,000","1,497,721,000","1,750,327,000","1,388,743,000","917,221,000","809,395,000","715,566,000","656,046,000","574,464,000","596,956,000","604,516,000","584,488,000","424,950,000","604,116,000","641,947,000","564,888,000","405,637,000","527,657,000","547,533,000","513,578,000","395,201,000","440,111,000","519,195,000","505,082,000","365,774,000","492,228,000","537,038,000","516,613,000","500,222,000","484,981,000","469,412,000","379,865,000","294,796,000","318,857,000","333,824,000","321,999,000","237,033,000","360,737,000","478,370,000","523,333,000","379,450,000","476,367,000","477,931,000","460,726,000","307,679,000","317,315,000","319,944,000","281,052,000","524,844,000","567,417,000","494,396,000","482,352,000","458,649,000","484,384,000","486,292,000","510,088,000","366,569,000","366,520,000","410,822,000","368,039,000","244,831,000","246,495,000","245,014,000","276,872,000","254,697,000","298,785,000","341,277,000","245,967,000","193,477,000","273,976,000","294,753,000","234,778,000","196,904,000","229,952,000","218,734,000","169,499,000","153,272,000","168,613,000","143,101,000","85,389,000","53,448,000","70,023,000","44,142,000","15,266,000","22,200,000","44,369,000","49,426,000","29,100,000","19,900,000","23,900,000","43,300,000","32,900,000","40,900,000","65,200,000","72,400,000","50,500,000","35,000,000","30,900,000","38,500,000","19,100,000","28,600,000"
			CashAndCashEquivalents,"1,328,716,000","1,364,411,000","1,137,296,000","1,497,721,000","1,750,327,000","1,388,743,000","917,221,000","809,395,000","715,566,000","656,046,000","574,464,000","596,956,000","604,516,000","584,488,000","424,950,000","604,116,000","641,947,000","564,888,000","398,848,000","527,657,000","547,533,000","513,578,000","395,201,000","440,111,000","519,195,000","505,082,000","365,774,000","492,228,000","537,038,000","516,613,000","500,222,000","484,981,000","469,412,000","379,865,000","294,796,000","318,857,000","333,824,000","321,999,000","237,033,000","360,737,000","478,370,000","523,333,000","379,450,000","476,367,000","477,931,000","460,726,000","307,679,000","317,315,000","319,944,000","281,052,000","524,844,000","567,417,000","492,759,000","480,176,000","455,231,000","481,020,000","482,352,000","499,248,000","265,388,000","227,545,000","196,197,000","263,089,000","149,831,000","246,495,000","245,014,000","276,872,000","254,697,000","298,785,000","341,277,000","245,967,000","193,477,000","273,976,000","294,753,000","234,778,000","196,904,000","229,952,000","218,734,000","169,499,000","153,272,000","168,613,000","143,101,000","85,389,000","53,448,000","70,023,000","44,142,000","15,266,000","22,200,000","44,369,000","49,426,000","29,100,000","19,900,000","23,900,000","43,300,000","32,900,000","40,900,000","65,200,000","72,400,000","50,500,000","35,000,000","30,900,000","38,500,000","19,100,000","28,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"6,789,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,637,000","2,176,000","3,418,000","3,364,000","3,940,000","10,840,000","101,181,000","138,975,000","214,625,000","104,950,000","95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"675,604,000","902,780,000","807,455,000","620,005,000","679,935,000","955,683,000","792,611,000","535,723,000","428,359,000","567,890,000","502,115,000","453,805,000","417,630,000","519,868,000","494,286,000","412,708,000","244,362,000","381,373,000","301,532,000","243,763,000","208,311,000","298,914,000","261,790,000","213,610,000","165,350,000","309,367,000","300,392,000","241,128,000","199,226,000","328,595,000","273,112,000","235,930,000","200,281,000","332,305,000","283,971,000","239,413,000","196,968,000","282,881,000","301,216,000","229,304,000","242,464,000","343,129,000","314,483,000","259,970,000","276,104,000","336,098,000","304,998,000","213,567,000","215,552,000","248,625,000","259,776,000","168,768,000","231,204,000","402,900,000","496,775,000","338,493,000","397,501,000","444,090,000","446,532,000","323,789,000","310,377,000","436,678,000","415,289,000","291,035,000","289,849,000","370,048,000","297,418,000","204,867,000","229,234,000","295,816,000","214,858,000","150,926,000","206,187,000","273,326,000","216,766,000","158,493,000","181,644,000","239,417,000","181,426,000","136,697,000","171,103,000","205,913,000","175,515,000","120,137,000","144,781,000","179,129,000","145,852,000","107,151,000","123,172,000","137,200,000","101,700,000","84,300,000","93,500,000","115,500,000","78,600,000","52,400,000","63,000,000","83,700,000","79,400,000","60,200,000","71,600,000","93,600,000","62,600,000"
			AccountsReceivable,"675,604,000","845,836,000","728,074,000","545,907,000","612,225,000","894,937,000","750,749,000","500,306,000","394,743,000","531,309,000","465,969,000","418,816,000","383,309,000","484,204,000","459,689,000","385,546,000","214,885,000","351,753,000","277,839,000","221,340,000","185,179,000","277,677,000","240,606,000","192,242,000","142,778,000","284,089,000","274,730,000","221,580,000","179,823,000","306,866,000","252,692,000","219,022,000","182,029,000","312,947,000","258,858,000","218,599,000","179,565,000","264,589,000","284,451,000","213,973,000","223,104,000","318,678,000","294,691,000","241,456,000","258,294,000","336,098,000","304,998,000","213,567,000","195,247,000","248,625,000","259,776,000","168,768,000","213,929,000","374,968,000","467,499,000","338,493,000","373,619,000","444,090,000","425,052,000","303,384,000","310,377,000","416,195,000","397,198,000","291,035,000","289,849,000","370,048,000","297,418,000","204,867,000","229,234,000","295,816,000","214,858,000","150,926,000","206,187,000","273,326,000","216,766,000","158,493,000","181,644,000","239,417,000","181,426,000","136,697,000","171,103,000","205,913,000","175,515,000","120,137,000","144,781,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"1,189,206,000","1,034,726,000","812,042,000","867,868,000","1,196,050,000","973,523,000","699,544,000","597,939,000","797,562,000","656,854,000","602,656,000","573,348,000","712,598,000","639,479,000","541,086,000","482,872,000","668,811,000","529,842,000","452,141,000","395,754,000","528,029,000","446,430,000","372,634,000","332,553,000","521,772,000","492,274,000","436,724,000","344,455,000","537,240,000","433,237,000","387,502,000","338,194,000","503,270,000","413,696,000","353,029,000","325,870,000","450,376,000","450,108,000",,"376,917,000","513,866,000","464,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-343,370,000","-306,652,000","-266,135,000","-255,643,000","-301,113,000","-222,774,000","-199,238,000","-203,196,000","-266,253,000","-190,885,000","-183,840,000","-190,039,000","-228,394,000","-179,790,000","-155,540,000","-267,987,000","-317,058,000","-252,003,000","-230,801,000","-210,575,000","-250,352,000","-205,824,000","-180,392,000","-189,775,000","-237,683,000","-217,544,000","-215,144,000","-164,632,000","-230,374,000","-180,545,000","-168,480,000","-156,165,000","-190,323,000","-154,838,000","-134,430,000","-146,305,000","-185,787,000","-165,657,000",,"-153,813,000","-195,188,000","-170,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"56,944,000","79,381,000","74,098,000","67,710,000","60,746,000","41,862,000","35,417,000","33,616,000","36,581,000","36,146,000","34,989,000","34,321,000","35,664,000","34,597,000","27,162,000","29,477,000","29,620,000","23,693,000","22,423,000","23,132,000","21,237,000","21,184,000","21,368,000","22,572,000","25,278,000","25,662,000","19,548,000","19,403,000","21,729,000","20,420,000","16,908,000","18,252,000","19,358,000","25,113,000","20,814,000","17,403,000","18,292,000","16,765,000","15,331,000","19,360,000","24,451,000","19,792,000","18,514,000","17,810,000",,,,"20,305,000",,,,"17,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
