name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,03/31/2011,12/31/2010
TotalAssets,"8,219,000,000","8,276,000,000","8,151,000,000","8,785,000,000","8,545,000,000","8,750,000,000","8,448,000,000","8,444,000,000","7,591,000,000","7,710,000,000","7,515,000,000","7,674,000,000","7,468,000,000","7,222,000,000","7,326,000,000","7,232,000,000","7,350,000,000","6,860,000,000","6,783,000,000","6,707,000,000","6,527,000,000","6,474,000,000","4,778,000,000","4,694,000,000","5,304,000,000","4,657,000,000","4,645,000,000","4,719,000,000","4,620,000,000","4,864,000,000","4,814,000,000","4,900,000,000","4,887,000,000","4,896,000,000","4,784,000,000","4,611,000,000","4,589,000,000","4,679,000,000","4,596,000,000","4,482,000,000","4,513,000,000","4,393,000,000","4,151,000,000","3,849,000,000","3,735,000,000"
	CurrentAssets,"3,118,000,000","3,160,000,000","3,057,000,000","3,623,000,000","3,401,000,000","3,523,000,000","3,311,000,000","3,301,000,000","2,462,000,000","2,450,000,000","2,263,000,000","2,258,000,000","2,081,000,000","2,094,000,000","2,204,000,000","2,106,000,000","2,066,000,000","2,071,000,000","1,995,000,000","1,961,000,000","1,863,000,000","1,839,000,000","2,092,000,000","2,007,000,000","2,575,000,000","2,005,000,000","2,017,000,000","2,056,000,000","1,973,000,000","2,102,000,000","2,025,000,000","2,016,000,000","1,991,000,000","2,009,000,000","1,899,000,000","1,779,000,000","1,757,000,000","1,874,000,000","1,834,000,000","1,749,000,000","1,735,000,000","1,642,000,000","1,480,000,000","1,399,000,000","1,336,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,117,000,000","1,349,000,000","1,255,000,000","1,840,000,000","1,688,000,000","1,875,000,000","1,602,000,000","1,577,000,000","739,000,000","724,000,000","453,000,000","383,000,000","275,000,000","296,000,000","404,000,000","321,000,000","297,000,000","414,000,000","283,000,000","288,000,000","287,000,000","308,000,000","659,000,000","586,000,000","1,193,000,000","680,000,000","611,000,000","600,000,000","554,000,000","663,000,000","529,000,000","450,000,000","466,000,000","533,000,000","394,000,000","360,000,000","375,000,000","504,000,000","424,000,000","358,000,000","347,000,000","318,000,000","184,000,000","154,000,000","131,000,000"
			CashAndCashEquivalents,"1,117,000,000","1,349,000,000","1,255,000,000","1,840,000,000","1,688,000,000","1,875,000,000","1,402,000,000","1,577,000,000","739,000,000","724,000,000","453,000,000","383,000,000","275,000,000","296,000,000","404,000,000","321,000,000","297,000,000","414,000,000","283,000,000","288,000,000","287,000,000","308,000,000","659,000,000","586,000,000","1,193,000,000","680,000,000","611,000,000","600,000,000","554,000,000","663,000,000","529,000,000","450,000,000","466,000,000","533,000,000","394,000,000","360,000,000","375,000,000","504,000,000","424,000,000","358,000,000","347,000,000","318,000,000","184,000,000","154,000,000","131,000,000"
			OtherShortTermInvestments,,,,,,,"200,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,011,000,000","953,000,000","973,000,000","975,000,000","952,000,000","923,000,000","968,000,000","956,000,000","975,000,000","1,036,000,000","1,078,000,000","1,096,000,000","1,020,000,000","1,031,000,000","1,017,000,000","1,019,000,000","999,000,000","956,000,000","990,000,000","944,000,000","868,000,000","843,000,000","792,000,000","784,000,000","752,000,000","749,000,000","762,000,000","772,000,000","738,000,000","771,000,000","804,000,000","830,000,000","803,000,000","817,000,000","845,000,000","792,000,000","767,000,000","776,000,000","801,000,000","770,000,000","761,000,000","756,000,000","753,000,000","713,000,000","690,000,000"
			AccountsReceivable,"1,011,000,000","953,000,000","973,000,000","975,000,000","952,000,000","923,000,000","968,000,000","956,000,000","975,000,000","1,036,000,000","1,078,000,000","1,096,000,000","1,020,000,000","1,031,000,000","1,017,000,000","1,019,000,000","999,000,000","956,000,000","990,000,000","944,000,000","868,000,000","843,000,000","792,000,000","784,000,000","752,000,000","749,000,000","762,000,000","772,000,000","738,000,000","771,000,000","804,000,000","830,000,000","803,000,000","817,000,000","845,000,000","792,000,000","767,000,000","776,000,000","801,000,000","802,000,000","761,000,000","793,000,000","753,000,000","713,000,000","671,000,000"
				GrossAccountsReceivable,"1,048,000,000","997,000,000","1,016,000,000","1,016,000,000","990,000,000","969,000,000","1,008,000,000","991,000,000","1,004,000,000","1,071,000,000","1,111,000,000","1,127,000,000","1,048,000,000","1,066,000,000","1,051,000,000","1,050,000,000","1,028,000,000","991,000,000","1,020,000,000","972,000,000","891,000,000","873,000,000","821,000,000","810,000,000","776,000,000","782,000,000","791,000,000","803,000,000","766,000,000","805,000,000","834,000,000","858,000,000","828,000,000","848,000,000","875,000,000","819,000,000","794,000,000","810,000,000","834,000,000",,,,"786,000,000","739,000,000","703,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-37,000,000","-44,000,000","-43,000,000","-41,000,000","-38,000,000","-46,000,000","-40,000,000","-35,000,000","-29,000,000","-35,000,000","-33,000,000","-31,000,000","-28,000,000","-35,000,000","-34,000,000","-31,000,000","-29,000,000","-35,000,000","-30,000,000","-28,000,000","-23,000,000","-30,000,000","-29,000,000","-26,000,000","-24,000,000","-33,000,000","-29,000,000","-31,000,000","-28,000,000","-34,000,000","-30,000,000","-28,000,000","-25,000,000","-31,000,000","-30,000,000","-27,000,000","-27,000,000","-34,000,000","-33,000,000",,,,"-33,000,000","-26,000,000","-32,000,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-32,000,000",,"-37,000,000",,,
		Inventory,"804,000,000","700,000,000","679,000,000","642,000,000","596,000,000","558,000,000","582,000,000","595,000,000","573,000,000","539,000,000","580,000,000","604,000,000","617,000,000","595,000,000","622,000,000","598,000,000","578,000,000","524,000,000","562,000,000","554,000,000","540,000,000","522,000,000","488,000,000","483,000,000","482,000,000","433,000,000","477,000,000","498,000,000","502,000,000","486,000,000","516,000,000","527,000,000","516,000,000","475,000,000","496,000,000","471,000,000","461,000,000","443,000,000","467,000,000","467,000,000","465,000,000","426,000,000","437,000,000","417,000,000","389,000,000"
