name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"189,596,000","18,073,000","28,103,000","42,584,000","100,836,000","83,612,000","169,152,000","59,865,000","78,973,000","-10,216,000","60,420,000","35,779,000","68,613,000","78,792,000","-1,559,000","49,478,000","68,970,000","19,197,000","34,233,000","45,779,000","47,072,000","8,492,000","19,766,000","43,421,000","22,087,000","26,119,000","25,823,000","19,799,000","16,526,000","33,566,000","33,747,000","26,706,000","22,107,000","32,503,000","31,698,000","48,855,000","30,224,000","24,983,000","19,521,000","18,993,000","19,351,000","18,471,000","24,099,000","15,276,000","17,659,000","5,936,000","-9,920,000","13,507,000","12,429,000","10,494,000","-14,938,000","15,631,000","17,374,000","17,291,000","-4,215,000","17,865,000","18,017,000","15,786,000","25,177,516","11,721,266","12,541,480","10,098,736","7,821,233","4,234,287","5,557,059","7,029,262","2,683,834","3,751,315","2,511,772","78,369","-54,675","49,418","2,822"
	OperatingRevenue,"189,596,000","18,073,000","28,103,000","42,584,000","100,836,000","83,612,000","169,152,000","59,865,000","78,973,000","-10,216,000","60,420,000","35,779,000","68,613,000","78,792,000","-1,559,000","49,478,000","68,970,000","19,197,000","34,233,000","45,779,000","47,072,000","8,492,000","19,766,000","43,421,000","22,087,000","26,119,000","25,823,000","19,799,000","16,526,000","33,566,000","33,747,000","26,706,000","22,107,000","32,503,000","31,698,000","48,855,000","30,224,000","24,983,000","19,521,000","18,993,000","19,351,000","18,471,000","24,099,000","15,276,000","17,659,000","5,936,000","-9,920,000","13,507,000","12,429,000","10,494,000","-14,938,000","15,631,000","17,374,000","17,291,000","-4,215,000","17,865,000","18,017,000","15,786,000","25,177,516","11,721,266","12,541,480","10,098,736","7,821,233","4,234,287","5,557,059","7,029,262","2,683,834","3,751,315","2,511,772","78,369","-54,675","49,418","2,822"
OperatingExpense,"82,940,000","21,409,000","24,391,000","19,035,000","18,105,000","19,449,000","17,980,000","16,818,000","17,208,000","18,507,000","15,809,000","16,508,000","20,482,000","17,207,000","15,579,000","13,849,000","16,910,000","13,251,000","15,868,000","12,707,000","13,923,000","14,080,000","5,645,000","12,609,000","12,612,000","11,824,000","11,653,000","15,724,000","13,774,000","11,647,000","13,112,000","11,529,000","8,916,000","10,318,000","6,801,000","11,874,000","9,345,000","8,294,000","7,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"16,333,000","3,818,000","4,362,000","4,085,000","4,068,000","3,596,000","4,725,000","4,297,000","4,964,000","4,924,000","4,573,000","5,553,000","5,795,000","4,153,000","4,084,000","3,721,000","3,674,000","4,009,000","3,743,000","3,548,000","4,750,000","4,064,000","4,011,000","4,114,000","4,401,000","3,580,000","4,468,000","4,504,000","4,069,000","3,618,000","3,225,000","2,397,000","2,126,000","2,461,000","2,523,000","2,176,000","2,403,000","2,252,000","-13,672,000","7,642,000","7,041,000","7,096,000","-13,103,000","6,683,000","7,299,000","7,114,000","-8,720,000","5,359,000","5,566,000","4,882,000","-9,288,000","5,284,000","5,553,000","5,733,000","-2,443,000","2,772,000","3,361,000","4,367,000","-1,763,201","2,699,421","4,021,399","3,501,546","-2,637,573","2,857,060","2,675,822","2,513,473","2,231,874","1,929,218","1,363,891","202,649","229,403","62,142","68,465"
		GeneralAndAdministrativeExpense,"16,333,000","3,818,000","4,362,000","4,085,000","4,068,000","3,596,000","4,725,000","4,297,000","4,964,000","4,924,000","4,573,000","5,553,000","5,795,000","4,153,000","4,084,000","3,721,000","3,674,000","4,009,000","3,743,000","3,548,000","4,750,000","4,064,000","4,011,000","4,114,000","4,401,000","3,580,000","4,468,000","4,504,000","4,069,000","3,618,000","3,225,000","2,397,000","2,126,000","2,461,000","2,523,000","2,176,000","2,403,000","2,252,000","-13,672,000","7,642,000","7,041,000","7,096,000","-13,103,000","6,683,000","7,299,000","7,114,000","-8,720,000","5,359,000","5,566,000","4,882,000","-9,288,000","5,284,000","5,553,000","5,733,000","-2,443,000","2,772,000","3,361,000","4,367,000","-1,763,201","2,699,421","4,021,399","3,501,546","-2,637,573","2,857,060","2,675,822","2,513,473","2,231,874","1,929,218","1,363,891","202,649","229,403","62,142","68,465"
			SalariesAndWages,"42,128,000",,,,,,,,"9,695,000","10,654,000","9,431,000","9,002,000","13,041,000","10,045,000","10,274,000","8,626,000","9,874,000","8,067,000","8,897,000","7,845,000","7,825,000","7,178,000","8,290,000","7,063,000","6,933,000","7,256,000","5,296,000","10,148,000","8,124,000","6,515,000","7,941,000","6,745,000","5,699,000","5,781,000","2,812,000","8,626,000","5,751,000","4,963,000","4,876,000","4,028,000","4,446,000","4,203,000","20,370,000","4,143,000","4,290,000","3,974,000","3,533,000","3,346,000","3,609,000","2,695,000","3,094,000","2,871,000","3,344,000","3,316,000","3,843,000","2,772,000","3,361,000","4,367,000","3,061,799","2,699,421","4,021,399","3,501,546","3,758,889","2,857,060","2,675,822","2,513,473","2,231,874","1,929,218","1,363,891","494,954","480,647","305,417","260,498"
			OtherGandA,"20,016,000",,,,,,,,"3,973,000","4,025,000","8,785,000","3,967,000","3,832,000","4,153,000","5,973,000","3,044,000","3,037,000","4,009,000","-829,000","3,548,000","4,750,000","4,064,000","-812,000","4,114,000","4,401,000","3,580,000","4,468,000","4,504,000","4,069,000","3,618,000","3,225,000","2,397,000","2,126,000","2,461,000","2,523,000","2,176,000","2,403,000","2,252,000","-995,000","3,614,000","2,595,000","2,893,000","1,938,000","2,540,000","3,009,000","3,140,000","2,189,000","2,013,000","1,957,000","2,187,000","2,123,000","2,413,000","2,209,000","2,417,000",,,,,,,,,,,,,,,,"-292,305","-251,244","-243,275","-192,033"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,682","1,888"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,682","1,888"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,682","1,888"
	OtherOperatingExpenses,"17,502,000","4,838,000","7,170,000","2,732,000","2,762,000","3,305,000","3,258,000","2,818,000","2,549,000","2,929,000","1,805,000","1,953,000","1,646,000","3,009,000","1,221,000","1,502,000","3,362,000","1,175,000","3,228,000","1,314,000","1,348,000","2,838,000","-6,656,000","1,432,000","1,278,000","988,000","1,889,000","1,072,000","1,581,000","1,514,000","1,946,000","2,387,000","1,091,000","2,076,000","1,466,000","1,072,000","1,191,000","1,079,000","940,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000",,,,,,,,,,,,,,,,,,,,,,,,"3,296,507","1,227,550","2,594,549","4,264,996",,,,"32,370",,,
TaxProvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-345,089","-771,823","1,760,000",,,,"0",,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,804,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
	NetIncome,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
		NetIncomeIncludingNoncontrollingInterests,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
			NetIncomeContinuousOperations,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
	OtherunderPreferredStockDividend,"555,000",,,,,,,,"445,000","339,000",,,"122,000","146,000",,"158,000","282,000","172,000","94,000","166,000","207,000","188,000","266,000","385,000","317,000","396,000","272,000","308,000","347,000","554,000",,"458,000","488,000","237,000","331,000","328,000","340,000","331,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
BasicEPS,,"-0.03","0.03","0.2","0.71","0.56","1.32","0.38","0.55","-0.27","0.42","0.18","0.49","0.64","-0.18","0.37","0.59","0.07","0.22","0.4","0.4","-0.07",,"0.41","0.13","0.2","0.2","0.05","0.03","0.33","0.32","0.24","0.21","0.36",,"0.61","0.34","0.3","0.47","0.09","0","0.36",,"0.14","0.56","-0.03",,"-0.23","-0.14","0.16",,"0.39","-0.38","0.14",,"0.38","0.3","0.34",,"0.22","0.33","0.28",,"0.12","0.26","0.25",,"0.16","0.14","0.01",,"-0.16","-5.43"
DilutedEPS,,"-0.03","0.03","0.2","0.65","0.55","1.31","0.38","0.55","-0.27","0.42","0.18","0.49","0.64","-0.18","0.37","0.59","0.07","0.22","0.4","0.4","-0.07",,"0.41","0.13","0.2","0.2","0.05","0.03","0.33","0.32","0.23","0.2","0.35",,"0.59","0.34","0.3","0.47","0.09","0","0.36",,"0.14","0.56","-0.03",,"-0.23","-0.14","0.16",,"0.38","-0.38","0.14",,"0.38","0.3","0.34",,"0.22","0.33","0.27",,"0.11","0.26","0.25",,"0.16","0.14","0.01",,"-0.16","-5.43"
BasicAverageShares,,"118,296,000","115,194,000","114,805,000","114,654,000","114,304,000","113,898,000","113,489,000","111,558,000","108,955,000","105,634,000","104,314,000","98,223,000","96,218,000","96,357,000","95,460,000","87,125,000","84,596,000","83,843,000","82,496,000","82,292,000","81,420,000",,"74,122,000","72,746,000","71,172,000","71,205,000","71,462,000","71,368,000","63,783,000","63,105,000","62,356,000","61,089,000","60,870,000",,"60,522,000","60,339,000","53,682,000","51,862,000","48,750,000","48,616,000","47,018,000",,"43,071,000","42,971,000","42,737,000",,"35,208,000","35,260,000","35,181,000",,"34,981,000","34,632,000","32,775,000",,"32,634,000","32,832,000","32,629,000",,"32,427,000","25,190,000","22,871,000",,"13,660,604","12,859,474","9,912,595",,"9,802,000","5,121,000","2,892,000",,"2,059,000","183,000"
DilutedAverageShares,,"118,296,000","116,754,000","116,239,000","129,572,000","114,803,000","114,263,000","113,744,000","111,729,000","108,955,000","106,072,000","104,655,000","98,737,000","96,508,000","96,357,000","95,671,000","87,199,000","84,666,000","84,027,000","82,607,000","82,395,000","81,420,000",,"74,157,000","72,762,000","71,199,000","71,239,000","71,496,000","71,593,000","64,163,000","63,766,000","63,779,000","62,588,000","62,695,000",,"60,750,000","61,145,000","53,823,000","51,895,000","48,808,000","48,687,000","47,210,000",,"43,337,000","43,313,000","42,737,000",,"35,208,000","35,260,000","35,813,000",,"35,576,000","34,632,000","32,798,000",,"32,634,000","32,832,000","32,639,000",,"32,526,000","25,401,000","23,120,000",,"13,779,192","12,944,601","9,958,861",,"9,917,000","5,242,000","2,892,000",,"2,059,000","411,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","12,538,000","8,358,000","11,037,000","20,630,032","7,178,118","8,269,768","6,331,082","3,939,595","1,572,639","3,366,372","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
NormalizedIncome,"106,656,000","-3,336,000","3,712,000","23,549,000","82,731,000","64,163,000","151,172,000","43,047,000","61,765,000","-28,723,000","44,611,000","19,271,000","48,131,000","61,585,000","-17,138,000","35,629,000","52,060,000","5,946,000","18,365,000","33,072,000","33,149,000","-5,588,000","14,121,000","30,812,000","9,475,000","14,295,000","14,170,000","4,075,000","2,752,000","21,919,000","20,635,000","15,177,000","13,191,000","22,185,000","24,897,000","36,981,000","20,879,000","16,689,000","24,861,000","4,745,000","48,000","17,105,000","17,573,000","6,223,000","24,317,000","-1,178,000","11,720,000","-7,823,000","-4,630,000","5,714,000","8,459,000","13,690,000","-13,059,000","4,482,000","-10,938,000","10,965,000","8,358,000","9,114,300","20,630,032","7,146,238.1","8,487,926.85","6,142,775.7","3,939,595","3,062,118","2,406,718.8","2,504,996","-199,524","1,561,924","709,795","32,370","-546,055","-335,823","-993,029"
InterestIncome,"251,830,000","62,252,000","64,960,000","63,312,000","61,306,000","63,782,000","68,245,000","65,375,000","63,555,000","66,204,000","66,086,000","64,244,000","61,710,000","55,473,000","52,687,000","49,092,000","45,876,000","42,981,000","46,394,000","42,435,000","40,506,000","42,861,000","42,680,000","39,952,000","39,621,000","36,474,000","34,127,000","40,339,000","35,240,000","30,559,000","31,896,000","33,340,000","30,536,000","30,846,000","28,265,000","36,184,000","30,294,000","28,929,000","24,415,000","21,750,000","21,139,000","20,300,000","19,414,000","16,410,000","18,066,000","16,456,000","16,564,000","14,122,000","12,779,000","11,235,000","13,755,000","14,613,000","15,857,000","17,976,000","19,614,000","17,348,000","16,081,000","14,239,000","14,360,619","13,568,843","11,791,547","9,035,989","7,770,429","6,697,291","6,175,831","5,634,539","3,976,210","3,419,119","1,720,281","675,604","159,425","49,418","2,822"
InterestExpense,"51,344,000","11,647,000","12,138,000","13,069,000","14,490,000","14,750,000","15,190,000","14,807,000","15,076,000","14,532,000","14,669,000","13,857,000","13,515,000","12,555,000","10,720,000","9,451,000","9,878,000","9,386,000","9,811,000","9,185,000","9,254,000","9,607,000","8,710,000","8,717,000","7,572,000","7,018,000","7,591,000","7,818,000","7,571,000","7,854,000","7,864,000","6,495,000","6,534,000","7,148,000","7,546,000","7,587,000","7,570,000","7,631,000","6,526,000","4,908,000","4,507,000","3,896,000","4,449,000","3,408,000","3,161,000","2,233,000","2,335,000","2,139,000","2,072,000","2,026,000","2,072,000","2,050,000","2,106,000","3,159,000","4,427,000","3,929,000","2,914,000","1,851,000","1,401,284","553,466","1,763,285","685,965","1,315,470","1,420,140","1,357,893","1,676,982","770,319","585,773","444,444",,,,
