name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005,12/31/2004
				AllowanceForDoubtfulAccountsReceivable,"-479,000","-664,000","-1,481,000","-2,516,000","-6,103,000","-3,009,000","-3,332,000","-3,334,000","-4,554,000","-1,386,000","-1,989,000","-1,335,000","-1,393,000","-1,362,000","-1,235,000","-1,093,000","-2,327,000","-1,979,000","-2,564,000","-20,000","-20,000","0",,"0",,,"-2,000","-31,000","-30,000","-7,108,000","-7,477,000","-8,097,000","-8,170,000","-12,310,000","-9,909,000","-9,529,000","-12,302,000","-14,503,000","-12,935,000","-12,000,000","-10,313,000",,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,"0","0","0",,"23,873,000","23,440,000","23,911,000",,"0","21,308,000","21,398,000","20,411,000","20,411,000","0","19,600,000","19,600,000","15,000,000",,"372,000","389,000","1,276,000","1,279,000","43,345,000","44,210,000","12,487,000","7,829,000",,,"0","0","0","0","17,725,000","17,408,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,"1,827,000","3,238,000","3,587,000","29,300,000","29,908,000","28,238,000","37,583,000","39,765,000","26,327,000","27,680,000","13,187,000","9,538,000","12,232,000","8,463,000","9,418,000","7,980,000","22,308,000","69,423,000","69,082,000","65,505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,408,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"28,764,000","25,273,000","25,053,000","14,633,000","27,280,000","26,370,000","89,368,000","64,773,000","122,332,000","183,473,000","165,013,000","127,972,000","367,140,000","458,166,000","421,134,000","177,711,000","151,393,000","174,608,000","455,118,000","347,920,000","70,536,000","205,530,000","245,782,000","172,892,000","86,875,000","59,171,000","241,119,000","70,367,000","81,587,000","76,971,000","538,913,000","564,887,000","532,151,000","521,323,000","436,773,000","460,438,000","480,131,000","400,987,000","398,945,000","436,170,000",,,,,,,,,,,,,,,"897,000","897,000","897,000","35,877,000","34,323,000","33,757,000","34,947,000","27,515,000","16,720,000",,
			ReceivablesAdjustmentsAllowances,,,,,,,"-919,000","-734,000","-1,223,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"993,297,000","819,403,000","647,439,000","603,057,000","550,270,000","567,617,000","602,065,000","552,778,000","524,510,000","497,096,000","645,628,000","678,349,000","519,362,000","444,818,000","347,486,000","306,612,000","239,444,000","201,210,000","238,447,000","370,620,000","465,871,000","425,995,000","447,028,000","477,300,000","599,010,000","517,313,000","483,575,000","576,335,000","616,558,000","630,171,000","546,321,000","444,063,000","469,613,000","522,682,000","451,637,000","462,645,000","523,883,000","533,824,000","537,567,000","580,737,000","705,566,000","475,867,000","432,887,000","322,995,000","271,215,000","200,442,000","184,006,000","194,308,000","172,119,000","152,821,000","178,032,000","162,501,000","131,468,000","121,554,000","126,469,000","106,902,000","58,559,000","40,204,000","31,887,000","26,848,000","15,023,000","16,510,000","10,526,000","6,917,000","3,686,000"
			RawMaterials,"152,547,000","153,104,000",,,,"30,000","34,280,000","34,536,000","44,718,000","53,583,000","68,858,000","91,728,000","59,890,000","56,906,000","51,448,000","72,411,000","65,374,000","28,840,000","20,892,000","26,147,000","33,269,000","62,776,000","77,942,000","92,796,000","155,233,000","136,889,000","104,392,000","94,360,000","119,959,000","125,083,000","101,120,000","58,816,000","82,563,000","133,731,000","139,937,000","128,384,000","135,374,000","98,903,000",,"43,514,000",,,"173,790,000","155,248,000",,,"103,953,000","105,949,000",,,"107,966,000","99,664,000","104,763,000","103,725,000","94,420,000","75,843,000","38,983,000","22,874,000","18,065,000","14,679,000","10,278,000","8,212,000","5,296,000","1,675,000","921,000"
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,205,000",,,"27,128,000","30,499,000",,,"22,536,000","5,858,000",,,"10,627,000","7,118,000","7,562,000","4,038,000","7,100,000","2,842,000","3,165,000","2,289,000","3,020,000","6,555,000","481,000","1,123,000","1,686,000","597,000",
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"521,018,000",,,"231,969,000","137,248,000",,,"57,517,000","82,501,000",,,"59,439,000","55,719,000","19,143,000","13,791,000","24,949,000","28,217,000","16,411,000","15,041,000","10,802,000","5,614,000","4,264,000","7,175,000","3,544,000","4,645,000","2,765,000"
			OtherInventories,"840,750,000","666,299,000","647,439,000","603,057,000","550,270,000","567,587,000","567,785,000","518,242,000","479,792,000","443,513,000","576,770,000","586,621,000","459,472,000","387,912,000","296,038,000","234,201,000","174,070,000","172,370,000","217,555,000","344,473,000","432,602,000","363,219,000","369,086,000","384,504,000","443,777,000","380,424,000","379,183,000","481,975,000","496,599,000","505,088,000","445,201,000","385,247,000","387,050,000","388,951,000","311,700,000","334,261,000","388,509,000","434,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"94,891,000","69,611,000","178,318,000","170,512,000","201,159,000","231,585,000","203,945,000","204,209,000","197,401,000","185,738,000","205,389,000","188,777,000","174,811,000","150,300,000","111,254,000","68,832,000","65,456,000","73,391,000","55,660,000","77,649,000","73,588,000","77,343,000","60,223,000","62,894,000","60,322,000","74,990,000","64,337,000","107,355,000","109,075,000","42,193,000","54,008,000","39,640,000","30,733,000","24,572,000","27,794,000","31,099,000","42,853,000","39,582,000","216,196,000","136,868,000","189,600,000","526,734,000","352,049,000","260,514,000","177,831,000","143,033,000","132,430,000","244,053,000","200,524,000","164,129,000","79,355,000","76,996,000","102,421,000","90,584,000","20,365,000","15,681,000","34,976,000","23,178,000","24,369,000","29,923,000","4,337,000","8,116,000","4,575,000","1,505,000","431,000"
		RestrictedCash,"2,353,000","1,532,000","1,181,000","864,000","2,212,000","1,745,000","1,516,000","51,306,000","47,915,000","13,697,000","32,416,000","16,244,000","23,694,000","19,671,000","6,777,000","6,554,000","5,098,000","11,120,000","16,552,000","16,893,000","38,719,000","37,154,000","33,440,000","40,510,000","23,206,000","72,526,000","39,756,000","76,362,000","75,394,000","74,695,000",,,,,,,,,,,,,,,,,,,,,,"48,970,000",,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,"37,930,000","28,978,000","62,475,000","10,094,000","77,931,000","67,263,000","35,992,000","0","701,105,000","94,549,000","112,512,000","131,249,000","187,940,000","176,513,000","151,448,000","384,537,000","120,919,000","608,781,000","419,330,000","297,697,000","621,609,000","778,434,000","1,035,758,000","661,098,000","161,797,000","180,753,000","221,107,000","32,824,000","41,144,000","31,716,000","3,590,000","401,000","388,000","256,000","19,248,000","22,487,000","21,679,000","15,362,000","14,880,000","23,917,000","9,922,000","3,716,000","14,184,000","3,909,000","3,890,000","3,752,000","4,816,000",,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,092,000","77,709,000","73,419,000","91,565,000","62,372,000","107,265,000","64,622,000","63,899,000","24,649,000","28,878,000","41,456,000","44,070,000","37,361,000","31,386,000","32,824,000","41,144,000","31,716,000","3,590,000","401,000","388,000","256,000","19,248,000","22,487,000","21,679,000","15,362,000","14,880,000","11,658,000","9,922,000","3,716,000","14,184,000","3,909,000","3,890,000","3,752,000","4,816,000",,,,,
		AssetsHeldForSaleCurrent,,"0","0","0","0","155,685,000","35,009,000",,,,,,,,,,,,,,,,,,,,,,"20,728,000","20,728,000","20,728,000","20,728,000","20,748,000","132,626,000","164,358,000","49,521,000","49,521,000","49,521,000","49,521,000","49,521,000","46,232,000",,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"14,854,000","5,816,000","6,682,000","5,702,000","7,723,000","3,315,000","1,320,000","1,641,000","2,846,000","1,199,000","2,299,000","1,719,000","1,313,000","2,364,000","5,494,000","3,757,000","3,330,000","4,303,000","9,644,000","6,974,000","1,183,000","6,078,000","472,000","4,433,000","3,130,000","2,691,000","1,733,000","6,721,000","3,601,000","9,791,000","6,354,000","2,211,000","1,486,000","7,996,000","2,998,000","3,079,000","3,450,000","7,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"18,023,000","14,129,000","17,297,000","12,324,000","22,812,000","13,237,000","15,295,000","19,152,000","25,786,000","25,564,000","33,210,000","39,035,000","117,858,000","44,399,000","44,347,000","65,223,000","113,784,000","56,856,000","52,085,000","61,767,000","55,888,000","74,274,000","101,248,000","100,052,000","74,504,000","98,770,000","104,573,000","72,293,000","75,214,000","75,991,000","71,911,000","92,619,000","70,621,000","61,399,000","54,947,000","80,887,000","58,113,000","64,219,000","125,012,000","152,658,000","395,069,000","53,784,000","43,287,000","179,035,000","16,021,000",,"109,000","109,000","109,000","1,081,000","58,017,000",,,"1,378,000","54,305,000","17,911,000","1,219,000","44,245,000",,,,,,,
	TotalNonCurrentAssets,"4,404,232,000","4,222,503,000","4,222,305,000","4,092,997,000","3,972,020,000","4,094,396,000","4,184,724,000","4,341,442,000","4,201,298,000","3,915,855,000","4,011,197,000","3,725,561,000","3,594,100,000","3,261,839,000","3,208,466,000","3,039,652,000","3,069,890,000","3,031,729,000","3,088,199,000","3,243,374,000","3,274,265,000","3,080,593,000","4,622,242,000","4,467,399,000","4,303,632,000","3,970,745,000","3,809,313,000","3,647,599,000","3,524,971,000","3,533,973,000","3,186,928,000","3,441,746,000","3,340,316,000","3,090,738,000","3,266,144,000","3,266,847,000","3,184,499,000","3,516,368,000","3,271,693,000","3,022,910,000","2,873,109,000","3,164,353,000","3,292,844,000","3,103,001,000","3,039,726,000","2,795,943,000","2,586,930,000","2,015,445,000","2,068,981,000","1,998,241,000","1,891,680,000","1,665,692,000","1,048,728,000","1,037,101,000","897,474,000","836,557,000","678,908,000","568,803,000","381,371,000","299,125,000","231,274,000","189,988,000","165,199,000","75,331,000","29,484,000"
		NetPPE,"3,197,268,000","3,074,424,000","2,974,852,000","2,847,641,000","2,855,091,000","2,872,345,000","2,867,545,000","3,026,957,000","2,875,633,000","2,803,837,000","2,768,346,000","2,477,503,000","2,333,134,000","2,064,851,000","1,981,622,000","1,800,741,000","1,666,785,000","1,571,645,000","1,394,602,000","1,246,554,000","1,143,841,000","1,077,743,000","1,753,583,000","1,679,026,000","1,380,635,000","1,377,877,000","1,423,474,000","1,399,464,000","1,414,166,000","1,448,697,000","1,432,330,000","1,418,206,000","1,370,537,000","1,385,084,000","1,397,784,000","1,560,908,000","1,553,205,000","1,525,382,000","1,549,689,000","1,567,367,000","1,540,953,000","1,815,958,000","1,840,295,000","1,727,993,000","1,549,529,000","1,430,789,000","1,244,598,000","1,094,877,000","1,030,219,000","988,782,000","962,732,000","911,869,000","867,660,000","842,622,000","750,477,000","674,268,000","529,390,000","430,104,000","317,552,000","245,559,000","220,918,000","178,868,000","156,799,000","73,778,000","29,277,000"
			GrossPPE,"4,552,563,000","4,370,315,000","4,149,294,000","3,968,714,000","4,006,371,000","4,022,137,000","3,973,878,000","4,051,723,000","4,004,083,000","4,242,946,000","4,142,381,000","3,862,951,000","3,688,187,000","3,384,129,000","3,263,056,000","3,050,725,000","2,902,533,000","2,790,321,000","2,598,312,000","2,437,495,000","2,553,320,000","2,608,387,000","3,247,410,000","3,119,573,000","2,774,275,000","2,717,676,000","2,708,991,000","2,642,432,000","2,604,161,000","2,583,121,000","2,508,886,000","2,440,139,000","2,335,770,000","2,325,814,000","2,278,338,000","2,413,671,000","2,400,138,000","2,328,883,000","2,326,733,000","2,289,789,000","2,218,005,000","2,433,745,000","2,350,583,000","2,190,934,000","1,959,151,000","1,794,094,000","1,573,269,000","1,381,962,000","1,284,935,000","1,214,572,000","1,152,639,000","1,066,827,000","992,945,000","943,561,000","832,480,000","741,120,000","583,411,000","473,238,000","353,910,000","275,551,000","244,940,000","197,748,000","172,173,000","82,655,000","34,839,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"18,041,000","18,359,000","17,856,000","14,404,000","14,362,000","14,498,000","14,363,000","14,253,000","14,199,000","14,241,000","14,176,000","14,366,000","14,330,000","14,382,000","14,431,000","8,097,000","8,254,000","8,181,000","8,135,000","8,041,000","7,882,000","7,839,000","8,752,000","8,729,000","12,158,000","12,063,000","12,155,000","12,128,000","12,059,000","12,378,000","10,305,000","10,525,000","10,534,000","10,714,000","10,656,000","22,209,000","22,157,000","22,256,000","22,348,000","22,178,000","10,882,000","8,065,000","8,218,000","11,758,000","11,139,000","10,355,000","9,764,000","4,875,000","4,856,000","4,995,000","5,032,000","5,888,000","5,658,000","5,759,000","4,944,000","3,712,000","3,724,000","3,046,000","2,984,000","2,877,000","2,859,000","2,836,000","2,767,000","1,047,000","125,000"
				BuildingsAndImprovements,"693,740,000","693,289,000","693,833,000","692,865,000","692,493,000","693,762,000","666,637,000","669,906,000","666,728,000","664,266,000","658,510,000","566,496,000","571,345,000","567,605,000","481,529,000","477,549,000","438,549,000","424,266,000","423,031,000","413,308,000","378,757,000","378,981,000","411,990,000","411,490,000","413,318,000","410,898,000","411,594,000","400,899,000","385,762,000","381,925,000","365,549,000","364,283,000","363,601,000","360,504,000","341,976,000","459,280,000","446,737,000","446,133,000","438,672,000","439,520,000","334,910,000","393,676,000","397,339,000","398,115,000","344,320,000","286,637,000","242,870,000","240,344,000","239,142,000","239,088,000","221,272,000","201,513,000","177,791,000","148,614,000","119,897,000","121,045,000","81,444,000","48,725,000","48,032,000","45,899,000","46,249,000","24,890,000","24,782,000","22,321,000","9,765,000"
				MachineryFurnitureEquipment,"2,706,787,000","2,667,238,000","2,646,753,000","2,582,201,000","2,603,826,000","2,327,921,000","2,244,968,000","2,213,001,000","2,323,167,000","2,596,845,000","2,353,243,000","2,272,183,000","2,242,055,000","2,004,445,000","1,907,916,000","1,656,929,000","1,396,541,000","1,216,615,000","1,216,005,000","1,207,403,000","1,448,617,000","1,592,275,000","1,983,758,000","1,960,877,000","1,979,561,000","1,969,490,000","1,956,902,000","1,906,852,000","1,882,581,000","1,781,109,000","1,694,312,000","1,623,873,000","1,579,823,000","1,570,271,000","1,492,742,000","1,545,314,000","1,537,198,000","1,532,860,000","1,483,368,000","1,451,804,000","1,394,321,000","1,564,229,000","1,542,858,000","1,470,985,000","1,235,440,000","1,068,079,000","922,702,000","862,961,000","842,180,000","852,126,000","820,497,000","723,096,000","712,220,000","582,408,000","454,220,000","337,590,000","311,488,000","177,490,000","168,442,000","158,644,000","158,299,000","84,231,000","81,097,000","20,092,000","15,935,000"
				OtherProperties,"478,556,000","489,204,000","468,931,000","451,000,000","457,105,000","524,731,000","536,602,000","702,544,000","631,458,000","675,715,000","661,378,000","512,662,000","511,756,000","343,061,000","341,343,000","344,077,000","387,459,000","451,045,000","485,519,000","501,318,000","489,202,000","482,576,000","636,999,000","556,213,000","246,412,000","236,945,000","236,039,000","197,880,000","203,154,000","203,116,000","207,877,000","247,079,000","201,931,000","203,269,000","206,488,000","210,829,000","225,377,000","227,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"614,845,000","461,708,000","281,715,000","186,165,000","194,827,000","419,766,000","467,513,000","403,152,000","319,787,000","243,107,000","406,056,000","448,199,000","299,694,000","405,581,000","468,735,000","515,025,000","622,625,000","641,263,000","416,684,000","258,182,000","179,231,000","93,164,000","148,923,000","126,749,000","72,008,000","37,734,000","41,909,000","74,267,000","70,553,000","154,497,000","181,357,000","146,175,000","131,741,000","133,223,000","179,106,000","128,809,000","119,195,000","51,133,000","328,046,000","322,022,000","424,763,000","419,401,000","359,044,000","271,865,000","341,834,000","403,669,000","377,850,000","254,629,000","179,584,000","102,493,000","90,828,000","121,714,000","82,721,000","206,780,000","253,419,000","278,773,000","186,755,000","243,977,000","134,452,000","68,131,000","37,533,000","85,791,000","63,527,000","39,195,000","9,014,000"
				Leases,"40,594,000","40,517,000","40,206,000","42,079,000","43,758,000","41,459,000","43,795,000","48,867,000","48,744,000","48,772,000","49,018,000","49,045,000","49,007,000","49,055,000","49,102,000","49,048,000","49,105,000","48,951,000","48,938,000","49,243,000","49,631,000","53,552,000","56,988,000","55,515,000","50,818,000","50,546,000","50,392,000","50,406,000","50,052,000","50,096,000","49,486,000","48,204,000","48,140,000","47,833,000","47,370,000","47,230,000","49,474,000","49,367,000","54,299,000","54,265,000","53,129,000","48,374,000","43,124,000","38,211,000","26,418,000","25,354,000","20,083,000","19,153,000","19,173,000","15,870,000","15,010,000","14,616,000","14,555,000",,,,,,,,,,,,
			AccumulatedDepreciation,"-1,355,295,000","-1,295,891,000","-1,174,442,000","-1,121,073,000","-1,151,280,000","-1,149,792,000","-1,106,333,000","-1,024,766,000","-1,128,450,000","-1,439,109,000","-1,374,035,000","-1,385,448,000","-1,355,053,000","-1,319,278,000","-1,281,434,000","-1,249,984,000","-1,235,748,000","-1,218,676,000","-1,203,710,000","-1,190,941,000","-1,409,479,000","-1,530,644,000","-1,493,827,000","-1,440,547,000","-1,393,640,000","-1,339,799,000","-1,285,517,000","-1,242,968,000","-1,189,995,000","-1,134,424,000","-1,076,556,000","-1,021,933,000","-965,233,000","-940,730,000","-880,554,000","-852,763,000","-846,933,000","-803,501,000","-777,044,000","-722,422,000","-677,052,000","-617,787,000","-510,288,000","-462,941,000","-409,622,000","-363,305,000","-328,671,000","-287,085,000","-254,716,000","-225,790,000","-189,907,000","-154,958,000","-125,285,000","-100,939,000","-82,003,000","-66,852,000","-54,021,000","-43,134,000","-36,358,000","-29,992,000","-24,022,000","-18,880,000","-15,374,000","-8,877,000","-5,562,000"
