name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","416,000","14,000","10,000","516,000","-3,000","-28,000","-77,000","-1,935,000","-100,000","-3,000","-2,194,000","0",,"-46,000","-1,223,000","-464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-5,354,000","208,000","174,000","-5,351,000","-385,000","2,651,000","12,525,000","-667,000","2,384,000","164,000","5,371,000","-403,000","2,478,000","1,827,000","13,650,000","-210,000","106,000","2,301,000","4,584,000","1,255,000","28,000","-18,000","4,597,000","1,680,000","2,214,000","1,048,000","10,284,000","822,000","914,000","-490,000","1,788,000","4,406,000","2,112,000","1,843,000","13,526,000","-2,684,000","390,000","3,632,000","-32,000","357,000","26,000","20,000","138,000","-47,000","12,000","406,000","229,000","-3,720,000","-87,726,000","91,180,000","-96,873,000","-565,000",,,"27,392,000","162,225,000","44,341,000","37,207,000","166,709,000","193,658,000","110,987,000","18,980,000","67,554,000","8,818,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,500,000","-500,000","1,000,000","700,000","-8,300,000","6,100,000","11,000,000","13,900,000","7,200,000","24,400,000","3,800,000","2,300,000","1,900,000","1,700,000","1,800,000","1,300,000","100,000"
		ChangeInWorkingCapital,"-1,007,870,000","-217,141,000","-152,855,000","-312,996,000","-324,878,000","-160,692,000","-20,071,000","13,283,000","90,138,000","-41,016,000","53,416,000","-27,871,000","16,181,000","-8,500,000","92,142,000","18,689,000","-57,801,000","-75,213,000","21,186,000","-96,095,000","-93,685,000","-115,467,000","-17,220,000","-83,347,000","-77,155,000","-113,352,000","-19,762,000","-14,864,000","-76,226,000","-60,621,000","-31,951,000","-105,242,000","-83,430,000","-165,734,000","-107,475,000","-61,255,000","-51,496,000","-21,120,000","-117,932,000","-40,168,000","-59,562,000","-54,096,000","-29,234,000","-20,209,000","-12,781,000","-22,723,000","-13,618,000","-27,517,000","4,322,000","36,994,000","-59,649,000","-20,227,000","49,396,000","144,864,000","24,009,000","-28,597,000","1,384,000","69,077,000","95,526,000","-43,925,000","-112,536,000","-122,842,000","12,862,000","-92,145,000","-104,320,000","-116,097,000","51,182,000","-75,889,000","-98,069,000","-85,133,000","-139,438,000","58,147,000","4,213,000","-15,745,000","10,531,000","22,273,000","1,929,000","18,397,000","-20,216,000","22,939,000","-811,000","-5,475,000","-14,300,000","20,458,000","5,494,000","-11,946,000","4,022,000","5,162,034","9,605,969","-7,663,003","8,572,956","10,517,068","3,224,552","-12,063,820","7,907,866","2,310,612","7,320,122","-10,766,476","10,793,497","-4,328,002","2,091,011","-2,858,188","1,000,000","-200,000","0","-300,000","100,000","-100,000",,,"-100,000","0","0","-100,000","-100,000","100,000","100,000","-400,000","100,000","-100,000","100,000","0","-400,000","200,000","-100,000","-1,700,000","500,000"
			ChangeInReceivables,"-110,094,000","-52,098,000","-13,503,000","-15,221,000","-29,272,000","-7,118,000","-2,803,000","1,464,000","-4,088,000","7,557,000","-6,004,000","-3,080,000","1,626,000","-1,654,000","1,356,000","52,000","-3,792,000","5,426,000","-2,568,000","-5,779,000","10,734,000","-20,162,000","-3,312,000","-4,833,000","-9,200,000","-168,000","-1,016,000","4,279,000","-4,651,000","-5,695,000","-5,530,000","-4,381,000","-1,123,000","-13,998,000","-4,205,000","-1,057,000","-7,855,000","-5,312,000","-4,419,000","-3,640,000","403,000","1,355,000","5,044,000","-4,759,000","4,502,000","-1,540,000","-2,164,000","17,750,000","-11,606,000","90,494,000","-88,195,000","1,426,000","5,658,000","110,065,000","-43,513,000","-24,482,000","-1,601,000","53,300,000","-38,187,000","-17,379,000","-7,603,000","63,000","19,275,000","-19,911,000","-14,645,000","7,712,000","-42,366,000","4,123,000","-8,003,000","5,441,000","-11,203,000","195,000","3,188,000","-3,527,000","-1,567,000","-2,783,000","-174,000","2,968,000","-13,221,000","1,180,000","-444,000","-1,369,000","-5,210,000","3,410,000","-11,994,000","268,000","-891,000","-602,788","2,312,881","-2,060,093","641,206","-398,111","-161,365","598,500","-1,195,568","-319,662","17,834","-277,755","457,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,,,,,,,,,,,,,,,"1,356,000","52,000","-3,792,000","5,426,000","-2,568,000","-5,779,000","10,734,000","-20,162,000","-3,312,000","-4,833,000","-9,200,000","-168,000","-1,016,000","4,279,000","-4,651,000","-5,695,000","-5,530,000","-4,381,000","-1,123,000","-13,998,000","-4,205,000","-1,057,000","-7,855,000","-5,312,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,,,,"-193,395,000","-49,169,000","-575,000","54,862,000","-45,207,000","113,916,000","-115,734,000","7,192,000","-1,753,000","142,390,000","-6,007,000","-68,077,000","-87,732,000","34,592,000","-124,685,000","-122,162,000","-89,222,000","7,064,000","-124,509,000","-77,946,000","-116,035,000","-10,887,000","-54,070,000","-85,544,000","-58,906,000","12,274,000","-115,984,000","-100,077,000","-134,807,000","-60,276,000","-107,676,000","-75,116,000","-38,876,000","-108,676,000","-49,847,000","-87,940,000","-52,722,000",,"-22,645,000","-18,908,000","-19,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-12,573,000","2,915,000","-10,885,000","2,454,000","-7,057,000","1,078,000","2,998,000","-12,873,000","2,636,000","-1,410,000","-12,518,000","-128,000","1,591,000","7,118,000","-3,159,000","-3,984,000","7,056,000","7,108,000","2,335,000","7,574,000","7,176,000","9,981,000","-3,143,000","-2,267,000","-2,498,000","2,396,000","207,000","-26,000","5,794,000","7,159,000","-18,882,000","-16,088,000","-1,217,000","-1,232,000","-22,736,000","-10,669,000","-2,569,000","8,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"153,342,000","115,927,000","8,857,000","40,769,000","-12,211,000","38,743,000","28,903,000","25,267,000","36,728,000","-1,956,000","-41,978,000","91,071,000","5,772,000","-12,211,000","-48,445,000","28,628,000","7,012,000","-15,000","-13,173,000","26,795,000","10,567,000","-16,064,000","-17,829,000","48,262,000","12,489,000","455,000","-8,066,000","34,953,000","8,175,000","-3,179,000","-19,813,000","31,211,000","18,987,000","-15,697,000","-20,258,000","58,147,000","34,044,000","14,671,000","-1,819,000","10,270,000","26,144,000","-5,210,000","-1,252,000","6,270,000","4,008,000","-3,484,000","-12,469,000","-15,076,000","9,258,000","-3,438,000","16,778,000","-7,380,000","9,197,000","-42,808,000","-42,120,000","-15,502,000","-12,923,000","-47,692,000","-29,295,000","-21,843,000","-1,098,000","-87,709,000","-16,520,000","-4,965,000","-18,573,000","-15,620,000","81,175,000","56,971,000","76,039,000","-5,217,000","16,410,000","57,952,000","1,025,000","-12,218,000","12,098,000","25,056,000","2,103,000","15,429,000","-6,995,000","21,759,000","-367,000","-4,106,000","-9,090,000","17,048,000","17,488,000","-12,214,000","4,913,000","5,764,822","7,293,088","-5,602,910","7,931,750","10,915,179","3,385,917","-12,662,320","9,103,434","2,630,274","7,302,288","-10,488,721","5,060,837","-1,502,077","1,864,452","-1,962,189",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-1,038,545,000","-283,885,000","-137,324,000","-340,998,000","-276,338,000","-193,395,000","-49,169,000","-575,000","54,862,000","-45,207,000","113,916,000","-115,734,000","7,192,000","-1,753,000","142,390,000","-6,007,000","-68,077,000","-87,732,000","34,592,000","-124,685,000","-122,162,000","-89,222,000","7,064,000","-124,509,000","-77,946,000","-116,035,000","-10,887,000","-54,070,000","-85,544,000","-58,906,000","12,274,000","-115,984,000","-100,077,000","-134,807,000","-60,276,000","-107,676,000","-75,116,000","-38,876,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"380,529,000","-147,284,000","-175,240,000","-91,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,892,172","226,559","-895,999","500,000","-200,000","100,000","-200,000","100,000","0",,,,,,,"-1,700,000","700,000","700,000","100,000","400,000","400,000","600,000","500,000","0","300,000","300,000","300,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-241,000",,,,"-2,676,000",,,,"-2,753,000",,,,"-2,070,000","-368,156,000","10,301,000","9,135,000","6,103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000","0","-100,000","-100,000","0","-100,000",,,"300,000",,,"-100,000","1,600,000","-600,000","-600,000","-500,000","-300,000","-500,000","-500,000","-500,000","-400,000","-100,000","-400,000","-2,000,000","300,000"
			ChangeInOtherWorkingCapital,,,,,,,"-435,000","2,262,000","-2,855,000","1,856,000","-7,198,000","-805,000","3,078,000","535,000","-5,523,000","-2,971,000","3,369,000","-298,000","-5,387,000","3,249,000","3,400,000","4,449,000","-8,640,000","-2,658,000","-2,993,000","6,442,000","-3,390,000","859,000","5,957,000","3,392,000","-4,156,000","3,478,000","3,698,000","1,839,000","-6,187,000","2,395,000","7,822,000","5,367,000","-3,842,000","3,049,000","1,831,000","2,481,000","-93,811,000","925,000","-2,383,000","1,533,000","1,015,000","-30,191,000","6,670,000","-50,062,000","11,768,000","-14,273,000","34,300,000","77,848,000","109,642,000","11,387,000","13,232,000","66,145,000","163,008,000","-4,703,000","-106,588,000","-32,443,000","-8,911,000","-48,251,000","-73,172,000","-106,119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DividendReceivedCFO,"4,920,000","1,069,000","1,627,000","1,109,000","1,115,000","1,100,000","1,145,000","958,000","642,000","849,000","2,177,000","2,753,000","4,512,000","3,996,000","4,244,000","5,064,000","3,590,000","3,244,000","4,927,000","3,698,000","3,432,000","3,280,000","5,520,000","4,096,000","3,866,000","3,477,000","3,204,000","3,677,000","2,734,000","3,035,000","2,829,000","2,665,000","2,164,000","3,955,000","2,217,000","3,560,000","3,514,000","3,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
